Primary,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,596,833,1193,1691,2344,3283,4415,5630,6816,7988,9126,10226,11419,12581,13680,14711,15655,16523,17078,17562,17981,18343,18647,18880,19074,19235,19371,19483,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
AMBERTON ROAD,365,530,789,1159,1664,2408,3316,4286,5234,6171,7082,7962,8921,9857,10739,11566,12324,13021,13466,13854,14190,14480,14725,14912,15068,15197,15306,15397,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
ANNFIELD 66/20KV,511,723,1050,1506,2115,2998,4067,5213,6332,7438,8513,9551,10679,11779,12817,13792,14684,15504,16029,16486,16882,17224,17512,17732,17916,18068,18196,18302,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
ASHINGTON,464,688,1042,1555,2264,3319,4610,5991,7338,8671,9966,11218,12585,13918,15174,16352,17431,18423,19057,19610,20088,20502,20849,21116,21338,21522,21678,21807,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
AYCLIFFE INDUSTRIAL,262,361,510,712,974,1345,1790,2268,2735,3196,3644,4077,4545,5001,5432,5837,6208,6549,6767,6958,7122,7264,7384,7475,7551,7614,7668,7712,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
BARDEN FRIAR,17,23,33,46,63,88,118,150,181,212,242,271,303,333,362,390,414,437,452,465,476,485,493,500,505,509,512,515,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
BEDALE,278,392,569,815,1142,1617,2191,2807,3408,4002,4579,5137,5743,6333,6891,7414,7894,8334,8616,8862,9074,9258,9412,9530,9629,9711,9780,9837,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
BELMONT,534,722,1001,1371,1836,2482,3250,4076,4883,5681,6454,7202,8007,8791,9534,10232,10871,11458,11835,12163,12446,12691,12897,13054,13186,13294,13386,13462,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
BENSHAM,229,334,499,736,1059,1536,2118,2741,3349,3950,4535,5099,5715,6315,6882,7413,7899,8346,8632,8881,9097,9283,9440,9560,9660,9743,9813,9871,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
BENTON SQUARE,579,786,1094,1505,2026,2753,3620,4551,5461,6360,7233,8076,8985,9870,10709,11496,12218,12881,13306,13676,13996,14272,14504,14682,14830,14953,15056,15142,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
BENWELL,376,527,758,1078,1501,2111,2847,3637,4408,5169,5910,6625,7401,8157,8872,9542,10156,10721,11082,11397,11669,11905,12102,12254,12380,12485,12573,12647,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
BILLINGHAM MARSH HOUSE,547,758,1076,1513,2080,2890,3864,4909,5930,6938,7917,8864,9888,10887,11831,12717,13529,14275,14753,15169,15529,15840,16101,16301,16468,16606,16723,16820,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
BILLY MILL,390,547,786,1119,1557,2189,2952,3771,4570,5359,6127,6868,7672,8456,9197,9892,10528,11113,11488,11814,12097,12340,12545,12702,12834,12942,13033,13109,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
BIRTLEY GROVE 66/11KV,337,461,645,893,1210,1655,2188,2760,3319,3871,4407,4925,5484,6029,6545,7029,7472,7880,8141,8368,8565,8735,8878,8987,9078,9153,9217,9270,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
BIRTLEY GROVE 66/20KV,209,284,396,545,734,998,1313,1651,1981,2308,2624,2930,3260,3582,3886,4172,4434,4675,4829,4963,5079,5180,5264,5328,5382,5427,5464,5496,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
BLAYDON BURN,487,657,909,1243,1661,2240,2929,3669,4393,5108,5801,6471,7192,7895,8561,9186,9758,10285,10622,10916,11170,11389,11574,11715,11832,11930,12012,12080,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
BLUCHER 33/11KV,428,589,833,1164,1593,2201,2932,3716,4481,5238,5973,6682,7450,8198,8906,9570,10179,10738,11096,11408,11678,11911,12107,12257,12383,12486,12573,12646,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
BOLDON DOWNHILL,363,496,695,964,1308,1791,2369,2990,3597,4196,4778,5340,5947,6538,7098,7624,8105,8548,8831,9078,9292,9476,9631,9750,9849,9931,10000,10057,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,219,289,388,515,666,866,1101,1353,1600,1843,2079,2307,2551,2787,3012,3224,3418,3596,3711,3810,3896,3970,4033,4080,4120,4153,4181,4204,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
BOWESFIELD 33/11KV,377,516,724,1006,1366,1875,2485,3138,3778,4409,5022,5614,6254,6877,7467,8021,8528,8994,9293,9553,9778,9972,10136,10261,10365,10451,10524,10585,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
BOWESFIELD 66/11KV,286,390,546,757,1025,1403,1854,2339,2813,3281,3735,4174,4648,5110,5547,5957,6333,6679,6900,7093,7260,7404,7525,7617,7695,7759,7812,7857,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
BRANCEPETH,601,847,1223,1747,2441,3445,4660,5961,7232,8488,9708,10887,12167,13415,14594,15700,16713,17644,18239,18759,19208,19596,19922,20172,20381,20553,20699,20820,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
BREAMISH STREET,112,163,244,359,516,748,1031,1334,1630,1922,2206,2481,2780,3072,3348,3606,3842,4060,4199,4320,4425,4515,4591,4650,4699,4739,4773,4801,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
BRENDA TRADING,460,661,973,1416,2014,2891,3957,5098,6212,7314,8384,9418,10544,11642,12678,13650,14540,15358,15881,16337,16732,17072,17359,17579,17762,17914,18042,18148,NPgN,Primary,NG FES - Electric Engagement,Number of electric cars and vans (hybrid and full electric)
