Scenario,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
NPg Planning Scenario,35.179,70.065,104.460,137.581,169.903,200.792,229.124,255.308,279.489,301.789,322.012,340.349,356.596,370.947,383.506,394.398,403.980,412.348,419.602,425.794,430.967,435.075,438.355,440.934,442.929,444.377,445.426,446.080,446.461,446.746,446.966
