Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric buses
AMBERTON ROAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric buses
ANNFIELD 66/20KV,0,0,1,1,1,2,3,4,5,7,8,10,13,16,19,21,24,26,29,31,33,35,35,36,37,38,39,40,40,40,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric buses
ASHINGTON,0,1,2,3,4,7,9,12,15,19,24,31,38,46,54,62,70,77,85,92,98,102,104,105,109,112,114,116,116,116,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric buses
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric buses
AYCLIFFE INDUSTRIAL,0,0,0,0,1,1,1,2,2,3,4,5,6,7,9,10,11,12,13,15,15,16,16,17,17,18,18,18,18,18,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric buses
BARDEN FRIAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric buses
BEDALE,0,1,1,2,4,6,8,11,14,18,22,28,35,42,50,56,64,71,78,84,89,93,95,96,99,102,105,106,106,106,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric buses
BELMONT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric buses
BENSHAM,1,2,3,5,8,14,18,24,31,40,51,63,78,95,113,128,144,161,176,190,202,211,215,218,225,232,237,241,241,240,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric buses
BENTON SQUARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric buses
BENWELL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric buses
BILLINGHAM MARSH HOUSE,0,0,0,0,0,1,1,1,2,2,3,4,5,6,7,8,8,9,10,11,12,12,13,13,13,14,14,14,14,14,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric buses
BILLY MILL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric buses
BIRTLEY GROVE 66/11KV,1,2,3,5,8,13,17,23,30,38,49,61,75,91,108,123,138,154,168,182,194,202,206,209,216,222,227,231,231,230,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of electric buses
