Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,76603.8,76491.163,77437.765,79569.114,82907.114,86675.724,89478.956,91861.214,94756.186,97666.385,100145.134,102363.53,104387.048,106572.82,111655.594,116814.422,121726.109,126293.915,130068.641,133140.849,135804.49,139390.812,143332.819,147204.558,150941.474,154631.046,158289.063,161909.883,164616.421,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
AMBERTON ROAD,124897.375,124530.479,134892.154,137438.538,142971.273,146285.421,148924.952,151287.412,154224.985,157250.233,159965.665,162517.934,164909.771,167335.532,173987.975,180494.853,186626.575,192299.176,197118.86,201291.415,204957.059,209302.008,213874.937,218331.406,222616.201,226825.117,230974.619,235069.965,238564.908,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
ANNFIELD 66/20KV,100905.778,101118.183,102440.157,104775.156,108290.109,112197.645,115339.006,118291.513,121919.937,125653.905,129019.741,132185.44,135179.015,138471.254,144420.743,150165.826,155582.581,160628.476,164967.008,168601.142,171733.573,175593.892,179613.265,183512.893,187241.589,190908.552,194537.098,198131.851,200919.604,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
ASHINGTON,85210.152,85244.895,86442.773,88795.839,92505.741,96681.737,100102.468,103283.716,107193.091,111144.177,114620.629,117794.791,120699.916,123848.214,130026.546,136065.416,141805.73,147195.539,151863.992,155811.095,159292.146,163501.32,167901.245,172196.744,176318.164,180385.878,184421.521,188425.288,191472.475,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
AYCLIFFE FORREST,621.878,614.219,8272.041,8265.272,8258.943,8252.966,8247.352,8242.081,8237.259,8232.737,8228.44,8224.352,8220.393,8216.677,8213.345,8210.045,8206.823,8203.71,8200.673,8197.753,8194.909,8192.133,8189.425,8186.779,8184.174,8181.622,8179.104,8176.619,8174.153,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
AYCLIFFE INDUSTRIAL,59925.398,59888.791,60382.966,61312.789,62737.19,64278.94,65493.985,66651.071,68107.132,69631.232,71040.223,72394.835,73707.959,75169.048,77919.764,80590.789,83109.42,85437.87,87432.299,89102.518,90539.415,92280.618,94072.147,95797.687,97439.129,99043.816,100623.476,102180.984,103388.304,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BARDEN FRIAR,4584.259,4628.396,4718.738,4832.106,4979.501,5127.534,5275.014,5426.796,5613.615,5805.095,5982.865,6151.234,6303.856,6471.835,6748.282,7005.541,7249.413,7483.994,7703.033,7910.252,8105.014,8304.425,8502.67,8698.244,8888.68,9078.989,9269.204,9460.104,9630.679,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BEDALE,88348.735,88737.235,90402.67,92042.098,94352.179,96891.831,99303.844,101745.884,104713.076,107836.188,110867.508,113875.584,116840.508,119873.969,124117.984,128248.358,132136.348,135739.726,138873.066,141581.538,143956.977,146470.71,148973.223,151349.283,153584.648,155759.396,157894.927,160002.974,161807.466,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BELMONT,119727.689,119748.814,123333.909,125113.438,127673.047,130226.849,132313.165,134234.781,136656.055,139158.919,141401.061,143499.115,145466.307,147567.186,151667.06,155688.721,159488.662,163031.024,166055.046,168609.759,170827.295,173525.033,176387.798,179181.362,181862.636,184509.193,187133.845,189738.132,191806.899,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BENSHAM,68664.012,68583.52,69300.363,70648.358,72706.46,74960.733,76798.596,78570.922,80772.293,83095.906,85270.145,87385.86,89437.041,91776.588,95888.392,99873.402,103624.768,107096.181,110074.08,112571.503,114712.533,117247.463,119844.832,122329.876,124681.066,126963.984,129197.002,131387.218,133005.478,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BENTON SQUARE,81774.261,82146.089,87776.357,90399.706,93213.213,96094.591,98658.338,101189.229,104273.956,107491.481,110473.704,113358.979,116184.888,119375.295,125568.737,131635.268,137444.121,142935.878,147881.092,152277.949,156252.632,160517.754,164789.27,168926.488,172902.137,176808.556,180671.922,184498.642,187578.777,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BENWELL,89697.816,89452.687,90082.384,92267.262,94438.489,96863.539,98870.096,100831.991,103330.165,105974.414,108402.78,110735.663,112993.962,115636.566,120655.144,125496.958,130068.504,134344.836,138111.93,141374.858,144258.42,147550.413,150896.166,154127.99,157221.503,160259.429,163262.246,166238.907,168495.502,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BILLINGHAM MARSH HOUSE,73090.413,73921.149,75823.868,78596.59,82370.974,86406.1,89825.257,93256.814,97405.031,101837.001,106224.228,110683.252,115276.76,120289.303,127564.909,134650.273,141336.637,147442.666,152699.161,157072.275,160769.337,164951.299,169082.1,172946.409,176548.014,180009.103,183382.788,186686.185,189241.712,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BILLY MILL,89048.525,89147.632,90031.01,92423.884,94691.406,97138.007,99116.64,101046.223,103440.202,105944.417,108241.842,110452.351,112616.669,115132.072,119645.665,124025.234,128205.768,132128.396,135591.265,138537.805,141110.474,144096.258,147107.371,150006.928,152770.722,155473.918,158138.009,160766.176,162751.389,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BIRTLEY GROVE 66/11KV,71556.527,71577.246,79598.215,81091.934,83295.181,85823.957,88437.982,91404.073,96156.031,100311.973,104682.178,109343.445,114289.59,123209.444,129578.483,135745.954,141491.899,146682.153,151134.737,154821.914,157856.353,160731.544,163293.723,165512.906,167441.203,169193.919,170832.923,172393.515,173570.803,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BIRTLEY GROVE 66/20KV,51654.214,51384.648,51619.089,52066.324,52838.306,53802.236,54788.011,55838.822,57134.858,58506.046,59816.591,61113.574,62404.554,63633.507,65183.825,66659.102,68028.826,69284.028,70368.322,71222.357,71787.349,72328.152,72810.185,73228.576,73578.86,73899.834,74203.497,74494.407,74719.146,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BLAYDON BURN,68566.696,68522.958,69301.368,72443.402,74477.139,76699.899,78844.879,81141.318,84064.924,87208.669,90240.433,93275.184,96304.782,99827.344,105794.087,111511.573,116940.342,122046.51,126676.761,130788.973,134458.027,138189.346,141784.503,145200.133,148430.745,151574.136,154660.72,157707.334,160057.905,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BLUCHER 33/11KV,62458.413,63024.675,64686.17,67981.032,71323.062,75021.184,78622.052,82368.626,86720.414,91315.221,95776.881,100198.368,104569.393,109215.26,116185.661,122844.073,129088.125,134898.516,140123.846,144751.688,148895.497,153116.281,157196.978,161044.252,164653.247,168113.887,171462.172,174718.043,177192.898,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BOLDON DOWNHILL,30729.932,30941.624,36140.145,37353.58,39065.095,40821.662,42344.409,43820.729,45629.129,47493.305,49211.219,50850.012,52442.34,54307.307,57856.497,61301.37,64590.254,67684.463,70484.036,72942.196,75131.62,77518.744,79922.866,82247.421,84472.723,86655.891,88813.453,90947.647,92548.513,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,30698.21,30877.67,31481.613,32344.962,33565.521,34924.905,36469.19,38301.721,40623.776,43281.757,46166.138,49306.756,52682.761,56306.985,60544.707,64637.019,68441.984,71874.967,74837.247,77319.894,79360.428,81167.754,82721.797,84035.929,85155.873,86158.972,87088.043,87970.863,88700.177,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BOWESFIELD 33/11KV,45526.093,46120.158,47548.743,49538.116,52220.1,55044.172,57919.911,60997.864,64783.532,68862.894,72942.242,77105.411,81312.38,85771.304,91869.513,97756.913,103291.391,108420.594,112950.535,116919.622,120406.468,123826.371,127079.134,130110.192,132929.998,135649.638,138307.429,140930.332,143133.322,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BOWESFIELD 66/11KV,71801.684,72123.692,72920.131,74030.024,75568.983,77201.411,78743.125,80314.069,82217.767,84192.134,86038.424,87824.535,89548.383,91479.817,94730.137,97869.383,100882.053,103761.972,106421.998,108842.319,111066.435,113391.399,115695.105,117937.709,120101.707,122238.327,124358.08,126464.76,128216.74,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BRANCEPETH,64656.093,65204.905,66866.828,70178.307,74109.068,78420.449,81924.639,85192.399,89140.011,93128.267,96673.528,99935.532,102954.696,106280.53,112489.805,118461.151,124101.263,129404.128,134027.899,137949.042,141360.841,145506.959,149823.372,154034.122,158074.894,162059.696,166009.035,169923.938,172935.305,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
BREAMISH STREET,56532.625,56240.469,56422.287,57988.434,58904.071,59869.66,60592.508,61226.469,62100.146,63019.805,63829.046,64574.071,65237.234,66038.715,68112.293,70128.202,72019.624,73781.512,75268.129,76542.222,77664.042,79042.339,80518.179,81963.718,83358.006,84736.026,86100.462,87454.62,88525.701,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total demand (MWh)
