Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,136,290,665,1230,2116,3098,4149,5252,6544,7839,9070,10225,11290,12200,12938,13581,14137,14609,14997,15305,15549,15733,15870,15974,16043,16099,16151,16200,16251,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
AMBERTON ROAD,139,285,632,1135,1901,2720,3598,4516,5591,6667,7692,8654,9541,10298,10912,11447,11910,12303,12626,12882,13085,13238,13353,13439,13497,13544,13587,13628,13670,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
ANNFIELD 66/20KV,179,364,799,1422,2365,3361,4429,5545,6851,8160,9405,10575,11653,12573,13320,13971,14533,15011,15403,15715,15961,16148,16287,16392,16463,16520,16572,16622,16674,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
ASHINGTON,165,353,811,1503,2589,3795,5087,6441,8029,9619,11131,12551,13859,14976,15882,16673,17355,17936,18412,18791,19090,19316,19485,19612,19697,19766,19829,19890,19953,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
AYCLIFFE INDUSTRIAL,106,204,426,722,1145,1556,1998,2458,2994,3530,4042,4523,4966,5345,5652,5919,6150,6346,6508,6636,6737,6814,6871,6915,6944,6968,6989,7010,7031,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
BARDEN FRIAR,10,18,37,60,93,123,155,188,227,265,302,337,369,396,418,438,454,468,480,489,497,502,506,510,512,513,515,516,518,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
BEDALE,109,218,472,828,1358,1908,2497,3112,3831,4552,5238,5882,6476,6983,7394,7753,8062,8325,8542,8713,8849,8952,9029,9086,9125,9157,9186,9213,9242,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
BELMONT,261,482,967,1574,2393,3113,3887,4690,5618,6549,7439,8275,9047,9705,10239,10704,11105,11446,11726,11949,12126,12260,12360,12435,12487,12529,12566,12602,12639,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
BENSHAM,144,276,573,968,1529,2071,2652,3258,3962,4668,5342,5975,6558,7056,7460,7812,8116,8374,8586,8755,8888,8990,9065,9122,9161,9192,9220,9247,9275,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
BENTON SQUARE,251,472,960,1588,2456,3252,4109,4998,6030,7064,8052,8981,9837,10568,11160,11676,12121,12500,12811,13059,13254,13403,13514,13598,13655,13701,13742,13782,13823,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
BENWELL,145,283,601,1035,1668,2303,2985,3696,4526,5356,6148,6892,7578,8163,8638,9052,9409,9713,9963,10161,10318,10437,10525,10592,10637,10674,10707,10739,10772,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
BILLINGHAM MARSH HOUSE,243,465,965,1630,2575,3487,4466,5485,6672,7860,8994,10060,11042,11880,12560,13153,13664,14099,14456,14740,14965,15135,15262,15358,15423,15476,15523,15569,15616,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
BILLY MILL,166,321,677,1158,1853,2542,3282,4052,4951,5851,6709,7515,8259,8893,9408,9856,10243,10572,10843,11058,11227,11356,11453,11525,11574,11614,11650,11684,11720,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
BIRTLEY GROVE 66/11KV,136,259,536,903,1422,1918,2452,3007,3653,4301,4918,5499,6034,6490,6861,7184,7462,7699,7893,8048,8170,8263,8332,8385,8420,8449,8475,8500,8525,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
BIRTLEY GROVE 66/20KV,85,160,330,553,865,1161,1478,1808,2192,2576,2943,3288,3606,3878,4098,4289,4455,4596,4711,4803,4876,4931,4972,5003,5024,5041,5057,5072,5087,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
BLAYDON BURN,172,328,680,1147,1808,2444,3127,3838,4665,5493,6284,7026,7711,8296,8769,9183,9539,9842,10091,10289,10446,10565,10653,10720,10765,10802,10835,10867,10900,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
BLUCHER 33/11KV,149,290,613,1053,1692,2330,3014,3727,4559,5393,6187,6933,7621,8209,8685,9100,9459,9763,10014,10213,10370,10489,10578,10645,10690,10727,10760,10793,10825,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
BOLDON DOWNHILL,159,301,617,1028,1603,2142,2721,3323,4023,4724,5393,6022,6602,7097,7498,7848,8150,8406,8617,8785,8917,9018,9093,9150,9188,9219,9247,9275,9302,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,105,190,373,592,877,1107,1355,1612,1907,2202,2486,2752,2998,3208,3378,3526,3654,3762,3851,3922,3978,4021,4053,4077,4094,4107,4119,4131,4143,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
BOWESFIELD 33/11KV,178,333,679,1123,1737,2301,2907,3536,4267,4999,5698,6355,6961,7478,7897,8263,8578,8846,9066,9241,9380,9485,9564,9623,9663,9696,9725,9754,9782,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
BOWESFIELD 66/11KV,99,193,407,697,1117,1535,1983,2450,2994,3540,4060,4548,4999,5383,5695,5967,6201,6401,6565,6695,6798,6876,6934,6978,7008,7032,7054,7075,7096,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
BRANCEPETH,200,407,893,1592,2647,3764,4962,6214,7678,9145,10542,11853,13062,14094,14931,15661,16291,16827,17267,17617,17893,18102,18258,18376,18455,18519,18577,18634,18691,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
BREAMISH STREET,93,172,346,563,855,1112,1388,1675,2006,2338,2656,2954,3229,3464,3655,3821,3964,4086,4186,4265,4328,4376,4412,4439,4457,4472,4485,4498,4511,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
BRENDA TRADING,141,297,674,1235,2105,3059,4081,5151,6406,7662,8857,9980,11014,11897,12613,13238,13777,14236,14613,14912,15148,15327,15460,15561,15628,15683,15733,15781,15830,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
CAMPLESHON ROAD,250,464,933,1523,2320,3026,3784,4571,5482,6395,7268,8088,8845,9491,10014,10470,10863,11198,11472,11691,11864,11996,12094,12168,12218,12259,12296,12332,12368,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
CARLEY HILL,210,402,836,1413,2235,3029,3882,4770,5804,6840,7828,8756,9613,10343,10935,11452,11898,12277,12588,12835,13031,13179,13290,13374,13430,13476,13518,13558,13598,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
CARLIN HOW T3 T4,116,244,555,1017,1736,2525,3370,4256,5293,6332,7321,8249,9104,9835,10427,10944,11390,11769,12081,12328,12524,12672,12782,12865,12921,12966,13007,13047,13088,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
CARR HILL,149,310,698,1272,2156,3118,4150,5230,6495,7762,8967,10099,11142,12032,12755,13385,13929,14392,14772,15073,15312,15492,15627,15728,15796,15851,15902,15950,16000,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
CATTERICK CAMP,131,268,593,1062,1776,2537,3353,4206,5205,6205,7157,8051,8875,9578,10149,10646,11076,11441,11741,11979,12168,12310,12417,12497,12551,12594,12634,12673,12712,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
CLOSE,91,165,323,512,754,946,1154,1368,1614,1860,2097,2319,2524,2700,2841,2965,3071,3162,3236,3296,3342,3378,3405,3425,3439,3450,3460,3470,3480,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
CONEYTHORPE,202,373,747,1213,1839,2385,2973,3582,4286,4992,5667,6302,6887,7387,7792,8144,8449,8707,8920,9089,9223,9325,9401,9458,9497,9529,9557,9585,9613,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
CONSETT,245,482,1029,1784,2893,4017,5223,6482,7952,9424,10826,12144,13359,14395,15236,15969,16602,17140,17582,17933,18211,18421,18578,18696,18776,18841,18900,18956,19014,NPgN,Primary,NPg Best View,Number of electric cars and vans (hybrid and full electric)
