Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,1.7,1.928,2.143,2.433,3.068,3.701,4.33,4.954,5.57,6.172,6.818,7.453,8.088,8.721,9.369,10.058,10.759,11.437,12.107,12.804,13.5,14.196,14.892,15.588,16.284,16.98,17.676,18.371,19.067,19.763,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed PV capacity - domestic (MW)
AMBERTON ROAD,1.59,1.744,1.926,2.17,2.709,3.242,3.772,4.297,4.817,5.324,5.868,6.403,6.938,7.472,8.017,8.597,9.188,9.759,10.324,10.911,11.497,12.083,12.67,13.256,13.842,14.428,15.015,15.601,16.187,16.773,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed PV capacity - domestic (MW)
ANNFIELD 66/20KV,1.719,1.906,2.126,2.422,3.069,3.716,4.358,4.995,5.625,6.241,6.9,7.549,8.198,8.845,9.508,10.211,10.928,11.62,12.305,13.017,13.728,14.439,15.15,15.861,16.573,17.284,17.995,18.706,19.417,20.128,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed PV capacity - domestic (MW)
ASHINGTON,2.261,2.542,2.872,3.316,4.274,5.244,6.208,7.165,8.11,9.033,10.022,10.996,11.97,12.941,13.934,14.99,16.065,17.103,18.132,19.2,20.266,21.333,22.4,23.467,24.534,25.601,26.668,27.735,28.801,29.868,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed PV capacity - domestic (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed PV capacity - domestic (MW)
AYCLIFFE INDUSTRIAL,0.823,0.901,0.992,1.115,1.387,1.655,1.921,2.185,2.447,2.702,2.975,3.244,3.513,3.782,4.056,4.348,4.645,4.932,5.216,5.511,5.806,6.101,6.396,6.69,6.985,7.28,7.575,7.87,8.164,8.459,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed PV capacity - domestic (MW)
BARDEN FRIAR,0.051,0.059,0.069,0.082,0.108,0.136,0.163,0.191,0.218,0.244,0.272,0.3,0.328,0.355,0.384,0.414,0.444,0.474,0.503,0.534,0.564,0.595,0.625,0.655,0.686,0.716,0.747,0.777,0.808,0.838,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed PV capacity - domestic (MW)
BEDALE,1.342,1.47,1.62,1.821,2.268,2.709,3.147,3.581,4.011,4.43,4.88,5.322,5.764,6.205,6.656,7.136,7.624,8.096,8.563,9.048,9.533,10.017,10.502,10.987,11.471,11.956,12.44,12.925,13.41,13.894,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed PV capacity - domestic (MW)
BELMONT,1.305,1.439,1.596,1.808,2.273,2.735,3.194,3.65,4.1,4.54,5.011,5.475,5.939,6.402,6.875,7.378,7.89,8.385,8.875,9.383,9.892,10.4,10.908,11.416,11.925,12.433,12.941,13.45,13.958,14.466,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed PV capacity - domestic (MW)
BENSHAM,0.344,0.446,0.565,0.726,1.056,1.407,1.757,2.103,2.446,2.781,3.139,3.492,3.845,4.197,4.557,4.94,5.33,5.706,6.079,6.466,6.853,7.239,7.626,8.013,8.4,8.786,9.173,9.56,9.947,10.333,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed PV capacity - domestic (MW)
