Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Falling Short (EE CF),EV - other transport (MWh)
AMBERTON ROAD,8.076,19.402,39.882,71.305,119.35,191.226,295.271,439.138,627.025,857.028,1121.514,1411.118,1720.07,2049.831,2407.354,2797.074,3212.603,3636.052,4045.597,4423.069,4756.583,5040.081,5271.885,5453.672,5590.082,5688.348,5757.366,5806.049,5841.785,NPgN,Primary,NG FES - Falling Short (EE CF),EV - other transport (MWh)
ANNFIELD 66/20KV,69.839,97.492,148.291,219.625,319.327,456.493,641.046,883.181,1187.022,1548.72,1957.256,2400.315,2869.702,3365.813,3895.51,4462.538,5057.466,5657.069,6233.608,6763.869,7232.312,7631.539,7959.8,8219.658,8417.438,8562.716,8667.126,8742.263,8797.803,NPgN,Primary,NG FES - Falling Short (EE CF),EV - other transport (MWh)
ASHINGTON,175.934,216.817,293.072,390.72,512.595,659.807,831.894,1031.621,1256.196,1501.09,1761.067,2033.206,2313.945,2599.271,2884.66,3165.376,3436.419,3693.109,3931.485,4147.892,4338.904,4504.298,4644.893,4762.259,4858.491,4936.023,4997.425,5045.101,5081.222,NPgN,Primary,NG FES - Falling Short (EE CF),EV - other transport (MWh)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Falling Short (EE CF),EV - other transport (MWh)
AYCLIFFE INDUSTRIAL,35.15,51.809,82.304,126.024,188.523,276.456,397.242,558.197,762.652,1008.178,1287.083,1590.491,1912.649,2254.235,2620.781,3015.521,3431.922,3853.164,4259.008,4632.546,4962.553,5243.549,5474.158,5656.135,5793.981,5894.583,5966.343,6017.652,6055.494,NPgN,Primary,NG FES - Falling Short (EE CF),EV - other transport (MWh)
BARDEN FRIAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Falling Short (EE CF),EV - other transport (MWh)
BEDALE,177.546,238.262,350.183,504.203,714.613,997.271,1368.926,1847.867,2440.185,3137.816,3920.251,4765.537,5658.532,6598.572,7595.841,8655.138,9758.738,10865.518,11926.916,12902.172,13763.679,14498.757,15104.702,15586.402,15955.326,16228.597,16426.885,16570.743,16677.373,NPgN,Primary,NG FES - Falling Short (EE CF),EV - other transport (MWh)
BELMONT,5.342,12.835,26.384,47.171,78.955,126.503,195.333,290.507,414.801,566.957,741.924,933.509,1137.893,1356.042,1592.557,1850.372,2125.26,2405.388,2676.318,2926.03,3146.662,3334.207,3487.555,3607.814,3698.055,3763.061,3808.719,3840.925,3864.566,NPgN,Primary,NG FES - Falling Short (EE CF),EV - other transport (MWh)
BENSHAM,370.49,463.31,635.977,860.785,1147.653,1504.011,1934.838,2451.314,3050.638,3722.067,4449.308,5219.646,6021.584,6847.842,7693.996,8553.377,9411.079,10244.659,11030.375,11747.716,12381.119,12925.808,13382.288,13755.009,14051.612,14282.298,14458.723,14592.217,14692.54,NPgN,Primary,NG FES - Falling Short (EE CF),EV - other transport (MWh)
