Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,49120.4,43333.495,41565.636,40884.651,40398.113,40034.005,39805.814,39635.795,39476.941,39316.447,39146.13,38977.384,38794.579,38610.512,38445.465,38324.627,38241.784,38152.998,38056.847,37979.096,37959.22,37947.021,37954.072,38022.19,38105.06,38191.809,38283.937,38381.506,38483.746,38589.576,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
AMBERTON ROAD,49346.305,43195.233,41323.182,40615.655,40116.494,39748.594,39526.391,39366.622,39218.88,39069.479,38898.797,38729.464,38545.166,38359.324,38193.742,38084.466,37999.32,37907.516,37807.857,37727.984,37710.19,37701.108,37713.725,37791.6,37884.154,37980.319,38081.225,38187.71,38299.107,38414.264,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
ANNFIELD 66/20KV,52435.078,45782.125,43760.628,43001.942,42469.2,42078.8,41846.376,41681.655,41529.962,41376.474,41196.437,41017.745,40822.848,40626.208,40451.478,40340.471,40250.483,40153.184,40047.376,39963.03,39945.984,39938.51,39954.874,40041.898,40144.468,40250.771,40361.893,40478.96,40601.309,40727.692,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
ASHINGTON,37275.665,32670.936,31268.375,30736.394,30360.179,30082.089,29912.893,29790.358,29676.799,29561.994,29432.558,29304.181,29164.606,29023.913,28898.371,28813.546,28749.016,28679.556,28604.218,28543.652,28529.458,28521.682,28529.978,28587.042,28655.208,28726.139,28800.754,28879.536,28961.992,29047.255,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
AYCLIFFE INDUSTRIAL,20857.885,18196.058,17387.913,17085.567,16873.702,16718.846,16627.289,16562.864,16503.662,16443.74,16372.642,16302.05,16224.946,16147.116,16078.054,16035.05,15999.579,15961.143,15919.28,15886.022,15879.776,15877.396,15884.644,15920.26,15962.06,16005.332,16050.483,16098.016,16147.669,16198.942,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BARDEN FRIAR,1392.101,1234.687,1192.997,1182.497,1177.481,1175.822,1177.941,1181.557,1185.358,1188.936,1192.349,1195.709,1198.598,1201.352,1204.589,1209.458,1215.193,1220.714,1226.001,1231.787,1239.176,1246.801,1254.881,1264.652,1274.845,1285.121,1295.509,1306.101,1316.796,1327.581,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BEDALE,20512.651,17886.499,17097.941,16810.884,16613.435,16472.31,16393.743,16341.822,16294.891,16247.013,16187.863,16129.092,16063.816,15997.706,15940.2,15909.234,15884.924,15857.637,15826.958,15804.766,15809.191,15817.478,15835.169,15880.774,15932.447,15985.513,16040.347,16097.583,16156.859,16217.706,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BELMONT,38129.482,33519.781,32116.896,31583.905,31206.476,30926.998,30756.298,30632.146,30516.892,30400.289,30271.899,30144.585,30005.984,29866.24,29741.638,29655.642,29594.097,29527.645,29455.26,29397.614,29386.358,29381.403,29392.236,29451.955,29523.087,29597.119,29675.086,29757.318,29843.25,29932.019,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BENSHAM,35710.215,32327.559,31272.559,30828.943,30494.79,30229.426,30040.41,29883.944,29733.723,29582.47,29452.289,29323.933,29187.573,29051.093,28925.697,28803.372,28743.057,28680.212,28613.244,28556.5,28532.08,28510.853,28497.838,28519.481,28552.198,28588.467,28630.288,28675.829,28724.247,28774.931,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BENTON SQUARE,47512.187,41884.829,40167.017,39507.132,39036.496,38685.019,38465.822,38303.238,38151.503,37998.162,37834.282,37671.889,37495.804,37318.46,37159.603,37044.436,36964.895,36879.538,36787.002,36712.371,36694.069,36683.26,36691.267,36758.688,36840.365,36925.763,37016.311,37112.117,37212.451,37316.261,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BENWELL,49504.518,43998.303,42311.87,41651.426,41174.448,40812.902,40579.561,40400.983,40232.829,40062.971,39894.088,39726.958,39546.405,39364.789,39201.211,39070.866,38992.208,38908.18,38817.125,38743.358,38724.186,38711.786,38716.52,38779.109,38856.71,38938.483,39026.305,39119.508,39217.199,39318.357,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BILLINGHAM MARSH HOUSE,21098.675,18462.705,17660.052,17356.429,17142.11,16984.052,16888.43,16819.571,16755.875,16691.481,16617.824,16544.752,16465.281,16385.158,16313.719,16266.463,16229.375,16189.441,16146.148,16111.335,16103.111,16098.62,16103.438,16136.197,16175.227,16215.797,16258.388,16303.358,16350.43,16399.11,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BILLY MILL,42098.928,37297.425,35828.403,35257.166,34846.505,34536.907,34339.515,34190.095,34049.834,33908.142,33763.342,33619.976,33464.928,33308.908,33168.633,33060.567,32991.75,32918.149,32838.432,32773.866,32757.061,32746.345,32751.006,32806.176,32874.055,32945.386,33021.641,33102.492,33187.232,33274.965,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BIRTLEY GROVE 66/11KV,28951.748,25435.213,24363.075,23954.274,23664.155,23448.787,23316.389,23219.529,23129.501,23038.506,22938.159,22838.671,22730.634,22621.773,22524.481,22456.855,22407.342,22354.115,22296.406,22249.947,22238.824,22232.527,22238.309,22281.297,22332.937,22386.777,22443.588,22503.632,22566.496,22631.522,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BIRTLEY GROVE 66/20KV,18155.8,15965.008,15295.873,15039.337,14856.65,14720.478,14635.926,14573.494,14515.334,14456.593,14392.532,14329.041,14260.255,14190.984,14128.932,14084.996,14053.007,14018.738,13981.696,13951.659,13943.591,13938.519,13940.92,13966.458,13997.428,14029.794,14064.054,14100.345,14138.4,14177.809,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BLAYDON BURN,26617.67,23398.119,22413.684,22035.434,21765.715,21564.368,21438.883,21345.923,21259.271,21171.802,21076.34,20981.734,20879.381,20776.339,20683.92,20618.3,20569.909,20518.18,20462.4,20416.921,20403.713,20394.927,20397.151,20433.349,20477.504,20523.708,20572.678,20624.631,20679.179,20735.723,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BLUCHER 33/11KV,29814.418,26247.703,25159.353,24742.433,24445.629,24224.469,24087.287,23986.061,23891.74,23796.418,23693.267,23591.025,23480.103,23368.363,23268.35,23197.076,23146.602,23092.401,23033.646,22986.268,22974.669,22967.887,22973.176,23016.183,23068.123,23122.371,23179.777,23240.502,23304.097,23369.896,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BOLDON DOWNHILL,8090.268,7077.727,6770.434,6655.194,6574.298,6515.031,6479.792,6454.84,6431.858,6408.586,6381.626,6354.866,6325.618,6296.094,6269.9,6253.187,6240.154,6226.002,6210.542,6198.344,6196.406,6195.915,6199.022,6212.921,6229.229,6246.122,6263.778,6282.357,6301.746,6321.755,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,8998.602,7833.317,7479.572,7347.487,7255.084,7187.674,7147.961,7120.113,7094.547,7068.67,7037.566,7006.698,6973.021,6939.049,6908.916,6890.346,6874.64,6857.663,6839.223,6824.544,6821.606,6820.363,6823.321,6838.565,6856.458,6874.968,6894.268,6914.582,6935.804,6957.714,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
BOWESFIELD 33/11KV,23955.409,20992.72,20089.244,19745.65,19502.261,19322.005,19211.799,19131.625,19057.25,18982.104,18897.497,18813.589,18722.507,18630.726,18548.705,18492.99,18450.157,18404.166,18354.413,18314.169,18303.741,18297.458,18301.529,18336.948,18379.498,18423.825,18470.512,18519.884,18571.624,18625.173,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Domestic (MWh)
