Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,0.1,0.128,0.164,0.208,0.258,0.317,0.383,0.457,0.54,0.602,0.668,0.734,0.799,0.869,0.945,1.02,1.1,1.183,1.27,1.359,1.449,1.534,1.628,1.71,1.792,1.894,1.97,2.057,2.134,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - I&C and large (MW)
AMBERTON ROAD,0.096,0.156,0.235,0.338,0.459,0.599,0.758,0.935,1.134,1.282,1.44,1.596,1.753,1.92,2.102,2.281,2.472,2.671,2.878,3.091,3.308,3.51,3.734,3.93,4.126,4.371,4.554,4.762,4.944,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - I&C and large (MW)
ANNFIELD 66/20KV,4.527,4.602,4.684,4.777,4.883,5.006,5.145,5.301,5.475,5.605,5.744,5.882,6.019,6.165,6.325,6.482,6.65,6.825,7.006,7.193,7.384,7.561,7.758,7.93,8.102,8.317,8.477,8.66,8.82,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - I&C and large (MW)
ASHINGTON,0.479,0.564,0.657,0.762,0.884,1.024,1.182,1.359,1.558,1.707,1.864,2.021,2.177,2.344,2.526,2.705,2.897,3.096,3.303,3.515,3.733,3.935,4.159,4.355,4.551,4.796,4.979,5.187,5.369,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - I&C and large (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - I&C and large (MW)
AYCLIFFE INDUSTRIAL,0.336,0.363,0.393,0.428,0.468,0.515,0.567,0.626,0.692,0.741,0.793,0.845,0.897,0.952,1.012,1.071,1.135,1.201,1.269,1.34,1.412,1.479,1.553,1.618,1.683,1.764,1.824,1.893,1.954,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - I&C and large (MW)
BARDEN FRIAR,0.005,0.011,0.02,0.032,0.045,0.061,0.079,0.099,0.121,0.138,0.156,0.174,0.191,0.21,0.231,0.251,0.273,0.295,0.318,0.342,0.367,0.39,0.415,0.437,0.459,0.487,0.508,0.531,0.552,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - I&C and large (MW)
BEDALE,1.405,1.511,1.615,1.718,1.834,1.968,2.119,2.288,2.479,2.621,2.771,2.921,3.071,3.23,3.404,3.576,3.759,3.949,4.147,4.35,4.558,4.751,4.966,5.153,5.341,5.575,5.749,5.948,6.123,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - I&C and large (MW)
BELMONT,0.132,0.18,0.243,0.324,0.42,0.532,0.657,0.797,0.955,1.073,1.198,1.322,1.446,1.578,1.722,1.864,2.016,2.174,2.337,2.506,2.678,2.838,3.016,3.171,3.327,3.521,3.666,3.831,3.975,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - I&C and large (MW)
BENSHAM,0.059,0.085,0.118,0.16,0.209,0.265,0.329,0.4,0.481,0.54,0.604,0.667,0.73,0.797,0.871,0.943,1.02,1.1,1.183,1.269,1.357,1.438,1.528,1.607,1.686,1.785,1.859,1.942,2.016,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - I&C and large (MW)
BENTON SQUARE,0.349,0.385,0.424,0.466,0.514,0.57,0.632,0.703,0.782,0.841,0.903,0.965,1.027,1.094,1.166,1.237,1.313,1.392,1.474,1.558,1.645,1.725,1.814,1.892,1.97,2.067,2.139,2.222,2.294,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - I&C and large (MW)
BENWELL,0.068,0.098,0.135,0.183,0.238,0.303,0.375,0.457,0.548,0.616,0.689,0.761,0.832,0.909,0.993,1.075,1.163,1.254,1.349,1.447,1.546,1.639,1.742,1.832,1.922,2.035,2.118,2.214,2.298,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed PV capacity - I&C and large (MW)
