Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,26413.9,26088.94,25779.099,25483.769,25202.374,24934.341,24679.095,24436.064,24204.678,23984.368,23774.563,23574.696,23384.2,23202.51,23029.061,22863.289,22704.631,22552.527,22406.414,22265.733,22129.926,21998.435,21870.702,21746.172,21624.289,21504.501,21386.252,21268.991,21152.167,NPgN,Primary,NG FES - Leading the Way (EE CF),I&C (MWh)
AMBERTON ROAD,67529.426,66681.44,75503.248,75552.944,77553.391,76852.283,76184.16,75547.538,74940.936,74362.876,73811.888,73286.503,72785.257,72306.689,71849.345,71411.772,70992.523,70590.153,70203.225,69830.3,69469.948,69120.741,68781.254,68450.068,68125.766,67806.935,67492.167,67180.056,66869.201,NPgN,Primary,NG FES - Leading the Way (EE CF),I&C (MWh)
ANNFIELD 66/20KV,55117.804,54689.634,54287.222,53909.776,53556.48,53226.503,52918.994,52633.081,52367.877,52122.471,51895.937,51687.327,51495.677,51320,51159.294,51012.533,50878.677,50756.663,50645.41,50543.817,50450.765,50365.116,50285.711,50211.371,50140.902,50073.085,50006.685,49940.446,49873.096,NPgN,Primary,NG FES - Leading the Way (EE CF),I&C (MWh)
ASHINGTON,46736.548,46149.233,45588.899,45054.505,44545.014,44059.391,43596.606,43155.63,42735.437,42335.005,41953.315,41589.35,41242.097,40910.545,40593.686,40290.515,40000.03,39721.231,39453.122,39194.709,38945.001,38703.009,38467.749,38238.237,38013.493,37792.539,37574.4,37358.105,37142.683,NPgN,Primary,NG FES - Leading the Way (EE CF),I&C (MWh)
AYCLIFFE FORREST,621.549,613.783,8271.374,8264.309,8257.574,8251.155,8245.04,8239.214,8233.663,8228.375,8223.335,8218.53,8213.947,8209.573,8205.393,8201.395,8197.565,8193.89,8190.357,8186.953,8183.664,8180.477,8177.379,8174.358,8171.399,8168.491,8165.619,8162.772,8159.936,NPgN,Primary,NG FES - Leading the Way (EE CF),I&C (MWh)
AYCLIFFE INDUSTRIAL,44729.45,44338.876,43970.191,43622.679,43295.613,42988.256,42699.856,42429.652,42176.87,41940.724,41720.416,41515.139,41324.069,41146.374,40981.21,40827.72,40685.034,40552.272,40428.541,40312.937,40204.544,40102.432,40005.661,39913.279,39824.32,39737.808,39652.755,39568.159,39483.007,NPgN,Primary,NG FES - Leading the Way (EE CF),I&C (MWh)
BARDEN FRIAR,3568.791,3584.545,3600.97,3618.087,3635.91,3654.449,3673.709,3693.69,3714.387,3735.79,3757.884,3780.649,3804.06,3828.088,3852.697,3877.849,3903.498,3929.596,3956.087,3982.912,4010.006,4037.301,4064.722,4092.19,4119.62,4146.923,4174.005,4200.767,4227.105,NPgN,Primary,NG FES - Leading the Way (EE CF),I&C (MWh)
BEDALE,71071.321,71046.049,71636.774,71653.634,71691.246,71749.31,71827.453,71925.236,72042.148,72177.61,72330.973,72501.518,72688.457,72890.933,73108.017,73338.712,73581.953,73836.602,74101.453,74375.23,74656.588,74944.11,75236.311,75531.637,75828.461,76125.089,76419.756,76710.627,76995.796,NPgN,Primary,NG FES - Leading the Way (EE CF),I&C (MWh)
BELMONT,88358.44,87711.423,89621.227,89053.78,88524.27,88031.422,87573.924,87150.433,86759.57,86399.922,86070.045,85768.458,85493.647,85244.063,85018.124,84814.215,84630.684,84465.846,84317.984,84185.342,84066.135,83958.54,83860.7,83770.726,83686.693,83606.641,83528.576,83450.469,83370.259,NPgN,Primary,NG FES - Leading the Way (EE CF),I&C (MWh)
BENSHAM,39533.48,39037.006,38563.347,38111.623,37680.956,37270.472,36879.299,36506.569,36151.413,35812.969,35490.372,35182.765,34889.29,34609.092,34341.32,34085.122,33839.652,33604.064,33377.516,33159.166,32948.178,32743.714,32544.941,32351.028,32161.145,31974.465,31790.164,31607.42,31425.411,NPgN,Primary,NG FES - Leading the Way (EE CF),I&C (MWh)
