Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
AMBERTON ROAD,0.0,1.0,1.0,2.0,3.0,5.0,7.0,10.0,14.0,18.0,23.0,28.0,33.0,39.0,44.0,50.0,55.0,59.0,63.0,67.0,70.0,72.0,73.0,75.0,75.0,76.0,76.0,76.0,77.0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
ANNFIELD 66/20KV,0.0,1.0,1.0,2.0,4.0,6.0,9.0,13.0,17.0,23.0,29.0,35.0,42.0,49.0,56.0,63.0,69.0,75.0,80.0,84.0,88.0,91.0,93.0,94.0,95.0,96.0,96.0,96.0,97.0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
ASHINGTON,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0,6.0,7.0,8.0,8.0,9.0,10.0,10.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
AYCLIFFE FORREST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
AYCLIFFE INDUSTRIAL,0.0,0.0,1.0,2.0,3.0,4.0,7.0,9.0,13.0,17.0,21.0,26.0,31.0,36.0,41.0,46.0,50.0,55.0,58.0,62.0,64.0,66.0,68.0,69.0,70.0,70.0,70.0,71.0,71.0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
BARDEN FRIAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
BEDALE,0.0,1.0,2.0,4.0,7.0,10.0,16.0,22.0,30.0,40.0,50.0,61.0,73.0,85.0,97.0,109.0,120.0,130.0,139.0,147.0,153.0,158.0,162.0,164.0,166.0,167.0,168.0,168.0,169.0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
BELMONT,0.0,0.0,1.0,1.0,2.0,3.0,5.0,7.0,9.0,12.0,15.0,18.0,22.0,26.0,29.0,33.0,36.0,39.0,42.0,44.0,46.0,48.0,49.0,49.0,50.0,50.0,50.0,51.0,51.0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
BENSHAM,0.0,1.0,1.0,2.0,3.0,5.0,7.0,10.0,14.0,19.0,23.0,29.0,34.0,40.0,46.0,51.0,56.0,61.0,65.0,69.0,72.0,74.0,76.0,77.0,78.0,78.0,79.0,79.0,79.0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
BENTON SQUARE,0.0,1.0,2.0,4.0,7.0,10.0,15.0,22.0,30.0,39.0,50.0,61.0,72.0,85.0,97.0,108.0,119.0,130.0,138.0,146.0,152.0,157.0,160.0,163.0,165.0,166.0,167.0,167.0,167.0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
BENWELL,0.0,1.0,2.0,3.0,6.0,9.0,13.0,19.0,26.0,34.0,42.0,52.0,62.0,72.0,82.0,92.0,102.0,110.0,118.0,124.0,130.0,134.0,137.0,139.0,140.0,141.0,142.0,142.0,143.0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
BILLINGHAM MARSH HOUSE,1.0,3.0,6.0,11.0,18.0,28.0,41.0,59.0,80.0,105.0,132.0,161.0,193.0,225.0,257.0,289.0,318.0,345.0,368.0,388.0,405.0,418.0,427.0,434.0,439.0,442.0,444.0,445.0,446.0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
BILLY MILL,0.0,1.0,2.0,3.0,5.0,8.0,12.0,17.0,23.0,30.0,38.0,47.0,56.0,65.0,75.0,84.0,93.0,100.0,107.0,113.0,118.0,122.0,124.0,126.0,128.0,129.0,129.0,129.0,130.0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
BIRTLEY GROVE 66/11KV,2.0,4.0,8.0,14.0,24.0,37.0,56.0,80.0,108.0,142.0,179.0,219.0,261.0,305.0,349.0,391.0,431.0,467.0,499.0,526.0,548.0,566.0,579.0,588.0,594.0,598.0,601.0,602.0,604.0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
BIRTLEY GROVE 66/20KV,0.0,1.0,1.0,2.0,4.0,6.0,9.0,13.0,17.0,22.0,28.0,35.0,41.0,48.0,55.0,62.0,68.0,74.0,79.0,83.0,87.0,89.0,92.0,93.0,94.0,95.0,95.0,95.0,95.0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
BLAYDON BURN,1.0,2.0,3.0,6.0,10.0,16.0,24.0,34.0,47.0,61.0,77.0,94.0,112.0,131.0,150.0,168.0,185.0,201.0,214.0,226.0,236.0,243.0,249.0,253.0,255.0,257.0,258.0,259.0,259.0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
BLUCHER 33/11KV,0.0,1.0,2.0,3.0,5.0,8.0,11.0,16.0,22.0,29.0,37.0,45.0,54.0,62.0,71.0,80.0,88.0,96.0,102.0,108.0,112.0,116.0,119.0,121.0,122.0,123.0,123.0,124.0,124.0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
BOLDON DOWNHILL,0.0,1.0,1.0,2.0,3.0,5.0,8.0,11.0,16.0,20.0,26.0,32.0,38.0,44.0,50.0,57.0,62.0,67.0,72.0,76.0,79.0,82.0,84.0,85.0,86.0,86.0,87.0,87.0,87.0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,1.0,3.0,6.0,11.0,19.0,29.0,44.0,62.0,85.0,111.0,140.0,171.0,204.0,239.0,273.0,306.0,337.0,366.0,391.0,412.0,429.0,443.0,453.0,460.0,465.0,469.0,471.0,472.0,473.0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
BOWESFIELD 33/11KV,1.0,2.0,5.0,9.0,15.0,23.0,34.0,49.0,67.0,87.0,110.0,134.0,160.0,187.0,214.0,240.0,264.0,286.0,306.0,323.0,336.0,347.0,355.0,361.0,364.0,367.0,368.0,369.0,370.0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric HGVs
