Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric buses
AMBERTON ROAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric buses
ANNFIELD 66/20KV,1,1,2,3,4,5,6,7,9,10,12,14,15,17,19,20,22,23,24,25,26,27,28,28,29,29,30,30,30,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric buses
ASHINGTON,3,4,6,8,11,14,17,21,25,30,35,40,45,50,55,60,64,68,71,75,77,80,82,83,85,86,86,87,87,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric buses
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric buses
AYCLIFFE INDUSTRIAL,0,1,1,1,2,2,3,3,4,5,6,6,7,8,9,9,10,11,11,12,12,13,13,13,13,14,14,14,14,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric buses
BARDEN FRIAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric buses
BEDALE,3,4,5,7,10,13,16,19,23,27,32,36,41,46,50,55,58,62,65,68,71,73,75,76,77,78,79,80,80,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric buses
BELMONT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric buses
BENSHAM,6,9,12,17,22,29,36,44,52,62,72,82,93,104,114,124,133,141,148,155,160,165,169,173,176,178,179,180,181,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric buses
BENTON SQUARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric buses
BENWELL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric buses
BILLINGHAM MARSH HOUSE,0,1,1,1,1,2,2,3,3,4,4,5,5,6,7,7,8,8,9,9,9,10,10,10,10,10,11,11,11,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric buses
BILLY MILL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric buses
BIRTLEY GROVE 66/11KV,6,8,12,16,21,27,34,42,50,59,69,79,89,99,109,118,127,135,142,148,154,159,163,166,168,170,172,173,174,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric buses
BIRTLEY GROVE 66/20KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric buses
BLAYDON BURN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric buses
BLUCHER 33/11KV,24,32,46,63,84,107,134,164,197,232,270,309,349,389,427,464,497,528,556,581,602,621,636,649,659,667,673,677,680,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric buses
BOLDON DOWNHILL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric buses
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,1,1,2,2,3,4,5,6,8,9,11,12,14,15,17,18,19,21,22,23,24,24,25,25,26,26,26,27,27,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric buses
BOWESFIELD 33/11KV,2,3,4,5,7,9,12,14,17,20,23,27,30,34,37,40,43,46,48,50,52,53,55,56,57,57,58,58,59,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric buses
BOWESFIELD 66/11KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric buses
BRANCEPETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric buses
BREAMISH STREET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric buses
BRENDA TRADING,1,1,2,3,3,4,5,7,8,9,11,13,14,16,17,19,20,22,23,24,25,25,26,26,27,27,27,28,28,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric buses
CAMPLESHON ROAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Number of electric buses
