Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,404.0,460.0,576.0,854.0,1234.0,1674.0,1908.0,2044.0,2179.0,2315.0,2451.0,2585.0,2724.0,2928.0,3715.0,4552.0,5368.0,6144.0,6791.0,7343.0,7842.0,8550.0,9360.0,10173.0,10984.0,11795.0,12604.0,13411.0,14026.0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of heat pumps (total)
AMBERTON ROAD,296.0,354.0,477.0,726.0,1049.0,1416.0,1602.0,1702.0,1800.0,1898.0,1997.0,2094.0,2195.0,2364.0,3047.0,3755.0,4442.0,5080.0,5614.0,6077.0,6501.0,7110.0,7806.0,8505.0,9204.0,9901.0,10597.0,11291.0,11826.0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of heat pumps (total)
ANNFIELD 66/20KV,187.0,257.0,363.0,580.0,878.0,1237.0,1416.0,1526.0,1636.0,1748.0,1860.0,1972.0,2089.0,2299.0,3050.0,3805.0,4537.0,5245.0,5863.0,6403.0,6888.0,7556.0,8294.0,9034.0,9773.0,10512.0,11249.0,11985.0,12553.0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of heat pumps (total)
ASHINGTON,248.0,291.0,378.0,586.0,880.0,1231.0,1402.0,1505.0,1608.0,1712.0,1816.0,1918.0,2026.0,2229.0,3043.0,3881.0,4707.0,5507.0,6214.0,6840.0,7415.0,8170.0,8996.0,9824.0,10651.0,11477.0,12301.0,13124.0,13756.0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of heat pumps (total)
AYCLIFFE FORREST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of heat pumps (total)
AYCLIFFE INDUSTRIAL,96.0,122.0,172.0,269.0,400.0,555.0,633.0,682.0,732.0,782.0,831.0,880.0,931.0,1015.0,1320.0,1629.0,1929.0,2213.0,2459.0,2673.0,2866.0,3137.0,3437.0,3738.0,4039.0,4339.0,4639.0,4938.0,5169.0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of heat pumps (total)
BARDEN FRIAR,3.0,4.0,5.0,6.0,9.0,13.0,14.0,15.0,17.0,18.0,19.0,20.0,21.0,26.0,51.0,75.0,100.0,124.0,148.0,171.0,193.0,217.0,242.0,267.0,292.0,317.0,343.0,368.0,390.0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of heat pumps (total)
BEDALE,138.0,158.0,197.0,287.0,411.0,561.0,641.0,685.0,729.0,773.0,817.0,862.0,907.0,981.0,1282.0,1599.0,1909.0,2205.0,2457.0,2678.0,2878.0,3148.0,3456.0,3765.0,4075.0,4385.0,4695.0,5006.0,5254.0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of heat pumps (total)
BELMONT,202.0,247.0,325.0,492.0,718.0,991.0,1141.0,1231.0,1320.0,1409.0,1500.0,1589.0,1682.0,1827.0,2347.0,2884.0,3406.0,3903.0,4328.0,4696.0,5023.0,5474.0,5988.0,6503.0,7018.0,7533.0,8047.0,8559.0,8958.0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of heat pumps (total)
BENSHAM,129.0,163.0,218.0,342.0,517.0,729.0,831.0,891.0,949.0,1009.0,1069.0,1128.0,1190.0,1322.0,1803.0,2293.0,2770.0,3231.0,3635.0,3990.0,4311.0,4741.0,5216.0,5692.0,6167.0,6642.0,7115.0,7588.0,7949.0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Number of heat pumps (total)
