Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,26413.9,26164.646,25936.358,25728.22,25539.453,25369.276,25216.909,25081.572,24962.488,24858.878,24769.964,24694.97,24633.118,24583.634,24545.741,24518.665,24501.631,24493.865,24490.604,24487.37,24484.163,24480.982,24477.828,24474.701,24471.601,24468.526,24465.479,24462.457,24459.462,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
AMBERTON ROAD,67529.426,66872.215,75899.692,76169.41,78403.689,77949.68,77541.381,77176.761,76853.797,76570.466,76324.752,76114.641,75938.123,75793.192,75677.844,75590.082,75527.909,75489.334,75462.223,75435.184,75408.215,75381.318,75354.491,75327.735,75301.05,75274.434,75247.889,75221.413,75195.007,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
ANNFIELD 66/20KV,55117.804,54876.031,54673.165,54508.215,54380.159,54287.943,54230.48,54206.655,54215.318,54255.288,54325.354,54424.27,54550.763,54703.524,54881.213,55082.462,55305.865,55549.99,55804.278,56058.621,56313.02,56567.475,56821.984,57076.549,57331.168,57585.843,57840.572,58095.355,58350.193,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
ASHINGTON,46736.548,46282.47,45865.655,45484.69,45138.164,44824.67,44542.802,44291.158,44068.337,43872.942,43703.578,43558.852,43437.374,43337.756,43258.613,43198.562,43156.224,43130.219,43112.148,43094.126,43076.15,43058.222,43040.341,43022.507,43004.72,42986.98,42969.286,42951.639,42934.038,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
AYCLIFFE FORREST,621.549,615.52,8274.986,8269.929,8265.329,8261.169,8257.429,8254.091,8251.136,8248.546,8246.302,8244.385,8242.778,8241.462,8240.418,8239.627,8239.073,8238.735,8238.503,8238.272,8238.041,8237.811,8237.582,8237.353,8237.125,8236.897,8236.67,8236.443,8236.218,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
AYCLIFFE INDUSTRIAL,44729.45,44484.344,44271.649,44090.448,43939.805,43818.764,43726.348,43661.561,43623.389,43610.793,43622.719,43658.092,43715.814,43794.771,43893.826,44011.824,44147.589,44299.924,44460.372,44620.863,44781.397,44941.974,45102.595,45263.258,45423.964,45584.714,45745.505,45906.339,46067.216,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BARDEN FRIAR,3568.791,3601.129,3635.162,3670.937,3708.493,3747.859,3789.06,3832.111,3877.019,3923.784,3972.399,4022.848,4075.109,4129.149,4184.931,4242.408,4301.526,4362.224,4423.711,4485.202,4546.695,4608.192,4669.691,4731.194,4792.7,4854.209,4915.722,4977.237,5038.755,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BEDALE,71071.321,71337.733,72239.244,72586.206,72973.414,73400.701,73867.793,74374.306,74919.748,75503.517,76124.903,76783.085,77477.135,78206.015,78968.578,79763.567,80589.618,81445.254,82315.58,83185.974,84056.438,84926.971,85797.572,86668.242,87538.98,88409.786,89280.66,90151.602,91022.611,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BELMONT,88358.44,88017.514,90254.587,90035.312,89874.585,89770.814,89722.347,89727.481,89784.452,89891.443,90046.579,90247.93,90493.507,90781.268,91109.113,91474.884,91876.37,92311.3,92762.646,93214.077,93665.593,94117.193,94568.878,95020.646,95472.499,95924.435,96376.454,96828.557,97280.743,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BENSHAM,39533.48,39149.25,38796.542,38474.162,38180.916,37915.612,37677.061,37464.078,37275.476,37110.074,36966.692,36844.151,36741.275,36656.89,36589.825,36538.909,36502.975,36480.857,36465.451,36450.086,36434.76,36419.475,36404.231,36389.026,36373.861,36358.737,36343.652,36328.607,36313.601,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BENTON SQUARE,44164.12,43999.856,48118.941,48617.947,48543.48,48497.418,48478.946,48487.224,48521.382,48580.521,48663.713,48770,48898.398,49047.891,49217.437,49405.963,49612.367,49835.52,50066.895,50298.314,50529.777,50761.282,50992.831,51224.423,51456.058,51687.736,51919.456,52151.219,52383.024,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BENWELL,52261.097,51753.115,51286.805,51690.944,51303.24,50952.474,50637.076,50355.477,50106.11,49887.411,49697.822,49535.783,49399.741,49288.143,49199.441,49132.087,49084.539,49055.255,49034.842,49014.484,48994.179,48973.928,48953.73,48933.585,48913.493,48893.453,48873.467,48853.533,48833.652,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BILLINGHAM MARSH HOUSE,47569.682,47841.58,48138.809,48461.62,48810.18,49184.569,49584.788,50010.75,50462.286,50939.141,51440.979,51967.378,52517.832,53091.75,53688.46,54307.202,54947.136,55607.333,56277.616,56947.942,57618.311,58288.723,58959.178,59629.676,60300.217,60970.801,61641.426,62312.095,62982.805,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BILLY MILL,54216.398,54015.51,53852.259,54619.22,54528.536,54472.712,54450.753,54461.627,54504.268,54577.573,54680.403,54811.586,54969.913,55154.138,55362.982,55595.129,55849.227,56123.889,56408.648,56693.461,56978.327,57263.246,57548.218,57833.243,58118.322,58403.452,58688.635,58973.871,59259.159,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BIRTLEY GROVE 66/11KV,39515.147,39234.206,46098.487,45876.065,45681.457,45513.685,45371.761,45254.687,46212.656,46142.249,46093.639,46065.789,46057.65,49725.465,49753.566,49798.174,49858.202,49932.551,50013.891,50095.271,50176.692,50258.152,50339.651,50421.191,50502.77,50584.389,50666.047,50747.744,50829.481,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BIRTLEY GROVE 66/20KV,27668.596,27427.029,27207.055,27007.902,26828.792,26668.948,26527.593,26403.945,26297.222,26206.639,26131.412,26070.752,26023.871,25989.977,25968.278,25957.979,25958.284,25968.395,25983.279,25998.191,26013.132,26028.101,26043.1,26058.126,26073.181,26088.264,26103.376,26118.515,26133.683,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BLAYDON BURN,37084.654,36723.225,36391.386,37916.266,37640.237,37390.433,37165.736,36965.032,36787.207,36631.15,36495.753,36379.91,36282.515,36202.467,36138.665,36090.012,36055.41,36033.766,36018.418,36003.11,35987.842,35972.614,35957.427,35942.279,35927.172,35912.104,35897.075,35882.087,35867.137,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BLUCHER 33/11KV,24018.717,23784.638,23569.722,24203.18,24024.411,23862.627,23717.104,23587.12,23471.954,23370.888,23283.202,23208.18,23145.107,23093.268,23051.953,23020.448,22998.044,22984.033,22974.099,22964.191,22954.309,22944.453,22934.624,22924.82,22915.042,22905.289,22895.562,22885.861,22876.186,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BOLDON DOWNHILL,16762.273,16599.006,20829.112,20692.082,20567.411,20454.592,20353.12,20262.492,20182.205,20111.757,20050.646,19998.373,19954.439,19918.345,19889.595,19867.692,19852.141,19842.446,19835.598,19828.767,19821.954,19815.159,19808.383,19801.623,19794.882,19788.159,19781.453,19774.764,19768.094,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,23219.842,23122.164,23040.805,22975.357,22925.399,22890.495,22870.195,22864.038,22871.546,22892.228,22925.58,22971.084,23028.206,23096.402,23175.111,23263.759,23361.759,23468.509,23579.552,23690.618,23801.708,23912.821,24023.957,24135.117,24246.299,24357.505,24468.733,24579.985,24691.259,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BOWESFIELD 33/11KV,20924.232,21043.386,21173.69,21315.253,21468.148,21632.41,21808.037,21994.991,22193.196,22402.54,22622.874,22854.012,23095.73,23347.77,23609.833,23881.587,24162.66,24452.644,24747.063,25041.501,25335.959,25630.436,25924.931,26219.446,26513.979,26808.532,27103.103,27397.693,27692.302,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BOWESFIELD 66/11KV,55044.406,55353.294,55691.595,56059.584,56457.442,56885.251,57343,57830.577,58347.778,58894.3,59469.742,60073.611,60705.313,61364.159,62049.363,62760.044,63495.223,64253.823,65024.079,65794.387,66564.747,67335.158,68105.621,68876.135,69646.7,70417.316,71187.983,71958.7,72729.469,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BRANCEPETH,28560.673,28448.818,28356.894,28898.357,28844.827,28809.726,28792.516,28792.645,28809.539,28842.608,28891.244,28954.82,29032.692,29124.198,29228.656,29345.37,29473.621,29612.676,29757.034,29901.42,30045.835,30190.278,30334.749,30479.249,30623.777,30768.333,30912.916,31057.528,31202.168,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BREAMISH STREET,41614.476,41209.811,40838.333,41526.305,41217.424,40937.959,40686.659,40462.272,40263.553,40089.257,39938.139,39808.961,39700.483,39611.47,39540.688,39486.905,39448.892,39425.423,39409.018,39392.656,39376.338,39360.062,39343.829,39327.639,39311.491,39295.386,39279.323,39263.303,39247.324,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
BRENDA TRADING,42635.06,42220.098,41839.143,41490.904,41174.093,40887.425,40629.616,40399.385,40195.454,40016.545,39861.387,39728.706,39617.235,39525.705,39452.854,39397.419,39358.14,39333.759,39316.617,39299.519,39282.467,39265.459,39248.496,39231.578,39214.704,39197.875,39181.089,39164.348,39147.652,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
CAMPLESHON ROAD,34295.024,33998.379,33728.451,33931.632,33712.276,33516.771,33344.157,33193.472,33063.75,32954.024,32863.324,32790.678,32735.111,32695.647,32671.304,32661.101,32664.052,32679.171,32700.213,32721.29,32742.402,32763.548,32784.73,32805.946,32827.196,32848.481,32869.801,32891.154,32912.542,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
CARLEY HILL,36875.973,36517.313,36188.061,35887.103,35613.323,35365.611,35142.858,34943.954,34767.796,34613.279,34479.303,34364.768,34268.577,34189.634,34126.846,34079.121,34045.371,34024.508,34009.905,33995.341,33980.815,33966.327,33951.877,33937.465,33923.091,33908.755,33894.456,33880.196,33865.972,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
CARLIN HOW T3 T4,32065.035,31865.067,31688.75,31535.373,31404.21,31294.526,31205.574,31136.595,31086.821,31055.469,31041.747,31044.85,31063.964,31098.261,31146.903,31209.039,31283.809,31370.339,31462.618,31554.929,31647.273,31739.65,31832.058,31924.499,32016.971,32109.476,32202.012,32294.58,32387.18,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
CARR HILL,35225.648,34882.866,36210.305,35922.649,35660.958,35424.17,35211.226,35021.066,34852.634,34704.877,34576.741,34467.177,34375.137,34299.572,34239.44,34193.697,34161.303,34141.218,34127.114,34113.046,34099.016,34085.022,34071.065,34057.145,34043.262,34029.415,34015.604,34001.83,33988.092,NPgN,Primary,NG FES - System Transformation (EE CF),I&C (MWh)
