Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,79494.8,76048.074,74696.291,73897.99,73678.845,74197.728,75228.253,76703.332,78741.529,80519.259,82771.817,85328.294,88257.724,91447.172,94762.36,98776.591,102586.295,106010.58,109015.174,111624.081,114038.79,116066.482,117543.493,118736.394,120017.667,121472.221,122754.681,124105.748,125470.29,126599.761,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
AMBERTON ROAD,124547.274,121412.862,119687.034,118570.125,118246.194,118769.004,119873.222,121468.843,123678.2,125671.812,128386.508,131447.107,134936.24,138764.997,142801.659,148028.158,152933.935,157430.21,161381.351,164858.082,168135.06,170750.996,172676.245,174088.283,175502.106,177144.717,178430.834,179758.201,180989.084,181924.017,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
ANNFIELD 66/20KV,101287.849,97195.748,95519.571,94488.396,94202.511,94798.091,95965.691,97674.122,100048.725,102157.42,104904.889,108059.093,111687.777,115714.509,119962.116,125377.337,130562.507,135316.352,139525.715,143231.077,146684.449,149563.741,151690.545,153193.343,154718.485,156438.986,157867.541,159353.71,160836.109,162271.698,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
ASHINGTON,83830.26,81341.853,80561.129,80288.69,80605.756,81658.292,83328.249,85608.93,88684.506,91423.623,94911.647,98878.438,103388.214,108319.103,113469.164,119674.672,125648.112,131116.384,135961.418,140214.463,144114.522,147394.955,149790.195,151505.448,153244.683,155135.695,156742.515,158430.653,160135.417,161422.734,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
AYCLIFFE FORREST,4031.339,4000.506,3969.705,3938.939,3908.261,3877.655,3847.133,3816.719,3786.453,3756.176,3745.501,3734.978,3724.631,3714.451,3704.384,3694.598,3684.787,3674.886,3664.734,3654.408,3643.937,3633.281,3622.427,3611.454,3600.463,3589.486,3578.478,3567.508,3556.51,3545.502,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
AYCLIFFE INDUSTRIAL,56830.19,55108.462,54360.918,53874.195,53672.004,53807.199,54165.26,54737.444,55584.981,56320.244,57399.307,58648.344,60100.742,61705.33,63411.839,65546.76,67544.522,69360.824,70963.842,72368.077,73671.877,74736.54,75480.048,75959.744,76428.207,76963.422,77384.662,77830.764,78267.49,78395.195,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
BARDEN FRIAR,3661.591,3582.138,3567.771,3572.949,3610.544,3690.338,3801.321,3949.112,4130.385,4308.45,4522.213,4751.61,5008.703,5270.338,5549.871,5916.406,6251.059,6558.058,6818.458,7032.157,7193.984,7314.256,7394.473,7450.943,7506.467,7566.516,7602.482,7641.309,7675.91,7727.271,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
BEDALE,94074.333,93330.147,92956.903,92873.274,93163.505,93898.173,95001.49,96487.781,98448.572,100250.751,102763.225,105598.624,108824.903,112356.198,116112.496,120398.177,124470.311,128235.315,131570.527,134506.45,137139.286,139289.069,140815.272,141739.727,142593.996,143479.47,144181.329,144921.177,145651.517,146483.411,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
BELMONT,119433.15,118528.31,117028.975,115978.941,115433.584,115489.51,115942.838,116780.475,118102.788,119230.873,121053.468,123174.331,125647.27,128396.261,131288.827,134764.772,138058.938,141011.502,143527.978,145655.728,147548.78,149033.874,149975.5,150554.694,151142.651,151826.23,152350.916,152923.765,153489.372,154053.861,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
BENSHAM,72256.492,70092.513,69194.619,68629.351,68423.068,68662.9,69216.96,70101.532,71416.935,72550.899,74129.286,75977.939,78131.126,80529.008,83090.962,86025.593,88997.245,91754.966,94221.519,96400.923,98398.644,100064.873,101190.815,101720.689,102193.858,102678.638,103018.008,103380.695,103721.13,103941.147,NPgN,Primary,NG FES - System Transformation (EE CF),Total demand (MWh)
