Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
CARR HILL,17.307,17.274,18.165,18.37,18.675,19.011,19.388,19.797,20.246,20.713,21.151,21.575,21.986,22.804,23.813,24.613,25.396,26.19,26.995,27.794,28.639,29.551,30.567,31.707,32.962,34.3,35.719,37.229,38.719,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
CATTERICK CAMP,15.9,16.066,16.383,16.748,17.193,17.66,18.159,18.683,19.252,19.821,20.373,20.916,21.449,22.175,23.089,23.952,24.803,25.66,26.517,27.364,28.233,29.139,30.103,31.138,32.235,33.393,34.596,35.853,37.108,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
CLOSE,22.065,21.893,21.785,22.01,21.943,21.893,21.868,21.864,21.89,21.922,21.964,22.016,22.079,22.241,22.629,22.971,23.291,23.609,23.918,24.216,24.517,24.824,25.147,25.492,25.856,26.245,26.644,27.058,27.47,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
CONEYTHORPE,13.141,13.169,15.655,16.599,16.819,17.024,17.252,17.496,17.762,18.032,18.294,18.551,18.802,19.184,19.74,20.214,20.666,21.114,21.553,21.978,22.411,22.858,23.334,23.85,24.398,24.979,25.585,26.221,26.852,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
CONSETT,22.911,22.984,23.269,24.472,24.928,25.404,25.933,26.526,27.259,27.997,28.724,29.443,30.178,31.177,32.041,32.974,33.932,34.919,35.924,36.914,37.946,39.039,40.225,41.51,42.9,44.374,45.92,47.552,49.173,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
CORPORATION STREET,11.275,11.21,11.209,11.214,11.248,11.29,11.347,11.415,11.507,11.596,11.683,11.768,11.854,12.017,12.28,12.518,12.743,12.968,13.194,13.416,13.646,13.888,14.152,14.441,14.753,15.087,15.435,15.8,16.163,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
COWTON,0.691,0.702,0.723,0.746,0.775,0.804,0.834,0.866,0.902,0.936,0.97,1.002,1.033,1.078,1.13,1.177,1.223,1.269,1.316,1.362,1.41,1.461,1.515,1.574,1.637,1.703,1.772,1.845,1.917,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
CRAMLINGTON T1 T3,11.048,10.986,11.419,11.41,11.425,11.455,11.504,11.57,11.663,11.764,11.87,11.983,12.105,12.333,12.661,12.956,13.245,13.534,13.822,14.104,14.392,14.692,15.014,15.364,15.741,16.141,16.558,16.996,17.431,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
CRAMLINGTON T2 T4,7.302,7.272,7.286,7.295,7.326,7.374,7.442,7.533,7.659,7.797,7.947,8.109,8.287,8.573,8.909,9.217,9.518,9.813,10.107,10.389,10.674,10.967,11.279,11.617,11.982,12.367,12.769,13.194,13.613,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
DARLEY,3.337,3.338,3.363,3.383,3.408,3.429,3.455,3.484,3.527,3.563,3.601,3.639,3.681,3.769,3.927,4.075,4.22,4.367,4.518,4.671,4.833,5.008,5.201,5.416,5.651,5.902,6.165,6.443,6.719,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
DARLINGTON 132/6KV,3.001,3.038,3.148,3.267,3.415,3.555,3.705,3.863,4.033,4.201,4.36,4.511,4.655,4.942,5.304,5.595,5.877,6.163,6.458,6.751,7.062,7.399,7.776,8.201,8.668,9.167,9.695,10.256,10.808,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
DARLINGTON 33/11KV,13.624,13.616,13.75,13.92,14.154,14.391,14.657,14.941,15.248,15.559,15.852,16.134,16.403,16.946,17.709,18.327,18.921,19.519,20.118,20.708,21.325,21.982,22.706,23.51,24.385,25.317,26.296,27.331,28.353,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
DARLINGTON CENTRAL 33/11KV,8.952,8.904,8.904,9.203,9.244,9.285,9.336,9.393,9.454,9.521,9.582,9.639,9.693,9.855,10.095,10.268,10.439,10.614,10.793,10.972,11.163,11.371,11.605,11.869,12.159,12.469,12.797,13.146,13.488,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
DARLINGTON EAST,17.303,17.243,17.308,17.399,17.543,17.695,17.89,18.125,18.408,18.715,19.032,19.364,19.708,20.264,21.01,21.652,22.269,22.873,23.46,24.019,24.578,25.147,25.748,26.396,27.087,27.815,28.575,29.374,30.161,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
DARLINGTON WEST,18.404,18.408,19.122,19.815,20.221,20.674,21.189,21.755,22.405,23.065,23.711,24.354,24.997,25.875,26.909,27.865,28.792,29.703,30.602,31.458,32.318,33.2,34.139,35.157,36.244,37.392,38.599,39.873,41.132,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
DENWICK,18.024,18.013,18.184,19.41,19.686,19.974,20.3,20.655,21.059,21.462,21.849,22.229,22.6,23.28,24.335,25.223,26.064,26.895,27.718,28.52,29.342,30.203,31.132,32.145,33.233,34.392,35.601,36.872,38.13,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
DUNSTON 66/11KV,13.469,13.44,15.116,15.274,15.489,15.7,15.94,16.202,16.481,16.775,17.056,17.33,17.591,18.047,18.636,19.105,19.546,19.98,20.401,20.805,21.22,21.655,22.128,22.649,23.211,23.808,24.433,25.092,25.74,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
DUNSTON 66/20KV,15.44,15.443,16.134,16.388,16.715,17.026,17.369,17.73,18.108,18.498,18.858,19.198,19.514,20.209,21.092,21.769,22.432,23.11,23.798,24.487,25.223,26.027,26.93,27.952,29.081,30.286,31.565,32.927,34.27,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
DURHAM EAST,16.818,16.809,18.38,18.856,18.963,19.075,19.208,19.355,19.534,19.706,19.88,20.055,20.237,20.48,20.95,21.423,21.881,22.34,22.793,23.238,23.687,24.144,24.619,25.118,25.635,26.183,26.742,27.318,27.897,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
EASTFIELD,12.209,12.197,12.312,12.473,12.707,12.966,13.257,13.573,13.926,14.285,14.632,14.972,15.304,15.911,16.747,17.438,18.099,18.758,19.411,20.05,20.712,21.413,22.178,23.025,23.944,24.924,25.954,27.045,28.123,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
EASTGATE CEMENT,7.247,7.235,7.249,7.269,7.301,7.339,7.384,7.435,7.492,7.552,7.611,7.671,7.732,7.873,8.096,8.276,8.451,8.629,8.811,8.993,9.184,9.387,9.609,9.854,10.118,10.398,10.691,10.998,11.301,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
EDUCATIONAL PRECINCT,14.772,14.733,14.838,14.973,15.162,15.343,15.549,15.776,16.042,16.307,16.561,16.806,17.045,17.421,17.89,18.313,18.71,19.101,19.491,19.869,20.262,20.681,21.139,21.649,22.202,22.792,23.408,24.06,24.7,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
ELVINGTON,10.336,10.317,11.076,11.104,11.152,11.211,11.289,11.385,11.503,11.633,11.774,11.926,12.089,12.29,12.522,12.76,12.993,13.221,13.44,13.648,13.852,14.053,14.257,14.469,14.687,14.914,15.146,15.385,15.623,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
FARADAY STREET,21.311,21.242,21.321,21.431,21.631,21.87,22.144,22.445,22.782,23.127,23.452,23.765,24.067,24.673,25.304,25.885,26.484,27.113,27.773,28.44,29.159,29.944,30.824,31.816,32.909,34.077,35.312,36.624,37.925,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
FAWDON T1 & SEATON BURN T1,19.381,19.631,20.313,21.085,21.942,22.625,23.36,24.132,24.933,25.759,26.538,27.276,27.97,28.97,29.98,30.85,31.718,32.588,33.448,34.282,35.141,36.042,37.024,38.11,39.279,40.518,41.832,43.227,44.608,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
FISHBURN,17.397,17.469,17.755,18.06,19.202,19.607,20.055,20.543,21.125,21.694,22.243,22.779,23.314,24.054,24.91,25.795,26.683,27.582,28.497,29.402,30.342,31.334,32.411,33.588,34.858,36.208,37.625,39.12,40.605,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
FLATWORTH CENTRAL,15.22,15.192,16.573,16.93,16.999,17.086,17.198,17.333,17.496,17.676,17.864,18.066,18.279,18.531,18.862,19.179,19.485,19.782,20.065,20.331,20.584,20.829,21.071,21.314,21.558,21.81,22.064,22.325,22.585,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
FOSS ISLANDS,25.258,25.168,25.278,26.655,26.86,27.086,27.357,27.665,28.04,28.411,28.773,29.134,29.498,30.18,31.358,32.396,33.38,34.357,35.324,36.269,37.235,38.242,39.322,40.494,41.747,43.083,44.47,45.922,47.363,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
FOSSWAY 33/11KV,15.857,15.886,16.145,16.484,16.938,17.409,17.922,18.465,19.045,19.637,20.192,20.723,21.229,22.087,23.044,23.859,24.652,25.449,26.252,27.044,27.876,28.772,29.766,30.883,32.106,33.41,34.788,36.254,37.701,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
FOURSTONES 20KV,17.513,17.61,18.013,18.459,19,19.46,19.967,20.506,21.104,21.699,22.267,22.811,23.328,24.049,24.909,25.653,26.335,26.995,27.641,28.248,28.863,29.502,30.188,30.938,31.738,32.586,33.473,34.407,35.325,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
FYLANDS BRIDGE,20.054,20.067,20.226,20.424,20.704,21.016,21.361,21.732,22.147,22.565,22.964,23.352,23.734,24.349,25.072,25.737,26.406,27.09,27.79,28.488,29.22,30.001,30.859,31.81,32.843,33.94,35.097,36.322,37.536,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
GALE LANE,11.819,11.821,12.445,12.589,12.781,12.969,13.173,13.389,13.627,13.863,14.075,14.27,14.455,14.806,15.15,15.471,15.808,16.165,16.551,16.947,17.378,17.856,18.398,19.017,19.704,20.439,21.223,22.061,22.891,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
GARWOOD STREET,13.763,13.722,13.777,13.868,14.008,14.167,14.353,14.56,14.798,15.044,15.282,15.518,15.752,16.211,16.838,17.362,17.867,18.378,18.886,19.388,19.912,20.47,21.082,21.762,22.503,23.292,24.123,25.002,25.87,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
GATESHEAD CENTRAL,12.023,11.944,12.804,12.779,14.22,14.242,14.287,14.356,14.463,14.579,14.705,14.842,14.994,15.237,15.591,15.922,16.239,16.551,16.857,17.15,17.444,17.744,18.061,18.4,18.761,19.144,19.541,19.958,20.37,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
GATESHEAD EAST,6.972,6.917,6.881,6.856,6.849,6.865,6.906,6.975,7.073,7.193,7.335,7.498,7.682,7.898,8.185,8.458,8.712,8.948,9.158,9.343,9.506,9.649,9.778,9.897,10.009,10.12,10.229,10.338,10.446,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
GOSFORTH 33/11KV,17.771,17.654,17.595,18.053,18.032,18.02,18.026,18.045,18.09,18.137,18.186,18.237,18.297,18.433,18.584,18.761,18.948,19.148,19.362,19.58,19.818,20.081,20.378,20.714,21.088,21.487,21.909,22.357,22.8,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
GRANGETOWN,19.762,19.761,21.313,21.58,21.995,22.492,23.095,23.802,24.618,25.525,26.481,27.49,28.541,29.658,30.767,31.817,32.793,33.679,34.46,35.125,35.691,36.169,36.579,36.942,37.262,37.563,37.857,38.15,38.435,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
GREATHAM,20.112,19.998,19.909,19.834,19.776,19.736,19.71,19.697,19.702,19.713,19.733,19.763,19.803,19.852,19.978,20.117,20.258,20.405,20.55,20.693,20.835,20.976,21.119,21.263,21.407,21.558,21.709,21.861,22.015,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
GUISBOROUGH T1 T2,16.337,16.404,16.655,17.163,17.562,17.967,18.405,18.873,19.403,19.939,20.447,20.936,21.41,22.099,22.738,23.353,23.979,24.62,25.267,25.906,26.575,27.286,28.061,28.907,29.821,30.792,31.812,32.89,33.96,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
GUISBOROUGH T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
HARLOW GREEN,15.092,15.029,15.062,15.092,15.167,15.255,15.363,15.488,15.655,15.817,15.966,16.11,16.257,16.631,17.083,17.477,17.878,18.302,18.76,19.229,19.741,20.31,20.958,21.697,22.52,23.402,24.34,25.34,26.327,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
HARMIRE BRIDGE,13.474,13.555,13.811,14.109,14.487,14.865,15.282,15.728,16.217,16.712,17.193,17.666,18.129,18.749,19.54,20.253,20.919,21.563,22.185,22.774,23.361,23.957,24.581,25.246,25.943,26.677,27.433,28.22,28.997,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
HARRATON,18.281,18.156,21.064,23.509,23.522,23.548,23.601,23.677,23.775,23.893,24.015,24.146,24.283,24.568,24.98,25.308,25.624,25.938,26.246,26.543,26.845,27.16,27.5,27.874,28.278,28.708,29.16,29.639,30.112,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
HARROGATE 132/11KV,27.081,27.169,27.552,28.266,28.748,29.183,29.669,30.192,30.796,31.394,31.968,32.53,33.089,33.947,35.208,36.321,37.392,38.456,39.524,40.569,41.639,42.757,43.956,45.258,46.649,48.127,49.674,51.3,52.915,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
HARROGATE WEST,11.566,11.571,11.66,11.752,11.867,11.968,12.084,12.21,12.364,12.511,12.654,12.795,12.938,13.131,13.461,13.784,14.098,14.413,14.729,15.04,15.358,15.688,16.039,16.416,16.816,17.241,17.682,18.142,18.601,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
HARTMOOR 66/20KV,19.401,19.459,19.794,20.161,20.654,21.157,21.706,22.286,22.941,23.577,24.177,24.749,25.302,26.127,27.049,27.955,28.854,29.76,30.691,31.611,32.58,33.618,34.764,36.042,37.434,38.919,40.485,42.145,43.789,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
HAWTHORN PIT,20.454,20.541,23.444,24.85,25.292,25.759,26.273,26.838,27.483,28.151,28.799,29.433,30.059,30.948,31.712,32.493,33.308,34.14,34.982,35.81,36.666,37.566,38.538,39.59,40.724,41.925,43.184,44.513,45.837,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
HAXBY ROAD T2 T3,10.885,10.994,12.288,12.589,12.948,13.262,13.602,13.961,14.348,14.734,15.1,15.446,15.777,16.241,16.641,17.072,17.522,17.984,18.468,18.948,19.452,19.992,20.587,21.251,21.973,22.743,23.558,24.424,25.285,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
HEBBURN,3.541,3.524,3.531,3.543,3.569,3.607,3.659,3.729,3.826,3.932,4.046,4.171,4.306,4.466,4.638,4.823,5.004,5.177,5.342,5.494,5.641,5.784,5.93,6.081,6.239,6.404,6.574,6.753,6.929,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
HEBBURN WEST,2.618,2.604,2.97,3.243,3.249,3.26,3.275,3.292,3.319,3.34,3.36,3.381,3.403,3.439,3.564,3.692,3.817,3.941,4.063,4.183,4.303,4.426,4.555,4.69,4.831,4.981,5.135,5.294,5.453,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
HEDWORTH,12.94,12.906,12.986,13.081,13.229,13.388,13.57,13.777,14.048,14.311,14.561,14.804,15.05,15.419,15.78,16.181,16.599,17.034,17.488,17.944,18.431,18.959,19.546,20.2,20.919,21.687,22.5,23.365,24.222,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
HEIGHINGTON,13.071,12.946,12.832,12.728,12.634,12.55,12.476,12.409,12.352,12.302,12.259,12.223,12.193,12.171,12.165,12.164,12.166,12.172,12.179,12.185,12.191,12.197,12.203,12.208,12.214,12.22,12.226,12.232,12.238,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
HEXHAM,21.636,21.484,21.4,21.335,21.302,21.276,21.275,21.297,21.347,21.409,21.478,21.557,21.645,21.782,21.99,22.192,22.387,22.58,22.767,22.942,23.113,23.284,23.461,23.646,23.837,24.04,24.247,24.462,24.675,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
HIGH BARMSTON,19.182,19.066,19.031,19.031,19.086,19.196,19.377,19.632,19.961,20.36,20.807,21.307,21.856,22.735,23.835,24.76,25.638,26.48,27.277,28.023,28.748,29.471,30.219,31.017,31.869,32.758,33.686,34.664,35.625,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
HIGH FLATTS,16.091,16.166,16.428,16.722,17.094,17.462,17.86,18.275,18.714,19.155,19.565,19.954,20.324,20.925,21.633,22.256,22.873,23.498,24.137,24.77,25.434,26.141,26.919,27.782,28.718,29.714,30.765,31.876,32.978,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
HOUGHTON,16.987,17.026,17.281,17.576,17.969,18.366,18.804,19.278,19.831,20.387,20.912,21.42,21.918,22.593,23.26,23.911,24.561,25.212,25.867,26.502,27.154,27.835,28.568,29.361,30.211,31.111,32.055,33.05,34.035,NPgN,Primary,NG FES - System Transformation (EE CF),Total peak demand (MW)
