Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,0.1,0.134,0.181,0.244,0.325,0.425,0.543,0.679,0.836,0.953,1.076,1.198,1.321,1.449,1.582,1.714,1.85,1.99,2.135,2.285,2.439,2.588,2.749,2.901,3.056,3.232,3.387,3.556,3.717,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed PV capacity - I&C and large (MW)
AMBERTON ROAD,0.096,0.163,0.259,0.397,0.588,0.826,1.107,1.433,1.809,2.09,2.382,2.674,2.968,3.274,3.593,3.909,4.234,4.568,4.915,5.274,5.642,6,6.385,6.747,7.119,7.54,7.91,8.313,8.698,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed PV capacity - I&C and large (MW)
ANNFIELD 66/20KV,4.527,4.621,4.734,4.877,5.051,5.26,5.507,5.792,6.122,6.369,6.625,6.882,7.14,7.408,7.688,7.965,8.251,8.545,8.849,9.164,9.487,9.801,10.139,10.457,10.783,11.153,11.478,11.832,12.17,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed PV capacity - I&C and large (MW)
ASHINGTON,0.479,0.584,0.712,0.874,1.073,1.311,1.592,1.917,2.293,2.574,2.867,3.159,3.453,3.759,4.078,4.394,4.719,5.053,5.4,5.76,6.127,6.485,6.87,7.232,7.604,8.025,8.395,8.799,9.184,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed PV capacity - I&C and large (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.006,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed PV capacity - I&C and large (MW)
AYCLIFFE INDUSTRIAL,0.336,0.369,0.41,0.463,0.528,0.607,0.7,0.808,0.932,1.025,1.122,1.219,1.316,1.417,1.523,1.628,1.736,1.846,1.961,2.08,2.202,2.32,2.448,2.568,2.691,2.83,2.953,3.087,3.214,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed PV capacity - I&C and large (MW)
BARDEN FRIAR,0.005,0.012,0.022,0.037,0.059,0.086,0.117,0.154,0.196,0.228,0.261,0.294,0.327,0.362,0.398,0.433,0.47,0.508,0.547,0.588,0.629,0.669,0.713,0.754,0.796,0.843,0.885,0.931,0.974,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed PV capacity - I&C and large (MW)
BEDALE,1.405,1.544,1.699,1.879,2.077,2.305,2.574,2.885,3.244,3.513,3.792,4.072,4.353,4.645,4.95,5.252,5.564,5.883,6.215,6.558,6.91,7.252,7.62,7.966,8.322,8.725,9.078,9.464,9.832,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed PV capacity - I&C and large (MW)
BELMONT,0.132,0.186,0.263,0.372,0.523,0.712,0.935,1.193,1.491,1.714,1.945,2.177,2.41,2.652,2.905,3.155,3.413,3.678,3.953,4.238,4.529,4.813,5.118,5.405,5.699,6.033,6.327,6.646,6.951,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed PV capacity - I&C and large (MW)
BENSHAM,0.059,0.089,0.131,0.188,0.266,0.362,0.475,0.606,0.757,0.871,0.988,1.106,1.224,1.348,1.476,1.603,1.735,1.869,2.009,2.154,2.302,2.446,2.601,2.747,2.897,3.067,3.216,3.378,3.533,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed PV capacity - I&C and large (MW)
BENTON SQUARE,0.349,0.395,0.449,0.516,0.596,0.69,0.802,0.931,1.08,1.192,1.308,1.424,1.54,1.662,1.788,1.914,2.043,2.176,2.313,2.456,2.602,2.744,2.896,3.04,3.188,3.355,3.502,3.662,3.815,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed PV capacity - I&C and large (MW)
BENWELL,0.068,0.102,0.149,0.215,0.303,0.413,0.542,0.691,0.864,0.993,1.127,1.261,1.396,1.536,1.683,1.828,1.977,2.131,2.29,2.455,2.624,2.788,2.965,3.131,3.302,3.495,3.665,3.85,4.027,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed PV capacity - I&C and large (MW)
BILLINGHAM MARSH HOUSE,10.87,10.886,10.907,10.936,10.972,11.018,11.071,11.132,11.204,11.257,11.312,11.368,11.423,11.481,11.542,11.601,11.663,11.726,11.792,11.86,11.93,11.998,12.07,12.139,12.209,12.289,12.359,12.436,12.509,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed PV capacity - I&C and large (MW)
BILLY MILL,0.069,0.094,0.124,0.165,0.216,0.278,0.352,0.437,0.536,0.609,0.686,0.763,0.84,0.92,1.003,1.086,1.172,1.259,1.35,1.444,1.541,1.634,1.735,1.83,1.928,2.038,2.135,2.241,2.342,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed PV capacity - I&C and large (MW)
BIRTLEY GROVE 66/11KV,0.151,0.18,0.216,0.262,0.317,0.384,0.462,0.553,0.658,0.736,0.817,0.899,0.981,1.066,1.155,1.243,1.334,1.427,1.524,1.624,1.727,1.827,1.934,2.035,2.139,2.256,2.359,2.472,2.579,NPgN,Primary,NG FES - Leading the Way (EE CF),Total installed PV capacity - I&C and large (MW)
