Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,404,445,520,603,694,792,895,1009,1165,1308,1453,1594,1744,2014,2001,2156,2394,2687,3025,3393,3811,4296,4862,5517,6261,7060,7914,8831,9744,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
AMBERTON ROAD,296,334,412,478,550,628,710,798,912,1015,1119,1219,1325,1554,1633,1805,2034,2301,2608,2938,3307,3730,4219,4782,5417,6098,6824,7601,8374,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
ANNFIELD 66/20KV,187,236,310,380,456,538,624,718,832,945,1060,1173,1294,1578,1693,1879,2122,2408,2735,3086,3478,3927,4447,5043,5717,6438,7208,8033,8853,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
ASHINGTON,248,280,342,420,504,594,687,786,894,1000,1106,1207,1310,1598,1777,2003,2283,2609,2967,3351,3781,4272,4843,5504,6251,7053,7909,8825,9736,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
AYCLIFFE INDUSTRIAL,96,114,147,178,211,247,285,326,377,427,477,525,573,687,722,791,886,999,1130,1271,1430,1613,1825,2068,2343,2637,2952,3288,3624,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BARDEN FRIAR,3,4,4,5,5,6,7,7,8,9,10,11,12,19,37,52,66,80,95,110,126,143,162,183,205,229,254,280,306,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BEDALE,138,152,178,200,224,250,279,312,366,413,463,512,570,665,712,811,932,1070,1224,1387,1566,1768,1996,2250,2535,2838,3159,3501,3843,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BELMONT,202,234,287,334,386,442,502,570,673,769,868,968,1081,1270,1287,1410,1581,1786,2022,2275,2559,2883,3255,3677,4152,4661,5203,5782,6360,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BENSHAM,129,153,190,224,261,301,343,390,457,520,584,649,721,899,1001,1135,1297,1485,1696,1921,2171,2457,2788,3168,3598,4060,4552,5080,5604,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BENTON SQUARE,129,152,194,249,307,370,434,501,571,643,714,783,850,1089,1290,1485,1713,1973,2257,2560,2897,3283,3731,4250,4837,5467,6141,6863,7578,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BENWELL,144,183,249,337,430,529,631,738,841,952,1061,1166,1267,1522,1591,1726,1925,2167,2436,2731,3065,3449,3897,4418,5007,5638,6312,7034,7753,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BILLINGHAM MARSH HOUSE,105,148,225,294,368,446,526,612,706,803,900,995,1093,1351,1436,1567,1751,1972,2231,2513,2832,3201,3633,4135,4707,5321,5978,6684,7386,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BILLY MILL,73,97,139,188,240,294,351,411,472,538,603,666,729,950,1118,1277,1466,1683,1923,2180,2466,2795,3178,3621,4124,4664,5242,5861,6475,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BIRTLEY GROVE 66/11KV,143,192,224,267,313,363,415,468,516,571,624,676,724,840,829,874,957,1064,1188,1325,1482,1663,1876,2125,2407,2708,3031,3376,3722,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BIRTLEY GROVE 66/20KV,102,148,164,191,220,252,286,341,460,590,727,870,1044,1164,860,787,786,820,871,932,1009,1102,1204,1297,1404,1517,1636,1761,1896,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BLAYDON BURN,47,71,113,180,250,325,401,479,543,619,692,762,824,1065,1259,1433,1643,1885,2144,2422,2732,3086,3496,3972,4509,5083,5697,6354,7007,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BLUCHER 33/11KV,111,153,223,334,451,575,701,832,944,1073,1198,1318,1426,1696,1707,1802,1976,2201,2451,2730,3052,3426,3867,4384,4971,5601,6274,6997,7719,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BOLDON DOWNHILL,57,81,125,173,224,278,334,394,460,531,603,673,745,942,1032,1143,1289,1462,1658,1869,2106,2380,2700,3070,3490,3940,4423,4940,5455,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,32,41,54,60,68,76,85,95,111,125,140,156,173,219,262,308,358,414,478,545,617,699,791,895,1011,1135,1266,1407,1546,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BOWESFIELD 33/11KV,129,148,182,230,281,336,394,455,520,586,652,717,782,934,1033,1173,1347,1547,1763,1994,2250,2537,2864,3235,3649,4089,4558,5057,5555,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BOWESFIELD 66/11KV,34,43,59,81,105,130,156,183,207,235,261,287,311,429,578,700,829,973,1125,1286,1462,1660,1887,2146,2438,2750,3082,3437,3788,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BRANCEPETH,189,250,334,421,516,619,726,846,994,1148,1303,1459,1625,1960,2013,2187,2439,2749,3103,3486,3918,4413,4986,5640,6379,7170,8015,8918,9820,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BREAMISH STREET,116,127,147,161,176,194,213,234,267,294,321,349,381,459,534,627,731,845,972,1105,1251,1415,1603,1816,2056,2312,2584,2875,3163,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
BRENDA TRADING,476,506,568,643,726,817,912,1014,1156,1276,1398,1517,1647,1870,1899,2091,2352,2663,3012,3389,3812,4297,4861,5513,6250,7041,7884,8788,9686,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
CAMPLESHON ROAD,238,306,386,446,513,585,661,745,842,941,1039,1133,1226,1401,1353,1420,1550,1710,1911,2131,2382,2670,3004,3387,3819,4281,4774,5300,5826,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
CARLEY HILL,116,158,241,290,343,401,461,536,663,788,917,1051,1207,1503,1578,1745,1967,2224,2529,2854,3216,3631,4107,4641,5247,5895,6586,7326,8063,NPgN,Primary,NG FES - System Transformation (EE CF),Number of heat pumps (total)
