Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),EV - other transport (MWh)
AMBERTON ROAD,8.076,23.636,51.371,94.797,162.604,264.217,409.334,605.105,854.099,1154.209,1504.299,1904.355,2351.885,2834.573,3329.753,3811.446,4257.969,4654.917,4994.753,5275.438,5498.6,5669.11,5794.551,5884.366,5948.33,5994.929,6030.567,6059.598,6084.779,NPgN,Primary,NG FES - Consumer Transformation (EE CF),EV - other transport (MWh)
ANNFIELD 66/20KV,69.839,109.81,178.301,275.027,411.104,597.847,846.462,1166.286,1559.912,2023.944,2555.702,3153.856,3812.48,4512.92,5223.967,5911.078,6545.933,7110.046,7593.949,7995.309,8316.634,8564.66,8749.634,8884.191,8981.398,9052.672,9106.761,9149.802,9185.888,NPgN,Primary,NG FES - Consumer Transformation (EE CF),EV - other transport (MWh)
ASHINGTON,175.934,237.898,340.281,469.792,628.222,815.337,1029.611,1273.079,1544.24,1840.604,2158.343,2493.621,2837.895,3180.152,3509.237,3815.985,4094.214,4340.802,4554.704,4736.306,4887.185,5009.831,5107.398,5183.454,5241.655,5285.395,5317.617,5340.875,5357.399,NPgN,Primary,NG FES - Consumer Transformation (EE CF),EV - other transport (MWh)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),EV - other transport (MWh)
AYCLIFFE INDUSTRIAL,35.15,58.957,100.113,159.672,245.726,366.709,531.094,745.63,1012.386,1329.075,1694.07,2106.748,2563.518,3051.563,3548.748,4030.269,4475.663,4871.488,5210.805,5491.843,5716.316,5888.995,6017.195,6109.968,6176.679,6225.491,6262.627,6292.404,6317.653,NPgN,Primary,NG FES - Consumer Transformation (EE CF),EV - other transport (MWh)
BARDEN FRIAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Consumer Transformation (EE CF),EV - other transport (MWh)
BEDALE,177.546,266.264,417.02,624.903,909.442,1289.833,1784.653,2410.488,3171.249,4060.326,5071.878,6202.364,7438.843,8745.874,10066.587,11339.09,12513.089,13556.056,14451.517,15195.628,15793.183,16256.488,16604.043,16858.562,17043.516,17179.482,17282.343,17363.399,17430.366,NPgN,Primary,NG FES - Consumer Transformation (EE CF),EV - other transport (MWh)
BELMONT,5.342,15.636,33.984,62.712,107.569,174.789,270.79,400.3,565.019,763.553,995.152,1259.804,1555.862,1875.179,2202.76,2521.418,2816.81,3079.407,3304.221,3489.905,3637.536,3750.334,3833.318,3892.734,3935.049,3965.876,3989.452,4008.657,4025.315,NPgN,Primary,NG FES - Consumer Transformation (EE CF),EV - other transport (MWh)
BENSHAM,370.49,510.028,742.028,1041.437,1418.157,1878.408,2425.931,3070.037,3809.438,4637.475,5545.403,6525.259,7557.561,8610.704,9645.433,10624.251,11518.913,12312.686,12998.043,13574.333,14045.982,14421.62,14713.183,14934.794,15100.985,15224.835,15317.006,15385.889,15438.069,NPgN,Primary,NG FES - Consumer Transformation (EE CF),EV - other transport (MWh)
