Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,47864.8,47472.396,47254.357,47058.078,46898.883,46772.743,46705.135,46665.003,46576.502,46326.721,45994.753,45672.469,45357.835,45049.265,44743.767,44439.069,44140.979,43854.18,43585.963,43330.788,43081.968,42820.346,42543.892,42327.102,42288.626,42250.595,42212.938,42175.611,42134.974,NPgN,Primary,NG FES - Leading the Way (EE CF),Domestic (MWh)
AMBERTON ROAD,53945.957,53574.542,53336.038,53105.242,52900.808,52713.752,52587.979,52489.207,52145.274,51130.34,50108.639,49127.816,48173.654,47236.632,46319.687,45415.65,44535.565,43686.255,42891.366,42133.388,41388.235,40594.549,39750.139,39108.805,39075.588,39043.44,39012.19,38981.82,38939.063,NPgN,Primary,NG FES - Leading the Way (EE CF),Domestic (MWh)
ANNFIELD 66/20KV,44174.196,43977.78,43930.967,43900.924,43896.636,43910.648,43968.781,44041.185,44062.533,43920.557,43691.964,43466.257,43242.856,43023.68,42804.45,42582.577,42363.304,42153.546,41961.733,41780.841,41603.933,41411.377,41203.722,41054.415,41080.754,41107.475,41134.508,41161.717,41185.406,NPgN,Primary,NG FES - Leading the Way (EE CF),Domestic (MWh)
ASHINGTON,36484.934,36344.735,36329.719,36323.827,36343.953,36373.144,36441.44,36518.95,36601.148,36675.498,36662.42,36650.914,36638.533,36618.938,36596.548,36568.596,36545.295,36524.082,36504.334,36486.653,36469.422,36448.17,36423.923,36411.635,36435.164,36458.885,36482.766,36506.709,36530.176,NPgN,Primary,NG FES - Leading the Way (EE CF),Domestic (MWh)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way (EE CF),Domestic (MWh)
AYCLIFFE INDUSTRIAL,14291.168,14236.858,14227.825,14224.309,14229.091,14239.492,14264.19,14293.053,14306.766,14271.752,14207.032,14142.766,14079.001,14016.577,13953.827,13889.677,13826.049,13765.414,13710.436,13658.83,13608.416,13553.232,13493.534,13451.566,13462.924,13474.423,13486.043,13497.778,13508.555,NPgN,Primary,NG FES - Leading the Way (EE CF),Domestic (MWh)
BARDEN FRIAR,942.435,934.156,929.988,926.666,923.602,921.129,919.691,918.485,918.214,918.826,917.249,915.993,914.637,913.51,912.498,911.678,911.204,910.714,910.227,909.732,909.249,908.741,908.213,907.697,907.233,906.766,906.296,905.801,905.272,NPgN,Primary,NG FES - Leading the Way (EE CF),Domestic (MWh)
BEDALE,15935.427,15836.113,15794.609,15757.449,15728.68,15705.426,15702.892,15703.135,15694.152,15638.722,15555.708,15476.482,15400.069,15321.687,15244.446,15169.851,15098.06,15028.549,14963.065,14900.148,14839.542,14773.965,14703.786,14650.567,14648.603,14646.699,14644.826,14642.765,14639.3,NPgN,Primary,NG FES - Leading the Way (EE CF),Domestic (MWh)
BELMONT,29494.171,29367.724,29348.595,29340.857,29350.804,29372.801,29423.099,29482.133,29519.429,29480.339,29376.907,29272.665,29168.393,29066.123,28962.585,28856.096,28750.019,28649.153,28558.179,28472.977,28389.491,28297.594,28197.875,28127.955,28147.8,28167.842,28188.042,28208.326,28226.854,NPgN,Primary,NG FES - Leading the Way (EE CF),Domestic (MWh)
BENSHAM,27687.581,27474.876,27366.951,27270.651,27192.607,27133.196,27106.434,27095.183,27075.821,27010.136,26893.915,26784.748,26678.813,26575.85,26476.756,26380.205,26288.899,26204.009,26125.301,26051.422,25978.925,25900.943,25817.545,25755.753,25758.366,25761.113,25763.962,25766.775,25768.27,NPgN,Primary,NG FES - Leading the Way (EE CF),Domestic (MWh)
