Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
AMBERTON ROAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
ANNFIELD 66/20KV,0,0,0,0,0,1,1,1,2,2,3,4,4,5,6,7,9,10,12,14,16,18,20,22,24,25,27,28,30,31,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
ASHINGTON,0,1,1,1,1,2,3,4,6,7,8,10,12,15,18,22,26,30,34,42,46,52,58,64,71,74,78,81,87,92,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
AYCLIFFE INDUSTRIAL,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,3,4,5,5,7,7,8,9,10,11,12,12,13,14,15,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
BARDEN FRIAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
BEDALE,0,0,1,1,1,2,3,4,5,6,8,9,11,14,17,20,24,27,31,38,43,48,53,59,65,68,71,74,79,84,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
BELMONT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
BENSHAM,1,1,1,2,3,4,6,8,12,14,17,21,26,31,38,45,54,62,71,87,96,108,120,133,147,154,162,168,180,190,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
BENTON SQUARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
BENWELL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
BILLINGHAM MARSH HOUSE,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,3,4,4,5,6,6,7,8,9,9,10,10,11,11,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
BILLY MILL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
BIRTLEY GROVE 66/11KV,1,1,1,2,3,4,6,8,11,14,17,20,25,30,36,43,52,59,68,83,92,103,115,127,141,148,155,161,172,182,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
BIRTLEY GROVE 66/20KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
BLAYDON BURN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric buses
