Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,49117.6,46070.435,45621.989,45326.251,45022.994,44825.397,44813.973,44841.531,44864.575,44899.133,44873.286,44833.802,44787.16,44719.523,44675.904,44659.594,44685.684,44730.909,44745.571,44787.778,44862.142,44931.904,45002.343,45073.473,45146.837,45217.875,45320.305,45473.61,45628.824,45872.95,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
AMBERTON ROAD,49344.546,46119.44,45649.763,45328.686,45011.9,44793.504,44773.745,44778.111,44789.595,44798.462,44740.004,44678.203,44595.764,44498.982,44420.829,44380.418,44376.28,44386.822,44372.546,44386.989,44435.636,44479.403,44523.89,44569.106,44616.674,44661.762,44740.005,44871.905,45007.176,45237.805,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
ANNFIELD 66/20KV,52432.696,48971.512,48530.645,48257.016,47967.129,47781.644,47818.043,47888.127,47948.273,48014.592,47986.81,47951.642,47902.012,47836.982,47796.76,47792.573,47836.688,47911.051,47953.387,48019.896,48124.091,48222.816,48322.259,48422.431,48525.133,48625.003,48761.665,48958.038,49158.822,49466.71,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
ASHINGTON,37274.079,34853.657,34509.401,34281.453,34047.21,33872.763,33849.85,33856.549,33858.486,33864.885,33805.121,33736.928,33662.163,33575.502,33505.324,33449.665,33424.301,33415.223,33387.571,33379.901,33397.739,33412.024,33426.919,33442.431,33459.764,33475.337,33515.54,33595.505,33677.795,33830.393,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
AYCLIFFE INDUSTRIAL,20857.621,19472.926,19298.105,19190.371,19076.08,19003.629,19019.961,19049.889,19075.461,19103.396,19093.312,19080.044,19060.954,19035.346,19019.68,19018.494,19036.58,19067.064,19084.656,19111.818,19154.102,19194.172,19234.514,19275.132,19316.75,19357.212,19412.446,19491.668,19572.706,19696.855,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
BARDEN FRIAR,1387.447,1300.792,1285.086,1273.625,1261.84,1253.789,1251.096,1248.678,1247.033,1245.784,1242.213,1237.533,1232.399,1226.747,1222.015,1217.914,1214.909,1212.635,1209.918,1207.588,1206.13,1204.552,1202.995,1201.459,1199.984,1198.45,1197.744,1198.366,1199.089,1202.183,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
BEDALE,20505.318,19123.796,18940.121,18820.633,18700.602,18612.695,18611.493,18622.543,18629.167,18643.181,18614.851,18580.56,18541.772,18495.114,18460.007,18431.481,18418.822,18417.474,18405.037,18404.099,18417.735,18429.289,18441.143,18453.299,18466.442,18478.519,18504.624,18553.393,18603.93,18695.15,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
BELMONT,38127.618,35747.183,35447.685,35263.526,35068.157,34945.246,34974.456,35026.792,35071.041,35119.412,35102.355,35079.083,35045.608,35000.385,34972.155,34968.955,34998.648,35049.521,35077.668,35122.888,35194.111,35261.554,35329.492,35397.938,35468.14,35536.399,35630.078,35765.009,35902.002,36111.806,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
BENSHAM,35706.052,34005.057,33759.026,33588.744,33408.851,33282.437,33264.828,33256.932,33253.179,33256.383,33222.918,33189.507,33147.018,33106.165,33076.798,33065.768,33080.656,33099.746,33100.862,33121.087,33159.567,33195.695,33232.446,33269.844,33308.765,33346.665,33402.479,33487.158,33569.573,33698.008,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
BENTON SQUARE,47510.481,44691.803,44409.022,44256.168,44089.19,44010.021,44111.169,44250.489,44378.24,44509.491,44562.276,44598.246,44633.552,44659.547,44698.863,44764.468,44859.428,44982.23,45080.579,45201.198,45354.297,45502.547,45651.316,45800.624,45952.055,46100.938,46281.943,46515.304,46750.941,47078.832,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
BENWELL,49499.296,46736.268,46430.629,46274.695,46120.644,46069.377,46204.454,46374.965,46532.438,46699.325,46795.702,46884.045,46943.366,46978.225,47033.083,47126.194,47260.491,47415.852,47545.797,47694.701,47875.359,48051.318,48227.831,48404.925,48584.159,48760.965,48969.358,49229.256,49490.058,49839.967,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
BILLINGHAM MARSH HOUSE,21098.087,19738.698,19567.11,19459.081,19343.048,19264.002,19278.907,19307.39,19330.365,19356.217,19346.759,19334.958,19320.996,19298.661,19287.696,19289.344,19308.175,19338.03,19355.257,19383.621,19426.901,19467.998,19509.364,19551.004,19593.634,19635.127,19691.207,19770.978,19852.305,19975.922,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
BILLY MILL,42096.897,39708.103,39471.754,39344.98,39206.008,39141.823,39229.899,39350.507,39460.817,39574.017,39620.63,39652.035,39683.577,39707.288,39741.879,39798.654,39879.577,39984.221,40067.843,40170.894,40301.521,40428.062,40555.075,40682.581,40811.924,40939.149,41093.663,41292.628,41492.709,41770.078,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
BIRTLEY GROVE 66/11KV,28950.632,27124.683,26882.448,26727.31,26562.807,26453.507,26463.438,26488.418,26511.806,26537.59,26516.551,26495.936,26465.107,26429.079,26404.877,26399.643,26421.785,26456.022,26473.005,26504.465,26555.673,26604.038,26652.804,26701.978,26752.507,26801.586,26869.955,26969.608,27070.915,27227.505,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
BIRTLEY GROVE 66/20KV,18155.041,17017.128,16863.151,16761.752,16654.271,16581.419,16582.285,16591.858,16602.393,16616.375,16603.102,16589.702,16570.965,16551.338,16539.676,16539.935,16557.245,16580.559,16593.087,16615.551,16650.306,16683.311,16716.58,16750.12,16784.52,16818.034,16863.572,16928.611,16994.67,17095.154,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
BLAYDON BURN,26616.693,24940.377,24708.02,24551.793,24386.224,24271.662,24266.241,24272.434,24282.559,24298.528,24276.428,24255.623,24226.72,24198.961,24182.86,24184.3,24211.558,24245.532,24263.662,24297.343,24349.066,24398.239,24447.818,24497.81,24549.078,24599.062,24666.704,24762.975,24860.814,25009.255,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
BLUCHER 33/11KV,29812.398,28001.03,27797.616,27691.602,27586.097,27546.514,27629.244,27735.104,27833.256,27937.294,27994.888,28048.074,28083.226,28103.424,28136.835,28194.769,28279.901,28379.23,28462.483,28557.502,28673.324,28786.063,28899.155,29012.612,29127.453,29240.677,29374.575,29542.2,29711.646,29940.939,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
BOLDON DOWNHILL,8090.079,7559.896,7488.401,7441.824,7392.089,7358.256,7360.211,7366.934,7373.259,7378.981,7370.955,7365.086,7355.452,7345.496,7337.503,7334.667,7340.484,7348.821,7352.668,7360.637,7374.295,7387.125,7400.059,7413.102,7426.523,7439.514,7458.052,7485.59,7513.719,7557.903,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,8997.79,8381.941,8294.391,8234.173,8175.202,8133.985,8132.079,8134.986,8137.06,8142.058,8131.13,8118.774,8104.51,8088.956,8077.857,8072.311,8074.429,8079.787,8080.686,8086.528,8098.844,8110.218,8121.714,8133.332,8145.379,8156.938,8174.768,8202.759,8231.559,8278.647,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
BOWESFIELD 33/11KV,23954.559,22427.648,22233.414,22110.536,21978.725,21888.438,21903.57,21933.968,21958.244,21985.774,21973.735,21959.125,21942.124,21915.791,21902.243,21902.873,21922.817,21955.164,21973.401,22004.142,22051.642,22096.731,22142.159,22187.932,22234.853,22280.54,22342.615,22431.285,22521.63,22659.301,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
BOWESFIELD 66/11KV,22416.953,20988.304,20802.763,20683.91,20556.841,20468.455,20478.274,20502.396,20521.077,20542.732,20527.531,20510.196,20490.609,20462.604,20446.472,20443.52,20458.646,20485.374,20499.173,20524.308,20564.99,20603.412,20642.13,20681.149,20721.213,20760.112,20814.193,20892.912,20973.082,21097.002,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
BRANCEPETH,28277.472,26376.77,26141.658,25998.944,25847.337,25753.635,25781.816,25828.594,25869.087,25912.876,25904.389,25891.141,25869.802,25839.213,25822.231,25825.216,25854.535,25900.796,25929.006,25970.677,26033.085,26092.428,26152.116,26212.155,26273.535,26333.299,26413.294,26526.159,26641.695,26816.563,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
BREAMISH STREET,23481.751,22574.776,22481.175,22438.67,22398.78,22396.513,22454.991,22525.423,22589.438,22657.378,22702.873,22743.547,22772.166,22789.99,22814.179,22852.461,22903.801,22961.107,23008.623,23064.197,23130.303,23194.97,23259.937,23325.229,23391.37,23456.873,23532.914,23626.032,23716.247,23831.952,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
BRENDA TRADING,56967.51,53190.682,52641.299,52266.058,51895.629,51640.274,51617.89,51623.986,51638.46,51649.99,51582.459,51511.254,51416.077,51304.315,51214.512,51168.871,51165.977,51180.578,51166.288,51185.382,51244.616,51298.173,51352.615,51407.953,51466.087,51521.351,51615.529,51772.661,51934.232,52208.204,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
CAMPLESHON ROAD,42018.829,39562.856,39353.865,39278.834,39189.491,39168.601,39327.463,39510.696,39686.018,39863.502,39971.937,40080.226,40158.688,40222.443,40307.055,40425.264,40587.663,40771.452,40930.102,41104.004,41307.383,41506.218,41705.41,41904.978,42106.377,42305.323,42533.71,42810.288,43089.262,43453.771,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
CARLEY HILL,36884.16,34494.283,34158.354,33937.825,33703.7,33540.479,33541.305,33557.678,33576.974,33591.663,33547.263,33517.116,33464.848,33408.463,33362.399,33340.227,33359.125,33388.052,33394.954,33421.579,33473.641,33522.032,33570.927,33620.334,33671.467,33720.72,33794.732,33908.871,34025.362,34213.04,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
CARLIN HOW T3 T4,36054.295,33543.341,33134.829,32850.861,32544.628,32313.213,32225.292,32155.799,32089.44,32021.556,31901.527,31782.908,31653,31512.424,31393.302,31301.309,31242.026,31197.091,31131.834,31085.551,31064.313,31039.58,31015.429,30991.86,30970.038,30946.469,30946.77,30985.493,31027.121,31137.434,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
CARR HILL,54420.866,51114.962,50659.305,50353.471,50028.962,49805.728,49797.58,49811.633,49833.435,49867.045,49825.875,49786.757,49731.232,49678.017,49647.661,49652.099,49707.467,49775.224,49810.93,49878.387,49981.475,50079.504,50178.319,50277.938,50380.072,50479.662,50614.153,50805.244,50998.533,51290.798,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
CATTERICK CAMP,31054.082,28855.083,28459.686,28167.688,27868.202,27634.227,27538.46,27461.806,27393.194,27329.656,27211.193,27090.127,26962.854,26828.758,26715.805,26619.069,26549.125,26497.048,26433.792,26380.417,26348.438,26313.496,26279.07,26245.16,26212.756,26178.883,26165.348,26184.513,26206.13,26286.134,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
CLOSE,24792.485,23991.339,23916.176,23887.565,23862.487,23873.286,23937.749,24013.012,24081.139,24153.263,24205.798,24252.575,24286.928,24309.831,24338.232,24380.136,24433.36,24491.271,24539.486,24596.019,24661.997,24726.717,24791.744,24857.105,24923.278,24988.939,25064.101,25154.628,25240.813,25347.792,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
CONEYTHORPE,21264.676,19816.167,19614.507,19477.213,19343.192,19251.444,19252.36,19264.378,19274.191,19291.107,19270.435,19246.05,19216.957,19184.58,19162.642,19153.876,19163.127,19179.72,19185.51,19203.395,19236.581,19267.541,19298.784,19330.312,19362.853,19394.236,19440.452,19510.707,19582.878,19698.326,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
CONSETT,40589.371,37912.536,37570.399,37357.402,37132.104,36986.92,37013.199,37065.586,37110.814,37161.02,37138.831,37110.812,37071.703,37020.989,36989.349,36984.906,37017.663,37072.93,37103.468,37153.303,37232.192,37306.847,37382.041,37457.781,37535.456,37610.932,37714.746,37864.55,38017.689,38253.265,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
CORPORATION STREET,19065.911,18290.742,18210.987,18174.706,18140.392,18137.805,18187.228,18246.808,18301.093,18358.602,18396.767,18431.005,18455.163,18470.343,18490.952,18523.411,18567.061,18615.886,18656.444,18703.647,18759.814,18814.69,18869.762,18925.048,18980.996,19036.331,19100.627,19179.486,19256.236,19355.265,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
COWTON,1969.302,1838.979,1822.718,1812.623,1802.437,1795.085,1795.862,1797.803,1799.188,1801.353,1799.269,1796.436,1793.149,1788.91,1785.817,1783.142,1781.878,1781.758,1780.501,1780.446,1781.777,1782.911,1784.074,1785.265,1786.552,1787.737,1790.254,1794.921,1799.755,1808.445,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
CRAMLINGTON T1 T3,16669.695,15730.857,15601.182,15516.514,15429.456,15365.867,15360.538,15366.826,15370.509,15375.952,15355.378,15330.227,15302.561,15269.613,15242.762,15221.275,15210.974,15206.707,15194.617,15191.237,15197.838,15203.036,15208.467,15214.138,15220.526,15226.23,15241.614,15272.631,15303.517,15360.8,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
CRAMLINGTON T2 T4,16257.42,15386.426,15263.443,15182.306,15099.166,15037.384,15029.34,15032.002,15032.181,15034.051,15011.748,14985.002,14955.736,14921.246,14892.479,14868.355,14854.59,14846.09,14830.229,14822.766,14824.505,14824.961,14825.644,14826.56,14828.151,14829.129,14839.029,14863.322,14887.08,14934.623,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
DARLEY,8441.497,7865.771,7785.045,7729.837,7675.978,7638.856,7638.48,7642.511,7645.672,7651.678,7642.766,7632.342,7620.106,7606.606,7597.267,7593.133,7596.096,7601.961,7603.563,7609.979,7622.461,7634.062,7645.776,7657.605,7669.835,7681.608,7699.258,7726.429,7754.357,7799.421,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
DARLINGTON 132/6KV,8724.898,8143.492,8054.264,7995.098,7932.374,7886.122,7877.888,7875.611,7873.118,7872.086,7855.831,7840.428,7822.152,7803.429,7789.6,7781.538,7780.782,7783.451,7782.128,7784.894,7793.708,7801.66,7809.741,7817.952,7826.581,7834.772,7848.826,7872.368,7896.533,7937.589,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
DARLINGTON 33/11KV,35634.513,33281.701,32920.233,32680.449,32426.247,32238.725,32204.996,32195.338,32184.769,32180.12,32113.871,32051.026,31976.514,31900.176,31843.646,31810.453,31806.768,31816.87,31810.779,31821.308,31856.297,31887.798,31919.817,31952.361,31986.591,32019.052,32075.227,32169.771,32266.668,32431.682,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
DARLINGTON CENTRAL 33/11KV,15938.73,14938.162,14784.252,14682.306,14574.115,14494.452,14480.153,14476.022,14471.373,14469.33,14441.037,14414.052,14381.948,14349.029,14324.595,14310.164,14308.157,14311.815,14308.442,14312.475,14326.947,14339.96,14353.219,14366.731,14380.991,14394.529,14418.204,14458.263,14498.997,14568.377,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
DARLINGTON EAST,26032.287,24316.065,24054.81,23882.68,23699.932,23566.094,23544.586,23540.586,23535.752,23535.334,23489.88,23446.731,23394.911,23341.669,23302.945,23281.329,23281.093,23290.69,23288.26,23298.329,23326.266,23351.65,23377.409,23403.548,23430.914,23456.983,23500.374,23571.794,23644.946,23767.878,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
DARLINGTON WEST,49339.048,46175.254,45687.842,45364.235,45021.106,44767.79,44721.072,44706.582,44690.67,44682.791,44592.054,44505.686,44403.418,44298.621,44220.484,44173.769,44166.495,44177.447,44166.428,44178.14,44222.717,44262.607,44303.195,44344.493,44388.064,44429.269,44502.349,44627.003,44754.108,44971.907,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
DENWICK,44714.58,41902.442,41623.548,41487.478,41349.42,41283.165,41390.208,41535.022,41664.126,41800.887,41853.548,41876.53,41890.166,41876.472,41880.219,41893.467,41935.654,41989.004,42010.316,42073.342,42167.372,42256.96,42347.175,42438.021,42530.96,42621.62,42742.149,42910.964,43083.542,43342.811,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
DUNSTON 66/11KV,17351.092,16251.182,16098.682,15996.153,15887.508,15812.281,15808.641,15812.636,15819.192,15829.543,15814.898,15801.113,15782.023,15763.664,15752.936,15753.678,15771.321,15793.38,15805.07,15826.879,15860.484,15892.395,15924.548,15956.948,15990.16,16022.506,16066.39,16128.99,16192.615,16289.356,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
DUNSTON 66/20KV,20223.587,18909.631,18728.351,18606.893,18478.174,18389.324,18386.109,18392.133,18401.223,18414.813,18398.476,18383.243,18361.735,18341.094,18329.599,18331.786,18354.176,18381.968,18397.478,18424.927,18466.466,18505.981,18545.783,18585.877,18626.936,18666.958,18720.751,18796.888,18874.49,18991.922,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
DURHAM EAST,13934.771,13081.171,12971.865,12903.84,12831.838,12785.687,12793.994,12810.609,12824.429,12839.718,12831.665,12821.512,12807.76,12789.902,12778.136,12775.298,12784.241,12800.771,12809.277,12823.805,12847.618,12870.093,12892.755,12915.611,12939.105,12961.919,12993.806,13040.409,13087.61,13160.599,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
EASTFIELD,37022.657,34446.757,34053.713,33788.651,33513.454,33314.694,33291.697,33285.694,33279.648,33275.521,33208.969,33144.629,33058.317,32967.799,32883.7,32826.113,32799.702,32786.948,32760.663,32750.145,32766.005,32778.097,32790.733,32803.914,32818.883,32831.924,32870.351,32949.797,33032.443,33188.714,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
EASTGATE CEMENT,9047.031,8491.532,8451.611,8440.407,8426.831,8433.383,8475.489,8522.479,8565.16,8609.268,8637.008,8660.216,8680.124,8694.958,8713.635,8738.993,8771.429,8808.392,8837.379,8873.188,8915.374,8956.623,8997.982,9039.452,9081.339,9122.733,9170.334,9228.008,9286.495,9363.147,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
EDUCATIONAL PRECINCT,30298.382,28980.601,28836.66,28765.486,28696.875,28680.235,28751.694,28840.198,28920.769,29006.449,29059.293,29106.556,29138.018,29155.64,29182.546,29228.782,29294.075,29368.498,29429.681,29501.298,29587.952,29672.43,29757.227,29842.368,29928.599,30013.781,30113.942,30238.451,30360.229,30520.219,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
ELVINGTON,6697.387,6275.025,6241.915,6231.41,6216.644,6212.205,6239.134,6269.949,6299.937,6329.337,6346.069,6362.542,6375.265,6386.118,6398.747,6415.137,6438.074,6464.138,6485.21,6510.65,6541.117,6570.819,6600.588,6630.424,6660.572,6690.307,6725.005,6767.805,6811.282,6869.449,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
FARADAY STREET,13571.598,12697.119,12567.661,12481.899,12393.922,12335.833,12331.353,12337.997,12343.509,12352.206,12343.352,12330.973,12316.56,12296.444,12283.204,12277.79,12284.58,12297.008,12300.944,12312.437,12333.129,12352.5,12372.06,12391.813,12412.197,12431.909,12460.588,12503.802,12547.787,12617.451,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
FAWDON T1 & SEATON BURN T1,58178.718,54711.574,54330.938,54125.946,53915.076,53819.334,53950.966,54127.706,54290.04,54460.871,54539.146,54602.877,54646.342,54667.288,54710.151,54791.122,54917.079,55071.302,55194.708,55344.424,55533.505,55716.721,55900.576,56085.095,56272.193,56456.219,56679.118,56965.343,57254.214,57654.51,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
FISHBURN,38123.505,35557.729,35239.995,35046.874,34841.618,34714.413,34751.837,34814.367,34868.426,34926.903,34914.69,34896.08,34866.522,34824.479,34800.819,34804.114,34843.039,34904.889,34942.39,34998.005,35081.673,35161.187,35241.161,35321.604,35403.857,35483.915,35591.363,35743.322,35898.905,36134.859,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
FLATWORTH CENTRAL,22649.973,21367.7,21244.169,21179.455,21108.11,21077.128,21127.937,21196.286,21258.883,21323.018,21351.221,21370.907,21390.702,21406.158,21427.352,21460.475,21506.43,21565.142,21612.379,21670.242,21742.971,21813.473,21884.208,21955.187,22027.137,22097.921,22183.429,22292.939,22403.035,22554.882,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
FOSS ISLANDS,48430.581,45904.025,45695.026,45625.012,45540.818,45527.911,45700.296,45897.393,46085.176,46275.42,46394.83,46513.378,46599.052,46668.306,46759.625,46886.882,47060.128,47255.126,47423.45,47607.774,47822.498,48032.541,48242.967,48453.808,48666.575,48876.86,49117.575,49408.074,49698.548,50074.348,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
FOSSWAY 33/11KV,50343.008,47504.446,47180.393,47009.217,46839.601,46774.161,46899.632,47061.378,47210.604,47369.337,47456.002,47535.305,47585.915,47612.552,47659.834,47745.874,47874.217,48024.458,48149.337,48293.18,48469.506,48641.16,48813.494,48986.537,49161.874,49334.854,49540.102,49797.875,50056.882,50406.937,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
FOURSTONES 20KV,32218.755,30235.496,30061.363,29989.386,29917.053,29895.86,29996.265,30123.958,30238.615,30359.155,30419.077,30454.244,30482.545,30489.018,30507.445,30531.181,30574.077,30623.373,30648.09,30705.79,30785.614,30862.267,30939.369,31016.921,31095.966,31173.385,31272.109,31405.267,31541.112,31738.782,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
FYLANDS BRIDGE,41563.343,38784.408,38433.007,38216.241,37986.424,37840.498,37872.74,37932.312,37983.271,38038.967,38018.498,37991.787,37953.484,37902.21,37870.885,37868.571,37904.93,37966.184,38001.694,38056.278,38141.155,38221.599,38302.588,38384.129,38467.673,38548.901,38659.701,38818.52,38981.112,39230.164,NPgN,Primary,NPg Planning Scenario,Domestic (MWh)
