Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,1.8,1.93,2.023,2.134,2.33,2.579,2.878,3.174,3.467,3.751,4.056,4.355,4.654,4.953,5.259,5.589,5.926,6.249,6.568,6.887,7.206,7.525,7.844,8.163,8.481,8.8,9.119,9.438,9.757,10.076,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
AMBERTON ROAD,1.718,1.79,1.885,2,2.185,2.415,2.691,2.967,3.246,3.529,3.837,4.147,4.457,4.768,5.075,5.371,5.664,5.963,6.264,6.565,6.866,7.167,7.468,7.77,8.071,8.372,8.673,8.975,9.276,9.577,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
ANNFIELD 66/20KV,14.099,14.185,14.292,14.419,14.632,14.9,15.221,15.542,15.862,16.18,16.524,16.867,17.21,17.552,17.896,18.246,18.597,18.945,19.293,19.64,19.987,20.335,20.683,21.03,21.378,21.725,22.073,22.421,22.769,23.117,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
ASHINGTON,5.906,6.037,6.193,6.378,6.694,7.091,7.567,8.041,8.513,8.977,9.478,9.973,10.469,10.963,11.465,11.987,12.516,13.033,13.546,14.06,14.574,15.089,15.603,16.118,16.632,17.148,17.664,18.18,18.696,19.211,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
AYCLIFFE INDUSTRIAL,0.934,0.97,1.013,1.065,1.152,1.262,1.393,1.525,1.655,1.785,1.924,2.063,2.201,2.34,2.479,2.623,2.768,2.911,3.053,3.195,3.337,3.479,3.621,3.763,3.905,4.048,4.19,4.332,4.474,4.616,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BARDEN FRIAR,0.063,0.067,0.074,0.082,0.094,0.108,0.125,0.142,0.16,0.18,0.201,0.223,0.246,0.268,0.289,0.307,0.323,0.342,0.361,0.38,0.399,0.419,0.438,0.457,0.476,0.496,0.515,0.534,0.554,0.573,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BEDALE,2.761,2.821,2.905,3.005,3.164,3.36,3.594,3.831,4.071,4.316,4.583,4.854,5.125,5.397,5.663,5.914,6.16,6.415,6.673,6.931,7.19,7.448,7.707,7.966,8.224,8.483,8.742,9.001,9.26,9.519,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BELMONT,1.395,1.457,1.538,1.634,1.792,1.989,2.225,2.462,2.7,2.939,3.199,3.46,3.721,3.982,4.242,4.496,4.75,5.006,5.263,5.52,5.777,6.035,6.292,6.549,6.807,7.064,7.322,7.579,7.837,8.094,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BENSHAM,0.398,0.445,0.5,0.567,0.681,0.824,0.996,1.168,1.338,1.506,1.688,1.868,2.049,2.229,2.411,2.599,2.788,2.974,3.159,3.345,3.53,3.715,3.9,4.085,4.27,4.455,4.64,4.825,5.01,5.195,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BENTON SQUARE,1.687,1.751,1.825,1.912,2.065,2.258,2.49,2.72,2.948,3.17,3.41,3.646,3.882,4.118,4.358,4.613,4.872,5.123,5.371,5.62,5.868,6.116,6.364,6.612,6.86,7.108,7.356,7.604,7.852,8.101,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BENWELL,1.026,1.087,1.158,1.243,1.389,1.573,1.795,2.015,2.234,2.449,2.681,2.91,3.139,3.368,3.601,3.843,4.089,4.328,4.566,4.804,5.042,5.28,5.518,5.755,5.993,6.231,6.469,6.706,6.944,7.182,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BILLINGHAM MARSH HOUSE,13.099,13.171,13.249,13.343,13.51,13.722,13.978,14.231,14.479,14.719,14.975,15.226,15.476,15.725,15.983,16.267,16.558,16.834,17.106,17.378,17.65,17.921,18.193,18.464,18.736,19.007,19.279,19.551,19.822,20.094,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BILLY MILL,1.518,1.574,1.637,1.712,1.845,2.013,2.215,2.415,2.612,2.805,3.012,3.215,3.418,3.62,3.827,4.05,4.277,4.495,4.711,4.926,5.142,5.357,5.573,5.788,6.003,6.219,6.434,6.65,6.865,7.081,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BIRTLEY GROVE 66/11KV,1.074,1.117,1.167,1.227,1.33,1.46,1.616,1.772,1.926,2.077,2.24,2.401,2.562,2.722,2.886,3.057,3.23,3.4,3.567,3.735,3.903,4.07,4.238,4.406,4.573,4.741,4.909,5.076,5.244,5.412,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BIRTLEY GROVE 66/20KV,0.485,0.51,0.541,0.579,0.642,0.721,0.816,0.91,1.005,1.099,1.201,1.303,1.405,1.507,1.61,1.712,1.815,1.918,2.02,2.122,2.225,2.327,2.43,2.532,2.635,2.737,2.84,2.942,3.045,3.147,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BLAYDON BURN,1.028,1.084,1.155,1.239,1.379,1.554,1.763,1.973,2.183,2.395,2.624,2.854,3.084,3.314,3.543,3.769,3.994,4.221,4.449,4.676,4.904,5.131,5.359,5.586,5.814,6.041,6.269,6.497,6.724,6.952,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BLUCHER 33/11KV,1.206,1.266,1.332,1.411,1.55,1.728,1.941,2.152,2.361,2.563,2.779,2.992,3.204,3.415,3.633,3.868,4.109,4.34,4.567,4.795,5.022,5.249,5.476,5.703,5.931,6.158,6.385,6.612,6.839,7.066,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BOLDON DOWNHILL,1.779,1.826,1.878,1.941,2.052,2.192,2.36,2.527,2.692,2.852,3.024,3.192,3.361,3.529,3.701,3.887,4.077,4.259,4.44,4.619,4.799,4.979,5.158,5.338,5.518,5.697,5.877,6.057,6.236,6.416,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,0.912,0.931,0.956,0.986,1.035,1.096,1.169,1.243,1.317,1.391,1.472,1.554,1.635,1.717,1.797,1.876,1.954,2.034,2.113,2.193,2.273,2.353,2.433,2.513,2.592,2.672,2.752,2.832,2.912,2.992,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BOWESFIELD 33/11KV,0.654,0.701,0.767,0.846,0.972,1.126,1.31,1.496,1.686,1.881,2.094,2.311,2.528,2.745,2.957,3.153,3.344,3.544,3.747,3.951,4.154,4.358,4.561,4.765,4.968,5.172,5.375,5.579,5.782,5.986,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BOWESFIELD 66/11KV,0.814,0.848,0.893,0.946,1.034,1.143,1.273,1.404,1.536,1.669,1.814,1.96,2.105,2.251,2.396,2.536,2.675,2.817,2.959,3.101,3.243,3.386,3.528,3.67,3.813,3.955,4.098,4.24,4.382,4.525,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BRANCEPETH,16.911,17.01,17.13,17.275,17.517,17.821,18.186,18.55,18.913,19.275,19.665,20.055,20.444,20.834,21.224,21.602,21.981,22.357,22.732,23.108,23.483,23.858,24.234,24.609,24.985,25.36,25.736,26.112,26.487,26.882,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BREAMISH STREET,0.313,0.337,0.369,0.407,0.469,0.545,0.637,0.729,0.822,0.916,1.019,1.123,1.227,1.331,1.434,1.532,1.629,1.729,1.829,1.929,2.029,2.13,2.23,2.33,2.43,2.531,2.631,2.731,2.832,2.932,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
BRENDA TRADING,1.901,1.985,2.09,2.217,2.427,2.69,3.005,3.32,3.635,3.951,4.294,4.637,4.98,5.323,5.665,6.006,6.347,6.688,7.03,7.371,7.713,8.055,8.396,8.738,9.08,9.422,9.763,10.105,10.447,10.789,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
CAMPLESHON ROAD,1.834,1.897,1.971,2.06,2.212,2.403,2.631,2.86,3.087,3.311,3.553,3.794,4.035,4.275,4.518,4.768,5.02,5.268,5.514,5.761,6.008,6.254,6.501,6.747,6.994,7.241,7.487,7.734,7.981,8.227,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
CARLEY HILL,1.398,1.469,1.556,1.661,1.837,2.058,2.324,2.589,2.853,3.115,3.399,3.682,3.965,4.248,4.532,4.821,5.11,5.398,5.685,5.971,6.258,6.544,6.831,7.118,7.404,7.691,7.977,8.264,8.551,8.837,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
CARLIN HOW T3 T4,4.523,4.601,4.702,4.823,5.023,5.27,5.568,5.866,6.165,6.466,6.794,7.123,7.452,7.781,8.108,8.428,8.747,9.069,9.393,9.716,10.04,10.363,10.687,11.011,11.335,11.658,11.982,12.306,12.63,12.954,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
CARR HILL,1.719,1.805,1.904,2.023,2.229,2.489,2.802,3.113,3.42,3.722,4.047,4.367,4.687,5.007,5.332,5.675,6.024,6.362,6.698,7.033,7.368,7.703,8.038,8.373,8.708,9.043,9.378,9.713,10.048,10.383,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
CATTERICK CAMP,1.852,1.95,2.071,2.216,2.457,2.759,3.119,3.481,3.842,4.201,4.59,4.978,5.366,5.754,6.143,6.536,6.931,7.324,7.716,8.108,8.501,8.894,9.287,9.68,10.074,10.468,10.862,11.257,11.651,12.045,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
CLOSE,0.402,0.422,0.462,0.511,0.579,0.658,0.752,0.85,0.953,1.068,1.195,1.331,1.466,1.603,1.729,1.823,1.908,2.011,2.119,2.228,2.337,2.446,2.555,2.664,2.774,2.883,2.992,3.101,3.21,3.319,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
CONEYTHORPE,1.562,1.608,1.665,1.734,1.848,1.99,2.16,2.33,2.501,2.672,2.858,3.043,3.229,3.415,3.6,3.785,3.969,4.153,4.338,4.523,4.708,4.893,5.078,5.264,5.449,5.634,5.82,6.005,6.19,6.376,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
CONSETT,23.721,23.822,23.946,24.096,24.345,24.656,25.03,25.404,25.778,26.15,26.553,26.956,27.359,27.762,28.164,28.53,28.896,29.261,29.626,29.99,30.355,30.72,31.085,31.45,31.815,32.181,32.546,32.911,33.277,33.682,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
CORPORATION STREET,0.112,0.13,0.155,0.184,0.231,0.29,0.36,0.431,0.502,0.574,0.653,0.732,0.812,0.892,0.97,1.046,1.12,1.196,1.273,1.35,1.426,1.503,1.58,1.657,1.734,1.811,1.887,1.964,2.041,2.118,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
COWTON,0.376,0.384,0.396,0.41,0.432,0.46,0.492,0.525,0.559,0.593,0.631,0.67,0.709,0.748,0.786,0.82,0.854,0.889,0.925,0.961,0.997,1.033,1.069,1.105,1.141,1.178,1.214,1.25,1.286,1.322,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
CRAMLINGTON T1 T3,0.658,0.692,0.732,0.781,0.862,0.964,1.086,1.208,1.33,1.45,1.581,1.711,1.84,1.97,2.101,2.234,2.368,2.501,2.633,2.765,2.898,3.03,3.162,3.295,3.427,3.56,3.693,3.826,3.959,4.091,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
CRAMLINGTON T2 T4,0.503,0.535,0.573,0.619,0.696,0.793,0.909,1.024,1.14,1.254,1.378,1.501,1.624,1.747,1.871,1.997,2.124,2.25,2.376,2.501,2.627,2.752,2.878,3.004,3.129,3.255,3.381,3.507,3.633,3.759,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
DARLEY,0.472,0.49,0.517,0.55,0.6,0.661,0.734,0.808,0.883,0.962,1.048,1.135,1.223,1.311,1.397,1.474,1.549,1.629,1.709,1.79,1.872,1.953,2.034,2.115,2.197,2.278,2.359,2.441,2.522,2.603,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
DARLINGTON 132/6KV,0.812,0.841,0.876,0.919,0.989,1.078,1.184,1.29,1.396,1.502,1.617,1.732,1.848,1.963,2.078,2.193,2.307,2.422,2.537,2.652,2.767,2.882,2.997,3.112,3.227,3.342,3.457,3.572,3.687,3.802,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
DARLINGTON 33/11KV,1.082,1.132,1.204,1.29,1.426,1.592,1.791,1.993,2.197,2.409,2.64,2.877,3.113,3.35,3.58,3.791,3.996,4.213,4.432,4.652,4.872,5.092,5.312,5.532,5.752,5.973,6.193,6.413,6.633,6.853,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
DARLINGTON CENTRAL 33/11KV,0.463,0.485,0.51,0.541,0.592,0.658,0.736,0.814,0.891,0.968,1.051,1.133,1.215,1.298,1.381,1.466,1.552,1.637,1.721,1.805,1.89,1.974,2.058,2.143,2.227,2.311,2.395,2.48,2.564,2.648,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
DARLINGTON EAST,6.495,6.531,6.577,6.632,6.724,6.837,6.973,7.109,7.246,7.384,7.533,7.684,7.835,7.985,8.135,8.281,8.427,8.574,8.722,8.87,9.018,9.166,9.314,9.462,9.61,9.758,9.906,10.054,10.202,10.35,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
DARLINGTON WEST,1.813,1.878,1.953,2.043,2.199,2.396,2.633,2.868,3.101,3.329,3.574,3.816,4.058,4.299,4.545,4.805,5.069,5.325,5.579,5.833,6.087,6.34,6.594,6.847,7.101,7.355,7.608,7.862,8.116,8.37,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
DENWICK,2.592,2.692,2.837,3.01,3.281,3.611,4.006,4.406,4.814,5.236,5.697,6.168,6.639,7.112,7.571,7.991,8.398,8.828,9.265,9.703,10.143,10.582,11.021,11.461,11.9,12.34,12.78,13.221,13.661,14.101,NPgN,Primary,NG FES - System Transformation (EE CF),Total installed renewable generation capacity (MW)
