Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,2,2.21,2.422,2.7,3.029,3.397,3.79,4.202,4.638,5.141,5.68,6.179,6.724,7.263,7.742,8.312,8.876,9.484,10.106,10.76,11.416,12.091,12.753,13.435,14.122,14.779,15.481,16.18,16.911,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
AMBERTON ROAD,1.847,2.03,2.267,2.588,2.989,3.456,3.972,4.532,5.145,5.755,6.404,7.018,7.672,8.329,8.944,9.633,10.324,11.058,11.813,12.602,13.399,14.206,15.019,15.834,16.661,17.493,18.33,19.187,20.059,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
ANNFIELD 66/20KV,11.934,12.167,12.45,12.814,13.242,13.727,14.257,14.826,15.442,16.089,16.781,17.431,18.13,18.828,19.47,20.205,20.939,21.721,22.524,23.366,24.214,25.078,25.94,26.813,27.696,28.571,29.468,30.378,31.314,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
ASHINGTON,6.244,6.557,6.937,7.428,8.005,8.654,9.357,10.105,10.906,11.797,12.756,13.655,14.626,15.594,16.476,17.497,18.514,19.603,20.718,21.889,23.067,24.272,25.468,26.687,27.92,29.125,30.382,31.646,32.956,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.006,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
AYCLIFFE INDUSTRIAL,1.225,1.315,1.425,1.568,1.736,1.928,2.136,2.36,2.601,2.857,3.131,3.388,3.665,3.942,4.195,4.486,4.776,5.087,5.405,5.738,6.074,6.417,6.758,7.104,7.454,7.799,8.155,8.515,8.886,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
BARDEN FRIAR,0.066,0.079,0.096,0.121,0.153,0.191,0.235,0.284,0.338,0.387,0.44,0.49,0.543,0.596,0.649,0.705,0.761,0.821,0.882,0.946,1.011,1.076,1.143,1.208,1.275,1.345,1.413,1.483,1.553,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
BEDALE,2.879,3.111,3.378,3.705,4.071,4.481,4.938,5.437,5.986,6.523,7.095,7.64,8.217,8.8,9.35,9.961,10.574,11.224,11.892,12.59,13.296,14.009,14.731,15.452,16.184,16.928,17.669,18.43,19.202,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
BELMONT,1.56,1.712,1.908,2.173,2.502,2.885,3.307,3.764,4.263,4.767,5.305,5.813,6.356,6.9,7.408,7.98,8.552,9.161,9.787,10.441,11.102,11.772,12.445,13.122,13.809,14.497,15.193,15.904,16.628,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
BENSHAM,0.51,0.615,0.747,0.923,1.137,1.381,1.646,1.93,2.234,2.56,2.908,3.234,3.585,3.935,4.255,4.624,4.991,5.384,5.787,6.21,6.635,7.069,7.501,7.94,8.383,8.818,9.269,9.725,10.194,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
BENTON SQUARE,1.989,2.138,2.318,2.549,2.816,3.115,3.436,3.775,4.136,4.541,4.975,5.377,5.815,6.249,6.639,7.097,7.552,8.041,8.542,9.068,9.596,10.138,10.672,11.219,11.772,12.305,12.868,13.432,14.018,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
BENWELL,1.142,1.272,1.435,1.651,1.913,2.211,2.533,2.876,3.244,3.644,4.071,4.469,4.901,5.329,5.719,6.171,6.62,7.103,7.596,8.115,8.637,9.17,9.698,10.236,10.781,11.311,11.865,12.423,13,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
BILLINGHAM MARSH HOUSE,13.242,13.377,13.542,13.758,14.011,14.29,14.584,14.887,15.201,15.592,16.012,16.397,16.823,17.241,17.604,18.047,18.483,18.957,19.44,19.95,20.459,20.987,21.499,22.032,22.569,23.07,23.619,24.16,24.732,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
BILLY MILL,1.619,1.733,1.873,2.055,2.27,2.51,2.766,3.033,3.316,3.644,3.997,4.322,4.678,5.03,5.342,5.714,6.082,6.479,6.885,7.312,7.74,8.181,8.613,9.059,9.508,9.936,10.395,10.85,11.328,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
BIRTLEY GROVE 66/11KV,1.217,1.316,1.436,1.591,1.773,1.977,2.196,2.428,2.675,2.951,3.248,3.524,3.824,4.121,4.389,4.703,5.015,5.35,5.692,6.053,6.415,6.786,7.152,7.527,7.906,8.272,8.658,9.044,9.447,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
BIRTLEY GROVE 66/20KV,0.587,0.654,0.734,0.836,0.956,1.09,1.236,1.392,1.56,1.739,1.93,2.11,2.303,2.496,2.672,2.875,3.077,3.294,3.516,3.749,3.983,4.222,4.46,4.701,4.945,5.185,5.434,5.685,5.943,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
BLAYDON BURN,1.484,1.662,1.872,2.135,2.436,2.774,3.146,3.55,3.989,4.433,4.905,5.351,5.827,6.305,6.749,7.251,7.753,8.287,8.836,9.41,9.989,10.577,11.167,11.761,12.363,12.965,13.575,14.197,14.833,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
BLUCHER 33/11KV,1.341,1.47,1.626,1.826,2.056,2.311,2.584,2.869,3.169,3.519,3.894,4.24,4.619,4.993,5.326,5.722,6.113,6.536,6.968,7.423,7.879,8.348,8.808,9.282,9.76,10.216,10.704,11.189,11.698,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
BOLDON DOWNHILL,1.859,1.953,2.07,2.225,2.409,2.616,2.837,3.068,3.312,3.596,3.9,4.18,4.487,4.791,5.06,5.381,5.698,6.041,6.391,6.76,7.129,7.509,7.882,8.266,8.654,9.023,9.419,9.812,10.224,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,1.009,1.114,1.224,1.346,1.465,1.592,1.731,1.884,2.05,2.216,2.393,2.561,2.74,2.919,3.088,3.277,3.466,3.667,3.873,4.089,4.307,4.527,4.75,4.973,5.199,5.428,5.657,5.892,6.131,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
BOWESFIELD 33/11KV,0.772,0.918,1.106,1.361,1.679,2.055,2.475,2.939,3.453,3.933,4.44,4.927,5.438,5.956,6.452,6.994,7.54,8.116,8.709,9.328,9.955,10.585,11.227,11.864,12.511,13.178,13.832,14.508,15.189,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
BOWESFIELD 66/11KV,0.878,0.966,1.079,1.232,1.422,1.643,1.887,2.152,2.442,2.73,3.037,3.327,3.636,3.947,4.237,4.563,4.89,5.237,5.593,5.967,6.343,6.724,7.109,7.494,7.885,8.278,8.674,9.079,9.491,NPgN,Primary,NG FES - Consumer Transformation (EE CF),Total installed renewable generation capacity (MW)
