Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
BIRTLEY GROVE 66/11KV,84,136,236,406,689,1151,1556,2091,2748,3522,4377,5258,6108,6858,7457,7899,8195,8382,8463,8414,8338,8232,8100,7929,7722,7482,7204,6886,6522,6110,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
BIRTLEY GROVE 66/20KV,55,88,150,255,427,704,941,1254,1639,2091,2592,3107,3604,4043,4393,4651,4825,4934,4981,4953,4908,4846,4768,4667,4546,4404,4241,4053,3839,3596,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
BLAYDON BURN,124,197,336,568,949,1556,2072,2754,3591,4576,5666,6786,7869,8823,9585,10148,10525,10763,10866,10803,10706,10571,10400,10180,9916,9607,9251,8841,8374,7845,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
BLUCHER 33/11KV,99,161,283,492,846,1430,1951,2640,3486,4481,5583,6717,7813,8778,9549,10118,10499,10739,10844,10781,10684,10549,10379,10159,9895,9588,9232,8823,8357,7829,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
BOLDON DOWNHILL,101,161,277,471,792,1309,1753,2342,3063,3913,4853,5819,6753,7576,8233,8719,9044,9249,9338,9284,9200,9084,8937,8749,8521,8256,7950,7598,7197,6742,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,56,87,144,237,384,609,788,1025,1316,1658,2037,2425,2801,3132,3396,3592,3723,3806,3841,3819,3785,3737,3677,3599,3505,3396,3270,3126,2960,2773,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
BOWESFIELD 33/11KV,108,172,296,504,849,1405,1884,2518,3296,4212,5225,6267,7273,8161,8869,9392,9743,9964,10060,10002,9911,9786,9628,9425,9180,8894,8564,8185,7753,7263,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
BOWESFIELD 66/11KV,61,101,179,316,550,941,1295,1765,2341,3019,3769,4542,5289,5947,6472,6859,7119,7283,7354,7311,7245,7154,7038,6890,6711,6502,6261,5983,5668,5309,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
BRANCEPETH,136,230,418,751,1334,2325,3249,4473,5973,7741,9697,11711,13657,15373,16741,17752,18428,18855,19040,18930,18759,18523,18224,17839,17375,16835,16210,15492,14674,13747,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
BREAMISH STREET,53,84,142,237,392,636,839,1108,1437,1825,2253,2694,3120,3495,3795,4016,4165,4259,4299,4274,4236,4182,4115,4028,3923,3801,3660,3498,3313,3104,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
BRENDA TRADING,81,147,283,537,1001,1820,2621,3683,4986,6521,8220,9970,11662,13154,14343,15220,15808,16178,16339,16245,16098,15895,15638,15308,14910,14446,13910,13294,12592,11796,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
CAMPLESHON ROAD,84,144,263,476,850,1491,2093,2891,3869,5021,6296,7609,8878,9996,10888,11546,11988,12266,12386,12315,12204,12050,11855,11605,11303,10952,10545,10078,9546,8943,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
CARLEY HILL,134,217,377,651,1111,1863,2526,3403,4479,5746,7148,8590,9984,11213,12193,12917,13402,13708,13840,13760,13636,13464,13247,12967,12630,12237,11783,11261,10667,9992,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
CARLIN HOW T3 T4,74,133,253,476,880,1590,2280,3194,4315,5636,7098,8605,10061,11344,12367,13123,13628,13947,14086,14004,13878,13703,13482,13197,12854,12454,11992,11461,10856,10170,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
CARR HILL,110,188,346,629,1129,1988,2798,3872,5188,6739,8456,10223,11932,13438,14638,15525,16119,16493,16656,16559,16410,16203,15941,15605,15199,14726,14180,13552,12836,12025,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
CATTERICK CAMP,80,136,247,444,789,1377,1924,2650,3540,4588,5748,6943,8098,9115,9927,10526,10928,11181,11291,11225,11124,10983,10806,10578,10303,9983,9612,9187,8701,8151,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
CLOSE,55,85,140,228,366,574,736,949,1210,1518,1858,2207,2545,2842,3080,3255,3373,3447,3480,3459,3428,3385,3330,3260,3175,3077,2962,2831,2682,2512,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
CONEYTHORPE,97,155,265,451,756,1246,1666,2222,2903,3706,4593,5506,6388,7165,7786,8244,8551,8745,8829,8778,8699,8589,8450,8272,8057,7806,7516,7184,6804,6374,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
CONSETT,168,275,486,849,1469,2496,3421,4645,6147,7915,9871,11885,13831,15546,16914,17925,18602,19029,19214,19103,18930,18692,18390,18001,17534,16988,16357,15633,14808,13872,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
CORPORATION STREET,29,47,83,145,249,423,578,784,1036,1333,1662,2000,2327,2615,2845,3014,3128,3200,3231,3212,3183,3143,3092,3027,2948,2857,2751,2629,2490,2333,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
COWTON,11,17,31,55,95,163,225,307,407,525,656,790,920,1035,1126,1194,1239,1268,1280,1273,1261,1245,1225,1199,1168,1132,1090,1042,987,924,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
CRAMLINGTON T1 T3,47,77,135,235,404,685,937,1270,1678,2159,2691,3239,3768,4234,4606,4881,5065,5181,5232,5201,5155,5089,5007,4902,4774,4626,4454,4257,4032,3777,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
CRAMLINGTON T2 T4,43,71,125,219,377,640,875,1187,1570,2020,2519,3032,3527,3964,4313,4570,4743,4852,4899,4871,4827,4766,4689,4590,4470,4331,4171,3986,3776,3537,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
DARLEY,68,104,169,271,426,655,824,1046,1319,1640,1995,2358,2710,3020,3267,3450,3573,3651,3684,3663,3630,3584,3526,3452,3362,3257,3136,2998,2839,2660,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
DARLINGTON 132/6KV,75,132,247,457,833,1489,2117,2949,3970,5173,6504,7876,9201,10369,11301,11988,12449,12739,12865,12791,12675,12515,12313,12053,11740,11375,10952,10468,9915,9288,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
DARLINGTON 33/11KV,120,214,406,762,1406,2535,3629,5080,6859,8955,11276,13666,15977,18013,19637,20835,21638,22144,22364,22234,22033,21755,21404,20952,20408,19773,19039,18196,17235,16146,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
DARLINGTON CENTRAL 33/11KV,56,99,186,345,630,1126,1602,2233,3006,3918,4927,5966,6971,7856,8562,9083,9432,9652,9748,9692,9604,9483,9330,9133,8895,8619,8299,7931,7513,7038,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
DARLINGTON EAST,128,213,382,678,1190,2052,2844,3892,5178,6692,8367,10092,11759,13229,14401,15266,15846,16212,16370,16276,16129,15925,15668,15337,14939,14474,13937,13320,12616,11819,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
DARLINGTON WEST,122,232,463,905,1725,3200,4670,6620,9011,11829,14949,18165,21272,24011,26194,27806,28885,29565,29861,29688,29420,29048,28579,27976,27249,26401,25421,24296,23013,21558,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
DENWICK,166,265,454,773,1299,2146,2876,3841,5025,6418,7960,9545,11078,12428,13506,14302,14836,15172,15318,15229,15092,14902,14661,14351,13978,13544,13041,12464,11805,11059,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
DUNSTON 66/11KV,68,108,185,314,527,868,1161,1549,2025,2584,3204,3841,4456,4999,5431,5751,5966,6101,6160,6124,6069,5992,5895,5771,5621,5446,5244,5012,4747,4447,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
DUNSTON 66/20KV,160,251,422,706,1163,1881,2477,3266,4231,5368,6626,7919,9168,10269,11147,11797,12232,12507,12626,12553,12440,12283,12085,11829,11522,11163,10749,10273,9731,9116,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
DURHAM EAST,71,109,180,293,468,732,936,1205,1535,1923,2353,2793,3219,3594,3894,4116,4264,4358,4399,4373,4334,4279,4210,4121,4014,3889,3745,3579,3390,3176,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
EASTFIELD,78,133,243,439,783,1370,1920,2649,3543,4595,5760,6960,8120,9142,9957,10558,10961,11215,11326,11260,11159,11018,10840,10611,10335,10014,9642,9215,8729,8177,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
EASTGATE CEMENT,28,45,79,138,237,401,548,742,980,1261,1571,1891,2199,2471,2688,2849,2956,3024,3053,3035,3008,2970,2922,2860,2786,2699,2599,2484,2353,2204,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
EDUCATIONAL PRECINCT,66,105,178,299,495,806,1068,1414,1837,2336,2888,3455,4004,4487,4873,5158,5349,5469,5521,5489,5440,5371,5285,5173,5039,4882,4701,4493,4255,3986,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
ELVINGTON,43,66,110,182,295,469,609,794,1020,1287,1582,1884,2177,2435,2641,2793,2895,2960,2987,2970,2943,2906,2859,2799,2726,2641,2543,2431,2302,2157,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
FARADAY STREET,48,96,197,394,763,1435,2114,3014,4118,5420,6860,8345,9781,11046,12054,12798,13296,13610,13747,13667,13544,13373,13157,12879,12544,12154,11703,11185,10594,9925,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
FAWDON T1 & SEATON BURN T1,361,542,869,1373,2121,3183,3914,4877,6057,7444,8976,10546,12062,13399,14468,15259,15791,16126,16271,16177,16031,15828,15573,15244,14848,14386,13852,13239,12540,11747,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
FISHBURN,159,256,445,767,1307,2188,2964,3990,5249,6731,8371,10058,11689,13126,14273,15120,15687,16045,16201,16107,15961,15760,15506,15178,14784,14324,13792,13182,12486,11696,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
FLATWORTH CENTRAL,60,98,173,302,522,885,1211,1643,2173,2796,3486,4197,4883,5488,5970,6327,6566,6716,6781,6742,6681,6597,6491,6353,6188,5996,5773,5518,5226,4896,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
FOSS ISLANDS,130,211,367,634,1081,1812,2457,3310,4356,5588,6951,8354,9709,10904,11857,12561,13033,13330,13460,13382,13261,13093,12882,12610,12282,11900,11458,10951,10373,9717,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
FOSSWAY 33/11KV,103,170,301,529,919,1570,2159,2940,3897,5025,6272,7557,8798,9892,10764,11408,11840,12112,12231,12160,12050,11898,11706,11459,11161,10814,10412,9951,9426,8830,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
FOURSTONES 20KV,194,297,485,782,1240,1920,2433,3110,3939,4914,5992,7098,8167,9110,9862,10419,10793,11029,11131,11066,10966,10828,10653,10428,10157,9841,9476,9056,8578,8036,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
FYLANDS BRIDGE,87,154,289,536,980,1754,2498,3484,4694,6118,7695,9320,10890,12274,13377,14191,14737,15081,15230,15142,15005,14816,14577,14269,13898,13466,12966,12392,11738,10996,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
GALE LANE,144,230,394,668,1122,1849,2473,3299,4311,5503,6822,8178,9488,10643,11565,12246,12703,12991,13115,13039,12922,12759,12553,12288,11968,11596,11166,10671,10108,9469,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
GARWOOD STREET,82,137,246,439,772,1335,1853,2540,3382,4374,5471,6601,7694,8656,9424,9991,10371,10610,10714,10652,10556,10423,10254,10038,9777,9473,9121,8717,8257,7735,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
GATESHEAD CENTRAL,38,63,111,195,338,577,794,1081,1432,1846,2304,2776,3232,3633,3954,4190,4349,4449,4492,4466,4426,4370,4299,4209,4099,3972,3824,3655,3462,3243,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
GATESHEAD EAST,3,6,12,22,40,72,103,143,193,252,317,384,449,506,552,586,608,622,629,625,619,612,602,589,574,556,535,512,484,454,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
GOSFORTH 33/11KV,73,112,184,300,481,753,964,1243,1585,1987,2431,2887,3328,3717,4027,4256,4410,4507,4550,4523,4482,4426,4354,4262,4152,4022,3873,3702,3506,3285,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
GRANGETOWN,64,117,225,429,800,1458,2103,2957,4005,5240,6607,8015,9376,10576,11533,12239,12711,13009,13139,13063,12945,12782,12575,12310,11990,11617,11186,10691,10126,9486,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
GREATHAM,7,12,24,45,82,149,213,299,404,528,665,806,943,1063,1159,1230,1277,1307,1320,1312,1300,1284,1263,1237,1204,1167,1124,1074,1017,953,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
GUISBOROUGH T1 T2,135,226,404,717,1258,2168,3003,4109,5465,7062,8829,10649,12407,13957,15193,16106,16718,17103,17271,17171,17016,16801,16530,16181,15760,15270,14703,14052,13310,12469,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
GUISBOROUGH T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
HARLOW GREEN,111,185,333,593,1045,1807,2511,3442,4584,5929,7417,8950,10431,11737,12778,13546,14062,14386,14527,14443,14313,14132,13904,13611,13257,12844,12368,11820,11196,10488,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
HARMIRE BRIDGE,92,147,253,431,727,1205,1618,2165,2835,3624,4497,5394,6262,7027,7637,8088,8390,8581,8663,8613,8535,8428,8292,8117,7906,7660,7375,7049,6677,6255,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
HARRATON,97,154,264,449,754,1244,1665,2223,2906,3710,4599,5514,6398,7178,7799,8259,8567,8761,8845,8794,8715,8605,8466,8287,8072,7821,7530,7197,6817,6386,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
HARROGATE 132/11KV,290,458,778,1310,2179,3557,4720,6259,8146,10367,12823,15349,17789,19941,21657,22926,23777,24313,24546,24403,24183,23878,23493,22997,22399,21702,20896,19972,18917,17721,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
HARROGATE WEST,119,181,294,471,739,1132,1419,1798,2262,2807,3410,4029,4627,5154,5575,5886,6095,6227,6284,6248,6191,6113,6015,5888,5735,5556,5350,5113,4843,4537,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
HARTMOOR 66/20KV,131,221,401,720,1278,2228,3111,4282,5718,7409,9280,11207,13070,14712,16021,16987,17635,18043,18220,18115,17951,17725,17439,17070,16627,16109,15511,14825,14042,13154,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
HAWTHORN PIT,158,262,469,832,1457,2508,3470,4745,6308,8149,10186,12283,14310,16097,17522,18574,19279,19723,19916,19801,19622,19375,19062,18659,18174,17609,16955,16205,15349,14379,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
HAXBY ROAD T2 T3,174,271,455,757,1241,1995,2614,3431,4434,5613,6918,8259,9554,10696,11608,12282,12734,13018,13142,13066,12948,12785,12578,12313,11993,11620,11188,10693,10128,9488,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
HEBBURN,25,41,71,121,206,343,463,621,816,1045,1298,1559,1811,2033,2210,2341,2428,2484,2508,2493,2471,2440,2400,2350,2288,2217,2135,2040,1933,1811,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
HEBBURN WEST,8,14,24,40,68,114,154,207,271,348,432,519,602,676,735,779,808,826,834,830,822,812,799,782,761,738,710,679,643,602,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
HEDWORTH,72,120,214,377,659,1130,1559,2128,2826,3648,4557,5493,6397,7195,7830,8300,8615,8813,8899,8848,8768,8657,8517,8338,8121,7868,7576,7241,6859,6425,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
HEIGHINGTON,0,1,2,3,6,10,15,21,28,37,46,56,65,74,80,85,89,91,92,91,90,89,88,86,84,81,78,75,71,66,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
HEXHAM,144,219,358,577,913,1411,1785,2279,2883,3594,4379,5186,5965,6652,7200,7606,7878,8050,8124,8077,8005,7904,7776,7612,7414,7183,6917,6610,6261,5866,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
HIGH BARMSTON,102,162,277,470,789,1299,1736,2315,3024,3859,4783,5733,6651,7461,8106,8584,8903,9105,9193,9139,9057,8943,8798,8612,8389,8128,7826,7480,7085,6637,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
HIGH FLATTS,134,219,386,675,1165,1977,2706,3672,4856,6251,7794,9382,10917,12269,13348,14145,14679,15016,15162,15075,14938,14750,14512,14205,13836,13406,12908,12337,11685,10947,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
HOUGHTON,105,174,309,546,951,1628,2245,3061,4061,5240,6544,7887,9185,10328,11241,11914,12366,12650,12774,12700,12585,12426,12226,11968,11657,11294,10875,10393,9845,9222,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
HOWDON,25,42,77,141,254,447,630,871,1168,1517,1904,2303,2687,3027,3297,3497,3631,3715,3752,3730,3696,3650,3591,3515,3424,3317,3194,3053,2891,2709,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
HUNTINGTON NEW LANE,106,173,302,523,896,1507,2050,2768,3649,4687,5834,7015,8156,9162,9965,10558,10955,11205,11314,11248,11147,11006,10829,10600,10324,10003,9632,9206,8720,8168,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
HUSTHWAITE 33/11KV,135,210,350,576,936,1489,1933,2520,3240,4087,5023,5985,6915,7734,8388,8872,9196,9401,9489,9434,9349,9231,9082,8891,8659,8390,8079,7721,7313,6851,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
JARROW,20,34,62,110,195,339,472,649,865,1120,1402,1692,1973,2220,2417,2563,2661,2722,2749,2733,2708,2674,2631,2575,2508,2430,2340,2237,2119,1985,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
KENTON,131,204,339,559,908,1444,1875,2444,3141,3962,4869,5802,6703,7497,8131,8600,8915,9113,9199,9145,9063,8949,8804,8618,8394,8133,7831,7485,7089,6641,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
KIELDER,11,17,27,44,69,107,135,172,217,270,329,390,448,500,541,571,592,604,610,606,601,593,584,572,557,539,519,496,470,440,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
KILLINGWORTH,102,163,281,480,809,1341,1801,2410,3157,4036,5009,6010,6976,7829,8509,9011,9348,9560,9652,9596,9510,9390,9238,9043,8808,8534,8217,7854,7439,6969,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
KIRBYMOORSIDE,102,161,272,456,753,1222,1612,2129,2762,3507,4331,5179,5998,6719,7295,7721,8007,8187,8265,8217,8143,8040,7910,7743,7542,7307,7036,6725,6370,5967,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
LEAM CENTRAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
LINTON 66/20KV,104,161,268,439,710,1125,1454,1889,2422,3049,3743,4456,5144,5751,6235,6594,6834,6986,7051,7010,6947,6859,6749,6606,6434,6234,6003,5737,5434,5091,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
LONGBENTON,147,231,388,647,1064,1716,2255,2966,3838,4865,6000,7167,8294,9288,10082,10668,11061,11309,11417,11351,11248,11106,10927,10696,10418,10094,9719,9289,8799,8243,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
LOW SPENNYMOOR,74,123,219,388,677,1161,1603,2188,2906,3751,4686,5649,6579,7399,8053,8536,8860,9064,9153,9100,9017,8904,8760,8575,8352,8092,7792,7447,7054,6608,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
LYNEMOUTH,22,35,60,100,165,267,353,466,604,767,947,1133,1312,1470,1596,1689,1751,1791,1808,1797,1781,1759,1730,1694,1650,1598,1539,1471,1393,1305,NPgN,Primary,NG FES - Leading the Way (EE CF),Number of electric cars and vans (hybrid and full electric)
