Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Best View,EV - other transport (MWh)
AMBERTON ROAD,8.076,32.548,74.581,141.005,248.335,408.653,634.755,935.966,1313.813,1757.434,2245.91,2755.329,3256.841,3726.783,4149.558,4516.688,4824.813,5074.766,5270.932,5420.787,5532.768,5615.376,5676.532,5722.565,5758.288,5787.231,5811.893,5833.94,5854.434,NPgN,Primary,NPg Best View,EV - other transport (MWh)
ANNFIELD 66/20KV,69.839,130.093,226.263,362.343,558.864,830.17,1191.185,1654.45,2220.358,2872.901,3582.999,4319.181,5043.033,5722.676,6336.429,6871.908,7323.751,7692.529,7983.74,8207.517,8376.077,8501.037,8593.308,8661.758,8713.306,8753.261,8785.667,8813.449,8838.61,NPgN,Primary,NPg Best View,EV - other transport (MWh)
ASHINGTON,175.934,265.745,398.561,561.898,757.403,984.309,1241.019,1531.238,1850.715,2191.02,2541.066,2893.349,3237.52,3563.996,3864.511,4132.818,4365.106,4560.103,4718.375,4843.14,4940.293,5013.764,5067.452,5104.924,5129.405,5143.937,5151.52,5154.82,5155.945,NPgN,Primary,NPg Best View,EV - other transport (MWh)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Best View,EV - other transport (MWh)
AYCLIFFE INDUSTRIAL,35.15,71.381,130.211,215.8,343.251,523.3,767.193,1083.897,1474.112,1926.739,2421.222,2934.879,3440.145,3914.234,4341.819,4714.291,5028.025,5283.568,5484.952,5639.404,5755.442,5841.328,5904.8,5952.11,5988.095,6016.41,6039.775,6060.112,6078.708,NPgN,Primary,NPg Best View,EV - other transport (MWh)
BARDEN FRIAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Best View,EV - other transport (MWh)
BEDALE,177.546,310.085,518.121,804.3,1204.139,1741.817,2442.222,3327.945,4398.244,5623.043,6949.12,8320.369,9667.916,10934.269,12079.746,13081.175,13928.151,14621.225,15169.95,15592.658,15912.118,16149.43,16324.473,16453.541,16549.496,16622.39,16680.112,16728.532,16771.763,NPgN,Primary,NPg Best View,EV - other transport (MWh)
BELMONT,5.342,21.532,49.338,93.28,164.283,270.34,419.915,619.177,869.138,1162.61,1485.756,1822.756,2154.525,2465.41,2745.092,2987.963,3191.8,3357.153,3486.925,3586.059,3660.139,3714.787,3755.244,3785.697,3809.329,3828.476,3844.791,3859.376,3872.933,NPgN,Primary,NPg Best View,EV - other transport (MWh)
BENSHAM,370.49,574.103,879.372,1265.28,1746.995,2331.528,3024.675,3840.757,4772.046,5793.336,6866.746,7959.705,9030.216,10041.571,10965.53,11783.107,12484.008,13066.191,13533.952,13899.28,14180.405,14391.524,14546.361,14656.814,14732.996,14783.725,14817.002,14839.536,14856.456,NPgN,Primary,NPg Best View,EV - other transport (MWh)
BENTON SQUARE,17.642,71.104,162.931,308.041,542.517,892.75,1386.696,2044.725,2870.175,3839.317,4906.451,6019.334,7114.944,8141.588,9065.189,9867.227,10540.362,11086.411,11514.96,11842.334,12086.97,12267.436,12401.039,12501.603,12579.644,12642.874,12696.75,12744.916,12789.687,NPgN,Primary,NPg Best View,EV - other transport (MWh)
BENWELL,15.033,60.589,138.835,262.486,462.285,760.724,1181.622,1742.336,2445.713,3271.531,4180.849,5129.151,6062.734,6937.55,7724.562,8407.989,8981.576,9446.872,9812.044,10091.003,10299.46,10453.238,10567.083,10652.774,10719.274,10773.153,10819.062,10860.104,10898.254,NPgN,Primary,NPg Best View,EV - other transport (MWh)
BILLINGHAM MARSH HOUSE,68.267,221.075,480.923,885.875,1531.871,2488.847,3830.781,5612.177,7841.373,10454.379,13328.582,16324.45,19273.497,22037.391,24524.706,26685.542,28499.954,29972.614,31129.019,32012.884,32673.845,33161.649,33522.697,33794.102,34004.159,34173.706,34317.585,34445.788,34564.72,NPgN,Primary,NPg Best View,EV - other transport (MWh)
BILLY MILL,13.667,55.081,126.214,238.623,420.259,691.567,1074.201,1583.942,2223.375,2974.119,3800.772,4662.864,5511.577,6306.864,7022.329,7643.626,8165.069,8588.065,8920.04,9173.639,9363.146,9502.943,9606.439,9684.34,9744.794,9793.776,9835.511,9872.822,9907.504,NPgN,Primary,NPg Best View,EV - other transport (MWh)
BIRTLEY GROVE 66/11KV,410.865,774.672,1356.921,2184.505,3385.74,5050.572,7272.704,10130.099,13625.875,17661.041,22055.171,26612.303,31093.448,35300.404,39098.644,42411.567,45206.158,47486.189,49286.003,50668.575,51709.516,52480.993,53050.736,53473.743,53792.868,54040.888,54242.678,54416.161,54573.558,NPgN,Primary,NPg Best View,EV - other transport (MWh)
BIRTLEY GROVE 66/20KV,10.064,40.559,92.939,175.714,309.464,509.245,791.003,1166.357,1637.213,2190.033,2798.75,3433.564,4058.525,4644.145,5170.988,5628.489,6012.46,6323.939,6568.393,6755.134,6894.68,6997.622,7073.832,7131.196,7175.712,7211.78,7242.512,7269.987,7295.525,NPgN,Primary,NPg Best View,EV - other transport (MWh)
BLAYDON BURN,27.333,110.162,252.428,477.247,840.519,1383.134,2148.403,3167.884,4446.75,5948.238,7601.543,9325.728,11023.153,12613.728,14044.659,15287.253,16330.138,17176.13,17840.079,18347.279,18726.292,19005.886,19212.878,19368.681,19489.589,19587.551,19671.022,19745.644,19815.007,NPgN,Primary,NPg Best View,EV - other transport (MWh)
BLUCHER 33/11KV,1372.234,2081.243,3132.199,4430.834,5996.861,7829.38,9921.305,12305.374,14949.145,17782.494,20710.388,23664.461,26552.104,29288.865,31803.901,34045.064,35981.291,37603.037,38916.547,39949.978,40752.722,41358.925,41802.229,42113.041,42318.464,42443.637,42512.957,42547.855,42565.18,NPgN,Primary,NPg Best View,EV - other transport (MWh)
BOLDON DOWNHILL,9.194,37.054,84.908,160.528,282.72,465.236,722.645,1065.561,1495.725,2000.771,2556.883,3136.836,3707.788,4242.799,4724.113,5142.076,5492.865,5777.426,6000.754,6171.357,6298.844,6392.889,6462.513,6514.92,6555.589,6588.54,6616.616,6641.717,6665.048,NPgN,Primary,NPg Best View,EV - other transport (MWh)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,103.08,280.288,578.122,1034.587,1751.304,2802.003,4264.539,6197.129,8607.832,11427.578,14524.912,17751.141,20926.491,23903.168,26583.155,28912.646,30869.908,32459.648,33708.898,34664.394,35379.599,35907.749,36298.537,36591.789,36817.959,36999.591,37152.89,37288.878,37414.69,NPgN,Primary,NPg Best View,EV - other transport (MWh)
BOWESFIELD 33/11KV,156.183,332.116,619.915,1043.494,1682.038,2592.149,3833.247,5451.903,7452.487,9777.996,12322.094,14966.698,17568.482,20009.15,22209.418,24125.017,25737.505,27049.965,28083.517,28875.65,29470.213,29910.026,30235.158,30477.916,30663.218,30809.798,30931.474,31037.919,31135.559,NPgN,Primary,NPg Best View,EV - other transport (MWh)
BOWESFIELD 66/11KV,7.33,29.543,67.697,127.989,225.412,370.931,576.163,849.569,1192.538,1595.209,2038.596,2500.991,2956.209,3382.773,3766.522,4099.763,4379.446,4606.326,4784.385,4920.407,5022.051,5097.033,5152.544,5194.328,5226.753,5253.025,5275.41,5295.423,5314.025,NPgN,Primary,NPg Best View,EV - other transport (MWh)
BRANCEPETH,4.224,17.025,39.012,73.756,129.898,213.757,332.026,489.582,687.225,919.273,1174.784,1441.249,1703.578,1949.394,2170.538,2362.575,2523.749,2654.493,2757.103,2835.489,2894.063,2937.273,2969.263,2993.342,3012.027,3027.167,3040.067,3051.599,3062.319,NPgN,Primary,NPg Best View,EV - other transport (MWh)
BREAMISH STREET,1.242,5.007,11.474,21.693,38.205,62.87,97.655,143.995,202.125,270.374,345.525,423.897,501.052,573.351,638.394,694.875,742.279,780.733,810.913,833.967,851.195,863.904,873.313,880.395,885.89,890.343,894.137,897.529,900.682,NPgN,Primary,NPg Best View,EV - other transport (MWh)
BRENDA TRADING,105.087,282.967,581.695,1039.006,1756.254,2806.953,4268.717,6199.647,8607.724,11423.963,14517.135,17738.867,20909.757,23882.304,26558.659,28885.085,30839.861,32427.665,33675.459,34629.89,35344.346,35871.966,36262.354,36555.268,36781.121,36962.43,37115.396,37251.043,37376.516,NPgN,Primary,NPg Best View,EV - other transport (MWh)
CAMPLESHON ROAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Best View,EV - other transport (MWh)
CARLEY HILL,10.56,42.562,97.529,184.391,324.746,534.393,830.065,1223.955,1718.063,2298.183,2936.96,3603.122,4258.946,4873.486,5426.345,5906.439,6309.371,6636.232,6892.758,7088.721,7235.158,7343.183,7423.157,7483.354,7530.068,7567.918,7600.167,7628.999,7655.798,NPgN,Primary,NPg Best View,EV - other transport (MWh)
CARLIN HOW T3 T4,2.485,10.015,22.948,43.386,76.411,125.739,195.309,287.989,404.25,540.749,691.049,847.793,1002.105,1146.703,1276.787,1389.75,1484.558,1561.466,1621.825,1667.934,1702.39,1727.808,1746.625,1760.789,1771.781,1780.686,1788.275,1795.059,1801.364,NPgN,Primary,NPg Best View,EV - other transport (MWh)
CARR HILL,19.754,79.617,182.437,344.919,607.466,999.629,1552.709,2289.516,3213.788,4298.954,5493.842,6739.958,7966.734,9116.285,10150.458,11048.515,11802.236,12413.658,12893.512,13260.079,13534.002,13736.072,13885.671,13998.274,14085.657,14156.458,14216.784,14270.715,14320.846,NPgN,Primary,NPg Best View,EV - other transport (MWh)
CATTERICK CAMP,6.212,25.037,57.37,108.465,191.027,314.349,488.273,719.974,1010.625,1351.872,1727.623,2119.484,2505.262,2866.756,3191.968,3474.376,3711.395,3903.666,4054.563,4169.836,4255.975,4319.52,4366.563,4401.973,4429.452,4451.716,4470.687,4487.646,4503.411,NPgN,Primary,NPg Best View,EV - other transport (MWh)
CLOSE,4.597,18.527,42.454,80.264,141.36,232.618,361.322,532.781,747.863,1000.385,1278.441,1568.418,1853.894,2121.4,2362.056,2571.038,2746.432,2888.713,3000.377,3085.679,3149.422,3196.445,3231.257,3257.46,3277.794,3294.27,3308.308,3320.858,3332.524,NPgN,Primary,NPg Best View,EV - other transport (MWh)
CONEYTHORPE,8.448,34.05,78.023,147.513,259.797,427.514,664.052,979.164,1374.45,1838.546,2349.568,2882.498,3407.156,3898.789,4341.076,4725.151,5047.497,5308.986,5514.206,5670.977,5788.127,5874.547,5938.526,5986.683,6024.055,6054.334,6080.134,6103.199,6124.639,NPgN,Primary,NPg Best View,EV - other transport (MWh)
CONSETT,201.031,366.893,630.335,1000.097,1529.151,2254.278,3213.643,4439.932,5933.64,7652.584,9520.664,11456.063,13358.779,15145.692,16760.062,18169.296,19359.142,20330.913,21098.811,21689.278,22134.433,22464.623,22708.366,22888.894,23024.391,23128.87,23213.095,23284.911,23349.724,NPgN,Primary,NPg Best View,EV - other transport (MWh)
CORPORATION STREET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Best View,EV - other transport (MWh)
COWTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Best View,EV - other transport (MWh)
CRAMLINGTON T1 T3,10.436,42.062,96.382,182.222,320.925,528.106,820.299,1209.556,1697.85,2271.145,2902.407,3560.733,4208.84,4816.151,5362.506,5836.951,6235.144,6558.159,6811.667,7005.325,7150.039,7256.793,7335.826,7395.315,7441.479,7478.883,7510.754,7539.246,7565.73,NPgN,Primary,NPg Best View,EV - other transport (MWh)
CRAMLINGTON T2 T4,43.686,116.597,238.952,426.063,719.225,1148.385,1745.149,2533.208,3515.79,4664.751,5926.576,7240.785,8534.242,9746.81,10838.587,11787.652,12585.137,13232.94,13742.049,14131.481,14423.017,14638.323,14797.624,14917.137,15009.265,15083.199,15145.551,15200.827,15251.947,NPgN,Primary,NPg Best View,EV - other transport (MWh)
DARLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Best View,EV - other transport (MWh)
DARLINGTON 132/6KV,55.993,90.509,143.257,212.421,303.319,419.24,563.427,739.728,947.294,1180.387,1429.527,1685.455,1936.604,2173.155,2388.038,2576.879,2737.534,2869.86,2975.307,3057.037,3119.305,3165.79,3199.989,3224.834,3242.713,3255.582,3265.085,3272.519,3278.837,NPgN,Primary,NPg Best View,EV - other transport (MWh)
DARLINGTON 33/11KV,4.597,18.527,42.454,80.264,141.36,232.618,361.322,532.781,747.863,1000.385,1278.441,1568.418,1853.894,2121.4,2362.056,2571.038,2746.432,2888.713,3000.377,3085.679,3149.422,3196.445,3231.257,3257.46,3277.794,3294.27,3308.308,3320.858,3332.524,NPgN,Primary,NPg Best View,EV - other transport (MWh)
DARLINGTON CENTRAL 33/11KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Best View,EV - other transport (MWh)
DARLINGTON EAST,43.36,174.756,400.443,757.087,1333.368,2194.154,3408.148,5025.416,7054.163,9436.068,12058.812,14793.996,17486.73,20009.959,22279.936,24251.142,25905.537,27247.589,28300.853,29105.456,29706.708,30150.247,30478.61,30725.771,30917.575,31072.979,31205.393,31323.771,31433.807,NPgN,Primary,NPg Best View,EV - other transport (MWh)
DARLINGTON WEST,61.127,246.361,564.521,1067.297,1879.705,3093.191,4804.61,7084.541,9944.551,13302.423,16999.815,20855.72,24651.779,28208.883,31408.964,34187.857,36520.127,38412.073,39896.904,41031.187,41878.798,42504.073,42966.981,43315.414,43585.807,43804.888,43991.557,44158.44,44313.562,NPgN,Primary,NPg Best View,EV - other transport (MWh)
DENWICK,198.035,322.378,512.939,764.123,1096.567,1523.255,2057.09,2712.704,3487.281,4359.364,5293.15,6253.266,7195.643,8082.958,8888.52,9595.939,10197.283,10692.141,11086.132,11391.248,11623.458,11796.691,11924.184,12016.995,12084.084,12132.75,12169.066,12197.798,12222.421,NPgN,Primary,NPg Best View,EV - other transport (MWh)
DUNSTON 66/11KV,10.436,42.062,96.382,182.222,320.925,528.106,820.299,1209.556,1697.85,2271.145,2902.407,3560.733,4208.84,4816.151,5362.506,5836.951,6235.144,6558.159,6811.667,7005.325,7150.039,7256.793,7335.826,7395.315,7441.479,7478.883,7510.754,7539.246,7565.73,NPgN,Primary,NPg Best View,EV - other transport (MWh)
DUNSTON 66/20KV,2.982,12.018,27.538,52.063,91.693,150.887,234.371,345.587,485.1,648.899,829.259,1017.352,1202.526,1376.043,1532.145,1667.7,1781.47,1873.76,1946.19,2001.521,2042.868,2073.369,2095.95,2112.947,2126.137,2136.824,2145.93,2154.07,2161.637,NPgN,Primary,NPg Best View,EV - other transport (MWh)
DURHAM EAST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Best View,EV - other transport (MWh)
