Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,136.0,257.0,458.0,768.0,1227.0,1827.0,2604.0,3496.0,4381.0,5270.0,6121.0,6928.0,7683.0,8385.0,8959.0,9484.0,9961.0,10393.0,10778.0,11095.0,11365.0,11591.0,11776.0,11926.0,12028.0,12111.0,12181.0,12243.0,12299.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric cars and vans (hybrid and full electric)
AMBERTON ROAD,139.0,254.0,436.0,709.0,1103.0,1604.0,2250.0,2992.0,3729.0,4469.0,5177.0,5849.0,6477.0,7061.0,7539.0,7976.0,8373.0,8733.0,9053.0,9316.0,9542.0,9729.0,9884.0,10009.0,10093.0,10163.0,10221.0,10272.0,10319.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric cars and vans (hybrid and full electric)
ANNFIELD 66/20KV,179.0,323.0,551.0,888.0,1371.0,1982.0,2767.0,3669.0,4564.0,5464.0,6325.0,7142.0,7906.0,8616.0,9197.0,9728.0,10211.0,10648.0,11037.0,11357.0,11631.0,11859.0,12047.0,12199.0,12302.0,12386.0,12457.0,12519.0,12576.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric cars and vans (hybrid and full electric)
ASHINGTON,165.0,313.0,559.0,939.0,1501.0,2239.0,3193.0,4288.0,5376.0,6468.0,7513.0,8505.0,9432.0,10294.0,11000.0,11644.0,12231.0,12761.0,13234.0,13623.0,13955.0,14232.0,14460.0,14645.0,14769.0,14871.0,14957.0,15033.0,15102.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric cars and vans (hybrid and full electric)
AYCLIFFE FORREST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric cars and vans (hybrid and full electric)
AYCLIFFE INDUSTRIAL,106.0,181.0,294.0,451.0,664.0,917.0,1240.0,1610.0,1977.0,2347.0,2701.0,3037.0,3351.0,3643.0,3882.0,4100.0,4298.0,4478.0,4637.0,4769.0,4882.0,4975.0,5053.0,5115.0,5158.0,5192.0,5221.0,5247.0,5270.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric cars and vans (hybrid and full electric)
BARDEN FRIAR,10.0,16.0,25.0,38.0,54.0,72.0,96.0,122.0,149.0,175.0,201.0,225.0,248.0,269.0,286.0,302.0,316.0,329.0,341.0,350.0,358.0,365.0,371.0,375.0,378.0,381.0,383.0,385.0,386.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric cars and vans (hybrid and full electric)
BEDALE,109.0,194.0,325.0,517.0,788.0,1125.0,1557.0,2054.0,2547.0,3042.0,3517.0,3967.0,4387.0,4778.0,5099.0,5391.0,5657.0,5898.0,6112.0,6288.0,6439.0,6565.0,6668.0,6752.0,6809.0,6855.0,6894.0,6929.0,6960.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric cars and vans (hybrid and full electric)
BELMONT,261.0,428.0,667.0,983.0,1388.0,1834.0,2394.0,3035.0,3674.0,4318.0,4934.0,5517.0,6063.0,6570.0,6986.0,7365.0,7709.0,8021.0,8299.0,8528.0,8724.0,8887.0,9021.0,9130.0,9204.0,9265.0,9315.0,9360.0,9401.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric cars and vans (hybrid and full electric)
BENSHAM,144.0,245.0,395.0,604.0,887.0,1220.0,1645.0,2131.0,2615.0,3102.0,3568.0,4010.0,4423.0,4807.0,5121.0,5408.0,5669.0,5905.0,6116.0,6289.0,6437.0,6560.0,6662.0,6744.0,6800.0,6846.0,6884.0,6918.0,6949.0,NPgN,Primary,NG FES - Falling Short (EE CF),Number of electric cars and vans (hybrid and full electric)
