Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,26413.9,26251.617,26101.909,25964.255,25838.164,25723.148,25618.716,25524.379,25439.645,25364.025,25297.028,25238.162,25186.936,25142.859,25105.439,25074.184,25048.602,25028.2,25012.485,25000.965,24993.146,24988.534,24986.636,24986.957,24989.003,24992.28,24995.815,24999.361,25002.919,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
AMBERTON ROAD,67529.426,67091.757,76317.252,76764.222,79155.749,78839.741,78550.947,78288.091,78049.895,77835.084,77642.385,77470.523,77318.227,77184.226,77067.249,76966.029,76879.296,76805.786,76744.231,76693.368,76651.933,76618.663,76592.297,76571.575,76555.238,76542.026,76529.473,76516.953,76504.465,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
ANNFIELD 66/20KV,55117.804,55085.682,55076.16,55088.64,55122.502,55177.099,55251.764,55345.805,55458.506,55589.128,55736.908,55901.061,56080.777,56275.222,56483.539,56704.849,56938.248,57182.807,57437.575,57701.579,57973.818,58253.273,58538.896,58829.619,59124.35,59421.97,59720.201,60018.457,60316.74,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
ASHINGTON,46736.548,46435.553,46156.912,45899.738,45663.149,45446.261,45248.19,45068.055,44904.975,44758.068,44626.453,44509.253,44405.586,44314.575,44235.343,44167.011,44108.703,44059.544,44018.657,43985.169,43958.203,43936.888,43920.35,43907.715,43898.113,43890.672,43883.683,43876.712,43869.76,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
AYCLIFFE FORREST,621.549,617.521,8278.789,8275.344,8272.173,8269.264,8266.605,8264.185,8261.993,8260.015,8258.241,8256.659,8255.257,8254.023,8252.946,8252.014,8251.215,8250.538,8249.971,8249.502,8249.12,8248.814,8248.571,8248.38,8248.229,8248.107,8247.991,8247.875,8247.76,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
AYCLIFFE INDUSTRIAL,44729.45,44648.633,44586.794,44543.373,44517.792,44509.463,44517.778,44542.118,44581.847,44636.315,44704.854,44786.787,44881.415,44988.03,45105.905,45234.3,45372.459,45519.611,45674.972,45837.739,46007.098,46182.218,46362.252,46546.341,46733.608,46923.162,47113.197,47303.252,47493.326,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
BARDEN FRIAR,3568.791,3618.999,3670.059,3722.006,3774.867,3828.666,3883.419,3939.137,3995.828,4053.491,4112.122,4171.711,4232.242,4293.694,4356.041,4419.25,4483.284,4548.099,4613.649,4679.877,4746.726,4814.131,4882.02,4950.32,5018.947,5087.816,5156.736,5225.657,5294.58,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
BEDALE,71071.321,71658.085,72861.513,73492.003,74144.422,74818.712,75514.736,76232.28,76971.051,77730.681,78510.722,79310.649,80129.861,80967.676,81823.338,82696.011,83584.783,84488.662,85406.58,86337.392,87279.873,88232.723,89194.561,90163.932,91139.301,92119.056,93099.739,94080.457,95061.209,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
BELMONT,88358.44,88360.738,90915.065,90987.67,91094.062,91233.272,91404.29,91606.067,91837.509,92097.48,92384.805,92698.266,93036.602,93398.51,93782.648,94187.63,94612.027,95054.371,95513.151,95986.813,96473.763,96972.363,97480.935,97997.758,98521.069,99049.065,99578.043,100107.058,100636.108,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
BENSHAM,39533.48,39278.372,39042.18,38824.153,38623.544,38439.605,38271.588,38118.747,37980.334,37855.606,37743.816,37644.22,37556.074,37478.635,37411.161,37352.908,37303.135,37261.101,37226.065,37197.287,37174.028,37155.549,37141.11,37129.974,37121.404,37114.663,37108.304,37101.963,37095.638,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
BENTON SQUARE,44164.12,44172.043,48450.36,49095.938,49155.684,49231.782,49323.736,49431.028,49553.117,49689.444,49839.425,50002.458,50177.916,50365.155,50563.505,50772.277,50990.76,51218.223,51453.911,51697.05,51946.843,52202.471,52463.097,52727.858,52995.872,53266.236,53537.094,53807.971,54078.867,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
BENWELL,52261.097,51923.584,51611.08,52152.95,51887.492,51644.073,51421.704,51219.399,51036.171,50871.033,50723.001,50591.09,50474.316,50371.698,50282.251,50204.996,50138.952,50083.139,50036.576,49998.288,49967.294,49942.619,49923.286,49908.32,49896.745,49887.588,49878.939,49870.312,49861.707,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
BILLINGHAM MARSH HOUSE,47569.682,48069.323,48582.312,49108.863,49649.127,50203.196,50771.102,51352.817,51948.253,52557.262,53179.637,53815.109,54463.35,55123.972,55796.527,56480.508,57175.345,57880.412,58595.019,59318.419,60049.803,60788.304,61532.992,62282.88,63036.919,63794.001,64551.724,65309.465,66067.225,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
BILLY MILL,54216.398,54226.918,54259.176,55206.108,55280.223,55374.406,55488.049,55620.516,55771.147,55939.252,56124.118,56325.004,56541.144,56771.744,57015.985,57273.021,57541.98,57821.963,58112.045,58411.274,58718.674,59033.239,59353.94,59679.719,60009.493,60342.152,60675.418,61008.708,61342.022,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
BIRTLEY GROVE 66/11KV,39515.147,39373.582,46365.085,46258.097,46167.502,46092.69,46033.047,45987.948,47007.961,46990.047,46984.757,46991.435,47009.418,50695.334,50733.903,50781.738,50838.142,50902.412,50973.836,51051.694,51135.26,51223.795,51316.559,51412.797,51511.751,51612.653,51713.964,51815.294,51916.642,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
BIRTLEY GROVE 66/20KV,27668.596,27519.986,27384.267,27260.955,27149.566,27049.613,26960.608,26882.06,26813.477,26754.366,26704.229,26662.569,26628.888,26602.683,26583.45,26570.686,26563.882,26562.529,26566.118,26574.135,26586.065,26601.393,26619.6,26640.165,26662.566,26686.28,26710.271,26734.274,26758.291,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
BLAYDON BURN,37084.654,36843.318,36619.756,38241.513,38051.379,37876.903,37717.382,37572.112,37440.391,37321.519,37214.794,37119.517,37034.988,36960.509,36895.381,36838.909,36790.394,36749.141,36714.455,36685.641,36662.006,36642.855,36627.496,36615.238,36605.388,36597.257,36589.489,36581.741,36574.014,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
BLUCHER 33/11KV,24018.717,23862.568,23717.927,24414.275,24291.281,24178.427,24075.256,23981.315,23896.148,23819.302,23750.323,23688.758,23634.153,23586.056,23544.017,23507.582,23476.301,23449.723,23427.399,23408.877,23393.709,23381.446,23371.639,23363.839,23357.599,23352.472,23347.58,23342.701,23337.835,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
BOLDON DOWNHILL,16762.273,16653.7,20933.154,20840.314,20754.865,20676.487,20604.865,20539.68,20480.616,20427.356,20379.584,20336.985,20299.241,20266.039,20237.063,20211.997,20190.528,20172.34,20157.12,20144.554,20134.328,20126.129,20119.643,20114.559,20110.562,20107.341,20104.284,20101.235,20098.194,NPgN,Primary,NG FES - Falling Short (EE CF),I&C (MWh)
