Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,1.616,1.671,1.751,1.941,2.236,2.615,3.048,3.515,4.034,4.578,5.085,5.568,6.041,6.507,6.934,7.319,7.684,8.029,8.354,8.658,8.943,9.208,9.453,9.678,9.851,9.979,10.103,10.224,10.342,10.455,10.565,10.672,10.774,10.872,NPgN
AMBERTON ROAD,1.497,1.549,1.623,1.785,2.037,2.361,2.731,3.130,3.573,4.038,4.471,4.883,5.288,5.685,6.051,6.379,6.691,6.986,7.263,7.523,7.767,7.993,8.202,8.394,8.542,8.651,8.757,8.861,8.961,9.058,9.152,9.243,9.330,9.414,NPgN
ANNFIELD 66/20KV,1.607,1.662,1.741,1.935,2.235,2.622,3.063,3.539,4.069,4.624,5.140,5.632,6.115,6.589,7.025,7.417,7.789,8.141,8.472,8.783,9.073,9.343,9.592,9.822,9.998,10.129,10.255,10.379,10.498,10.614,10.727,10.835,10.939,11.039,NPgN
ASHINGTON,2.108,2.180,2.285,2.573,3.021,3.598,4.256,4.966,5.755,6.582,7.352,8.086,8.806,9.513,10.163,10.747,11.302,11.826,12.320,12.783,13.216,13.618,13.991,14.333,14.595,14.790,14.979,15.163,15.341,15.514,15.681,15.843,15.998,16.148,NPgN
AYCLIFFE FORREST,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NPgN
AYCLIFFE INDUSTRIAL,0.698,0.722,0.756,0.830,0.944,1.092,1.260,1.441,1.643,1.854,2.051,2.238,2.422,2.603,2.769,2.918,3.060,3.194,3.320,3.438,3.549,3.652,3.747,3.834,3.901,3.951,3.999,4.046,4.092,4.136,4.179,4.220,4.260,4.298,NPgN
BARDEN FRIAR,0.049,0.050,0.053,0.062,0.076,0.093,0.114,0.136,0.160,0.186,0.209,0.232,0.254,0.276,0.296,0.314,0.331,0.347,0.363,0.377,0.390,0.403,0.414,0.425,0.433,0.439,0.445,0.450,0.456,0.461,0.466,0.471,0.476,0.481,NPgN
BEDALE,1.250,1.293,1.355,1.484,1.685,1.944,2.239,2.558,2.912,3.284,3.629,3.959,4.282,4.599,4.891,5.153,5.402,5.638,5.859,6.067,6.262,6.442,6.609,6.763,6.881,6.968,7.053,7.135,7.215,7.293,7.368,7.441,7.510,7.577,NPgN
BELMONT,1.221,1.263,1.324,1.463,1.679,1.958,2.275,2.617,2.998,3.397,3.769,4.123,4.470,4.812,5.125,5.407,5.675,5.928,6.166,6.390,6.598,6.793,6.972,7.137,7.264,7.358,7.449,7.538,7.624,7.707,7.788,7.866,7.941,8.013,NPgN
BENSHAM,0.317,0.328,0.344,0.450,0.615,0.828,1.070,1.332,1.623,1.928,2.212,2.482,2.747,3.008,3.247,3.463,3.667,3.861,4.042,4.213,4.373,4.521,4.658,4.784,4.881,4.953,5.023,5.090,5.156,5.220,5.281,5.341,5.398,5.453,NPgN
