Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,1.616,1.671,1.724,1.840,2.006,2.212,2.443,2.692,2.970,3.267,3.554,3.831,4.104,4.371,4.617,4.841,5.054,5.254,5.441,5.616,5.778,5.930,6.073,6.205,6.311,6.395,6.477,6.557,6.636,6.712,6.787,6.860,6.931,7.000,NPgN
AMBERTON ROAD,1.497,1.549,1.598,1.697,1.839,2.015,2.212,2.425,2.663,2.916,3.161,3.398,3.631,3.859,4.069,4.261,4.442,4.613,4.773,4.923,5.061,5.191,5.313,5.426,5.516,5.588,5.658,5.726,5.794,5.859,5.923,5.985,6.046,6.105,NPgN
ANNFIELD 66/20KV,1.607,1.662,1.714,1.832,2.002,2.212,2.448,2.701,2.985,3.287,3.580,3.862,4.140,4.413,4.663,4.892,5.109,5.313,5.504,5.682,5.847,6.002,6.147,6.282,6.391,6.476,6.559,6.641,6.721,6.799,6.876,6.950,7.022,7.093,NPgN
ASHINGTON,2.108,2.180,2.249,2.425,2.678,2.991,3.343,3.721,4.144,4.595,5.031,5.452,5.866,6.272,6.646,6.988,7.311,7.615,7.899,8.165,8.411,8.643,8.859,9.060,9.221,9.349,9.473,9.595,9.715,9.831,9.945,10.056,10.163,10.268,NPgN
AYCLIFFE FORREST,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NPgN
AYCLIFFE INDUSTRIAL,0.698,0.722,0.744,0.789,0.854,0.934,1.024,1.120,1.228,1.344,1.455,1.563,1.669,1.772,1.868,1.955,2.038,2.115,2.188,2.256,2.319,2.378,2.433,2.484,2.526,2.558,2.590,2.621,2.652,2.681,2.710,2.739,2.766,2.793,NPgN
BARDEN FRIAR,0.049,0.050,0.052,0.058,0.065,0.075,0.086,0.098,0.111,0.124,0.138,0.151,0.164,0.176,0.188,0.198,0.208,0.218,0.226,0.235,0.242,0.249,0.256,0.262,0.267,0.271,0.275,0.279,0.282,0.286,0.290,0.293,0.296,0.300,NPgN
BEDALE,1.250,1.293,1.334,1.413,1.526,1.667,1.824,1.994,2.184,2.386,2.582,2.771,2.957,3.139,3.307,3.461,3.606,3.742,3.870,3.989,4.100,4.203,4.301,4.391,4.463,4.520,4.576,4.631,4.685,4.737,4.788,4.838,4.886,4.933,NPgN
BELMONT,1.221,1.263,1.303,1.388,1.510,1.662,1.831,2.013,2.217,2.435,2.645,2.849,3.049,3.245,3.425,3.590,3.746,3.892,4.030,4.158,4.277,4.388,4.493,4.590,4.668,4.729,4.789,4.848,4.906,4.962,5.017,5.070,5.122,5.173,NPgN
BENSHAM,0.317,0.328,0.339,0.403,0.497,0.612,0.742,0.881,1.037,1.203,1.364,1.519,1.672,1.821,1.959,2.085,2.204,2.316,2.421,2.519,2.610,2.695,2.775,2.849,2.908,2.955,3.001,3.046,3.090,3.133,3.175,3.216,3.255,3.294,NPgN
