Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,66205.672,65415.817,65504.252,65560.945,65640.104,65692.239,65798.817,65943.536,66136.504,66404.367,66672.395,66967.370,67256.190,67569.759,67824.507,68044.710,68268.213,68462.897,68661.401,68862.265,69058.877,69239.708,69390.739,69574.477,69758.586,69943.521,70129.242,70315.646,70502.784,70690.929,70879.927,71069.810,71261.226,71454.078,NPgN
AMBERTON ROAD,50664.250,50033.726,50144.794,50272.357,50374.787,50453.021,50545.318,50651.744,50810.297,51013.972,51216.657,51421.065,51634.011,51849.834,52014.168,52162.932,52298.877,52420.404,52536.445,52664.377,52777.244,52869.842,52947.838,53052.382,53157.240,53262.779,53368.978,53475.780,53583.217,53691.416,53800.299,53909.889,54020.666,54132.581,NPgN
ANNFIELD 66/20KV,54374.999,53697.479,53840.445,53992.476,54136.911,54258.970,54434.038,54633.628,54869.718,55152.903,55441.659,55741.414,56030.267,56333.186,56555.291,56755.979,56952.427,57133.477,57314.011,57501.522,57683.452,57860.497,58015.097,58189.664,58364.550,58540.163,58716.475,58893.398,59070.978,59249.436,59428.643,59608.624,59789.949,59972.538,NPgN
ASHINGTON,61027.497,60218.162,60297.286,60394.821,60481.867,60559.071,60681.475,60830.636,61025.749,61249.327,61476.907,61727.568,61969.860,62227.249,62394.010,62530.983,62668.850,62787.118,62903.499,63008.045,63100.901,63179.817,63240.892,63330.392,63420.290,63511.016,63602.546,63694.808,63787.842,63881.810,63976.611,64072.271,64169.357,64267.804,NPgN
AYCLIFFE FORREST,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NPgN
AYCLIFFE INDUSTRIAL,19888.893,19641.980,19696.856,19755.118,19810.043,19857.714,19924.996,20000.826,20088.930,20194.926,20302.939,20415.113,20522.944,20635.931,20719.061,20794.036,20867.443,20934.859,21002.059,21071.898,21138.889,21204.008,21261.339,21326.494,21391.782,21457.355,21523.212,21589.337,21655.743,21722.450,21789.444,21856.736,21924.512,21992.766,NPgN
BARDEN FRIAR,257.715,254.224,254.060,253.860,254.315,253.712,252.734,252.369,252.957,253.586,254.130,254.588,255.163,255.804,256.052,256.054,256.014,255.867,255.790,255.687,255.838,256.091,256.074,255.881,255.685,255.488,255.287,255.074,254.855,254.649,254.445,254.243,254.052,253.865,NPgN
BEDALE,21496.115,21215.308,21266.972,21323.565,21369.638,21399.212,21448.000,21508.775,21599.785,21694.716,21789.501,21886.989,21979.265,22082.161,22146.154,22198.343,22250.018,22293.272,22338.435,22377.255,22414.988,22452.230,22478.579,22511.403,22544.254,22577.283,22610.422,22643.531,22676.668,22710.281,22744.123,22778.182,22812.815,22847.857,NPgN
BELMONT,39635.423,39183.666,39291.198,39405.040,39515.501,39609.731,39740.464,39888.077,40060.824,40266.832,40475.842,40692.353,40900.045,41117.393,41278.503,41423.625,41565.623,41695.796,41825.518,41960.312,42090.635,42217.846,42328.934,42454.474,42580.241,42706.521,42833.294,42960.504,43088.182,43216.473,43345.296,43474.669,43604.987,43736.200,NPgN
BENSHAM,39437.245,39108.849,39152.302,39198.411,39269.976,39328.207,39401.891,39482.716,39584.714,39711.166,39841.684,39969.282,40101.841,40245.817,40359.245,40466.512,40569.034,40674.844,40780.013,40889.841,41003.909,41104.509,41187.527,41286.906,41386.439,41486.340,41586.522,41686.826,41787.299,41888.462,41990.041,42092.040,42194.934,42298.533,NPgN
BENTON SQUARE,48482.825,48032.346,48224.570,48428.320,48642.297,48842.739,49094.463,49355.966,49648.914,49982.573,50313.705,50665.791,51005.928,51356.621,51641.977,51897.869,52164.662,52423.941,52674.223,52925.547,53158.167,53389.013,53604.694,53839.297,54074.160,54309.641,54545.710,54782.284,55019.407,55257.308,55495.864,55735.101,55975.543,56217.112,NPgN
BENWELL,49415.520,49040.771,49253.804,49457.178,49642.421,49806.423,50015.540,50261.002,50557.092,50910.003,51273.478,51655.192,52023.621,52408.919,52738.610,53050.276,53340.236,53605.413,53870.280,54150.810,54430.503,54702.683,54956.836,55224.032,55491.430,55759.374,56027.800,56296.565,56565.729,56835.737,57106.357,57377.606,57650.087,57923.646,NPgN
BILLINGHAM MARSH HOUSE,47722.974,47176.401,47328.234,47479.095,47602.809,47732.801,47894.666,48070.544,48272.421,48504.790,48757.838,49021.075,49271.065,49534.470,49733.222,49915.080,50102.626,50271.234,50443.563,50617.751,50781.147,50937.301,51074.975,51234.911,51395.142,51556.025,51717.546,51879.651,52042.374,52205.829,52369.948,52534.757,52700.723,52867.806,NPgN
BILLY MILL,42879.499,42515.166,42683.339,42861.670,43052.235,43229.904,43450.728,43679.352,43935.465,44225.633,44512.522,44817.156,45111.044,45413.641,45661.287,45882.958,46114.679,46340.092,46557.426,46775.459,46977.612,47178.806,47366.174,47569.491,47773.007,47977.025,48181.504,48386.352,48591.610,48797.559,49004.051,49211.106,49419.201,49628.242,NPgN
BIRTLEY GROVE 66/11KV,29570.139,29214.952,29278.291,29345.471,29413.432,29472.313,29555.099,29649.312,29760.820,29897.052,30039.378,30184.373,30327.747,30477.274,30587.904,30692.492,30791.787,30886.387,30979.329,31075.977,31171.993,31261.058,31338.172,31427.833,31517.674,31607.906,31698.517,31789.466,31880.775,31972.545,32064.718,32157.308,32250.608,32344.581,NPgN
BIRTLEY GROVE 66/20KV,19464.173,19228.651,19263.503,19300.577,19342.287,19378.332,19428.478,19484.137,19550.890,19633.921,19720.390,19807.683,19896.357,19991.439,20063.498,20131.182,20196.653,20262.102,20327.282,20395.068,20462.760,20524.023,20577.226,20639.662,20702.216,20765.025,20828.078,20891.341,20954.829,21018.632,21082.701,21147.044,21211.861,21277.121,NPgN
BLAYDON BURN,43264.621,42730.057,42794.026,42862.278,42945.569,43018.147,43119.202,43230.333,43365.020,43535.977,43716.096,43895.873,44083.078,44285.832,44440.863,44588.791,44731.275,44878.116,45024.319,45176.418,45329.788,45465.048,45582.350,45721.940,45861.801,46002.241,46143.229,46284.692,46426.665,46569.348,46712.630,46856.528,47001.491,47147.446,NPgN
BLUCHER 33/11KV,46687.051,46274.496,46478.284,46673.289,46846.575,47001.111,47202.546,47439.523,47724.706,48066.932,48420.840,48793.398,49153.782,49531.092,49851.002,50153.719,50435.693,50694.051,50952.189,51225.517,51496.907,51760.476,52007.690,52268.312,52529.185,52790.657,53052.690,53315.185,53578.190,53842.004,54106.470,54371.609,54637.967,54905.443,NPgN
BOLDON DOWNHILL,34169.222,33734.218,33798.115,33863.963,33930.894,33991.944,34081.725,34183.115,34301.935,34449.984,34611.309,34777.644,34942.490,35108.638,35227.865,35349.552,35461.042,35572.870,35675.679,35781.328,35889.434,35984.107,36067.312,36165.653,36264.199,36363.202,36462.651,36562.511,36662.804,36763.603,36864.865,36966.605,37069.150,37172.470,NPgN
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,9590.669,9451.867,9454.621,9466.521,9476.944,9487.862,9505.900,9526.208,9558.269,9597.573,9638.411,9679.865,9720.378,9765.438,9796.522,9823.654,9850.685,9876.615,9902.630,9929.003,9954.153,9976.304,9995.360,10018.364,10041.405,10064.551,10087.790,10111.091,10134.467,10158.004,10181.654,10205.418,10229.413,10253.608,NPgN
BOWESFIELD 33/11KV,29730.423,29393.356,29484.809,29575.687,29650.476,29728.626,29826.446,29933.152,30056.344,30198.120,30352.576,30513.305,30665.899,30826.730,30947.759,31058.434,31172.617,31275.168,31380.026,31486.033,31585.706,31681.080,31764.885,31862.154,31959.610,32057.471,32155.726,32254.335,32353.321,32452.779,32552.654,32652.960,32753.996,32855.728,NPgN
BOWESFIELD 66/11KV,23345.239,23071.900,23137.074,23201.978,23254.733,23310.668,23382.394,23461.060,23552.445,23658.467,23774.481,23895.540,24010.578,24132.007,24222.089,24304.403,24389.416,24465.685,24543.730,24622.677,24696.674,24767.344,24829.394,24901.741,24974.236,25047.050,25120.177,25193.588,25267.301,25341.374,25415.772,25490.508,25565.809,25641.654,NPgN
BRANCEPETH,46005.338,45430.089,45568.334,45714.267,45850.992,45961.818,46119.143,46300.528,46518.631,46776.101,47037.141,47307.647,47567.356,47838.882,48039.574,48220.809,48398.240,48561.079,48723.476,48892.042,49058.161,49221.898,49363.354,49520.072,49676.965,49834.380,49992.252,50150.435,50308.990,50468.352,50628.281,50788.780,50950.443,51113.108,NPgN
BREAMISH STREET,22264.158,22197.180,22285.081,22368.130,22452.064,22522.546,22605.902,22704.197,22826.035,22966.662,23108.945,23256.896,23398.335,23545.512,23676.138,23799.154,23913.021,24016.276,24119.334,24228.648,24340.687,24451.219,24551.777,24655.379,24758.966,24862.649,24966.342,25069.899,25173.364,25277.245,25381.279,25485.460,25590.139,25695.133,NPgN
BRENDA TRADING,58721.445,57980.687,58111.220,58261.095,58380.880,58472.752,58581.540,58706.796,58892.488,59131.281,59369.153,59609.199,59859.307,60112.892,60305.990,60480.929,60640.924,60784.132,60920.952,61071.682,61204.563,61313.661,61405.974,61529.494,61653.405,61778.134,61903.667,62029.941,62156.994,62284.943,62413.714,62543.332,62674.350,62806.718,NPgN
