Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
BENTON SQUARE,0.003,0.029,0.057,0.057,0.066,0.110,0.120,0.129,0.153,0.174,0.187,0.290,0.363,0.539,0.693,0.820,1.109,1.318,1.516,1.790,2.032,2.425,2.569,2.624,2.787,2.831,2.916,2.958,2.958,2.958,2.958,2.959,2.959,2.959,NPgN
BENWELL,0.003,0.029,0.061,0.060,0.070,0.113,0.127,0.137,0.162,0.186,0.202,0.303,0.375,0.544,0.696,0.818,1.098,1.301,1.493,1.758,1.993,2.373,2.513,2.566,2.730,2.772,2.854,2.895,2.895,2.896,2.896,2.896,2.896,2.896,NPgN
BILLINGHAM MARSH HOUSE,0.003,0.015,0.028,0.028,0.032,0.079,0.083,0.087,0.107,0.116,0.122,0.226,0.306,0.502,0.674,0.816,1.135,1.364,1.582,1.883,2.145,2.581,2.738,2.795,2.972,3.020,3.113,3.160,3.160,3.160,3.160,3.160,3.160,3.160,NPgN
BILLY MILL,0.003,0.021,0.041,0.040,0.047,0.085,0.091,0.097,0.117,0.131,0.140,0.226,0.288,0.439,0.572,0.681,0.930,1.108,1.278,1.513,1.719,2.057,2.180,2.226,2.365,2.402,2.475,2.511,2.511,2.511,2.511,2.511,2.511,2.511,NPgN
BIRTLEY GROVE 66/11KV,0.002,0.015,0.029,0.029,0.034,0.062,0.067,0.071,0.085,0.095,0.101,0.166,0.214,0.330,0.432,0.516,0.706,0.843,0.973,1.153,1.311,1.570,1.665,1.700,1.806,1.834,1.890,1.918,1.918,1.918,1.918,1.918,1.918,1.918,NPgN
BIRTLEY GROVE 66/20KV,0.001,0.017,0.034,0.034,0.040,0.060,0.066,0.071,0.084,0.097,0.105,0.152,0.184,0.258,0.325,0.378,0.502,0.592,0.678,0.795,0.900,1.069,1.131,1.155,1.227,1.246,1.282,1.300,1.300,1.300,1.300,1.300,1.301,1.301,NPgN
BLAYDON BURN,0.003,0.044,0.089,0.089,0.104,0.148,0.160,0.175,0.204,0.235,0.257,0.360,0.427,0.587,0.726,0.841,1.107,1.299,1.482,1.736,1.963,2.324,2.458,2.511,2.661,2.702,2.780,2.818,2.818,2.819,2.819,2.820,2.820,2.820,NPgN
BLUCHER 33/11KV,0.003,0.024,0.048,0.048,0.056,0.096,0.103,0.110,0.132,0.148,0.159,0.251,0.317,0.477,0.618,0.733,0.997,1.187,1.367,1.617,1.836,2.195,2.326,2.375,2.522,2.562,2.639,2.677,2.677,2.677,2.677,2.678,2.678,2.678,NPgN
BOLDON DOWNHILL,0.002,0.014,0.027,0.027,0.031,0.063,0.068,0.072,0.087,0.096,0.102,0.174,0.228,0.360,0.476,0.571,0.786,0.941,1.087,1.291,1.468,1.761,1.868,1.907,2.027,2.059,2.122,2.153,2.153,2.153,2.153,2.154,2.154,2.154,NPgN
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,0.001,0.018,0.037,0.037,0.043,0.059,0.063,0.069,0.081,0.093,0.102,0.139,0.163,0.220,0.269,0.310,0.405,0.474,0.539,0.630,0.712,0.841,0.889,0.909,0.961,0.976,1.004,1.017,1.017,1.018,1.018,1.018,1.018,1.018,NPgN
BOWESFIELD 33/11KV,0.002,0.035,0.074,0.074,0.086,0.122,0.137,0.150,0.175,0.204,0.224,0.311,0.369,0.503,0.624,0.720,0.943,1.107,1.261,1.475,1.666,1.969,2.081,2.126,2.260,2.295,2.360,2.393,2.393,2.394,2.394,2.394,2.394,2.394,NPgN
BOWESFIELD 66/11KV,0.002,0.021,0.044,0.044,0.051,0.076,0.084,0.091,0.107,0.123,0.134,0.194,0.235,0.332,0.418,0.488,0.649,0.766,0.876,1.029,1.165,1.384,1.464,1.495,1.588,1.613,1.660,1.683,1.683,1.684,1.684,1.684,1.684,1.684,NPgN
BRANCEPETH,0.004,0.058,0.116,0.116,0.135,0.205,0.220,0.238,0.280,0.319,0.346,0.507,0.618,0.887,1.118,1.311,1.754,2.072,2.376,2.797,3.170,3.772,3.993,4.078,4.322,4.390,4.519,4.583,4.583,4.585,4.585,4.585,4.585,4.585,NPgN
BREAMISH STREET,0.001,0.019,0.040,0.040,0.046,0.066,0.075,0.082,0.096,0.112,0.123,0.171,0.202,0.274,0.341,0.392,0.512,0.602,0.685,0.800,0.903,1.067,1.127,1.152,1.226,1.245,1.280,1.297,1.297,1.298,1.298,1.298,1.298,1.298,NPgN
BRENDA TRADING,0.004,0.041,0.083,0.083,0.097,0.157,0.173,0.186,0.221,0.252,0.273,0.414,0.514,0.752,0.963,1.135,1.527,1.812,2.081,2.453,2.782,3.316,3.511,3.586,3.811,3.871,3.986,4.043,4.043,4.044,4.044,4.044,4.045,4.045,NPgN
CAMPLESHON ROAD,0.003,0.037,0.074,0.074,0.086,0.133,0.145,0.156,0.185,0.211,0.229,0.338,0.414,0.595,0.754,0.884,1.183,1.399,1.605,1.889,2.141,2.547,2.696,2.754,2.923,2.969,3.056,3.100,3.100,3.101,3.101,3.101,3.101,3.101,NPgN
CARLEY HILL,0.003,0.033,0.066,0.066,0.077,0.128,0.141,0.152,0.181,0.206,0.222,0.341,0.426,0.629,0.809,0.955,1.289,1.531,1.760,2.077,2.356,2.810,2.976,3.040,3.231,3.282,3.379,3.428,3.428,3.429,3.429,3.429,3.429,3.429,NPgN
CARLIN HOW T3 T4,0.004,0.048,0.096,0.096,0.111,0.172,0.186,0.201,0.237,0.270,0.293,0.433,0.530,0.763,0.966,1.134,1.518,1.796,2.060,2.425,2.749,3.272,3.464,3.537,3.753,3.811,3.923,3.980,3.980,3.981,3.981,3.981,3.981,3.981,NPgN
CARR HILL,0.004,0.029,0.058,0.058,0.067,0.124,0.134,0.143,0.172,0.193,0.206,0.336,0.432,0.664,0.869,1.037,1.417,1.691,1.951,2.311,2.627,3.145,3.333,3.404,3.618,3.675,3.786,3.842,3.842,3.842,3.842,3.842,3.843,3.843,NPgN
CATTERICK CAMP,0.004,0.046,0.091,0.091,0.105,0.172,0.186,0.200,0.238,0.269,0.291,0.444,0.553,0.816,1.046,1.235,1.667,1.979,2.275,2.685,3.046,3.634,3.849,3.931,4.173,4.239,4.365,4.428,4.428,4.429,4.429,4.429,4.430,4.430,NPgN
CLOSE,0.001,0.039,0.087,0.087,0.102,0.123,0.146,0.162,0.184,0.224,0.249,0.309,0.342,0.407,0.473,0.520,0.634,0.725,0.807,0.920,1.027,1.182,1.242,1.270,1.355,1.375,1.408,1.425,1.425,1.426,1.426,1.426,1.427,1.427,NPgN
CONEYTHORPE,0.002,0.038,0.076,0.076,0.089,0.125,0.134,0.146,0.170,0.195,0.213,0.297,0.352,0.485,0.597,0.692,0.912,1.070,1.222,1.431,1.619,1.918,2.028,2.071,2.192,2.226,2.289,2.321,2.321,2.322,2.322,2.322,2.323,2.323,NPgN
CONSETT,0.005,0.064,0.127,0.127,0.148,0.223,0.239,0.259,0.305,0.347,0.378,0.549,0.666,0.949,1.194,1.397,1.865,2.201,2.522,2.967,3.361,3.997,4.230,4.321,4.580,4.651,4.788,4.856,4.856,4.857,4.857,4.857,4.858,4.858,NPgN
CORPORATION STREET,0.001,0.012,0.026,0.026,0.030,0.043,0.050,0.055,0.064,0.076,0.083,0.117,0.140,0.192,0.241,0.279,0.366,0.431,0.492,0.575,0.650,0.769,0.813,0.831,0.885,0.899,0.924,0.937,0.937,0.938,0.938,0.938,0.938,0.938,NPgN
COWTON,0.000,0.012,0.023,0.023,0.027,0.035,0.036,0.040,0.046,0.052,0.058,0.075,0.085,0.110,0.129,0.147,0.189,0.218,0.247,0.288,0.324,0.381,0.402,0.411,0.431,0.438,0.450,0.456,0.456,0.456,0.456,0.456,0.456,0.456,NPgN
CRAMLINGTON T1 T3,0.002,0.017,0.033,0.033,0.038,0.062,0.066,0.071,0.085,0.096,0.104,0.157,0.195,0.286,0.366,0.432,0.582,0.690,0.793,0.936,1.062,1.266,1.341,1.369,1.453,1.476,1.520,1.542,1.542,1.542,1.542,1.542,1.542,1.542,NPgN
CRAMLINGTON T2 T4,0.001,0.020,0.039,0.039,0.046,0.069,0.073,0.079,0.094,0.106,0.116,0.168,0.204,0.292,0.367,0.429,0.574,0.677,0.776,0.913,1.034,1.230,1.302,1.330,1.409,1.431,1.473,1.494,1.494,1.494,1.494,1.495,1.495,1.495,NPgN
DARLEY,0.001,0.028,0.057,0.057,0.066,0.084,0.089,0.098,0.113,0.130,0.144,0.185,0.209,0.266,0.312,0.353,0.449,0.518,0.585,0.678,0.762,0.893,0.942,0.962,1.013,1.028,1.056,1.070,1.070,1.070,1.070,1.070,1.071,1.071,NPgN
DARLINGTON 132/6KV,0.001,0.019,0.039,0.039,0.045,0.065,0.072,0.078,0.091,0.106,0.115,0.162,0.193,0.267,0.331,0.384,0.506,0.595,0.679,0.795,0.899,1.065,1.126,1.150,1.221,1.240,1.275,1.293,1.293,1.294,1.294,1.294,1.294,1.294,NPgN
DARLINGTON 33/11KV,0.002,0.040,0.086,0.086,0.101,0.139,0.158,0.172,0.200,0.236,0.259,0.353,0.414,0.551,0.678,0.777,1.007,1.179,1.339,1.561,1.761,2.075,2.191,2.239,2.380,2.417,2.484,2.518,2.518,2.519,2.519,2.519,2.520,2.520,NPgN
DARLINGTON CENTRAL 33/11KV,0.001,0.010,0.020,0.020,0.023,0.038,0.042,0.045,0.053,0.061,0.066,0.101,0.126,0.185,0.238,0.280,0.378,0.449,0.516,0.608,0.690,0.823,0.872,0.890,0.947,0.961,0.990,1.004,1.004,1.004,1.004,1.004,1.005,1.005,NPgN
DARLINGTON EAST,0.002,0.032,0.064,0.064,0.075,0.104,0.113,0.123,0.143,0.166,0.181,0.249,0.293,0.398,0.487,0.562,0.736,0.862,0.982,1.148,1.297,1.533,1.621,1.656,1.753,1.780,1.831,1.856,1.856,1.857,1.857,1.857,1.857,1.857,NPgN
DARLINGTON WEST,0.003,0.023,0.045,0.045,0.052,0.097,0.105,0.112,0.135,0.151,0.161,0.263,0.338,0.518,0.678,0.808,1.104,1.317,1.519,1.799,2.044,2.447,2.594,2.649,2.815,2.860,2.946,2.990,2.990,2.990,2.990,2.990,2.990,2.990,NPgN
DENWICK,0.004,0.098,0.198,0.198,0.232,0.314,0.338,0.369,0.429,0.495,0.543,0.736,0.857,1.149,1.396,1.606,2.092,2.442,2.779,3.244,3.663,4.323,4.569,4.667,4.935,5.011,5.152,5.223,5.223,5.225,5.225,5.225,5.226,5.226,NPgN
DUNSTON 66/11KV,0.001,0.023,0.048,0.048,0.055,0.080,0.091,0.098,0.115,0.135,0.147,0.207,0.248,0.341,0.426,0.493,0.649,0.763,0.871,1.019,1.152,1.364,1.442,1.473,1.567,1.591,1.637,1.659,1.659,1.660,1.660,1.660,1.660,1.660,NPgN
DUNSTON 66/20KV,0.003,0.026,0.053,0.052,0.061,0.105,0.115,0.123,0.148,0.167,0.180,0.282,0.356,0.533,0.690,0.818,1.109,1.319,1.518,1.794,2.037,2.433,2.578,2.632,2.798,2.842,2.927,2.970,2.970,2.970,2.970,2.970,2.971,2.971,NPgN
DURHAM EAST,0.002,0.027,0.058,0.058,0.067,0.097,0.111,0.121,0.142,0.167,0.182,0.256,0.305,0.416,0.519,0.599,0.785,0.923,1.052,1.230,1.389,1.642,1.736,1.773,1.888,1.917,1.972,1.999,1.999,2.000,2.000,2.000,2.000,2.000,NPgN
EASTFIELD,0.003,0.427,0.459,0.459,0.470,0.516,0.527,0.537,0.563,0.586,0.602,0.709,0.784,0.965,1.124,1.255,1.554,1.769,1.974,2.258,2.508,2.915,3.063,3.120,3.288,3.333,3.421,3.464,3.464,3.465,3.465,3.465,3.465,3.465,NPgN
EASTGATE CEMENT,0.001,0.025,0.051,0.051,0.060,0.076,0.081,0.089,0.103,0.119,0.131,0.169,0.190,0.241,0.283,0.319,0.406,0.467,0.528,0.611,0.687,0.804,0.848,0.867,0.912,0.926,0.951,0.964,0.964,0.964,0.964,0.964,0.964,0.964,NPgN
EDUCATIONAL PRECINCT,0.001,0.024,0.051,0.051,0.060,0.085,0.098,0.106,0.124,0.146,0.160,0.221,0.262,0.354,0.439,0.505,0.659,0.773,0.879,1.027,1.159,1.368,1.446,1.477,1.572,1.596,1.641,1.663,1.663,1.664,1.664,1.664,1.664,1.664,NPgN
ELVINGTON,0.001,0.028,0.056,0.056,0.065,0.080,0.085,0.094,0.107,0.125,0.139,0.172,0.190,0.232,0.265,0.296,0.368,0.419,0.470,0.540,0.605,0.703,0.740,0.757,0.794,0.806,0.827,0.837,0.837,0.838,0.838,0.838,0.838,0.838,NPgN
FARADAY STREET,0.003,0.041,0.086,0.086,0.100,0.152,0.172,0.186,0.219,0.254,0.277,0.402,0.489,0.691,0.873,1.019,1.353,1.598,1.828,2.147,2.431,2.885,3.053,3.118,3.318,3.369,3.467,3.516,3.516,3.517,3.517,3.517,3.518,3.518,NPgN
FAWDON T1,0.002,0.016,0.032,0.032,0.037,0.063,0.069,0.074,0.088,0.099,0.107,0.168,0.212,0.319,0.413,0.490,0.666,0.792,0.912,1.079,1.225,1.464,1.551,1.584,1.682,1.709,1.760,1.786,1.786,1.786,1.786,1.786,1.786,1.786,NPgN
FISHBURN,0.004,0.040,0.080,0.080,0.092,0.150,0.162,0.174,0.207,0.234,0.253,0.385,0.477,0.702,0.898,1.060,1.429,1.695,1.948,2.299,2.608,3.111,3.294,3.364,3.571,3.627,3.735,3.789,3.789,3.789,3.789,3.790,3.790,3.790,NPgN
FLATWORTH CENTRAL,0.001,0.024,0.050,0.050,0.058,0.084,0.092,0.100,0.117,0.135,0.147,0.207,0.247,0.340,0.422,0.490,0.645,0.758,0.865,1.014,1.146,1.357,1.435,1.466,1.556,1.580,1.625,1.648,1.648,1.648,1.648,1.648,1.648,1.648,NPgN
FOSS ISLANDS,0.003,0.054,0.115,0.115,0.134,0.188,0.216,0.235,0.274,0.323,0.354,0.490,0.579,0.782,0.968,1.114,1.452,1.704,1.938,2.263,2.554,3.014,3.185,3.254,3.465,3.518,3.616,3.666,3.666,3.667,3.667,3.668,3.668,3.668,NPgN
FOSSWAY 33/11KV,0.003,0.036,0.075,0.075,0.087,0.137,0.153,0.165,0.195,0.224,0.243,0.363,0.446,0.643,0.820,0.962,1.287,1.525,1.748,2.058,2.332,2.775,2.938,3.000,3.190,3.240,3.335,3.383,3.383,3.384,3.384,3.384,3.384,3.384,NPgN
FOURSTONES 20KV,0.003,0.081,0.163,0.163,0.190,0.248,0.264,0.290,0.336,0.388,0.427,0.561,0.641,0.837,0.997,1.137,1.463,1.696,1.923,2.236,2.520,2.963,3.128,3.196,3.371,3.422,3.517,3.564,3.564,3.566,3.566,3.566,3.567,3.567,NPgN
FYLANDS BRIDGE,0.004,0.040,0.079,0.079,0.092,0.148,0.158,0.170,0.202,0.229,0.247,0.374,0.463,0.678,0.866,1.021,1.376,1.630,1.873,2.210,2.507,2.989,3.166,3.233,3.430,3.484,3.587,3.639,3.639,3.640,3.640,3.640,3.641,3.641,NPgN
GALE LANE,0.003,0.014,0.027,0.027,0.031,0.067,0.072,0.076,0.093,0.102,0.108,0.190,0.252,0.402,0.534,0.642,0.888,1.064,1.231,1.462,1.664,1.998,2.119,2.163,2.301,2.338,2.409,2.445,2.445,2.445,2.445,2.445,2.445,2.445,NPgN
GARWOOD STREET,0.003,0.040,0.086,0.086,0.100,0.143,0.162,0.176,0.206,0.241,0.264,0.369,0.440,0.601,0.748,0.864,1.134,1.332,1.519,1.776,2.007,2.373,2.509,2.563,2.726,2.768,2.847,2.886,2.886,2.887,2.887,2.888,2.888,2.888,NPgN
GATESHEAD CENTRAL,0.001,0.022,0.047,0.047,0.055,0.075,0.085,0.093,0.108,0.128,0.141,0.190,0.222,0.293,0.359,0.410,0.529,0.618,0.701,0.816,0.919,1.082,1.142,1.167,1.242,1.261,1.295,1.313,1.313,1.313,1.313,1.314,1.314,1.314,NPgN
GATESHEAD EAST,0.000,0.008,0.016,0.016,0.019,0.022,0.025,0.027,0.031,0.037,0.041,0.050,0.055,0.067,0.077,0.085,0.104,0.119,0.133,0.152,0.170,0.197,0.207,0.212,0.223,0.226,0.232,0.235,0.235,0.235,0.235,0.235,0.235,0.235,NPgN
GOSFORTH 33/11KV,0.001,0.017,0.036,0.036,0.042,0.060,0.068,0.074,0.087,0.101,0.111,0.155,0.184,0.251,0.312,0.360,0.472,0.555,0.632,0.739,0.835,0.987,1.043,1.066,1.133,1.151,1.183,1.200,1.200,1.200,1.200,1.200,1.200,1.200,NPgN
GRANGETOWN,0.003,0.031,0.063,0.063,0.073,0.123,0.135,0.144,0.172,0.195,0.210,0.327,0.410,0.610,0.787,0.932,1.261,1.499,1.725,2.037,2.312,2.760,2.924,2.986,3.174,3.224,3.320,3.368,3.368,3.368,3.368,3.369,3.369,3.369,NPgN
GREATHAM,0.000,0.014,0.030,0.030,0.035,0.043,0.047,0.052,0.059,0.070,0.077,0.096,0.106,0.129,0.149,0.166,0.205,0.234,0.262,0.301,0.337,0.391,0.412,0.421,0.444,0.450,0.462,0.468,0.468,0.468,0.468,0.468,0.468,0.468,NPgN
GUISBOROUGH T1 T2,0.004,0.057,0.113,0.113,0.132,0.204,0.218,0.235,0.278,0.315,0.341,0.505,0.618,0.893,1.129,1.327,1.779,2.104,2.414,2.844,3.224,3.840,4.065,4.152,4.401,4.470,4.602,4.668,4.668,4.669,4.669,4.669,4.670,4.670,NPgN
HARLOW GREEN,0.003,0.022,0.045,0.045,0.052,0.099,0.108,0.115,0.139,0.155,0.166,0.275,0.355,0.550,0.723,0.863,1.182,1.412,1.630,1.931,2.195,2.630,2.787,2.846,3.027,3.075,3.168,3.214,3.214,3.215,3.215,3.215,3.215,3.215,NPgN
HARMIRE BRIDGE,0.002,0.075,0.150,0.150,0.175,0.222,0.235,0.259,0.298,0.345,0.381,0.489,0.550,0.700,0.819,0.926,1.178,1.356,1.532,1.774,1.996,2.336,2.464,2.518,2.650,2.690,2.762,2.799,2.799,2.800,2.800,2.801,2.801,2.801,NPgN
HARRATON,0.002,0.039,0.079,0.079,0.092,0.129,0.138,0.150,0.176,0.202,0.221,0.307,0.363,0.499,0.615,0.712,0.938,1.099,1.255,1.470,1.662,1.968,2.081,2.126,2.250,2.285,2.351,2.383,2.383,2.384,2.384,2.384,2.385,2.385,NPgN
HARROGATE 132/11KV,0.006,0.074,0.152,0.152,0.177,0.269,0.297,0.321,0.379,0.435,0.474,0.690,0.839,1.191,1.504,1.757,2.340,2.764,3.165,3.720,4.213,5.006,5.298,5.411,5.747,5.837,6.007,6.092,6.092,6.094,6.094,6.094,6.095,6.095,NPgN
HARROGATE WEST,0.001,0.023,0.049,0.049,0.058,0.082,0.093,0.101,0.118,0.138,0.151,0.211,0.251,0.343,0.426,0.493,0.646,0.760,0.866,1.013,1.144,1.353,1.431,1.462,1.554,1.578,1.623,1.645,1.645,1.646,1.646,1.646,1.646,1.646,NPgN
HARTMOOR 66/20KV,0.004,0.051,0.104,0.104,0.121,0.187,0.205,0.221,0.261,0.298,0.324,0.477,0.584,0.838,1.062,1.245,1.665,1.968,2.257,2.656,3.010,3.581,3.790,3.871,4.109,4.174,4.296,4.357,4.357,4.358,4.358,4.359,4.359,4.359,NPgN
HAWTHORN PIT,0.005,0.047,0.093,0.093,0.108,0.179,0.193,0.207,0.247,0.279,0.301,0.464,0.580,0.861,1.107,1.309,1.770,2.103,2.418,2.856,3.241,3.869,4.098,4.185,4.444,4.514,4.648,4.715,4.715,4.716,4.716,4.717,4.717,4.717,NPgN
HAXBY ROAD T2 T3,0.003,0.023,0.045,0.045,0.052,0.097,0.104,0.111,0.134,0.149,0.159,0.261,0.336,0.519,0.680,0.811,1.111,1.326,1.530,1.813,2.061,2.469,2.617,2.672,2.839,2.884,2.972,3.015,3.015,3.016,3.016,3.016,3.016,3.016,NPgN
HEBBURN,0.001,0.014,0.028,0.028,0.032,0.043,0.047,0.052,0.060,0.070,0.077,0.102,0.117,0.154,0.186,0.212,0.273,0.317,0.360,0.418,0.471,0.554,0.585,0.598,0.633,0.643,0.660,0.669,0.669,0.670,0.670,0.670,0.670,0.670,NPgN
HEBBURN WEST,0.000,0.002,0.004,0.004,0.004,0.007,0.008,0.008,0.010,0.011,0.012,0.019,0.023,0.034,0.044,0.052,0.071,0.084,0.096,0.114,0.129,0.154,0.163,0.167,0.177,0.180,0.185,0.188,0.188,0.188,0.188,0.188,0.188,0.188,NPgN
HEDWORTH,0.002,0.017,0.034,0.034,0.040,0.071,0.077,0.082,0.099,0.110,0.118,0.190,0.242,0.369,0.480,0.572,0.780,0.929,1.071,1.268,1.441,1.724,1.827,1.866,1.982,2.013,2.074,2.104,2.104,2.104,2.104,2.105,2.105,2.105,NPgN
HEIGHINGTON,0.000,0.007,0.014,0.014,0.016,0.018,0.020,0.022,0.025,0.029,0.033,0.038,0.039,0.042,0.044,0.046,0.051,0.055,0.060,0.066,0.072,0.080,0.083,0.085,0.088,0.089,0.090,0.091,0.091,0.091,0.091,0.091,0.091,0.091,NPgN
HEXHAM,0.002,0.057,0.114,0.114,0.133,0.179,0.191,0.209,0.242,0.279,0.306,0.412,0.478,0.639,0.772,0.887,1.155,1.346,1.531,1.787,2.017,2.380,2.515,2.570,2.714,2.755,2.833,2.872,2.872,2.873,2.873,2.873,2.874,2.874,NPgN
HIGH BARMSTON,0.002,0.033,0.067,0.067,0.078,0.113,0.123,0.133,0.156,0.180,0.196,0.278,0.332,0.462,0.575,0.669,0.885,1.041,1.189,1.395,1.579,1.872,1.980,2.023,2.144,2.177,2.240,2.271,2.271,2.272,2.272,2.272,2.273,2.273,NPgN
HIGH FLATTS,0.004,0.030,0.061,0.061,0.071,0.124,0.137,0.146,0.175,0.198,0.213,0.336,0.426,0.639,0.829,0.983,1.335,1.589,1.829,2.162,2.455,2.933,3.107,3.173,3.374,3.427,3.530,3.581,3.581,3.582,3.582,3.582,3.582,3.582,NPgN
HOUGHTON,0.003,0.035,0.070,0.070,0.081,0.130,0.140,0.150,0.179,0.202,0.219,0.331,0.410,0.601,0.768,0.906,1.221,1.447,1.663,1.962,2.225,2.654,2.810,2.870,3.046,3.094,3.185,3.231,3.231,3.232,3.232,3.232,3.232,3.232,NPgN
HOWDON,0.001,0.010,0.021,0.021,0.024,0.037,0.041,0.045,0.053,0.060,0.065,0.097,0.118,0.170,0.215,0.252,0.338,0.399,0.458,0.539,0.610,0.726,0.769,0.785,0.834,0.847,0.872,0.884,0.884,0.884,0.884,0.884,0.884,0.884,NPgN
HUNTINGTON NEW LANE,0.002,0.032,0.064,0.064,0.074,0.111,0.119,0.129,0.151,0.172,0.187,0.272,0.330,0.470,0.590,0.690,0.922,1.087,1.246,1.465,1.660,1.974,2.089,2.134,2.261,2.297,2.364,2.398,2.398,2.398,2.398,2.398,2.399,2.399,NPgN
HUSTHWAITE 33/11KV,0.003,0.069,0.136,0.135,0.158,0.210,0.221,0.242,0.281,0.322,0.354,0.472,0.544,0.721,0.866,0.993,1.288,1.498,1.703,1.986,2.240,2.641,2.790,2.851,3.006,3.052,3.137,3.180,3.180,3.181,3.181,3.182,3.182,3.182,NPgN
JARROW,0.001,0.013,0.026,0.026,0.030,0.041,0.044,0.048,0.056,0.065,0.071,0.097,0.113,0.151,0.184,0.211,0.274,0.320,0.364,0.425,0.480,0.566,0.598,0.611,0.647,0.657,0.675,0.684,0.684,0.684,0.684,0.685,0.685,0.685,NPgN
KENTON,0.002,0.017,0.034,0.034,0.039,0.073,0.080,0.085,0.103,0.116,0.124,0.202,0.260,0.400,0.525,0.625,0.854,1.020,1.177,1.393,1.584,1.895,2.009,2.051,2.182,2.216,2.283,2.317,2.317,2.317,2.317,2.317,2.317,2.317,NPgN
KIELDER,0.000,0.008,0.017,0.017,0.020,0.024,0.025,0.028,0.032,0.037,0.041,0.051,0.057,0.069,0.079,0.088,0.110,0.126,0.141,0.162,0.182,0.211,0.223,0.228,0.239,0.242,0.248,0.252,0.252,0.252,0.252,0.252,0.252,0.252,NPgN
KILLINGWORTH,0.002,0.021,0.042,0.042,0.048,0.080,0.087,0.093,0.111,0.125,0.135,0.208,0.260,0.387,0.497,0.588,0.796,0.945,1.087,1.284,1.458,1.740,1.843,1.882,1.999,2.030,2.091,2.121,2.121,2.122,2.122,2.122,2.122,2.122,NPgN
