Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,0.000,0.251,0.455,0.530,0.610,0.750,0.839,0.931,1.033,1.151,1.275,1.402,1.541,1.704,1.887,2.010,2.131,2.265,2.385,2.504,2.624,2.741,2.863,2.983,3.087,3.189,3.287,3.377,3.455,3.515,3.546,3.547,3.546,3.542,NPgN
AMBERTON ROAD,1.900,2.367,2.747,2.887,3.035,3.298,3.463,3.635,3.824,4.043,4.275,4.512,4.771,5.074,5.414,5.643,5.868,6.118,6.342,6.561,6.785,7.003,7.230,7.453,7.647,7.836,8.018,8.186,8.331,8.443,8.500,8.502,8.499,8.492,NPgN
ANNFIELD 66/20KV,0.000,0.404,0.732,0.853,0.981,1.208,1.351,1.499,1.663,1.852,2.053,2.258,2.482,2.745,3.038,3.237,3.432,3.647,3.842,4.032,4.225,4.414,4.611,4.804,4.972,5.136,5.293,5.438,5.564,5.661,5.711,5.713,5.711,5.705,NPgN
ASHINGTON,0.950,1.411,1.787,1.925,2.072,2.331,2.495,2.664,2.851,3.068,3.297,3.532,3.787,4.088,4.424,4.650,4.873,5.120,5.341,5.559,5.779,5.996,6.220,6.441,6.633,6.820,7.000,7.166,7.310,7.421,7.478,7.479,7.477,7.470,NPgN
AYCLIFFE FORREST,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NPgN
AYCLIFFE INDUSTRIAL,0.000,0.156,0.284,0.331,0.380,0.468,0.524,0.581,0.645,0.718,0.796,0.875,0.962,1.063,1.177,1.254,1.329,1.412,1.487,1.561,1.635,1.709,1.784,1.859,1.924,1.987,2.048,2.104,2.153,2.190,2.209,2.210,2.209,2.206,NPgN
BARDEN FRIAR,0.000,0.042,0.077,0.089,0.103,0.127,0.142,0.157,0.174,0.194,0.215,0.237,0.260,0.287,0.318,0.339,0.359,0.382,0.402,0.422,0.442,0.462,0.482,0.503,0.520,0.537,0.554,0.569,0.582,0.592,0.597,0.597,0.597,0.596,NPgN
BEDALE,1.425,1.754,2.022,2.121,2.226,2.411,2.527,2.648,2.782,2.936,3.100,3.267,3.449,3.663,3.902,4.063,4.222,4.397,4.555,4.709,4.866,5.020,5.180,5.337,5.473,5.606,5.734,5.852,5.954,6.033,6.073,6.074,6.071,6.066,NPgN
BELMONT,0.000,0.366,0.664,0.773,0.890,1.095,1.225,1.360,1.508,1.680,1.862,2.047,2.250,2.488,2.754,2.933,3.110,3.305,3.480,3.652,3.827,3.999,4.176,4.351,4.503,4.651,4.793,4.925,5.039,5.126,5.171,5.172,5.169,5.164,NPgN
BENSHAM,0.000,0.214,0.389,0.453,0.521,0.642,0.717,0.796,0.883,0.984,1.090,1.199,1.318,1.457,1.613,1.718,1.822,1.936,2.039,2.140,2.243,2.343,2.447,2.550,2.639,2.726,2.809,2.887,2.953,3.005,3.031,3.032,3.031,3.028,NPgN
