Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,18.822,18.381,18.288,18.206,18.169,18.252,18.460,18.763,19.075,19.433,19.826,20.270,20.906,23.099,25.191,27.154,29.148,31.113,33.223,35.250,37.055,38.779,40.390,41.926,43.374,44.787,46.163,47.398,47.446,47.436,47.456,47.426,47.373,47.313,NPgN
AMBERTON ROAD,21.832,21.853,21.643,21.451,21.290,21.172,21.037,20.964,21.034,21.085,21.159,21.251,21.367,22.175,22.953,23.663,24.389,25.130,25.907,26.662,27.353,28.016,28.645,29.245,29.825,30.397,30.959,31.482,31.453,31.404,31.387,31.337,31.273,31.205,NPgN
ANNFIELD 66/20KV,23.376,24.645,24.477,24.333,24.243,24.233,24.325,24.528,24.748,25.002,25.297,25.641,26.168,28.119,29.996,31.761,33.540,35.298,37.201,39.014,40.619,42.143,43.560,44.900,46.146,47.353,48.521,49.613,49.577,49.463,49.368,49.232,49.076,48.912,NPgN
ASHINGTON,21.122,20.762,20.649,20.568,20.534,20.595,20.766,21.044,21.419,21.801,22.226,22.708,23.325,25.100,26.808,28.328,29.940,31.556,33.337,35.029,36.503,37.905,39.203,40.435,41.575,42.679,43.747,44.730,44.846,44.881,44.998,45.018,44.995,44.961,NPgN
AYCLIFFE FORREST,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NPgN
AYCLIFFE INDUSTRIAL,12.994,13.217,13.074,12.940,12.820,12.735,12.627,12.553,12.511,12.473,12.447,12.433,12.454,12.906,13.346,13.773,14.200,14.629,15.071,15.513,15.927,16.330,16.717,17.092,17.466,17.838,18.210,18.548,18.541,18.524,18.507,18.486,18.462,18.436,NPgN
BARDEN FRIAR,0.855,0.853,0.846,0.840,0.835,0.831,0.826,0.825,0.837,0.850,0.866,0.885,0.901,0.922,0.942,0.962,0.983,1.005,1.031,1.056,1.075,1.093,1.109,1.117,1.122,1.127,1.133,1.141,1.147,1.153,1.157,1.161,1.164,1.167,NPgN
BEDALE,18.200,17.828,17.684,17.567,17.479,17.405,17.293,17.236,17.247,17.255,17.276,17.310,17.385,17.760,18.140,18.515,18.888,19.269,19.676,20.077,20.446,20.805,21.151,21.469,21.778,22.087,22.397,22.710,22.772,22.810,22.846,22.878,22.907,22.937,NPgN
BELMONT,22.709,22.873,22.672,22.494,22.360,22.292,22.275,22.355,22.437,22.548,22.691,22.875,23.214,24.572,25.871,27.110,28.345,29.562,30.891,32.160,33.270,34.322,35.297,36.222,37.079,37.908,38.710,39.447,39.392,39.292,39.192,39.077,38.952,38.824,NPgN
BENSHAM,19.416,19.020,18.852,18.699,18.592,18.549,18.555,18.639,18.636,18.677,18.739,18.831,19.105,20.056,20.953,21.794,22.646,23.483,24.425,25.315,26.068,26.765,27.396,27.993,28.527,29.036,29.518,29.953,29.889,29.795,29.708,29.599,29.479,29.355,NPgN
BENTON SQUARE,18.096,17.812,17.739,17.687,17.682,17.771,17.936,18.174,18.386,18.629,18.900,19.211,19.669,21.092,22.448,23.701,24.996,26.293,27.709,29.065,30.258,31.397,32.464,33.491,34.460,35.406,36.329,37.178,37.291,37.367,37.477,37.537,37.574,37.604,NPgN
BENWELL,17.993,17.637,17.517,17.411,17.327,17.282,17.224,17.218,17.298,17.378,17.476,17.591,17.743,18.428,19.085,19.699,20.320,20.943,21.595,22.237,22.830,23.404,23.952,24.476,24.984,25.485,25.979,26.435,26.468,26.487,26.522,26.540,26.550,26.558,NPgN
BILLINGHAM MARSH HOUSE,15.551,15.274,15.232,15.208,15.219,15.344,15.591,15.930,16.205,16.524,16.875,17.269,17.890,19.567,21.180,22.732,24.289,25.812,27.497,29.106,30.495,31.812,33.027,34.182,35.249,36.285,37.288,38.203,38.335,38.403,38.457,38.493,38.515,38.529,NPgN
BILLY MILL,18.420,18.143,18.054,17.986,17.956,17.994,18.081,18.240,18.391,18.570,18.773,19.010,19.372,20.540,21.646,22.683,23.740,24.788,25.932,27.027,27.988,28.906,29.764,30.588,31.356,32.103,32.829,33.490,33.540,33.561,33.596,33.605,33.601,33.593,NPgN
BIRTLEY GROVE 66/11KV,15.613,15.305,15.160,15.028,14.920,14.860,14.822,14.841,14.868,14.909,14.968,15.050,15.213,16.028,16.808,17.554,18.301,19.038,19.832,20.598,21.280,21.924,22.525,23.106,23.656,24.194,24.719,25.201,25.166,25.107,25.051,24.986,24.915,24.843,NPgN
BIRTLEY GROVE 66/20KV,9.648,9.447,9.354,9.269,9.202,9.167,9.141,9.150,9.169,9.197,9.238,9.292,9.394,9.948,10.477,10.981,11.483,11.982,12.515,13.028,13.487,13.923,14.331,14.723,15.093,15.455,15.808,16.133,16.097,16.048,16.002,15.949,15.892,15.833,NPgN
BLAYDON BURN,16.640,16.271,16.166,16.077,16.034,16.086,16.233,16.453,16.571,16.741,16.939,17.173,17.619,19.035,20.375,21.578,22.841,24.105,25.502,26.829,27.979,29.067,30.072,31.025,31.898,32.739,33.548,34.271,34.282,34.250,34.274,34.228,34.153,34.071,NPgN
BLUCHER 33/11KV,15.558,15.246,15.190,15.146,15.128,15.195,15.343,15.564,15.806,16.077,16.374,16.707,17.173,18.797,20.349,21.829,23.308,24.758,26.299,27.788,29.128,30.405,31.601,32.742,33.825,34.884,35.917,36.858,36.887,36.878,36.875,36.853,36.822,36.788,NPgN
BOLDON DOWNHILL,12.333,12.039,11.971,11.917,11.890,11.914,12.014,12.176,12.301,12.458,12.637,12.844,13.187,14.276,15.334,16.348,17.370,18.378,19.481,20.536,21.465,22.351,23.176,23.964,24.697,25.410,26.101,26.737,26.807,26.820,26.832,26.824,26.803,26.776,NPgN
