Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,18.821,18.555,18.536,18.517,18.528,18.610,18.789,19.021,19.374,19.778,20.238,20.777,21.377,22.060,22.659,23.219,23.815,24.417,25.261,26.051,26.661,27.207,27.647,28.062,28.384,28.676,28.934,29.166,29.359,29.518,29.656,29.769,29.860,29.936,NPgN
AMBERTON ROAD,21.832,21.955,21.803,21.665,21.556,21.474,21.438,21.424,21.458,21.522,21.618,21.744,21.900,22.095,22.267,22.428,22.592,22.775,23.035,23.275,23.459,23.625,23.761,23.894,24.000,24.098,24.187,24.268,24.331,24.384,24.432,24.472,24.507,24.537,NPgN
ANNFIELD 66/20KV,23.376,24.792,24.695,24.612,24.572,24.580,24.709,24.926,25.235,25.591,26.014,26.523,27.098,27.765,28.338,28.880,29.461,30.064,30.955,31.779,32.412,32.989,33.464,33.906,34.242,34.543,34.806,35.040,35.222,35.367,35.486,35.578,35.644,35.693,NPgN
ASHINGTON,21.124,20.930,20.896,20.881,20.904,20.984,21.183,21.467,21.851,22.280,22.774,23.360,24.014,24.759,25.403,26.012,26.666,27.339,28.315,29.218,29.916,30.549,31.077,31.573,31.958,32.306,32.614,32.893,33.121,33.309,33.472,33.606,33.713,33.803,NPgN
AYCLIFFE FORREST,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NPgN
AYCLIFFE INDUSTRIAL,12.995,13.267,13.154,13.050,12.961,12.897,12.860,12.830,12.828,12.844,12.878,12.931,12.999,13.088,13.168,13.245,13.326,13.415,13.538,13.657,13.749,13.832,13.900,13.967,14.023,14.074,14.121,14.165,14.202,14.234,14.264,14.291,14.315,14.337,NPgN
BARDEN FRIAR,0.855,0.855,0.850,0.847,0.845,0.844,0.844,0.844,0.846,0.848,0.851,0.854,0.859,0.868,0.877,0.887,0.897,0.909,0.922,0.936,0.949,0.963,0.978,0.993,1.008,1.023,1.038,1.053,1.065,1.077,1.089,1.102,1.114,1.126,NPgN
BEDALE,18.201,17.881,17.783,17.713,17.672,17.643,17.652,17.687,17.746,17.825,17.928,18.055,18.203,18.387,18.559,18.731,18.914,19.114,19.374,19.624,19.844,20.061,20.265,20.469,20.657,20.841,21.020,21.196,21.355,21.510,21.662,21.812,21.958,22.104,NPgN
BELMONT,22.709,22.992,22.853,22.730,22.645,22.602,22.663,22.800,23.006,23.252,23.556,23.932,24.365,24.873,25.309,25.722,26.172,26.642,27.354,28.012,28.515,28.973,29.352,29.705,29.970,30.205,30.408,30.587,30.724,30.831,30.916,30.979,31.019,31.045,NPgN
BENSHAM,19.413,19.138,19.028,18.928,18.860,18.827,18.872,18.975,19.126,19.307,19.531,19.810,20.134,20.514,20.840,21.152,21.495,21.854,22.405,22.916,23.307,23.660,23.952,24.226,24.430,24.611,24.766,24.902,25.007,25.088,25.152,25.198,25.226,25.243,NPgN
BENTON SQUARE,18.095,17.947,17.938,17.944,17.988,18.085,18.273,18.508,18.796,19.123,19.498,19.936,20.421,20.971,21.452,21.908,22.394,22.900,23.611,24.273,24.789,25.260,25.667,26.057,26.373,26.665,26.930,27.177,27.388,27.573,27.741,27.890,28.022,28.143,NPgN
BENWELL,17.993,17.736,17.672,17.620,17.587,17.583,17.612,17.663,17.764,17.890,18.041,18.219,18.417,18.647,18.857,19.059,19.265,19.480,19.755,20.021,20.246,20.458,20.643,20.824,20.985,21.140,21.289,21.430,21.561,21.685,21.806,21.922,22.034,22.143,NPgN
BILLINGHAM MARSH HOUSE,15.545,15.397,15.409,15.430,15.469,15.567,15.755,15.991,16.311,16.672,17.084,17.564,18.096,18.696,19.221,19.718,20.251,20.790,21.547,22.258,22.811,23.311,23.726,24.120,24.433,24.718,24.975,25.209,25.410,25.581,25.734,25.865,25.977,26.077,NPgN
BILLY MILL,18.420,18.275,18.249,18.241,18.264,18.327,18.457,18.631,18.856,19.112,19.406,19.751,20.134,20.567,20.947,21.309,21.699,22.104,22.673,23.205,23.627,24.017,24.357,24.684,24.952,25.201,25.429,25.644,25.831,25.999,26.153,26.294,26.420,26.539,NPgN
BIRTLEY GROVE 66/11KV,15.612,15.384,15.280,15.187,15.114,15.070,15.073,15.104,15.171,15.263,15.383,15.536,15.716,15.931,16.116,16.293,16.485,16.687,16.986,17.266,17.482,17.676,17.837,17.991,18.110,18.218,18.312,18.398,18.466,18.522,18.570,18.609,18.639,18.664,NPgN
BIRTLEY GROVE 66/20KV,9.649,9.495,9.428,9.367,9.324,9.303,9.315,9.349,9.407,9.480,9.575,9.693,9.832,9.998,10.140,10.276,10.422,10.578,10.812,11.028,11.193,11.342,11.466,11.583,11.671,11.751,11.820,11.882,11.929,11.967,11.997,12.021,12.037,12.050,NPgN
