Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,19030.376,18557.119,18294.357,18043.549,17804.228,17575.801,17357.854,17149.989,16951.811,16762.941,16582.991,16411.581,16248.326,16092.845,15944.783,15803.762,15669.409,15541.340,15419.182,15302.554,15191.094,15084.422,14982.164,14883.941,14789.380,14698.109,14609.754,14523.896,14440.248,14358.407,14278.004,14198.671,14120.042,14041.751,NPgN
AMBERTON ROAD,70227.335,68650.543,67669.800,66732.387,65836.839,64981.699,64165.512,63386.828,62644.201,61936.190,61261.356,60618.268,60005.495,59421.612,58865.199,58334.838,57829.116,57346.626,56885.960,56445.720,56024.507,55620.928,55233.594,54861.119,54502.122,54155.225,53819.054,53492.239,53173.412,52861.211,52554.276,52251.253,51950.788,51651.535,NPgN
ANNFIELD 66/20KV,53507.205,52810.439,52061.129,51345.800,50663.139,50011.541,49389.828,48796.880,48231.569,47692.833,47179.519,46690.564,46224.855,45781.302,45358.879,44956.510,44573.129,44207.641,43858.932,43525.954,43207.654,42902.980,42610.847,42330.181,42059.934,41799.046,41546.467,41301.228,41062.129,40828.184,40598.345,40371.566,40146.804,39923.017,NPgN
ASHINGTON,38824.746,38558.198,38150.901,37787.470,37461.497,37157.847,36873.912,36608.697,36360.947,36131.233,35917.321,35719.559,35536.740,35368.265,35215.277,35077.426,34954.502,34845.392,34748.310,34663.359,34590.389,34529.176,34478.466,34437.273,34405.186,34381.517,34365.636,34359.319,34357.425,34360.983,34369.178,34381.175,34396.125,34413.158,NPgN
AYCLIFFE FORREST,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NPgN
AYCLIFFE INDUSTRIAL,30071.592,29681.623,29258.141,28853.376,28466.697,28097.476,27745.083,27408.892,27088.280,26782.625,26491.304,26213.699,25949.194,25697.172,25457.019,25228.124,25009.875,24801.665,24602.887,24412.934,24231.203,24057.092,23890.000,23729.329,23574.481,23424.860,23279.874,23138.928,23001.432,22866.797,22734.435,22603.759,22474.185,22345.130,NPgN
BARDEN FRIAR,2564.206,2557.989,2536.068,2518.075,2502.989,2489.257,2476.798,2465.575,2455.555,2446.360,2438.198,2430.975,2424.555,2419.170,2414.765,2411.415,2409.243,2407.983,2407.736,2408.445,2410.185,2412.963,2416.522,2420.847,2425.841,2431.470,2437.663,2443.885,2450.917,2458.352,2466.133,2474.202,2482.498,2490.959,NPgN
BEDALE,65916.070,64589.577,63961.884,63427.465,62962.999,62535.097,62139.138,61770.723,61429.001,61113.902,60823.693,60562.242,60322.217,60108.405,59919.069,59756.983,59621.077,59510.250,59418.974,59349.601,59303.324,59277.641,59270.211,59279.624,59305.214,59346.210,59400.843,59465.379,59542.329,59628.819,59723.457,59824.811,59931.413,60041.752,NPgN
BELMONT,79650.279,78633.423,77511.208,76438.590,75413.895,74435.454,73501.605,72610.687,71761.046,70951.033,70179.002,69443.314,68742.333,68074.427,67437.970,66831.341,66252.921,65701.099,65174.264,64670.814,64189.149,63727.673,63284.795,62858.930,62448.493,62051.908,61667.600,61294.000,60929.543,60572.666,60221.813,59875.430,59531.969,59189.885,NPgN
BENSHAM,41255.135,40401.383,39824.678,39273.460,38746.867,38244.043,37764.131,37306.281,36869.640,36453.363,36056.602,35678.516,35318.264,34975.008,34647.911,34336.141,34038.866,33755.258,33484.490,33225.737,32978.179,32740.994,32513.366,32294.480,32083.522,31879.681,31682.150,31490.121,31302.789,31119.354,30939.015,30760.973,30584.434,30408.602,NPgN
BENTON SQUARE,33958.719,33629.583,33285.193,32979.489,32707.898,32455.755,32220.997,32002.121,31798.427,31610.595,31437.040,31277.730,31131.979,30999.252,30880.662,30775.496,30682.957,30603.199,30534.718,30477.632,30431.539,30396.304,30370.865,30354.397,30346.230,30345.739,30352.210,30368.971,30389.382,30415.116,30445.463,30479.694,30517.063,30556.805,NPgN
BENWELL,48018.583,47057.994,46527.109,46037.554,45584.688,45157.454,44757.282,44383.386,44035.911,43713.029,43413.800,43133.626,42872.827,42630.878,42408.688,42201.765,42008.995,41831.487,41670.640,41524.036,41388.605,41262.715,41149.440,41049.324,40961.196,40883.527,40815.191,40745.451,40688.898,40638.267,40592.573,40550.816,40511.980,40475.031,NPgN
