Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,0.000,0.251,0.375,0.400,0.404,0.491,0.495,0.535,0.573,0.616,0.661,0.689,0.741,0.800,0.854,0.907,0.931,0.991,1.024,1.078,1.132,1.186,1.240,1.288,1.317,1.345,1.368,1.389,1.408,1.424,1.442,1.461,1.483,1.507,NPgN
AMBERTON ROAD,1.900,2.367,2.598,2.646,2.652,2.815,2.822,2.896,2.967,3.047,3.131,3.184,3.280,3.389,3.490,3.588,3.632,3.745,3.806,3.906,4.006,4.107,4.207,4.295,4.350,4.401,4.443,4.482,4.517,4.547,4.580,4.616,4.656,4.701,NPgN
ANNFIELD 66/20KV,0.000,0.404,0.604,0.645,0.650,0.791,0.797,0.861,0.922,0.992,1.065,1.110,1.194,1.288,1.376,1.461,1.500,1.597,1.650,1.737,1.824,1.911,1.998,2.075,2.122,2.167,2.204,2.238,2.269,2.294,2.324,2.355,2.390,2.429,NPgN
ASHINGTON,0.950,1.411,1.640,1.687,1.693,1.854,1.861,1.934,2.004,2.084,2.167,2.219,2.315,2.422,2.523,2.620,2.664,2.775,2.836,2.935,3.034,3.134,3.233,3.320,3.375,3.426,3.467,3.506,3.541,3.571,3.604,3.640,3.680,3.724,NPgN
AYCLIFFE FORREST,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NPgN
AYCLIFFE INDUSTRIAL,0.000,0.156,0.234,0.250,0.252,0.307,0.309,0.334,0.357,0.384,0.412,0.430,0.462,0.498,0.532,0.565,0.580,0.617,0.638,0.671,0.704,0.738,0.772,0.801,0.819,0.836,0.850,0.863,0.875,0.885,0.896,0.908,0.921,0.936,NPgN
BARDEN FRIAR,0.000,0.042,0.063,0.068,0.068,0.083,0.084,0.090,0.097,0.104,0.112,0.116,0.125,0.135,0.144,0.153,0.157,0.167,0.172,0.181,0.190,0.199,0.208,0.216,0.221,0.226,0.230,0.233,0.236,0.239,0.242,0.245,0.249,0.253,NPgN
BEDALE,1.425,1.754,1.917,1.951,1.955,2.070,2.075,2.127,2.177,2.234,2.293,2.330,2.398,2.474,2.545,2.614,2.645,2.724,2.767,2.837,2.907,2.978,3.048,3.110,3.148,3.184,3.213,3.240,3.265,3.285,3.309,3.334,3.361,3.393,NPgN
BELMONT,0.000,0.366,0.547,0.585,0.590,0.717,0.723,0.780,0.836,0.899,0.965,1.006,1.082,1.166,1.246,1.323,1.357,1.445,1.493,1.571,1.649,1.728,1.807,1.875,1.918,1.958,1.991,2.022,2.049,2.072,2.098,2.126,2.157,2.192,NPgN
BENSHAM,0.000,0.214,0.321,0.342,0.345,0.420,0.423,0.457,0.490,0.527,0.565,0.589,0.634,0.684,0.730,0.775,0.796,0.847,0.875,0.921,0.967,1.014,1.060,1.100,1.126,1.149,1.169,1.186,1.203,1.216,1.232,1.248,1.267,1.287,NPgN
