Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,21,52,58,94,183,372,773,1342,2123,2985,3989,5142,6417,8087,9698,11260,12761,14183,15524,16755,17875,18883,19781,20569,21064,21462,21770,22016,22196,22321,22407,22463,22499,22522,NPgN
AMBERTON ROAD,22,54,61,94,176,346,695,1172,1807,2510,3328,4265,5302,6661,7972,9243,10464,11621,12709,13708,14619,15439,16170,16812,17215,17539,17789,17990,18137,18239,18310,18355,18385,18403,NPgN
ANNFIELD 66/20KV,33,81,91,134,239,448,863,1398,2074,2822,3693,4690,5792,7235,8630,9982,11279,12509,13659,14718,15686,16558,17336,18019,18448,18793,19060,19274,19431,19540,19616,19665,19696,19716,NPgN
ASHINGTON,29,71,80,122,224,433,858,1428,2175,3001,3963,5065,6284,7880,9422,10916,12351,13711,14988,16162,17232,18197,19056,19811,20285,20665,20960,21196,21369,21490,21573,21626,21661,21683,NPgN
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN
AYCLIFFE INDUSTRIAL,19,46,51,72,124,222,408,628,884,1170,1502,1880,2298,2845,3375,3889,4381,4848,5281,5680,6048,6379,6675,6934,7098,7229,7331,7412,7472,7514,7543,7562,7574,7582,NPgN
BARDEN FRIAR,2,3,4,5,8,15,27,41,58,77,99,124,152,189,224,258,291,322,350,377,401,423,443,460,471,480,487,492,496,499,501,502,503,503,NPgN
BEDALE,16,39,44,63,109,200,376,593,856,1148,1489,1877,2307,2870,3414,3941,4447,4926,5373,5785,6163,6503,6806,7073,7240,7375,7479,7563,7624,7667,7697,7716,7729,7736,NPgN
BELMONT,27,67,75,109,192,353,668,1062,1546,2083,2708,3422,4212,5245,6244,7214,8143,9024,9846,10603,11297,11922,12480,12969,13277,13524,13716,13869,13982,14061,14115,14150,14173,14187,NPgN
BENSHAM,20,49,55,82,149,283,552,906,1361,1865,2451,3123,3865,4837,5777,6687,7561,8390,9166,9880,10532,11120,11643,12103,12392,12624,12804,12948,13054,13127,13178,13211,13232,13245,NPgN
BENTON SQUARE,23,57,64,96,177,341,673,1117,1696,2338,3085,3940,4887,6126,7322,8482,9596,10652,11643,12554,13384,14133,14800,15386,15754,16049,16279,16462,16596,16689,16754,16796,16823,16839,NPgN
BENWELL,11,26,29,52,108,234,510,923,1512,2161,2918,3788,4749,6010,7225,8403,9535,10608,11623,12554,13399,14159,14836,15430,15803,16103,16335,16520,16656,16749,16814,16856,16883,16900,NPgN
BILLINGHAM MARSH HOUSE,27,67,75,111,201,379,735,1198,1789,2443,3205,4077,5041,6303,7523,8705,9840,10916,11923,12850,13697,14460,15140,15737,16112,16414,16647,16834,16972,17067,17133,17176,17203,17220,NPgN
BILLY MILL,14,34,38,62,120,243,504,875,1382,1943,2596,3346,4174,5260,6308,7324,8300,9224,10096,10897,11625,12280,12864,13377,13698,13957,14157,14317,14434,14515,14572,14608,14631,14646,NPgN
BIRTLEY GROVE 66/11KV,16,39,43,65,117,222,433,711,1067,1462,1921,2447,3029,3790,4526,5239,5924,6573,7181,7741,8251,8712,9122,9482,9708,9890,10031,10144,10227,10284,10324,10350,10366,10377,NPgN
BIRTLEY GROVE 66/20KV,10,25,28,42,77,146,285,468,704,966,1270,1619,2004,2509,2997,3470,3923,4353,4757,5128,5466,5771,6043,6282,6432,6552,6646,6721,6775,6813,6840,6857,6868,6875,NPgN
BLAYDON BURN,26,64,72,106,189,353,679,1098,1625,2210,2891,3669,4530,5657,6747,7803,8817,9777,10676,11503,12259,12940,13548,14082,14417,14686,14895,15062,15184,15270,15329,15367,15392,15407,NPgN
BLUCHER 33/11KV,16,39,44,71,137,277,572,990,1562,2193,2928,3772,4705,5927,7107,8250,9349,10390,11371,12272,13091,13829,14487,15064,15426,15717,15942,16123,16255,16346,16409,16450,16476,16493,NPgN
BOLDON DOWNHILL,18,44,49,74,136,262,517,856,1299,1789,2360,3013,3736,4682,5596,6482,7333,8139,8896,9592,10226,10798,11308,11755,12036,12262,12437,12577,12680,12751,12800,12832,12853,12866,NPgN
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,9,21,24,33,57,102,186,287,403,532,683,855,1045,1293,1533,1767,1990,2202,2398,2580,2746,2897,3031,3149,3223,3283,3329,3366,3393,3412,3425,3434,3439,3443,NPgN
BOWESFIELD 33/11KV,16,40,45,66,120,228,444,728,1093,1497,1968,2507,3102,3882,4636,5367,6068,6733,7356,7929,8452,8923,9343,9712,9944,10130,10275,10390,10475,10534,10575,10601,10618,10629,NPgN
BOWESFIELD 66/11KV,10,25,28,43,79,153,306,512,785,1086,1437,1839,2284,2867,3429,3975,4499,4995,5461,5890,6280,6632,6946,7221,7394,7533,7641,7727,7790,7834,7864,7884,7896,7904,NPgN
BRANCEPETH,41,101,113,164,289,535,1013,1615,2355,3177,4134,5228,6437,8019,9550,11034,12457,13805,15065,16225,17286,18243,19097,19847,20318,20696,20990,21225,21397,21518,21601,21655,21690,21711,NPgN
BREAMISH STREET,9,21,24,36,67,131,262,442,680,944,1251,1603,1993,2503,2995,3472,3930,4365,4773,5149,5490,5798,6073,6314,6465,6587,6681,6756,6811,6850,6876,6893,6904,6911,NPgN
BRENDA TRADING,23,55,62,99,189,377,772,1324,2072,2898,3861,4966,6187,7788,9332,10829,12267,13629,14913,16092,17164,18130,18991,19747,20221,20602,20897,21133,21306,21426,21509,21563,21597,21619,NPgN
CAMPLESHON ROAD,33,81,91,130,225,408,760,1188,1698,2265,2926,3679,4512,5602,6657,7680,8661,9590,10455,11252,11984,12644,13233,13750,14074,14336,14538,14700,14820,14903,14961,14998,15022,15037,NPgN
CARLEY HILL,29,72,81,121,217,410,794,1294,1931,2637,3459,4400,5440,6802,8117,9393,10618,11778,12864,13864,14778,15600,16334,16979,17383,17709,17961,18162,18310,18413,18485,18531,18560,18579,NPgN
CARLIN HOW T3 T4,16,38,43,70,138,282,588,1026,1630,2296,3073,3964,4950,6242,7488,8696,9857,10957,11994,12947,13812,14592,15287,15896,16279,16586,16824,17015,17154,17250,17317,17360,17388,17406,NPgN
CARR HILL,24,59,66,105,202,405,832,1432,2248,3149,4198,5403,6734,8479,10163,11794,13362,14848,16248,17533,18703,19756,20694,21518,22035,22451,22772,23029,23218,23348,23439,23497,23535,23559,NPgN
CATTERICK CAMP,16,38,43,65,120,232,461,771,1178,1628,2152,2753,3417,4287,5127,5941,6723,7464,8160,8800,9384,9909,10377,10789,11047,11254,11415,11544,11638,11703,11749,11778,11797,11809,NPgN
CLOSE,4,9,10,17,34,71,153,274,445,634,853,1106,1385,1751,2104,2446,2775,3087,3382,3652,3897,4118,4315,4487,4596,4683,4750,4804,4843,4871,4889,4902,4909,4914,NPgN
CONEYTHORPE,19,46,51,73,126,227,420,654,930,1236,1593,2001,2451,3040,3610,4163,4693,5195,5662,6093,6488,6845,7163,7442,7618,7759,7869,7956,8021,8066,8097,8117,8130,8139,NPgN
CONSETT,31,76,85,129,236,454,897,1488,2260,3114,4108,5247,6507,8156,9749,11294,12777,14182,15501,16714,17820,18816,19704,20484,20974,21368,21673,21916,22095,22220,22306,22361,22397,22419,NPgN
CORPORATION STREET,2,5,6,12,27,61,138,258,434,627,852,1112,1398,1774,2136,2487,2825,3145,3448,3726,3978,4204,4406,4583,4694,4783,4853,4908,4948,4976,4995,5007,5016,5021,NPgN
COWTON,3,6,6,9,15,27,50,79,115,154,199,251,309,384,457,528,596,660,720,775,826,871,912,948,970,988,1002,1014,1022,1027,1031,1034,1036,1037,NPgN
CRAMLINGTON T1 T3,8,20,22,33,61,116,229,379,573,788,1039,1326,1644,2060,2461,2851,3225,3579,3911,4217,4496,4747,4971,5168,5291,5390,5467,5529,5574,5605,5627,5641,5650,5655,NPgN
CRAMLINGTON T2 T4,8,18,21,31,56,107,211,348,527,725,956,1220,1512,1894,2264,2622,2966,3292,3597,3878,4135,4366,4572,4753,4866,4958,5028,5085,5126,5155,5175,5188,5196,5202,NPgN
DARLEY,8,18,20,28,49,88,164,255,364,484,625,785,962,1194,1418,1635,1844,2041,2225,2394,2550,2690,2815,2925,2994,3050,3093,3127,3153,3170,3183,3190,3196,3199,NPgN
DARLINGTON 132/6KV,16,39,43,62,106,192,356,554,787,1047,1349,1693,2075,2573,3056,3524,3972,4397,4793,5157,5492,5794,6063,6300,6448,6568,6660,6735,6789,6827,6854,6871,6882,6889,NPgN
DARLINGTON 33/11KV,26,63,71,102,178,325,609,960,1384,1856,2405,3031,3724,4630,5507,6358,7173,7946,8666,9330,9938,10486,10976,11405,11675,11892,12061,12195,12294,12364,12412,12442,12462,12475,NPgN
DARLINGTON CENTRAL 33/11KV,13,32,36,51,89,160,297,463,659,878,1132,1422,1743,2162,2568,2962,3340,3698,4031,4337,4619,4873,5100,5299,5424,5524,5602,5665,5711,5743,5765,5780,5789,5795,NPgN
DARLINGTON EAST,24,60,67,95,162,290,532,816,1143,1508,1933,2416,2951,3650,4327,4984,5614,6210,6763,7273,7743,8166,8545,8877,9085,9253,9383,9488,9565,9618,9656,9680,9695,9705,NPgN
DARLINGTON WEST,30,73,82,121,217,406,782,1266,1876,2553,3341,4242,5239,6543,7804,9027,10200,11312,12352,13309,14185,14973,15677,16294,16682,16994,17235,17429,17571,17669,17738,17782,17811,17828,NPgN
DENWICK,77,191,215,293,479,814,1402,2002,2572,3214,3961,4803,5734,6949,8131,9280,10375,11413,12354,13229,14047,14785,15448,16029,16395,16690,16919,17103,17240,17337,17404,17447,17475,17493,NPgN
DUNSTON 66/11KV,12,29,32,49,90,175,347,581,889,1229,1625,2080,2582,3240,3875,4491,5083,5643,6170,6654,7095,7492,7846,8157,8353,8510,8631,8728,8800,8849,8883,8905,8920,8929,NPgN
DUNSTON 66/20KV,24,59,66,100,184,356,705,1174,1789,2469,3261,4169,5172,6487,7756,8986,10168,11288,12339,13306,14187,14981,15689,16310,16700,17014,17257,17451,17593,17692,17761,17805,17834,17851,NPgN
DURHAM EAST,18,44,49,71,124,226,424,668,964,1292,1675,2111,2594,3226,3837,4429,4998,5536,6038,6500,6924,7306,7647,7947,8135,8286,8404,8497,8567,8615,8648,8670,8683,8692,NPgN
EASTFIELD,38,93,104,147,251,449,821,1258,1761,2321,2972,3714,4535,5608,6647,7656,8621,9536,10385,11168,11889,12538,13119,13629,13949,14206,14406,14566,14684,14767,14824,14861,14885,14900,NPgN
EASTGATE CEMENT,6,14,15,23,41,77,150,247,371,509,670,853,1056,1322,1579,1829,2068,2294,2507,2702,2881,3041,3185,3311,3390,3453,3502,3542,3571,3591,3605,3613,3619,3623,NPgN
EDUCATIONAL PRECINCT,13,32,36,54,98,187,365,601,904,1240,1632,2080,2575,3224,3851,4459,5042,5595,6113,6590,7025,7417,7767,8073,8266,8421,8541,8637,8708,8756,8790,8812,8826,8835,NPgN
ELVINGTON,10,24,27,37,61,104,182,265,350,445,555,680,818,998,1174,1344,1506,1660,1801,1932,2053,2163,2261,2347,2401,2445,2478,2506,2526,2540,2550,2556,2560,2563,NPgN
FARADAY STREET,15,37,42,69,139,289,610,1077,1728,2446,3282,4243,5306,6698,8041,9342,10593,11779,12898,13925,14858,15698,16446,17103,17516,17847,18103,18308,18458,18562,18634,18680,18710,18729,NPgN
FAWDON T1,19,46,51,75,134,250,480,775,1144,1553,2030,2575,3178,3967,4730,5470,6180,6852,7481,8060,8590,9067,9492,9866,10101,10289,10436,10553,10639,10698,10740,10766,10784,10795,NPgN
FISHBURN,21,52,59,91,171,336,677,1147,1775,2468,3276,4203,5227,6569,7865,9121,10327,11470,12545,13533,14432,15243,15965,16599,16997,17317,17565,17763,17908,18009,18078,18123,18152,18171,NPgN
FLATWORTH CENTRAL,8,18,21,34,66,136,284,498,793,1120,1500,1936,2418,3050,3660,4251,4819,5357,5865,6331,6755,7137,7476,7775,7962,8112,8229,8322,8390,8437,8470,8491,8505,8513,NPgN
FOSS ISLANDS,54,132,149,206,344,600,1066,1580,2127,2740,3452,4261,5155,6323,7456,8557,9609,10606,11523,12371,13156,13864,14498,15055,15405,15686,15905,16080,16210,16301,16364,16405,16431,16448,NPgN
FOSSWAY 33/11KV,21,52,58,91,174,348,710,1217,1901,2657,3537,4547,5665,7128,8540,9909,11224,12470,13644,14722,15703,16586,17373,18065,18498,18847,19117,19333,19491,19600,19676,19725,19757,19777,NPgN
FOURSTONES 20KV,24,59,66,94,163,296,551,860,1229,1639,2117,2661,3263,4051,4813,5553,6261,6933,7558,8134,8663,9140,9565,9939,10174,10362,10509,10626,10712,10772,10814,10841,10858,10869,NPgN
