Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,85751.646,83734.394,83302.279,82903.699,82671.787,82848.951,83586.066,84771.377,86286.182,87949.960,89883.566,92182.551,94795.708,97780.529,100344.812,102735.552,105307.616,107910.397,117281.862,126284.330,134325.162,141986.903,149130.370,156122.099,162668.686,169015.759,175154.522,181125.212,186803.838,192170.961,197362.415,202368.530,206847.605,206453.736,NPgN
AMBERTON ROAD,121980.639,119255.163,118231.325,117315.505,116588.269,116198.100,116415.486,117106.171,118093.837,119231.657,120712.714,122561.245,124749.936,127304.180,129451.572,131454.412,133599.990,135858.803,144562.195,152868.503,160190.935,167139.202,173594.760,179895.168,185741.371,191359.218,196767.034,202002.548,206949.597,211595.492,216060.219,220330.600,224163.367,223417.351,NPgN
ANNFIELD 66/20KV,108726.655,106791.572,106024.859,105357.778,104893.027,104708.118,105201.175,106196.466,107486.410,108930.794,110731.419,112922.192,115439.986,118350.202,120788.511,123071.130,125537.856,128102.531,137503.085,146471.283,154436.743,162039.246,169116.779,175980.644,182328.959,188419.431,194286.431,199966.674,205304.472,210275.935,215034.519,219566.300,223673.232,222962.640,NPgN
ASHINGTON,100526.464,98802.401,98277.909,97884.501,97695.432,97884.151,98795.039,100307.727,102191.563,104214.990,106609.553,109481.179,112743.432,116466.885,119616.932,122575.611,125787.715,129087.845,139653.324,149706.008,158525.439,166896.508,174649.952,182191.090,189113.597,195761.905,202142.540,208307.832,214087.491,219461.783,224602.096,229491.127,233864.065,233306.560,NPgN
AYCLIFFE FORREST,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NPgN
AYCLIFFE INDUSTRIAL,50248.657,49410.678,48993.267,48610.318,48308.264,48187.221,48339.073,48680.565,49069.751,49517.513,50094.139,50826.156,51690.276,52708.261,53553.042,54343.276,55211.681,56115.423,59474.056,62685.069,65501.217,68174.948,70653.375,73083.229,75331.917,77501.594,79590.573,81615.522,83535.629,85348.610,87097.230,88776.678,90273.424,90052.047,NPgN
BARDEN FRIAR,2874.423,2862.822,2842.712,2827.353,2824.879,2835.949,2870.366,2927.475,2991.008,3058.258,3211.804,3385.449,3555.591,3752.040,3920.532,4090.255,4271.141,4478.976,4806.632,5103.978,5358.326,5601.151,5827.043,6046.601,6244.589,6372.672,6518.028,6669.948,6802.358,6933.396,7052.419,7162.555,7249.011,7277.032,NPgN
BEDALE,87989.116,86188.686,85579.007,85102.034,84787.523,84565.349,84763.838,85288.586,85982.008,86760.400,87845.992,89184.393,90697.656,92468.928,93965.721,95402.129,96971.581,98644.384,103125.819,107361.695,111036.314,114539.416,117781.822,120943.065,123822.469,126502.785,129109.921,131648.006,134028.080,136274.306,138425.747,140478.274,142412.225,142459.468,NPgN
BELMONT,119899.062,118020.086,116898.715,115872.030,115030.629,114422.101,114354.176,114687.959,115222.525,115887.763,116824.276,118074.082,119587.743,121410.868,122897.995,124283.819,125827.274,127452.694,133867.995,139979.418,145345.000,150452.772,155183.663,159780.487,164005.006,168062.676,171963.780,175736.799,179287.206,182607.037,185792.440,188832.232,191556.251,190957.182,NPgN
BENSHAM,81047.801,79388.939,78713.823,78089.371,77632.923,77369.008,77455.495,77804.075,78266.655,78814.084,79538.836,80469.100,81588.793,82921.645,84021.107,85054.773,86199.530,87404.566,91779.591,95933.698,99552.163,102962.097,106097.144,109138.430,111900.516,114536.933,117045.538,119448.768,121677.780,123725.436,125663.921,127485.609,129056.157,128562.458,NPgN
BENTON SQUARE,83047.856,81729.918,81404.061,81165.713,81106.603,81402.696,82193.668,83340.725,84607.119,85977.108,87592.990,89513.871,91679.925,94134.873,96228.395,98196.645,100318.020,102520.582,110078.401,117308.203,123720.480,129839.120,135573.451,141225.998,146514.436,151633.522,156585.259,161408.162,166001.305,170357.084,174575.279,178646.107,182327.369,182179.524,NPgN
BENWELL,97992.632,96073.274,95550.509,95099.751,94792.421,94789.575,95229.126,96042.529,97206.101,98511.649,100070.426,101923.503,104025.616,106428.212,108502.791,110453.052,112514.942,114625.771,121703.878,128508.455,134582.310,140380.472,145789.657,151037.637,155930.812,160661.256,165232.071,169662.093,173876.236,177855.163,181697.968,185395.700,188723.929,188538.981,NPgN
BILLINGHAM MARSH HOUSE,67118.581,65887.234,65697.854,65570.822,65548.726,65879.248,66716.724,67937.854,69363.561,70882.997,72659.780,74747.983,77098.480,79765.168,82048.832,84200.339,86520.129,88879.557,96503.842,103822.414,110303.400,116478.134,122229.345,127874.319,133141.284,138246.577,143184.642,147987.570,152567.381,156915.183,161129.350,165200.702,168924.527,168862.326,NPgN
BILLY MILL,89744.841,88435.001,87960.444,87583.680,87366.745,87417.073,87865.834,88625.722,89574.892,90620.389,91867.111,93376.570,95097.610,97068.076,98741.791,100318.435,102042.074,103828.831,110018.191,115941.968,121203.003,126233.227,130946.197,135565.477,139872.052,144041.813,148072.436,151997.533,155725.888,159250.989,162660.610,165946.768,168904.372,168776.319,NPgN
BIRTLEY GROVE 66/11KV,82390.494,80769.218,80000.658,79292.479,78690.432,78299.578,78228.309,78395.777,78677.191,79038.679,79564.563,80279.069,81162.817,82236.806,83108.913,83926.699,84840.586,85801.371,90003.213,94029.317,97593.491,100984.856,104142.720,107245.321,110135.847,112932.267,115633.256,118257.203,120744.060,123085.060,125342.987,127511.644,129450.885,129076.233,NPgN
BIRTLEY GROVE 66/20KV,48586.174,47568.545,47134.381,46735.791,46422.569,46253.969,46302.609,46514.803,46804.448,47148.222,47614.090,48210.197,48924.429,49771.957,50471.692,51126.899,51842.996,52603.268,55721.381,58695.807,61330.141,63835.204,66168.842,68446.662,70558.215,72589.864,74545.893,76440.140,78228.234,79903.732,81512.951,83051.388,84423.740,84135.803,NPgN
BLAYDON BURN,74833.359,73174.078,72659.628,72198.652,71909.011,71925.692,72388.122,73170.090,74083.816,75098.200,76353.030,77864.541,79617.238,81639.559,83340.279,84938.182,86654.797,88455.557,95491.108,102209.432,108204.315,113911.786,119246.244,124446.555,129284.916,133947.855,138441.989,142797.626,146915.673,150778.414,154492.614,158049.544,161214.418,160676.911,NPgN
BLUCHER 33/11KV,72889.070,71422.760,71154.045,70933.453,70803.448,70981.596,71561.540,72452.990,73626.976,74920.685,76416.479,78164.602,80131.355,82362.332,84299.747,86120.507,88040.022,89975.742,96679.717,103160.186,108998.175,114582.228,119810.008,124906.495,129706.863,134373.871,138902.363,143312.669,147525.329,151519.820,155392.690,159137.081,162509.038,162403.064,NPgN
BOLDON DOWNHILL,54576.150,53262.898,52948.152,52680.823,52504.375,52469.307,52795.823,53378.055,54086.390,54869.568,55823.230,56972.419,58294.419,59808.899,61077.422,62281.385,63579.160,64916.860,70007.354,74887.513,79264.155,83443.882,87358.930,91194.676,94781.749,98257.158,101623.185,104899.667,108016.924,110965.364,113817.533,116566.951,119072.242,118833.965,NPgN
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,65230.306,63851.389,63365.964,62997.440,62742.254,62561.745,62572.771,62721.480,62914.176,63151.448,63512.694,63984.579,64541.388,65208.572,65780.417,66339.009,66961.940,67644.679,69666.592,71595.773,73300.479,74942.755,76491.753,78025.327,79454.970,80824.832,82172.221,83483.963,84743.741,85951.063,87128.533,88269.661,89366.336,89527.297,NPgN
BOWESFIELD 33/11KV,64360.621,63385.490,63052.727,62788.376,62650.947,62777.312,63290.753,64128.000,65162.294,66281.431,67627.007,69234.331,71057.531,73138.350,74912.570,76587.994,78403.103,80282.263,86223.544,91883.913,96857.879,101592.689,105989.342,110251.439,114165.451,117926.755,121539.037,125027.395,128315.697,131390.887,134342.321,137161.129,139680.903,139462.090,NPgN
BOWESFIELD 66/11KV,76540.547,75522.793,74995.416,74554.220,74229.433,74195.674,74444.226,74924.231,75471.306,76081.473,76863.127,77838.129,78974.707,80299.840,81428.406,82502.072,83679.009,84913.116,88833.978,92588.711,95852.999,98944.108,101813.972,104675.840,107342.267,109924.402,112420.039,114842.311,117159.612,119367.776,121510.288,123580.399,125464.151,125480.764,NPgN
BRANCEPETH,88303.081,86835.913,86355.173,85998.518,85881.103,85700.204,86376.487,87648.070,89196.842,90903.268,93046.196,95615.792,98517.504,101843.404,104663.113,107325.032,110179.280,113142.522,123083.679,132544.610,140958.241,149007.151,156495.700,163765.700,170487.060,176884.324,183058.151,189046.044,194663.795,199899.124,204897.263,209650.699,214148.162,213577.253,NPgN
BREAMISH STREET,43133.713,42366.134,42139.696,41938.916,41845.135,41871.676,42105.647,42511.953,43016.541,43581.566,44268.417,45090.448,46019.324,47079.618,47990.427,48847.361,49754.517,50698.581,53431.444,56026.618,58278.781,60409.087,62371.154,64263.605,65979.964,67614.531,69173.294,70665.397,72061.371,73357.878,74594.161,75765.400,76813.181,76699.400,NPgN
BRENDA TRADING,100020.326,97727.321,97079.256,96528.048,96121.002,96147.301,96760.317,97864.139,99358.937,101005.524,102975.408,105336.297,108065.852,111191.515,113853.713,116345.518,119018.153,121765.047,131677.249,141181.186,149606.019,157616.049,165071.465,172337.306,179093.723,185619.755,191914.309,198022.551,203817.961,209285.155,214560.502,219632.273,224161.800,223596.547,NPgN
CAMPLESHON ROAD,76100.656,74676.152,74382.433,74142.352,74052.182,74246.333,74972.499,76093.412,77400.443,78812.059,80525.613,82546.257,84820.328,87407.385,89614.002,91696.750,93910.786,96199.996,103415.907,110306.611,116406.262,122216.996,127614.438,132841.872,137660.898,142268.704,146719.942,151030.541,155073.736,158844.713,162460.250,165904.684,169039.689,168770.487,NPgN
CARLEY HILL,84011.472,81835.721,81328.618,80885.295,80597.068,80632.680,81211.524,82197.861,83357.256,84630.799,86188.752,88056.272,90210.025,92669.699,94726.939,96684.626,98787.617,100964.204,109429.491,117505.400,124707.627,131555.149,137945.135,144167.041,149937.282,155494.355,160836.634,166000.969,170845.767,175335.965,179625.293,183702.248,187273.543,186491.384,NPgN
CARLIN HOW T3 T4,63683.503,62350.122,62009.455,61757.494,61686.982,61682.332,62232.468,63265.370,64617.617,66090.082,67954.051,70162.045,72634.986,75456.157,77860.071,80133.643,82572.833,85137.399,93621.964,101688.157,108877.863,115763.315,122197.996,128439.864,134213.721,139677.468,144996.199,150170.730,155019.613,159548.775,163888.271,168021.797,171913.777,171520.354,NPgN
CARR HILL,88813.147,86860.401,86410.142,86032.624,85834.384,85994.205,86730.719,87904.930,89325.811,90875.182,92711.011,94886.665,97386.930,100251.143,102679.073,104968.459,107434.179,109974.895,119082.340,127806.138,135573.815,142954.069,149832.800,156573.290,162850.958,168921.102,174775.265,180454.051,185839.551,190916.527,195812.071,200515.225,204703.478,204252.922,NPgN
CATTERICK CAMP,82993.444,81901.344,81331.313,80899.630,80692.001,80612.047,81064.834,81972.116,83143.378,84426.423,86046.864,87999.073,90223.794,92779.765,94951.536,97009.537,99230.934,101566.919,108316.025,114723.893,120319.248,125659.201,130620.998,135455.900,139894.393,144123.735,148216.575,152183.370,155939.490,159490.777,162916.849,166204.954,169344.716,169373.545,NPgN
CLOSE,134996.025,132412.031,131172.128,130040.626,129138.840,128434.010,128034.676,127919.498,127972.248,128144.970,128550.308,129173.466,129971.391,130974.322,131802.687,132584.710,133447.830,134423.367,137713.786,140810.183,143442.755,145933.723,148231.323,150452.139,152438.128,154316.962,156108.912,157807.800,159408.415,160898.892,162322.112,163669.345,164898.502,164675.081,NPgN
CONEYTHORPE,65428.846,64013.071,63600.329,63307.468,63164.512,63149.117,63499.731,64127.314,64872.313,65693.508,66784.743,68092.975,69559.121,71249.610,72682.226,74049.527,75530.744,77117.189,81832.161,86298.616,90236.473,94004.527,97531.353,100970.148,104132.218,107108.809,110013.007,112833.927,115487.609,117983.384,120382.202,122673.762,124837.970,124820.629,NPgN
CONSETT,117409.432,115304.292,114534.830,113883.761,113459.677,113347.465,113997.239,115231.228,116831.930,118606.249,120818.848,123482.964,126517.195,130008.748,132943.960,135696.232,138661.201,141750.530,152573.386,162889.640,172042.619,180776.620,188906.249,196796.742,204089.923,211062.133,217791.934,224312.287,230432.569,236135.372,241593.468,246789.248,251548.739,250836.761,NPgN
CORPORATION STREET,59757.055,58639.010,58188.072,57781.286,57471.343,57252.563,57194.184,57279.257,57483.030,57747.848,58118.909,58598.814,59167.409,59843.059,60416.143,60955.190,61532.386,62145.874,64212.846,66181.951,67906.019,69544.858,71064.885,72535.940,73883.665,75173.817,76412.248,77599.698,78719.105,79762.271,80761.335,81712.208,82566.775,82454.611,NPgN
COWTON,6837.457,6702.007,6657.622,6622.318,6602.105,6599.735,6645.069,6732.454,6846.796,6971.069,7144.012,7350.656,7577.460,7840.126,8062.663,8275.176,8507.289,8754.391,9352.448,9914.231,10397.443,10856.234,11277.409,11682.193,12044.136,12369.076,12687.922,12998.181,13282.220,13546.546,13796.447,14030.936,14244.329,14238.150,NPgN
CRAMLINGTON T1 T3,70378.394,69632.690,69046.958,68542.735,68156.283,67896.382,67846.207,67972.437,68206.558,68497.272,68912.833,69470.058,70144.068,70952.009,71625.246,72261.414,72968.221,73726.367,76498.492,79139.372,81466.104,83690.821,85769.418,87801.850,89682.906,91498.233,93253.125,94964.517,96589.547,98128.630,99618.852,101055.308,102369.244,102280.021,NPgN
