Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,66205.668,64643.375,64423.111,64211.209,64057.158,63937.311,63977.236,64051.955,64170.059,64361.095,64584.674,64835.342,65122.151,65453.350,65698.098,65905.034,66111.323,66286.150,66461.621,66636.333,66806.010,66959.665,67086.767,67247.080,67406.356,67564.775,67722.514,67879.510,68031.460,68178.349,68325.406,68472.651,68621.018,68770.147,NPgN
AMBERTON ROAD,50664.250,49460.489,49337.905,49263.291,49182.052,49127.339,49173.881,49232.847,49340.350,49491.225,49667.386,49845.762,50066.788,50306.939,50473.358,50621.151,50753.370,50868.805,50976.313,51092.908,51193.984,51274.680,51342.204,51436.358,51530.209,51623.782,51717.131,51810.226,51901.431,51990.831,52080.426,52170.235,52260.871,52352.171,NPgN
ANNFIELD 66/20KV,54375.002,53083.264,52974.531,52909.422,52853.931,52832.711,52958.967,53106.712,53285.959,53510.709,53770.077,54040.930,54339.425,54669.903,54895.529,55096.465,55289.809,55465.107,55637.015,55812.910,55981.822,56144.889,56287.947,56452.015,56615.621,56778.617,56941.020,57102.780,57262.641,57421.119,57579.766,57738.590,57898.380,58058.878,NPgN
ASHINGTON,61027.498,59519.105,59315.418,59168.208,59035.616,58953.849,59020.164,59110.565,59242.421,59401.587,59596.039,59813.665,60064.116,60348.706,60517.057,60652.316,60784.751,60894.877,61000.119,61090.963,61169.249,61233.124,61281.075,61357.848,61434.339,61510.529,61586.478,61662.161,61735.126,61805.387,61875.981,61946.934,62018.982,62091.935,NPgN
AYCLIFFE FORREST,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NPgN
AYCLIFFE INDUSTRIAL,19888.894,19419.866,19383.388,19362.876,19344.719,19339.532,19388.779,19446.097,19514.908,19600.616,19698.739,19800.985,19912.923,20036.425,20121.386,20197.007,20269.849,20335.758,20400.377,20466.564,20529.687,20590.731,20644.286,20705.597,20766.930,20828.293,20889.692,20951.117,21012.137,21072.713,21133.381,21194.150,21255.231,21316.598,NPgN
BARDEN FRIAR,257.717,251.623,250.401,249.345,248.997,248.273,247.399,246.638,246.133,246.002,246.121,246.307,246.852,247.635,247.847,247.804,247.698,247.466,247.300,247.086,246.996,246.948,246.886,246.832,246.693,246.453,246.117,245.689,245.197,244.731,244.265,243.795,243.350,242.906,NPgN
BEDALE,21496.126,20977.662,20931.540,20904.778,20872.906,20851.984,20886.611,20926.655,20986.317,21053.054,21133.607,21218.839,21315.289,21430.581,21496.536,21549.413,21600.222,21641.468,21683.521,21718.140,21749.214,21778.456,21801.698,21834.610,21866.001,21895.453,21923.036,21948.718,21972.735,21996.872,22020.898,22044.752,22069.217,22093.763,NPgN
BELMONT,39635.423,38727.446,38650.391,38603.447,38570.972,38560.425,38651.558,38757.578,38885.644,39045.890,39229.172,39420.250,39629.108,39860.020,40018.022,40157.803,40292.129,40412.801,40531.060,40652.317,40768.465,40881.021,40979.142,41092.181,41204.752,41316.887,41428.653,41540.021,41648.955,41755.495,41862.132,41968.877,42076.277,42184.152,NPgN
BENSHAM,39437.238,38606.362,38459.678,38334.376,38278.168,38235.214,38255.315,38278.474,38316.738,38381.196,38465.844,38549.205,38657.314,38787.135,38872.739,38950.476,39021.722,39094.398,39165.393,39239.442,39317.331,39382.083,39434.845,39505.915,39574.494,39640.959,39705.692,39768.559,39823.311,39870.523,39917.691,39964.785,40012.824,40061.078,NPgN
BENTON SQUARE,48482.823,47466.961,47430.909,47434.391,47472.234,47541.170,47739.535,47945.446,48179.005,48451.829,48746.535,49062.176,49398.324,49760.409,50036.624,50280.961,50532.924,50774.904,51005.756,51235.224,51445.788,51654.060,51849.527,52064.508,52278.557,52491.817,52704.428,52916.333,53124.518,53329.112,53533.757,53738.466,53943.994,54150.042,NPgN
BENWELL,49415.515,48453.187,48432.447,48429.287,48440.864,48473.885,48625.967,48809.720,49037.219,49321.246,49639.570,49976.865,50332.236,50719.714,51031.202,51322.096,51588.982,51829.103,52066.798,52317.342,52566.092,52806.909,53034.302,53276.635,53516.991,53755.558,53992.599,54228.010,54457.588,54682.057,54906.475,55130.830,55356.176,55581.923,NPgN
BILLINGHAM MARSH HOUSE,47722.973,46634.665,46564.933,46523.904,46473.147,46475.597,46592.024,46720.938,46873.293,47054.603,47280.860,47517.410,47773.911,48059.068,48258.790,48438.763,48621.285,48782.749,48945.331,49107.344,49258.105,49401.204,49527.183,49675.482,49823.494,49971.268,50118.853,50266.220,50411.718,50555.360,50699.157,50843.128,50987.859,51133.205,NPgN
BILLY MILL,42879.497,42006.087,41971.159,41970.024,42007.673,42069.781,42240.542,42416.556,42615.864,42848.502,43098.698,43366.850,43651.686,43958.436,44192.700,44398.980,44612.483,44817.539,45012.789,45206.663,45384.441,45560.810,45726.235,45908.516,46089.559,46269.528,46448.603,46626.715,46800.272,46969.471,47138.645,47307.799,47477.699,47647.971,NPgN
BIRTLEY GROVE 66/11KV,29570.138,28873.946,28799.521,28746.947,28708.382,28689.301,28743.124,28807.115,28886.399,28989.520,29113.552,29240.530,29385.582,29546.034,29655.107,29756.320,29850.605,29938.736,30023.793,30111.033,30197.133,30276.083,30344.255,30425.232,30505.931,30586.370,30666.596,30746.583,30824.866,30901.460,30978.161,31054.976,31132.302,31210.015,NPgN
BIRTLEY GROVE 66/20KV,19464.173,19003.918,18948.297,18906.737,18878.815,18863.906,18895.063,18930.838,18976.192,19037.351,19111.695,19187.137,19276.757,19378.802,19449.597,19514.860,19576.816,19637.716,19697.424,19758.744,19819.587,19873.909,19921.167,19977.948,20034.474,20090.748,20146.803,20202.613,20257.238,20310.797,20364.435,20418.157,20472.254,20526.615,NPgN
BLAYDON BURN,43264.621,42230.591,42093.759,41987.653,41916.599,41876.308,41935.608,42003.156,42091.048,42214.136,42367.967,42522.135,42711.988,42930.691,43083.371,43226.328,43361.454,43498.544,43632.970,43771.105,43909.644,44029.998,44134.624,44262.157,44389.156,44515.623,44641.625,44767.105,44890.040,45010.733,45131.643,45252.776,45374.786,45497.419,NPgN
BLUCHER 33/11KV,46687.051,45732.779,45717.182,45720.465,45724.785,45755.071,45908.245,46093.423,46321.391,46605.048,46924.072,47262.070,47619.744,48009.419,48321.458,48613.680,48882.894,49126.582,49367.787,49621.425,49872.015,50114.213,50343.107,50586.830,50829.579,51071.340,51312.219,51552.145,51788.695,52022.439,52256.317,52490.330,52725.324,52960.929,NPgN
BOLDON DOWNHILL,34169.222,33351.014,33258.611,33189.551,33133.195,33104.768,33163.270,33232.339,33317.136,33429.801,33572.915,33721.146,33891.086,34073.272,34193.900,34314.540,34423.159,34530.226,34626.745,34724.340,34823.736,34909.603,34984.844,35075.262,35165.520,35255.628,35345.614,35435.455,35524.111,35611.598,35699.187,35786.891,35875.112,35963.758,NPgN
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,9590.670,9344.765,9303.696,9278.087,9253.516,9239.990,9250.501,9262.344,9284.165,9313.244,9349.206,9386.064,9428.892,9479.493,9511.712,9539.387,9566.313,9591.590,9616.438,9641.101,9664.052,9683.768,9701.261,9723.215,9744.912,9766.268,9787.283,9807.939,9828.161,9848.264,9868.336,9888.369,9908.567,9928.824,NPgN
BOWESFIELD 33/11KV,29730.424,29052.632,29005.410,28975.962,28942.553,28941.668,29010.938,29087.907,29179.368,29288.640,29425.652,29569.104,29724.923,29898.445,30019.345,30128.148,30238.539,30336.008,30434.210,30532.078,30623.216,30709.747,30785.812,30875.599,30965.179,31054.548,31143.735,31232.718,31320.334,31406.665,31493.136,31579.757,31666.925,31754.523,NPgN
