Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,66205.668,64643.375,64423.111,64211.209,64057.158,63936.642,63975.547,64049.024,64166.940,64360.024,64585.537,64837.272,65124.450,65454.807,65699.331,65906.167,66112.400,66287.205,66463.197,66638.133,66808.726,66963.703,67092.330,67252.165,67409.393,67566.059,67722.837,67879.479,68031.456,68178.373,68325.457,68472.729,68621.124,68770.258,NPgN
AMBERTON ROAD,50664.250,49460.489,49337.905,49263.291,49182.052,49126.643,49172.392,49230.487,49337.676,49489.589,49666.767,49845.700,50066.928,50306.710,50473.022,50620.777,50752.978,50868.404,50976.157,51092.859,51194.516,51276.047,51344.515,51438.697,51531.632,51624.378,51717.279,51810.212,51901.430,51990.841,52080.448,52170.269,52260.917,52352.219,NPgN
ANNFIELD 66/20KV,54375.002,53083.264,52974.531,52909.422,52853.931,52831.046,52955.600,53101.530,53279.852,53506.168,53767.173,54038.939,54337.795,54667.784,54893.251,55094.156,55287.494,55462.786,55635.083,55811.155,55981.276,56146.090,56291.115,56455.721,56617.941,56779.585,56941.258,57102.760,57262.639,57421.134,57579.800,57738.642,57898.450,58058.951,NPgN
ASHINGTON,61027.498,59519.105,59315.418,59168.208,59035.616,58952.606,59017.609,59106.604,59237.846,59398.461,59594.355,59812.771,60063.523,60347.653,60515.868,60651.097,60783.525,60893.652,60999.225,61090.221,61169.382,61234.498,61283.822,61360.802,61436.148,61511.280,61586.662,61662.145,61735.125,61805.399,61876.007,61946.974,62019.036,62091.991,NPgN
AYCLIFFE FORREST,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NPgN
AYCLIFFE INDUSTRIAL,19888.894,19419.866,19383.388,19362.876,19344.719,19339.398,19388.500,19445.662,19514.402,19600.263,19698.542,19800.875,19912.845,20036.296,20121.241,20196.858,20269.699,20335.607,20400.264,20466.468,20529.694,20590.889,20644.612,20705.955,20767.151,20828.386,20889.715,20951.115,21012.137,21072.715,21133.384,21194.156,21255.238,21316.605,NPgN
BARDEN FRIAR,257.717,251.623,250.401,249.345,248.997,247.885,246.671,245.590,244.965,245.163,245.591,245.947,246.561,247.282,247.484,247.449,247.354,247.132,247.024,246.840,246.906,247.071,247.236,247.241,246.944,246.555,246.141,245.687,245.196,244.733,244.268,243.800,243.356,242.912,NPgN
BEDALE,21496.126,20977.662,20931.540,20904.778,20872.906,20847.237,20877.221,20912.501,20969.768,21040.735,21125.592,21213.209,21310.628,21424.815,21490.461,21543.347,21594.217,21635.519,21678.521,21713.607,21747.531,21780.772,21808.400,21842.554,21870.940,21897.491,21923.531,21948.678,21972.730,21996.903,22020.964,22044.854,22069.354,22093.905,NPgN
BELMONT,39635.423,38727.446,38650.391,38603.447,38570.972,38559.750,38650.070,38755.170,38882.923,39044.308,39228.707,39420.400,39629.480,39859.966,40017.845,40157.581,40291.883,40412.545,40531.079,40652.455,40769.223,40882.674,40981.810,41094.826,41206.356,41317.560,41428.821,41540.006,41648.954,41755.507,41862.157,41968.916,42076.330,42184.206,NPgN
BENSHAM,39437.238,38606.362,38459.678,38334.376,38278.168,38234.677,38253.495,38274.903,38313.168,38381.203,38469.221,38554.464,38663.240,38791.494,38876.710,38954.277,39025.425,39098.093,39170.093,39244.597,39323.951,39390.808,39446.043,39515.714,39580.308,39643.436,39706.321,39768.497,39823.304,39870.573,39917.793,39964.944,40013.040,40061.303,NPgN
BENTON SQUARE,48482.823,47466.961,47430.909,47434.391,47472.234,47540.746,47738.399,47943.397,48176.782,48451.106,48747.277,49063.751,49400.203,49761.636,50037.679,50281.940,50533.862,50775.831,51007.108,51236.763,51448.061,51657.399,51854.107,52068.686,52281.057,52492.877,52704.696,52916.307,53124.515,53329.132,53533.800,53738.532,53944.084,54150.136,NPgN
BENWELL,49415.515,48453.187,48432.447,48429.287,48440.864,48472.823,48623.322,48805.134,49032.249,49319.352,49640.639,49979.600,50335.568,50721.755,51032.896,51323.642,51590.442,51830.532,52069.050,52319.956,52570.209,52813.209,53043.140,53284.798,53521.886,53757.631,53993.122,54227.961,54457.582,54682.096,54906.558,55130.957,55356.349,55582.104,NPgN
BILLINGHAM MARSH HOUSE,47722.973,46634.665,46564.933,46523.904,46473.147,46475.132,46590.983,46719.233,46871.375,47053.535,47280.617,47517.623,47774.289,48059.121,48258.751,48438.688,48621.190,48782.646,48945.438,49107.543,49258.766,49402.536,49529.282,49677.542,49824.744,49971.794,50118.985,50266.208,50411.716,50555.369,50699.177,50843.159,50987.901,51133.248,NPgN
BILLY MILL,42879.497,42006.087,41971.159,41970.024,42007.673,42069.293,42239.208,42414.127,42613.246,42847.731,43099.724,43368.902,43654.112,43960.055,44194.108,44400.294,44613.746,44818.789,45014.564,45208.670,45387.334,45564.989,45731.915,45913.667,46092.637,46270.834,46448.933,46626.683,46800.269,46969.496,47138.698,47307.881,47477.809,47648.087,NPgN
