Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,18.821,18.555,18.536,18.517,18.528,18.610,18.751,18.943,19.136,19.398,19.689,20.027,20.525,21.093,21.592,22.057,22.549,23.043,23.724,24.367,24.864,25.307,25.659,25.993,26.256,26.495,26.707,26.900,27.061,27.197,27.315,27.415,27.497,27.568,NPgN
AMBERTON ROAD,21.832,21.955,21.803,21.665,21.556,21.474,21.354,21.288,21.364,21.435,21.533,21.654,21.790,21.962,22.114,22.257,22.400,22.561,22.784,23.002,23.172,23.327,23.455,23.581,23.687,23.785,23.876,23.961,24.029,24.090,24.146,24.197,24.243,24.285,NPgN
ANNFIELD 66/20KV,23.376,24.792,24.695,24.612,24.572,24.580,24.625,24.771,24.921,25.122,25.363,25.654,26.115,26.655,27.118,27.554,28.018,28.503,29.213,29.879,30.392,30.860,31.242,31.599,31.874,32.121,32.338,32.533,32.684,32.807,32.909,32.991,33.051,33.099,NPgN
ASHINGTON,21.124,20.930,20.896,20.881,20.904,20.984,21.120,21.346,21.656,21.989,22.361,22.788,23.334,23.959,24.500,25.010,25.555,26.115,26.915,27.663,28.245,28.772,29.213,29.629,29.958,30.257,30.526,30.771,30.975,31.148,31.300,31.431,31.540,31.636,NPgN
AYCLIFFE FORREST,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NPgN
AYCLIFFE INDUSTRIAL,12.995,13.267,13.154,13.050,12.961,12.897,12.807,12.744,12.720,12.711,12.718,12.742,12.800,12.879,12.950,13.016,13.088,13.167,13.276,13.389,13.477,13.556,13.621,13.686,13.740,13.790,13.836,13.880,13.917,13.950,13.981,14.009,14.035,14.058,NPgN
BARDEN FRIAR,0.855,0.855,0.850,0.847,0.845,0.844,0.841,0.842,0.847,0.854,0.866,0.882,0.897,0.919,0.938,0.957,0.979,1.001,1.033,1.064,1.091,1.116,1.141,1.164,1.185,1.205,1.225,1.244,1.258,1.272,1.285,1.297,1.309,1.320,NPgN
BEDALE,18.201,17.881,17.783,17.713,17.672,17.643,17.568,17.551,17.581,17.620,17.679,17.759,17.883,18.044,18.193,18.343,18.503,18.677,18.904,19.135,19.340,19.543,19.736,19.930,20.110,20.287,20.461,20.632,20.787,20.939,21.090,21.238,21.385,21.531,NPgN
BELMONT,22.709,22.992,22.853,22.730,22.645,22.602,22.566,22.628,22.693,22.799,22.940,23.124,23.460,23.859,24.199,24.522,24.872,25.240,25.798,26.325,26.727,27.095,27.397,27.680,27.893,28.084,28.250,28.396,28.509,28.598,28.671,28.725,28.762,28.788,NPgN
BENSHAM,19.413,19.138,19.028,18.928,18.860,18.827,18.798,18.843,18.802,18.816,18.854,18.921,19.154,19.434,19.671,19.897,20.148,20.412,20.823,21.212,21.509,21.775,21.993,22.198,22.350,22.484,22.599,22.698,22.775,22.832,22.877,22.907,22.924,22.933,NPgN
BENTON SQUARE,18.095,17.947,17.938,17.944,17.988,18.085,18.217,18.403,18.556,18.758,18.989,19.256,19.656,20.111,20.510,20.887,21.287,21.704,22.282,22.827,23.253,23.641,23.978,24.304,24.571,24.820,25.048,25.262,25.446,25.610,25.761,25.898,26.021,26.136,NPgN
BENWELL,17.993,17.736,17.672,17.620,17.587,17.583,17.549,17.558,17.656,17.763,17.890,18.038,18.215,18.420,18.610,18.791,18.975,19.167,19.408,19.651,19.859,20.057,20.231,20.401,20.557,20.707,20.853,20.992,21.122,21.248,21.371,21.490,21.607,21.721,NPgN
BILLINGHAM MARSH HOUSE,15.545,15.397,15.409,15.430,15.469,15.567,15.711,15.903,16.021,16.208,16.422,16.672,17.096,17.578,18.000,18.397,18.821,19.249,19.839,20.400,20.836,21.229,21.553,21.862,22.110,22.338,22.544,22.733,22.896,23.038,23.165,23.277,23.373,23.461,NPgN
BILLY MILL,18.420,18.275,18.249,18.241,18.264,18.327,18.401,18.531,18.642,18.793,18.966,19.170,19.484,19.841,20.154,20.452,20.772,21.105,21.567,22.007,22.357,22.682,22.967,23.242,23.471,23.686,23.885,24.073,24.239,24.390,24.530,24.660,24.780,24.893,NPgN
BIRTLEY GROVE 66/11KV,15.612,15.384,15.280,15.187,15.114,15.070,15.014,15.004,15.005,15.032,15.078,15.146,15.287,15.459,15.606,15.746,15.899,16.060,16.298,16.529,16.707,16.868,17.000,17.128,17.228,17.319,17.400,17.473,17.533,17.582,17.625,17.661,17.690,17.715,NPgN
BIRTLEY GROVE 66/20KV,9.649,9.495,9.428,9.367,9.324,9.303,9.276,9.283,9.301,9.333,9.379,9.441,9.551,9.685,9.800,9.909,10.025,10.152,10.341,10.520,10.657,10.780,10.883,10.981,11.056,11.123,11.183,11.236,11.277,11.311,11.339,11.361,11.377,11.390,NPgN
BLAYDON BURN,16.638,16.393,16.343,16.302,16.298,16.351,16.449,16.622,16.694,16.829,16.994,17.195,17.592,18.052,18.446,18.817,19.218,19.636,20.260,20.841,21.283,21.679,22.003,22.305,22.530,22.730,22.903,23.054,23.170,23.259,23.330,23.381,23.413,23.432,NPgN
BLUCHER 33/11KV,15.558,15.367,15.368,15.376,15.401,15.481,15.589,15.744,15.927,16.154,16.407,16.694,17.096,17.551,17.955,18.337,18.735,19.134,19.666,20.178,20.589,20.965,21.272,21.563,21.803,22.027,22.234,22.425,22.595,22.747,22.888,23.016,23.131,23.240,NPgN
BOLDON DOWNHILL,12.331,12.127,12.100,12.077,12.072,12.088,12.137,12.230,12.282,12.378,12.493,12.633,12.885,13.174,13.422,13.658,13.909,14.166,14.535,14.883,15.152,15.392,15.587,15.772,15.914,16.042,16.154,16.255,16.337,16.403,16.460,16.505,16.539,16.567,NPgN
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,9.919,10.576,10.527,10.498,10.487,10.487,10.462,10.466,10.480,10.502,10.535,10.578,10.651,10.741,10.826,10.914,11.006,11.109,11.239,11.373,11.493,11.612,11.730,11.849,11.962,12.074,12.185,12.292,12.395,12.495,12.596,12.696,12.795,12.894,NPgN
