Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,0.000,0.251,0.382,0.414,0.425,0.517,0.524,0.554,0.589,0.634,0.680,0.707,0.754,0.808,0.858,0.907,0.935,0.990,1.023,1.073,1.126,1.179,1.237,1.284,1.316,1.353,1.386,1.419,1.450,1.480,1.519,1.558,1.600,1.649,NPgN
AMBERTON ROAD,1.900,2.367,2.612,2.672,2.692,2.864,2.875,2.933,2.996,3.082,3.166,3.216,3.305,3.405,3.499,3.589,3.640,3.743,3.804,3.898,3.996,4.095,4.202,4.289,4.349,4.418,4.479,4.541,4.598,4.655,4.728,4.799,4.878,4.968,NPgN
ANNFIELD 66/20KV,0.000,0.404,0.615,0.667,0.685,0.833,0.843,0.893,0.948,1.021,1.095,1.138,1.215,1.301,1.383,1.461,1.506,1.595,1.648,1.729,1.814,1.900,1.993,2.069,2.121,2.181,2.234,2.287,2.337,2.386,2.449,2.511,2.580,2.658,NPgN
ASHINGTON,0.950,1.411,1.654,1.713,1.733,1.902,1.914,1.971,2.033,2.118,2.201,2.251,2.339,2.438,2.531,2.620,2.671,2.773,2.833,2.926,3.023,3.121,3.228,3.314,3.373,3.442,3.502,3.564,3.620,3.677,3.749,3.820,3.898,3.987,NPgN
AYCLIFFE FORREST,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NPgN
AYCLIFFE INDUSTRIAL,0.000,0.156,0.239,0.259,0.265,0.323,0.327,0.346,0.367,0.396,0.424,0.441,0.471,0.504,0.535,0.566,0.583,0.617,0.637,0.669,0.702,0.735,0.771,0.800,0.820,0.843,0.863,0.884,0.903,0.922,0.946,0.970,0.996,1.026,NPgN
BARDEN FRIAR,0.000,0.042,0.065,0.070,0.072,0.087,0.088,0.094,0.099,0.107,0.115,0.119,0.127,0.136,0.145,0.153,0.158,0.167,0.172,0.181,0.190,0.199,0.208,0.216,0.222,0.228,0.233,0.239,0.244,0.249,0.256,0.262,0.269,0.277,NPgN
BEDALE,1.425,1.754,1.927,1.969,1.984,2.105,2.113,2.153,2.198,2.258,2.318,2.353,2.416,2.486,2.552,2.616,2.652,2.724,2.767,2.833,2.902,2.971,3.047,3.108,3.151,3.199,3.242,3.285,3.325,3.366,3.417,3.467,3.522,3.586,NPgN
BELMONT,0.000,0.366,0.558,0.605,0.621,0.755,0.764,0.810,0.859,0.926,0.993,1.032,1.101,1.179,1.253,1.324,1.364,1.444,1.492,1.565,1.642,1.719,1.804,1.872,1.919,1.973,2.021,2.069,2.113,2.158,2.215,2.271,2.333,2.403,NPgN
BENSHAM,0.000,0.214,0.327,0.354,0.364,0.442,0.448,0.474,0.503,0.542,0.581,0.604,0.645,0.691,0.734,0.775,0.799,0.846,0.874,0.917,0.962,1.008,1.057,1.097,1.125,1.157,1.184,1.213,1.239,1.265,1.299,1.331,1.368,1.409,NPgN
BENTON SQUARE,0.000,0.269,0.411,0.445,0.457,0.556,0.563,0.596,0.633,0.682,0.731,0.759,0.811,0.868,0.922,0.975,1.004,1.064,1.099,1.153,1.209,1.266,1.329,1.379,1.413,1.453,1.489,1.524,1.557,1.590,1.632,1.673,1.719,1.771,NPgN
BENWELL,0.000,0.375,0.572,0.620,0.637,0.774,0.784,0.830,0.881,0.950,1.017,1.058,1.129,1.209,1.284,1.357,1.398,1.481,1.529,1.605,1.683,1.763,1.849,1.919,1.967,2.023,2.071,2.121,2.167,2.213,2.271,2.328,2.391,2.464,NPgN
BILLINGHAM MARSH HOUSE,0.000,0.129,0.197,0.213,0.219,0.266,0.269,0.285,0.303,0.326,0.350,0.363,0.388,0.415,0.441,0.466,0.481,0.509,0.526,0.552,0.579,0.606,0.636,0.660,0.676,0.696,0.712,0.729,0.745,0.761,0.781,0.801,0.822,0.847,NPgN
BILLY MILL,1.188,1.379,1.479,1.503,1.512,1.582,1.586,1.610,1.636,1.671,1.705,1.726,1.762,1.803,1.841,1.878,1.899,1.941,1.966,2.004,2.045,2.085,2.129,2.165,2.189,2.217,2.242,2.267,2.291,2.314,2.344,2.373,2.405,2.442,NPgN
BIRTLEY GROVE 66/11KV,0.000,0.122,0.186,0.202,0.207,0.252,0.255,0.270,0.287,0.309,0.331,0.344,0.368,0.394,0.418,0.442,0.455,0.482,0.498,0.523,0.549,0.574,0.603,0.626,0.641,0.659,0.675,0.692,0.706,0.721,0.741,0.759,0.780,0.803,NPgN
BIRTLEY GROVE 66/20KV,3.990,4.166,4.259,4.282,4.289,4.354,4.358,4.380,4.404,4.436,4.468,4.487,4.521,4.558,4.594,4.628,4.648,4.686,4.709,4.745,4.782,4.819,4.860,4.893,4.915,4.942,4.965,4.988,5.009,5.031,5.058,5.085,5.115,5.149,NPgN
BLAYDON BURN,10.175,10.538,10.728,10.775,10.791,10.924,10.933,10.977,11.027,11.093,11.159,11.198,11.267,11.344,11.417,11.488,11.528,11.608,11.655,11.728,11.804,11.881,11.964,12.032,12.079,12.133,12.180,12.228,12.272,12.317,12.373,12.429,12.490,12.560,NPgN
BLUCHER 33/11KV,0.000,0.200,0.306,0.331,0.340,0.414,0.418,0.443,0.470,0.507,0.543,0.565,0.603,0.646,0.686,0.725,0.747,0.792,0.818,0.858,0.900,0.943,0.989,1.026,1.052,1.082,1.108,1.135,1.159,1.184,1.215,1.246,1.280,1.318,NPgN
BOLDON DOWNHILL,0.000,0.129,0.196,0.212,0.218,0.265,0.268,0.284,0.302,0.325,0.349,0.362,0.387,0.414,0.440,0.465,0.479,0.508,0.524,0.550,0.577,0.604,0.634,0.658,0.675,0.694,0.711,0.728,0.743,0.759,0.779,0.799,0.821,0.845,NPgN
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,0.000,0.134,0.204,0.221,0.227,0.276,0.279,0.296,0.314,0.338,0.363,0.377,0.402,0.431,0.458,0.483,0.498,0.528,0.545,0.572,0.600,0.628,0.659,0.684,0.701,0.721,0.738,0.756,0.772,0.788,0.809,0.829,0.852,0.878,NPgN
BOWESFIELD 33/11KV,0.000,0.432,0.659,0.715,0.733,0.892,0.903,0.956,1.015,1.094,1.172,1.218,1.301,1.393,1.480,1.563,1.611,1.706,1.762,1.849,1.940,2.031,2.130,2.211,2.266,2.330,2.387,2.444,2.496,2.549,2.617,2.683,2.755,2.839,NPgN
BOWESFIELD 66/11KV,0.000,0.224,0.341,0.370,0.380,0.462,0.468,0.495,0.526,0.567,0.607,0.631,0.674,0.721,0.766,0.809,0.834,0.883,0.912,0.957,1.004,1.051,1.103,1.144,1.173,1.206,1.235,1.265,1.292,1.319,1.354,1.388,1.426,1.469,NPgN
BRANCEPETH,0.475,0.915,1.146,1.203,1.222,1.384,1.395,1.449,1.509,1.589,1.669,1.716,1.800,1.895,1.984,2.069,2.118,2.215,2.272,2.361,2.454,2.548,2.649,2.732,2.789,2.854,2.912,2.970,3.024,3.079,3.147,3.215,3.289,3.375,NPgN
BREAMISH STREET,0.000,0.266,0.405,0.439,0.451,0.549,0.555,0.588,0.624,0.673,0.721,0.749,0.800,0.856,0.910,0.961,0.990,1.049,1.083,1.136,1.192,1.248,1.309,1.359,1.393,1.432,1.467,1.502,1.534,1.566,1.608,1.648,1.693,1.744,NPgN
BRENDA TRADING,0.500,0.929,1.154,1.209,1.228,1.385,1.396,1.449,1.507,1.586,1.664,1.709,1.791,1.882,1.969,2.052,2.099,2.193,2.249,2.335,2.425,2.516,2.615,2.695,2.750,2.813,2.869,2.926,2.978,3.030,3.097,3.163,3.235,3.317,NPgN
