Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ABBEY ROAD,9.165,9.125,9.079,9.185,9.242,9.290,9.349,9.410,9.445,9.505,9.601,9.641,9.787,9.903,10.055,10.231,10.435,10.659,10.929,11.212,11.531,11.877,12.241,12.606,12.974,13.345,13.701,14.013,14.324,14.663,14.967,15.243,15.408,15.589,NPgY
AIREDALE ROAD,10.266,10.328,10.260,10.398,10.494,10.571,10.652,10.721,10.731,10.769,10.810,10.817,10.874,10.894,10.935,10.981,11.032,11.070,11.137,11.183,11.236,11.308,11.384,11.442,11.501,11.579,11.656,11.689,11.759,11.837,11.891,11.961,11.996,12.035,NPgY
ALDHAM,15.063,15.069,14.992,15.183,15.299,15.393,15.500,15.603,15.650,15.739,15.870,15.923,16.114,16.258,16.457,16.685,16.947,17.225,17.567,17.911,18.297,18.723,19.170,19.611,20.056,20.513,20.954,21.325,21.714,22.140,22.515,22.868,23.082,23.317,NPgY
ALFRED GELDER STREET,12.859,14.490,14.400,14.584,14.723,14.834,14.950,15.045,15.060,15.113,15.157,15.176,15.238,15.257,15.304,15.357,15.419,15.461,15.545,15.602,15.667,15.761,15.860,15.935,16.009,16.108,16.206,16.240,16.325,16.418,16.477,16.555,16.579,16.609,NPgY
ALLERTON HILL T1,7.557,7.542,7.501,7.591,7.641,7.683,7.731,7.779,7.799,7.837,7.898,7.917,8.008,8.072,8.159,8.258,8.373,8.494,8.646,8.799,8.972,9.163,9.363,9.560,9.759,9.964,10.162,10.327,10.501,10.691,10.858,11.016,11.110,11.214,NPgY
ALLERTON HILL T2,6.788,6.755,6.724,6.803,6.845,6.881,6.926,6.974,7.005,7.055,7.137,7.175,7.297,7.399,7.532,7.686,7.865,8.065,8.303,8.555,8.839,9.147,9.470,9.796,10.126,10.455,10.770,11.050,11.324,11.624,11.893,12.134,12.276,12.433,NPgY
ALVERTHORPE ROAD,16.109,17.680,17.603,17.804,17.920,18.013,18.123,18.234,18.289,18.388,18.542,18.606,18.834,19.011,19.251,19.526,19.845,20.189,20.607,21.036,21.520,22.048,22.603,23.155,23.713,24.279,24.824,25.293,25.772,26.295,26.760,27.189,27.447,27.731,NPgY
ARMOURIES DRIVE,10.097,10.386,10.326,10.452,10.532,10.595,10.666,10.731,10.750,10.795,10.857,10.874,10.968,11.027,11.107,11.200,11.309,11.418,11.564,11.706,11.866,12.050,12.243,12.427,12.612,12.809,12.999,13.144,13.310,13.492,13.644,13.793,13.873,13.963,NPgY
ARMTHORPE,11.869,11.896,11.829,11.981,12.078,12.155,12.240,12.319,12.344,12.402,12.481,12.507,12.622,12.698,12.804,12.927,13.068,13.210,13.395,13.575,13.776,14.004,14.244,14.474,14.705,14.950,15.188,15.373,15.583,15.812,16.008,16.200,16.312,16.435,NPgY
ARUNDEL STREET,16.451,17.666,17.544,17.790,17.988,18.147,18.310,18.437,18.451,18.515,18.551,18.574,18.622,18.616,18.648,18.683,18.726,18.733,18.793,18.809,18.827,18.884,18.944,18.966,18.986,19.044,19.101,19.074,19.124,19.178,19.188,19.232,19.222,19.214,NPgY
