Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,85727.151,84877.334,84453.519,85279.58,85555.976,85753.899,86047.91,86382.167,86510.934,86775.543,87438.031,87389.715,88423.73,89081.987,89853.988,90733.509,91737.434,92826.931,94183.909,95618.656,97347.837,99290.381,101465.753,103802.193,106338.244,109066.325,111860.001,114469.281,117104.455,119251.908,121202.857,123047.758,124295.756,125661.909,NPgN
AMBERTON ROAD,121850.085,122093.562,121344.575,122869.704,123833.243,124593.838,125434.981,126174.381,126342.594,126806.516,127443.762,127545.884,128503.854,129010.288,129768.047,130639.116,131654.457,132630.713,134041.042,135390.896,137012.713,139007.07,141247.07,143530.929,146011.286,148817.107,151686.501,154098.261,156776.538,158909.733,160697.734,162474.365,163460.791,164559.335,NPgN
ANNFIELD 66/20KV,108646.718,108501.267,107880.007,109152.982,109867.156,110421.351,111065.116,111655.081,111807.806,112200.098,112843.908,112882.005,113864.839,114418.577,115170.68,116028.141,117026.424,118031.353,119409.17,120781.501,122431.992,124397.424,126602.1,128895.191,131385.184,134150.978,136980.948,139453.201,142103.48,144228.014,146060.55,147846.466,148912.308,150092.001,NPgN
ASHINGTON,100469.407,100032.325,99489.279,100596.615,101142.482,101561.208,102075.534,102576.411,102734.812,103095.441,103775.828,103801.135,104850.842,105494.309,106313.042,107251.309,108344.239,109497.364,111007.869,112577.397,114464.446,116660.14,119127.187,121744.779,124586.597,127687.635,130857.51,133729.908,136696.824,139066.954,141158.734,143142.759,144363.511,145710.782,NPgN
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN
AYCLIFFE INDUSTRIAL,50223.14,50374.063,50064.274,50703.803,51116.98,51441.853,51796.913,52104.96,52168.651,52353.981,52598.197,52635.828,53003.251,53185.988,53471.417,53800.015,54182.762,54540.145,55072.659,55569.764,56168.206,56915.127,57753.906,58598.391,59515.662,60565.233,61639.255,62520.576,63523.16,64322.277,64982.07,65648.849,66010.264,66413.931,NPgN
BARDEN FRIAR,2911.176,2902.733,2898.637,2933.895,2953.646,2969.142,2997.647,3016.842,3026.997,3053.866,3083.779,3083.677,3126.558,3149.434,3191.822,3230.808,3283.774,3342.712,3416.193,3497.828,3592.111,3701.831,3823.405,3956.948,4102.021,4255.805,4412.398,4559.355,4705.113,4820.716,4922.381,5014.818,5070.366,5131.574,NPgN
BEDALE,87837.743,88079.612,87545.372,88654.245,89366.178,89923.884,90549.561,91077.933,91178.449,91500.439,91912.362,91935.266,92553.388,92823.882,93269.646,93761.695,94346.011,94870.83,95681.535,96417.094,97301.206,98420.023,99669.857,100910.232,102258.175,103821.75,105425.163,106699.255,108201.458,109410.895,110391.558,111412.08,111967.972,112589.696,NPgN
BELMONT,119828.144,120400.487,119630.259,121202.451,122270.023,123114.134,124024.17,124793.578,124933.942,125379.268,125897.825,125992.745,126765.876,127104.298,127693.733,128369.023,129161.886,129858.535,130969.417,131957.997,133149.14,134689.937,136419.131,138118.451,139964.812,142126.798,144340.545,146067.188,148130.301,149769.805,151076.405,152439.05,153124.614,153896.811,NPgN
BENSHAM,80999.181,80923.202,80445.136,81393.463,81930.474,82344.881,82821.592,83252.55,83345.817,83607.755,84040.815,84036.134,84704.165,85049.865,85513.595,86043.461,86661.383,87261.799,88121.622,88955.195,89967.249,91189.662,92561.823,93967.294,95494.015,97214.212,98977.36,100473.327,102126.899,103454.456,104578.913,105701.187,106358.294,107088.794,NPgN
