Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,88,94,92,92,97,124,145,166,188,233,267,296,362,456,522,601,679,737,800,856,905,1065,1254,1427,1598,1760,1915,2118,2305,2482,2645,2796,NPgN,Primary,NG FES - Steady Progression,Number of heat pumps (domestic and I&C)
AMBERTON ROAD,134,150,148,155,163,194,219,244,271,285,324,358,434,517,591,663,747,850,892,953,1007,1149,1332,1510,1675,1849,1998,2216,2417,2626,2803,2967,NPgN,Primary,NG FES - Steady Progression,Number of heat pumps (domestic and I&C)
ANNFIELD 66/20KV,100,113,112,120,126,145,160,176,197,211,238,261,315,374,428,481,542,747,810,865,913,1049,1226,1387,1548,1717,1862,2068,2259,2493,2663,2821,NPgN,Primary,NG FES - Steady Progression,Number of heat pumps (domestic and I&C)
ASHINGTON,106,118,117,124,131,161,186,211,238,271,312,347,424,515,587,664,747,869,921,984,1039,1182,1370,1551,1720,1895,2047,2274,2483,2725,2911,3084,NPgN,Primary,NG FES - Steady Progression,Number of heat pumps (domestic and I&C)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Steady Progression,Number of heat pumps (domestic and I&C)
AYCLIFFE INDUSTRIAL,39,42,41,42,44,61,74,87,101,121,143,162,202,248,282,320,359,373,391,417,440,494,569,644,711,779,839,933,1020,1082,1156,1225,NPgN,Primary,NG FES - Steady Progression,Number of heat pumps (domestic and I&C)
BARDEN FRIAR,4,4,4,4,4,5,5,5,18,38,50,60,79,93,103,113,124,46,65,69,73,89,107,121,135,128,133,147,160,159,170,180,NPgN,Primary,NG FES - Steady Progression,Number of heat pumps (domestic and I&C)
BEDALE,89,102,101,110,115,125,133,142,171,187,216,240,293,334,379,415,465,406,433,463,490,564,652,739,814,861,917,1014,1104,1156,1233,1305,NPgN,Primary,NG FES - Steady Progression,Number of heat pumps (domestic and I&C)
BELMONT,79,89,88,95,99,112,123,134,147,155,172,187,222,264,302,341,386,464,494,528,558,649,757,861,959,1058,1148,1270,1383,1493,1592,1684,NPgN,Primary,NG FES - Steady Progression,Number of heat pumps (domestic and I&C)
BENSHAM,56,61,60,61,64,76,87,97,107,121,137,151,182,224,257,293,331,443,459,490,517,578,663,750,825,926,994,1105,1209,1330,1421,1506,NPgN,Primary,NG FES - Steady Progression,Number of heat pumps (domestic and I&C)
BENTON SQUARE,65,70,69,70,74,106,132,156,182,225,268,305,383,471,535,608,681,730,750,800,844,926,1054,1188,1301,1429,1529,1705,1868,2018,2160,2291,NPgN,Primary,NG FES - Steady Progression,Number of heat pumps (domestic and I&C)
BENWELL,83,85,84,83,87,99,109,119,129,156,171,183,215,275,316,370,421,555,620,665,704,849,1011,1153,1302,1457,1594,1759,1913,2078,2213,2339,NPgN,Primary,NG FES - Steady Progression,Number of heat pumps (domestic and I&C)
BILLINGHAM MARSH HOUSE,79,86,84,86,91,117,138,159,182,217,251,281,347,428,490,559,630,692,731,782,826,946,1099,1247,1385,1518,1641,1820,1986,2109,2250,2381,NPgN,Primary,NG FES - Steady Progression,Number of heat pumps (domestic and I&C)
BILLY MILL,51,54,53,53,56,70,81,92,104,130,148,164,199,251,287,332,375,439,457,488,516,586,675,766,845,937,1008,1118,1220,1323,1412,1495,NPgN,Primary,NG FES - Steady Progression,Number of heat pumps (domestic and I&C)
