Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,1.8,1.85,1.915,1.999,2.11,2.244,2.396,2.652,2.912,3.224,3.542,3.87,4.205,4.549,4.895,5.246,5.594,5.904,6.211,6.531,6.858,7.187,7.508,7.819,8.12,8.373,8.628,8.872,9.105,9.327,9.55,9.776,NPgN,Primary,NG FES - System Transformation,Total installed renewable generation capacity (MW)
AMBERTON ROAD,1.69,1.731,1.787,1.859,1.97,2.102,2.251,2.487,2.73,3.019,3.32,3.64,3.973,4.32,4.671,5.026,5.368,5.647,5.914,6.211,6.518,6.828,7.131,7.425,7.711,7.957,8.204,8.442,8.671,8.89,9.111,9.333,NPgN,Primary,NG FES - System Transformation,Total installed renewable generation capacity (MW)
ANNFIELD 66/20KV,12.479,12.528,12.596,12.682,12.807,12.956,13.125,13.399,13.681,14.017,14.364,14.727,15.102,15.489,15.881,16.278,16.664,16.993,17.314,17.659,18.013,18.371,18.72,19.059,19.388,19.667,19.948,20.218,20.477,20.724,20.973,21.224,NPgN,Primary,NG FES - System Transformation,Total installed renewable generation capacity (MW)
ASHINGTON,5.792,5.866,5.968,6.099,6.281,6.497,6.745,7.152,7.569,8.066,8.577,9.109,9.656,10.22,10.789,11.365,11.931,12.422,12.904,13.416,13.939,14.468,14.983,15.482,15.966,16.376,16.788,17.184,17.562,17.922,18.285,18.65,NPgN,Primary,NG FES - System Transformation,Total installed renewable generation capacity (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NPgN,Primary,NG FES - System Transformation,Total installed renewable generation capacity (MW)
AYCLIFFE INDUSTRIAL,0.912,0.932,0.96,0.996,1.047,1.107,1.176,1.289,1.404,1.542,1.683,1.831,1.983,2.141,2.299,2.46,2.617,2.753,2.885,3.026,3.171,3.318,3.46,3.599,3.733,3.847,3.962,4.072,4.177,4.278,4.379,4.481,NPgN,Primary,NG FES - System Transformation,Total installed renewable generation capacity (MW)
BARDEN FRIAR,0.059,0.062,0.065,0.069,0.076,0.085,0.095,0.11,0.125,0.143,0.162,0.183,0.206,0.23,0.255,0.28,0.303,0.319,0.334,0.353,0.372,0.392,0.411,0.43,0.448,0.464,0.481,0.497,0.512,0.527,0.542,0.557,NPgN,Primary,NG FES - System Transformation,Total installed renewable generation capacity (MW)
BEDALE,2.717,2.751,2.798,2.859,2.954,3.069,3.198,3.398,3.605,3.853,4.11,4.386,4.674,4.976,5.281,5.59,5.885,6.121,6.346,6.599,6.862,7.127,7.386,7.638,7.884,8.095,8.308,8.513,8.711,8.9,9.091,9.283,NPgN,Primary,NG FES - System Transformation,Total installed renewable generation capacity (MW)
BELMONT,1.356,1.391,1.44,1.503,1.596,1.708,1.835,2.036,2.244,2.492,2.749,3.02,3.302,3.595,3.891,4.191,4.481,4.721,4.952,5.206,5.468,5.733,5.991,6.242,6.486,6.695,6.905,7.107,7.301,7.486,7.673,7.861,NPgN,Primary,NG FES - System Transformation,Total installed renewable generation capacity (MW)
BENSHAM,0.374,0.4,0.436,0.483,0.549,0.628,0.718,0.865,1.015,1.195,1.38,1.573,1.771,1.976,2.183,2.392,2.598,2.774,2.947,3.131,3.32,3.511,3.697,3.878,4.053,4.202,4.351,4.495,4.632,4.763,4.895,5.028,NPgN,Primary,NG FES - System Transformation,Total installed renewable generation capacity (MW)
BENTON SQUARE,1.654,1.69,1.74,1.804,1.892,1.996,2.116,2.314,2.516,2.758,3.005,3.262,3.525,3.794,4.067,4.343,4.615,4.854,5.09,5.339,5.593,5.849,6.099,6.341,6.576,6.773,6.972,7.163,7.345,7.519,7.694,7.87,NPgN,Primary,NG FES - System Transformation,Total installed renewable generation capacity (MW)
BENWELL,0.995,1.029,1.076,1.137,1.222,1.322,1.437,1.627,1.82,2.051,2.289,2.536,2.789,3.05,3.314,3.581,3.844,4.071,4.295,4.533,4.776,5.022,5.261,5.493,5.718,5.908,6.099,6.283,6.459,6.627,6.795,6.966,NPgN,Primary,NG FES - System Transformation,Total installed renewable generation capacity (MW)
BILLINGHAM MARSH HOUSE,13.06,13.101,13.157,13.23,13.324,13.436,13.565,13.784,14.006,14.272,14.543,14.82,15.103,15.392,15.683,15.978,16.272,16.538,16.803,17.077,17.355,17.636,17.909,18.174,18.43,18.644,18.86,19.067,19.264,19.451,19.64,19.83,NPgN,Primary,NG FES - System Transformation,Total installed renewable generation capacity (MW)
BILLY MILL,1.489,1.52,1.564,1.621,1.696,1.786,1.89,2.062,2.238,2.448,2.663,2.885,3.112,3.345,3.58,3.818,4.053,4.262,4.469,4.685,4.906,5.128,5.345,5.555,5.759,5.93,6.102,6.267,6.425,6.575,6.726,6.879,NPgN,Primary,NG FES - System Transformation,Total installed renewable generation capacity (MW)
