Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,21688,21589.168,21593.087,21597.071,21601.08,21605.096,21609.104,21613.116,21617.125,21621.136,21625.15,21629.167,21525.833,21423.05,21320.824,21219.145,21118.022,21017.442,20917.43,20817.977,20719.079,20620.725,20522.914,20425.641,20328.902,20232.599,20136.89,20041.706,19947.045,19852.904,19759.282,19666.176,NPgN,Primary,NG FES - Steady Progression,I&C (MWh)
AMBERTON ROAD,76360.038,75999.76,75999.76,75999.76,75999.76,75999.76,75999.76,75999.76,75999.76,75999.76,75999.76,75999.76,75622.453,75247.019,74873.448,74501.732,74131.862,73763.828,73397.621,73033.232,72670.652,72309.872,71950.883,71593.677,71238.244,70884.575,70532.663,70182.497,69834.07,69487.372,69142.396,68799.133,NPgN,Primary,NG FES - Steady Progression,I&C (MWh)
ANNFIELD 66/20KV,53435.157,53191.069,53199.995,53209.117,53218.337,53227.631,53236.966,53246.401,53255.849,53265.36,53274.901,53284.473,53029.588,52776.064,52523.92,52273.125,52023.611,51775.415,51528.561,51283.07,51038.906,50796.048,50554.51,50314.288,50075.385,49837.938,49601.698,49366.762,49133.125,48900.783,48669.729,48439.959,NPgN,Primary,NG FES - Steady Progression,I&C (MWh)
ASHINGTON,35000.729,35036.814,35260.574,35489.265,35720.381,35953.392,36187.409,36423.932,36660.79,36899.22,37138.405,37378.35,37434.715,37493.203,37554.438,37617.801,37681.743,37747.353,37815.396,37886.546,37960.058,38035.571,38113.551,38194.092,38277.391,38367.059,38456.973,38549.733,38645.36,38743.874,38845.3,38949.658,NPgN,Primary,NG FES - Steady Progression,I&C (MWh)
AYCLIFFE FORREST,2347.616,2336.54,2336.54,2336.54,2336.54,2336.54,2336.54,2336.54,2336.54,2336.54,2336.54,2336.54,2324.94,2313.398,2301.913,2290.485,2279.113,2267.798,2256.54,2245.337,2234.19,2223.098,2212.061,2201.079,2190.152,2179.278,2168.459,2157.694,2146.982,2136.323,2125.717,2115.164,NPgN,Primary,NG FES - Steady Progression,I&C (MWh)
AYCLIFFE INDUSTRIAL,30727.369,30582.393,30582.393,30582.393,30582.393,30582.393,30582.393,30582.393,30582.393,30582.393,30582.393,30582.393,30430.564,30279.488,30129.163,29979.584,29830.748,29682.651,29535.288,29388.658,29242.755,29097.577,28953.12,28809.379,28666.353,28524.036,28382.426,28241.519,28101.311,27961.8,27822.981,27684.852,NPgN,Primary,NG FES - Steady Progression,I&C (MWh)
BARDEN FRIAR,3570.868,3585.801,3620.943,3656.643,3692.808,3729.423,3766.491,3803.317,3840.37,3877.522,3914.558,3952.022,3970.074,3988.476,4007.571,4026.887,4046.721,4067.044,4088.105,4110.016,4132.327,4155.103,4178.244,4201.776,4225.662,4248.862,4273.17,4297.83,4322.845,4348.218,4373.952,4400.051,NPgN,Primary,NG FES - Steady Progression,I&C (MWh)
BEDALE,66424.627,66596.912,67138.163,67690.392,68248.345,68806.825,69365.716,69926.118,70486.709,71054.623,71620.175,72192.063,72407.995,72631.188,72861.632,73099.262,73337.092,73580.575,73833.384,74093.415,74358.793,74629.183,74905.483,75188.461,75477.359,75768.212,76067.35,76372.333,76683.208,77000.023,77322.827,77651.668,NPgN,Primary,NG FES - Steady Progression,I&C (MWh)
BELMONT,77861.173,77493.813,77493.813,77493.813,77493.813,77493.813,77493.813,77493.813,77493.813,77493.813,77493.813,77493.813,77109.088,76726.273,76345.359,75966.336,75589.194,75213.925,74840.519,74468.966,74099.259,73731.386,73365.34,73001.112,72638.691,72278.07,71919.239,71562.19,71206.913,70853.4,70501.642,70151.631,NPgN,Primary,NG FES - Steady Progression,I&C (MWh)
BENSHAM,43973.663,43766.189,43766.189,43766.189,43766.189,43766.189,43766.189,43766.189,43766.189,43766.189,43766.189,43766.189,43548.908,43332.706,43117.577,42903.516,42690.517,42478.576,42267.688,42057.846,41849.046,41641.283,41434.551,41228.846,41024.162,40820.493,40617.837,40416.186,40215.536,40015.882,39817.22,39619.544,NPgN,Primary,NG FES - Steady Progression,I&C (MWh)
