Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,17.3,17.033,16.824,16.748,16.769,16.814,16.859,16.99,17.155,17.333,17.591,17.882,18.257,18.741,19.304,19.977,20.683,21.463,22.362,23.263,24.106,24.912,25.578,26.293,26.678,27.459,27.606,27.837,27.996,28.054,28.018,28.097,NPgN,Primary,NPg regionalised NG FES - System Transformation,Total peak demand with price driven TouT customer flexibility (MW)
AMBERTON ROAD,23.154,22.914,22.678,22.519,22.476,22.433,22.407,22.476,22.567,22.655,22.833,23.043,23.367,23.791,24.284,24.883,25.52,26.218,27.041,27.859,28.621,29.354,29.937,30.623,31.013,31.506,31.69,31.938,32.118,32.206,32.219,32.312,NPgN,Primary,NPg regionalised NG FES - System Transformation,Total peak demand with price driven TouT customer flexibility (MW)
ANNFIELD 66/20KV,20.759,20.538,20.323,20.181,20.178,20.164,20.159,20.265,20.385,20.54,20.765,21.027,21.421,21.91,22.496,23.191,23.919,24.735,25.671,26.607,27.48,28.32,28.988,29.708,30.104,30.682,30.828,31.037,31.182,31.243,31.221,31.284,NPgN,Primary,NPg regionalised NG FES - System Transformation,Total peak demand with price driven TouT customer flexibility (MW)
ASHINGTON,18.556,18.378,18.21,18.14,18.192,18.249,18.312,18.478,18.666,18.872,19.164,19.494,19.937,20.49,21.135,21.901,22.703,23.589,24.599,25.612,26.559,27.472,28.211,28.987,29.43,30.063,30.244,30.489,30.672,30.775,30.793,30.899,NPgN,Primary,NPg regionalised NG FES - System Transformation,Total peak demand with price driven TouT customer flexibility (MW)
AYCLIFFE FORREST,0.421,0.417,0.414,0.41,0.407,0.404,0.4,0.397,0.394,0.39,0.387,0.384,0.383,0.382,0.381,0.379,0.378,0.377,0.376,0.375,0.374,0.373,0.372,0.371,0.37,0.368,0.367,0.366,0.365,0.364,0.363,0.362,NPgN,Primary,NPg regionalised NG FES - System Transformation,Total peak demand with price driven TouT customer flexibility (MW)
AYCLIFFE INDUSTRIAL,13.947,13.802,13.666,13.567,13.479,13.399,13.326,13.262,13.217,13.145,13.107,13.071,13.071,13.105,13.128,13.169,13.222,13.267,13.337,13.404,13.463,13.517,13.572,13.677,13.726,13.908,13.945,14.014,14.061,14.069,14.057,14.085,NPgN,Primary,NPg regionalised NG FES - System Transformation,Total peak demand with price driven TouT customer flexibility (MW)
BARDEN FRIAR,0.886,0.885,0.885,0.888,0.893,0.899,0.904,0.912,0.919,0.948,0.961,0.975,1.003,1.026,1.057,1.085,1.117,1.153,1.188,1.224,1.255,1.286,1.315,1.357,1.384,1.356,1.374,1.395,1.414,1.427,1.437,1.452,NPgN,Primary,NPg regionalised NG FES - System Transformation,Total peak demand with price driven TouT customer flexibility (MW)
BEDALE,17.015,17.251,17.215,17.181,17.193,17.192,17.203,17.239,17.286,17.329,17.388,17.449,17.589,17.753,17.923,18.112,18.314,18.518,18.748,18.984,19.211,19.434,19.64,19.906,20.106,20.26,20.431,20.626,20.803,20.951,21.084,21.245,NPgN,Primary,NPg regionalised NG FES - System Transformation,Total peak demand with price driven TouT customer flexibility (MW)
BELMONT,21.652,22.601,22.398,22.245,22.191,22.126,22.067,22.098,22.13,22.181,22.299,22.447,22.727,23.089,23.529,24.063,24.626,25.254,25.975,26.697,27.367,28.011,28.517,29.046,29.322,29.786,29.86,29.983,30.056,30.067,30.01,30.017,NPgN,Primary,NPg regionalised NG FES - System Transformation,Total peak demand with price driven TouT customer flexibility (MW)
BENSHAM,18.234,19.09,18.924,18.799,18.731,18.66,18.588,18.578,18.562,18.563,18.612,18.683,18.863,19.104,19.405,19.778,20.169,20.609,21.112,21.624,22.099,22.555,22.913,23.266,23.437,23.663,23.675,23.713,23.721,23.696,23.624,23.589,NPgN,Primary,NPg regionalised NG FES - System Transformation,Total peak demand with price driven TouT customer flexibility (MW)
