Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,88,115,162,219,687,1068,1454,1821,2549,3124,3681,4162,4721,5244,6259,7065,7690,8398,8914,9505,10277,10763,11278,11676,12042,12479,13621,14438,14916,15241,16260,16560,NPgN,Primary,NG FES - Consumer Transformation,Number of heat pumps (domestic and I&C)
AMBERTON ROAD,134,193,210,254,696,1038,1389,1738,2228,2731,3127,3579,3981,4427,5223,5903,6437,7027,7489,7981,8624,9036,9467,9804,10117,10484,11425,12109,12513,12791,13640,13905,NPgN,Primary,NG FES - Consumer Transformation,Number of heat pumps (domestic and I&C)
ANNFIELD 66/20KV,100,149,163,195,551,877,1198,1499,1997,2445,2872,3402,3805,4233,5040,5756,6285,6902,7398,7916,8596,9012,9476,9812,10124,10521,11504,12218,12627,12900,13789,14076,NPgN,Primary,NG FES - Consumer Transformation,Number of heat pumps (domestic and I&C)
ASHINGTON,106,154,186,234,674,1015,1364,1707,2302,2823,3316,3814,4275,4756,5661,6442,7037,7721,8262,8834,9584,10047,10553,10934,11288,11720,12810,13607,14071,14380,15370,15694,NPgN,Primary,NG FES - Consumer Transformation,Number of heat pumps (domestic and I&C)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NPgN,Primary,NG FES - Consumer Transformation,Number of heat pumps (domestic and I&C)
AYCLIFFE INDUSTRIAL,39,52,71,93,284,414,551,691,916,1126,1309,1472,1671,1859,2203,2493,2725,2979,3152,3360,3635,3808,3987,4128,4258,4409,4820,5112,5283,5402,5770,5885,NPgN,Primary,NG FES - Consumer Transformation,Number of heat pumps (domestic and I&C)
BARDEN FRIAR,4,5,6,7,36,94,128,162,159,198,205,154,159,178,195,196,218,230,235,242,256,265,272,285,297,303,307,310,324,330,337,336,NPgN,Primary,NG FES - Consumer Transformation,Number of heat pumps (domestic and I&C)
BEDALE,89,136,129,143,344,553,726,909,1074,1318,1484,1594,1781,1983,2325,2575,2816,3058,3226,3423,3688,3865,4046,4206,4358,4516,4888,5163,5350,5480,5817,5926,NPgN,Primary,NG FES - Consumer Transformation,Number of heat pumps (domestic and I&C)
BELMONT,79,118,129,155,411,629,848,1059,1497,1831,2182,2509,2862,3181,3809,4316,4704,5149,5477,5849,6336,6645,6978,7233,7470,7755,8476,8996,9301,9509,10150,10349,NPgN,Primary,NG FES - Consumer Transformation,Number of heat pumps (domestic and I&C)
BENSHAM,56,75,92,117,319,462,607,760,1050,1286,1515,1795,2021,2249,2681,3077,3368,3700,3965,4242,4606,4835,5075,5256,5423,5625,6164,6551,6773,6921,7407,7566,NPgN,Primary,NG FES - Consumer Transformation,Number of heat pumps (domestic and I&C)
BENTON SQUARE,65,87,125,168,502,698,909,1141,1603,1973,2348,2662,3030,3374,4026,4608,5055,5559,5929,6343,6893,7232,7588,7861,8113,8412,9230,9817,10153,10379,11120,11367,NPgN,Primary,NG FES - Consumer Transformation,Number of heat pumps (domestic and I&C)
BENWELL,83,103,139,183,551,893,1232,1539,2049,2504,2890,3354,3759,4175,4954,5586,6069,6613,7035,7496,8091,8480,8888,9207,9503,9855,10730,11363,11743,12010,12789,13020,NPgN,Primary,NG FES - Consumer Transformation,Number of heat pumps (domestic and I&C)
BILLINGHAM MARSH HOUSE,79,107,141,186,568,855,1149,1440,1919,2356,2745,3117,3538,3932,4671,5270,5746,6273,6632,7065,7636,7994,8368,8660,8929,9244,10096,10702,11056,11302,12065,12294,NPgN,Primary,NG FES - Consumer Transformation,Number of heat pumps (domestic and I&C)
BILLY MILL,51,66,94,127,362,526,694,868,1369,1677,2059,2359,2730,3033,3667,4190,4579,5031,5363,5739,6236,6547,6876,7128,7360,7637,8382,8913,9218,9423,10086,10297,NPgN,Primary,NG FES - Consumer Transformation,Number of heat pumps (domestic and I&C)
BIRTLEY GROVE 66/11KV,46,63,82,106,313,460,612,767,1074,1319,1566,1782,2028,2254,2693,3061,3345,3667,3901,4167,4519,4736,4967,5144,5306,5501,6021,6394,6608,6753,7220,7367,NPgN,Primary,NG FES - Consumer Transformation,Number of heat pumps (domestic and I&C)
BIRTLEY GROVE 66/20KV,27,36,47,62,180,271,364,456,647,793,945,1097,1245,1385,1656,1894,2070,2274,2430,2600,2823,2963,3112,3224,3328,3455,3785,4021,4158,4249,4545,4640,NPgN,Primary,NG FES - Consumer Transformation,Number of heat pumps (domestic and I&C)
BLAYDON BURN,52,64,94,126,368,566,768,960,1445,1768,2140,2511,2857,3176,3821,4387,4794,5274,5659,6064,6594,6925,7284,7549,7793,8098,8879,9441,9762,9977,10674,10899,NPgN,Primary,NG FES - Consumer Transformation,Number of heat pumps (domestic and I&C)
BLUCHER 33/11KV,70,86,128,175,563,916,1268,1586,2125,2601,3010,3455,3872,4300,5106,5750,6245,6805,7233,7705,8316,8708,9123,9443,9740,10095,10992,11638,12021,12288,13088,13319,NPgN,Primary,NG FES - Consumer Transformation,Number of heat pumps (domestic and I&C)
