Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,17.3,16.999,16.726,16.565,16.701,16.729,16.793,17.015,18.269,18.933,19.926,20.551,21.433,22.005,23.028,23.523,23.551,23.517,23.101,22.706,22.431,21.927,21.672,21.523,21.55,21.777,22.729,23.5,24.02,24.4,25.423,25.917,NPgN,Primary,NG FES - Consumer Transformation,Total peak demand with CF (MW)
AMBERTON ROAD,23.149,22.892,22.505,22.216,22.18,22.032,21.904,22.011,22.773,23.219,23.9,24.408,25.116,25.683,26.546,27.003,27.107,27.113,26.824,26.557,26.365,26.05,25.963,26.001,26.211,26.569,27.439,28.228,28.824,29.283,30.173,30.701,NPgN,Primary,NG FES - Consumer Transformation,Total peak demand with CF (MW)
ANNFIELD 66/20KV,20.754,20.515,20.179,19.955,19.973,19.924,19.903,20.063,20.975,21.509,22.336,22.883,23.605,24.149,25.018,25.453,25.437,25.325,24.84,24.393,24.034,23.492,23.243,23.106,23.164,23.443,24.297,25.053,25.593,26.006,26.944,27.487,NPgN,Primary,NG FES - Consumer Transformation,Total peak demand with CF (MW)
ASHINGTON,18.552,18.348,18.068,17.892,17.957,17.918,17.906,18.097,19.061,19.624,20.482,21.07,21.799,22.336,23.16,23.524,23.419,23.17,22.532,21.899,21.344,20.623,20.226,20.005,20.031,20.289,21.129,21.911,22.518,23.009,24.015,24.665,NPgN,Primary,NG FES - Consumer Transformation,Total peak demand with CF (MW)
AYCLIFFE FORREST,0.421,0.415,0.41,0.404,0.398,0.393,0.387,0.382,0.377,0.372,0.367,0.362,0.36,0.359,0.357,0.356,0.354,0.353,0.352,0.35,0.349,0.347,0.346,0.345,0.343,0.342,0.341,0.339,0.338,0.336,0.335,0.334,NPgN,Primary,NG FES - Consumer Transformation,Total peak demand with CF (MW)
AYCLIFFE INDUSTRIAL,13.943,13.741,13.467,13.18,12.973,12.649,12.277,12.081,12.222,12.131,12.26,12.317,12.543,12.689,13.038,13.266,13.409,13.612,13.737,13.901,14.118,14.242,14.382,14.482,14.568,14.682,15.026,15.265,15.378,15.435,15.718,15.782,NPgN,Primary,NG FES - Consumer Transformation,Total peak demand with CF (MW)
BARDEN FRIAR,0.886,0.884,0.882,0.883,0.914,0.953,0.975,1.003,0.997,1.027,1.026,1.048,1.063,1.089,1.111,1.123,1.136,1.135,1.134,1.125,1.12,1.12,1.121,1.134,1.152,1.169,1.187,1.205,1.235,1.261,1.281,1.299,NPgN,Primary,NG FES - Consumer Transformation,Total peak demand with CF (MW)
BEDALE,17.013,17.195,17.024,16.887,16.868,16.826,16.74,16.744,16.822,16.864,16.967,17.062,17.323,17.557,17.898,18.155,18.367,18.587,18.775,18.977,19.217,19.428,19.648,19.867,20.088,20.315,20.674,20.977,21.222,21.424,21.734,21.921,NPgN,Primary,NG FES - Consumer Transformation,Total peak demand with CF (MW)
BELMONT,21.645,22.538,22.143,21.778,21.538,21.151,20.756,20.636,21.22,21.421,21.979,22.336,22.94,23.335,23.973,24.251,24.207,24.061,23.656,23.256,22.929,22.483,22.224,22.069,22.051,22.177,22.749,23.233,23.572,23.82,24.451,24.773,NPgN,Primary,NG FES - Consumer Transformation,Total peak demand with CF (MW)
BENSHAM,18.227,19.015,18.685,18.351,18.064,17.632,17.198,17,17.248,17.297,17.589,17.814,18.189,18.517,18.992,19.324,19.508,19.684,19.74,19.822,19.934,19.948,19.968,19.939,19.872,19.871,20.101,20.213,20.201,20.144,20.309,20.237,NPgN,Primary,NG FES - Consumer Transformation,Total peak demand with CF (MW)
