Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,85,85,87,141,225,318,483,651,824,1007,1210,2465,3712,4940,6160,7372,8565,9765,10937,12073,13171,14229,15301,16381,17463,18472,18538,18605,18672,18738,18805,18872,NPgN,Primary,NPg - Early Net Zero,Number of heat pumps (domestic and I&C)
AMBERTON ROAD,135,143,154,189,264,353,504,659,818,986,1172,2255,3339,4406,5465,6518,7553,8591,9606,10584,11529,12438,13362,14292,15226,16114,16176,16236,16296,16356,16416,16475,NPgN,Primary,NPg - Early Net Zero,Number of heat pumps (domestic and I&C)
ANNFIELD 66/20KV,100,107,119,145,196,258,395,537,684,840,1010,2101,3201,4284,5364,6439,7499,8563,9611,10637,11636,12590,13554,14522,15492,16428,16506,16573,16640,16705,16768,16831,NPgN,Primary,NPg - Early Net Zero,Number of heat pumps (domestic and I&C)
ASHINGTON,105,111,122,166,246,338,490,643,801,967,1150,2361,3578,4776,5970,7159,8331,9508,10661,11777,12860,13909,14974,16046,17122,18151,18229,18297,18365,18432,18499,18565,NPgN,Primary,NPg - Early Net Zero,Number of heat pumps (domestic and I&C)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NPgN,Primary,NPg - Early Net Zero,Number of heat pumps (domestic and I&C)
AYCLIFFE INDUSTRIAL,38,39,41,63,103,147,208,267,328,391,461,929,1395,1854,2311,2765,3212,3661,4099,4516,4918,5313,5715,6121,6528,6912,6933,6955,6976,6997,7018,7039,NPgN,Primary,NPg - Early Net Zero,Number of heat pumps (domestic and I&C)
BARDEN FRIAR,4,4,4,5,7,9,34,57,78,98,114,132,152,174,197,221,245,269,292,316,340,343,348,353,361,372,379,386,391,395,399,403,NPgN,Primary,NPg - Early Net Zero,Number of heat pumps (domestic and I&C)
BEDALE,92,99,112,119,144,176,267,358,450,543,636,1060,1495,1928,2359,2792,3219,3646,4064,4474,4875,5229,5591,5958,6330,6710,6761,6805,6845,6884,6922,6959,NPgN,Primary,NPg - Early Net Zero,Number of heat pumps (domestic and I&C)
BELMONT,79,84,94,116,156,204,297,394,495,602,720,1500,2283,3054,3820,4582,5332,6084,6823,7545,8246,8920,9602,10287,10973,11623,11670,11710,11750,11789,11828,11867,NPgN,Primary,NPg - Early Net Zero,Number of heat pumps (domestic and I&C)
BENSHAM,55,56,59,82,121,165,231,297,365,436,514,1118,1719,2312,2901,3488,4067,4647,5214,5764,6298,6819,7347,7879,8413,8924,8948,8971,8994,9017,9041,9064,NPgN,Primary,NPg - Early Net Zero,Number of heat pumps (domestic and I&C)
BENTON SQUARE,65,66,69,112,189,274,372,467,561,659,765,1680,2591,3490,4385,5276,6157,7041,7902,8723,9520,10311,11118,11933,12751,13526,13558,13591,13623,13656,13688,13721,NPgN,Primary,NPg - Early Net Zero,Number of heat pumps (domestic and I&C)
