Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,60057.4,58822.648,57442.847,56606.155,56031.771,55620.681,55165.693,54804.563,54700.599,54635.359,54568.84,54498.684,54337.648,54190.879,54030.33,53863.626,53720.353,53686.531,53703.307,53758.952,53787.49,53815.738,53876.726,53935.762,53996.536,54062.013,54126.488,54190.148,54292.449,54457.837,54626.163,54906.435,NPgN,Primary,NG FES - Consumer Transformation,Domestic (MWh)
AMBERTON ROAD,46230.345,45262.234,44176.395,43534.93,43109.599,42818.854,42492.946,42244.177,42206.438,42200.728,42194.307,42185.194,42101.357,42029.335,41946.221,41858.284,41789.804,41776.6,41805.138,41865.561,41903.999,41942.359,42007.78,42071.5,42136.619,42205.504,42273.653,42341.08,42440.254,42591.256,42744.73,42990.22,NPgN,Primary,NG FES - Consumer Transformation,Domestic (MWh)
ANNFIELD 66/20KV,49133.788,48099.231,46937.781,46257.388,45811.813,45512.43,45175.353,44921.893,44897.11,44907.094,44916.411,44922.892,44848.184,44786.248,44712.333,44633.242,44575.299,44566.284,44602.634,44673.499,44720.701,44767.905,44844.55,44919.253,44995.432,45075.596,45155.003,45233.562,45346.516,45515.631,45687.44,45959.007,NPgN,Primary,NG FES - Consumer Transformation,Domestic (MWh)
ASHINGTON,55043.372,53891.623,52602.012,51835.237,51323.589,50970.771,50576.98,50274.051,50219.568,50202.849,50185.395,50164.855,50056.138,49961.299,49853.449,49739.98,49649.483,49630.477,49660.753,49728.527,49770.609,49812.702,49886.776,49958.756,50032.35,50110.285,50187.408,50263.622,50377.193,50551.753,50729.245,51015.057,NPgN,Primary,NG FES - Consumer Transformation,Domestic (MWh)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Consumer Transformation,Domestic (MWh)
AYCLIFFE INDUSTRIAL,19544.103,19132.958,18670.786,18401.374,18225.967,18109.111,17977.094,17878.604,17871.83,17879.024,17885.971,17891.8,17865.117,17843.588,17817.271,17788.893,17769.016,17767.019,17783.212,17813.272,17833.808,17854.332,17886.665,17918.239,17950.417,17984.218,18017.712,18050.883,18097.882,18167.461,18238.132,18348.908,NPgN,Primary,NG FES - Consumer Transformation,Domestic (MWh)
BARDEN FRIAR,1306.071,1291.916,1272.44,1266.513,1264.941,1265.961,1264.575,1264.897,1270.787,1277.004,1282.526,1287.365,1290.148,1292.907,1294.855,1296.149,1297.463,1302.849,1308.985,1315.937,1321.808,1327.358,1333.298,1339.245,1345.18,1351.269,1357.125,1362.953,1369.545,1377.45,1385.262,1395.412,NPgN,Primary,NG FES - Consumer Transformation,Domestic (MWh)
BEDALE,19226.742,18836.058,18392.411,18141.775,17982.656,17880.35,17761.304,17674.999,17679.342,17696.812,17713.172,17727.638,17709.776,17696.541,17677.903,17656.554,17642.965,17648.039,17670.667,17706.931,17733.212,17759.105,17796.27,17832.712,17869.666,17908.25,17946.268,17983.926,18035.108,18108.461,18182.678,18296.29,NPgN,Primary,NG FES - Consumer Transformation,Domestic (MWh)
BELMONT,35712.793,34976.866,34152.131,33659.87,33328.541,33097.39,32839.432,32638.973,32596.187,32577.161,32557.376,32535.376,32457.5,32388.338,32310.707,32229.29,32162.251,32150.077,32168.995,32211.746,32237.895,32263.88,32310.001,32354.87,32400.773,32449.513,32497.638,32545.222,32616.537,32726.617,32838.505,33019.228,NPgN,Primary,NG FES - Consumer Transformation,Domestic (MWh)
BENSHAM,31836.926,31217.305,30535.345,30079.961,29730.293,29446.385,29142.51,28877.032,28717.185,28572.721,28427.01,28279.198,28094.646,27915.809,27730.917,27543.068,27364.362,27311.536,27278.931,27262.33,27234.036,27205.285,27189.484,27173.196,27157.739,27144.501,27130.68,27116.719,27118.501,27145.957,27174.494,27248.403,NPgN,Primary,NG FES - Consumer Transformation,Domestic (MWh)
