Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,1.7,1.78,1.902,2.071,2.287,2.528,2.886,3.41,3.94,4.476,5.065,5.684,6.334,6.992,7.657,8.33,9.009,9.697,10.391,11.093,11.802,12.519,13.243,13.975,14.714,15.358,16.008,16.664,17.327,17.996,18.672,19.353,NPgN,Primary,NG FES - Consumer Transformation,Total installed PV capacity - domestic (MW)
AMBERTON ROAD,1.554,1.619,1.722,1.865,2.046,2.25,2.551,2.992,3.439,3.89,4.387,4.908,5.456,6.01,6.57,7.137,7.71,8.289,8.874,9.465,10.063,10.666,11.276,11.892,12.515,13.057,13.605,14.158,14.717,15.28,15.849,16.423,NPgN,Primary,NG FES - Consumer Transformation,Total installed PV capacity - domestic (MW)
ANNFIELD 66/20KV,1.676,1.755,1.88,2.052,2.273,2.519,2.886,3.42,3.962,4.509,5.111,5.744,6.409,7.081,7.76,8.447,9.142,9.844,10.554,11.271,11.996,12.728,13.468,14.216,14.971,15.629,16.293,16.964,17.641,18.325,19.015,19.711,NPgN,Primary,NG FES - Consumer Transformation,Total installed PV capacity - domestic (MW)
ASHINGTON,2.197,2.315,2.503,2.761,3.092,3.462,4.011,4.814,5.626,6.448,7.351,8.3,9.297,10.305,11.325,12.356,13.398,14.451,15.516,16.592,17.68,18.778,19.889,21.01,22.143,23.13,24.127,25.133,26.149,27.175,28.21,29.255,NPgN,Primary,NG FES - Consumer Transformation,Total installed PV capacity - domestic (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Consumer Transformation,Total installed PV capacity - domestic (MW)
AYCLIFFE INDUSTRIAL,0.805,0.838,0.89,0.961,1.053,1.155,1.307,1.528,1.753,1.98,2.229,2.492,2.767,3.046,3.328,3.612,3.9,4.192,4.486,4.783,5.084,5.387,5.694,6.004,6.317,6.59,6.865,7.143,7.424,7.708,7.994,8.282,NPgN,Primary,NG FES - Consumer Transformation,Total installed PV capacity - domestic (MW)
BARDEN FRIAR,0.05,0.053,0.058,0.066,0.075,0.086,0.101,0.124,0.147,0.171,0.197,0.224,0.252,0.281,0.31,0.339,0.369,0.399,0.429,0.46,0.491,0.522,0.554,0.586,0.618,0.646,0.675,0.703,0.732,0.762,0.791,0.821,NPgN,Primary,NG FES - Consumer Transformation,Total installed PV capacity - domestic (MW)
BEDALE,1.313,1.367,1.452,1.569,1.72,1.888,2.137,2.502,2.871,3.244,3.654,4.085,4.538,4.996,5.459,5.928,6.401,6.879,7.363,7.852,8.346,8.845,9.349,9.859,10.373,10.822,11.274,11.732,12.193,12.659,13.129,13.604,NPgN,Primary,NG FES - Consumer Transformation,Total installed PV capacity - domestic (MW)
BELMONT,1.274,1.331,1.42,1.543,1.701,1.877,2.139,2.521,2.908,3.3,3.73,4.182,4.657,5.138,5.623,6.114,6.611,7.113,7.62,8.133,8.651,9.174,9.703,10.237,10.777,11.247,11.722,12.202,12.686,13.174,13.668,14.165,NPgN,Primary,NG FES - Consumer Transformation,Total installed PV capacity - domestic (MW)
BENSHAM,0.321,0.363,0.431,0.525,0.645,0.779,0.978,1.269,1.564,1.861,2.189,2.533,2.894,3.26,3.629,4.003,4.381,4.763,5.149,5.539,5.933,6.331,6.734,7.14,7.551,7.909,8.27,8.635,9.003,9.375,9.75,10.129,NPgN,Primary,NG FES - Consumer Transformation,Total installed PV capacity - domestic (MW)
