Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,1.7,1.749,1.813,1.896,1.998,2.119,2.26,2.504,2.75,3.046,3.345,3.648,3.954,4.264,4.577,4.893,5.213,5.512,5.813,6.118,6.427,6.738,7.04,7.332,7.614,7.848,8.084,8.309,8.523,8.726,8.931,9.137,NPgN,Primary,NG FES - Leading the Way,Total installed PV capacity - domestic (MW)
AMBERTON ROAD,1.554,1.593,1.647,1.717,1.803,1.905,2.024,2.229,2.437,2.686,2.938,3.193,3.451,3.712,3.975,4.242,4.511,4.763,5.017,5.274,5.534,5.796,6.05,6.296,6.534,6.731,6.93,7.12,7.3,7.471,7.644,7.817,NPgN,Primary,NG FES - Leading the Way,Total installed PV capacity - domestic (MW)
ANNFIELD 66/20KV,1.676,1.723,1.789,1.874,1.978,2.102,2.246,2.495,2.747,3.049,3.355,3.664,3.977,4.293,4.613,4.936,5.263,5.568,5.876,6.188,6.503,6.821,7.129,7.428,7.716,7.955,8.196,8.426,8.645,8.853,9.062,9.273,NPgN,Primary,NG FES - Leading the Way,Total installed PV capacity - domestic (MW)
ASHINGTON,2.197,2.267,2.366,2.493,2.649,2.835,3.051,3.425,3.803,4.256,4.715,5.179,5.648,6.123,6.603,7.088,7.578,8.036,8.498,8.966,9.438,9.915,10.378,10.826,11.259,11.617,11.979,12.324,12.653,12.964,13.278,13.594,NPgN,Primary,NG FES - Leading the Way,Total installed PV capacity - domestic (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Leading the Way,Total installed PV capacity - domestic (MW)
AYCLIFFE INDUSTRIAL,0.805,0.825,0.852,0.887,0.93,0.982,1.041,1.145,1.249,1.374,1.501,1.629,1.759,1.89,2.023,2.157,2.292,2.419,2.547,2.676,2.806,2.938,3.066,3.19,3.309,3.408,3.508,3.604,3.695,3.781,3.867,3.955,NPgN,Primary,NG FES - Leading the Way,Total installed PV capacity - domestic (MW)
BARDEN FRIAR,0.05,0.052,0.054,0.058,0.063,0.068,0.074,0.085,0.095,0.108,0.121,0.135,0.148,0.162,0.175,0.189,0.203,0.216,0.229,0.243,0.256,0.27,0.283,0.296,0.308,0.318,0.328,0.338,0.348,0.357,0.366,0.375,NPgN,Primary,NG FES - Leading the Way,Total installed PV capacity - domestic (MW)
BEDALE,1.313,1.345,1.39,1.448,1.519,1.603,1.701,1.871,2.042,2.248,2.457,2.668,2.881,3.096,3.314,3.535,3.757,3.965,4.175,4.388,4.602,4.819,5.029,5.233,5.429,5.592,5.756,5.913,6.062,6.204,6.346,6.49,NPgN,Primary,NG FES - Leading the Way,Total installed PV capacity - domestic (MW)
BELMONT,1.274,1.308,1.355,1.416,1.49,1.579,1.682,1.859,2.039,2.256,2.474,2.695,2.919,3.145,3.373,3.604,3.838,4.056,4.277,4.499,4.724,4.952,5.172,5.386,5.592,5.762,5.935,6.099,6.256,6.404,6.554,6.704,NPgN,Primary,NG FES - Leading the Way,Total installed PV capacity - domestic (MW)
BENSHAM,0.321,0.346,0.382,0.428,0.485,0.552,0.63,0.766,0.903,1.067,1.233,1.402,1.572,1.744,1.918,2.093,2.271,2.437,2.605,2.774,2.946,3.119,3.286,3.449,3.605,3.735,3.867,3.992,4.111,4.224,4.337,4.452,NPgN,Primary,NG FES - Leading the Way,Total installed PV capacity - domestic (MW)
