Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,2,2.081,2.261,2.485,2.736,3.007,3.31,3.633,3.946,4.248,4.545,4.837,5.106,5.351,5.583,5.802,6.006,6.197,6.374,6.541,6.696,6.841,6.957,7.049,7.139,7.228,7.314,7.398,7.48,7.559,7.637,7.712,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
AMBERTON ROAD,1.75,1.874,2.051,2.271,2.518,2.785,3.085,3.405,3.715,4.015,4.311,4.6,4.868,5.112,5.343,5.561,5.765,5.955,6.132,6.298,6.454,6.598,6.715,6.808,6.898,6.987,7.073,7.157,7.24,7.319,7.397,7.472,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
ANNFIELD 66/20KV,12.702,12.843,13.044,13.295,13.58,13.891,14.243,14.622,14.993,15.355,15.712,16.062,16.387,16.685,16.968,17.235,17.485,17.72,17.938,18.144,18.337,18.516,18.663,18.783,18.899,19.012,19.122,19.229,19.332,19.432,19.529,19.623,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
ASHINGTON,5.792,5.998,6.295,6.669,7.104,7.593,8.157,8.775,9.393,10.005,10.611,11.208,11.766,12.283,12.775,13.241,13.681,14.095,14.485,14.851,15.195,15.518,15.79,16.018,16.24,16.454,16.66,16.859,17.049,17.232,17.407,17.574,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
AYCLIFFE INDUSTRIAL,0.912,0.969,1.051,1.153,1.269,1.396,1.539,1.694,1.845,1.993,2.138,2.281,2.413,2.535,2.65,2.759,2.861,2.957,3.047,3.13,3.209,3.282,3.342,3.391,3.439,3.485,3.53,3.573,3.616,3.657,3.696,3.734,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
BARDEN FRIAR,0.06,0.069,0.081,0.096,0.113,0.133,0.155,0.18,0.205,0.229,0.253,0.277,0.299,0.319,0.339,0.357,0.375,0.391,0.406,0.421,0.434,0.447,0.458,0.467,0.475,0.484,0.492,0.499,0.507,0.514,0.521,0.528,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
BEDALE,2.798,2.905,3.06,3.252,3.473,3.717,3.996,4.298,4.596,4.888,5.177,5.461,5.726,5.969,6.2,6.419,6.625,6.818,6.998,7.168,7.328,7.477,7.6,7.702,7.801,7.897,7.99,8.08,8.166,8.25,8.33,8.408,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
BELMONT,1.356,1.461,1.612,1.8,2.013,2.246,2.509,2.792,3.07,3.34,3.607,3.869,4.111,4.334,4.545,4.744,4.931,5.106,5.269,5.423,5.567,5.701,5.81,5.899,5.986,6.07,6.152,6.232,6.309,6.384,6.456,6.526,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
BENSHAM,0.374,0.448,0.554,0.686,0.834,0.994,1.174,1.365,1.551,1.73,1.907,2.08,2.239,2.385,2.523,2.653,2.775,2.889,2.994,3.093,3.186,3.272,3.342,3.397,3.451,3.503,3.555,3.605,3.654,3.702,3.748,3.793,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
BENTON SQUARE,1.655,1.754,1.895,2.07,2.267,2.479,2.716,2.97,3.216,3.453,3.687,3.916,4.127,4.32,4.502,4.674,4.835,4.985,5.125,5.256,5.378,5.492,5.584,5.657,5.728,5.797,5.865,5.931,5.996,6.059,6.12,6.179,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
BENWELL,0.995,1.09,1.226,1.394,1.584,1.788,2.016,2.26,2.496,2.725,2.949,3.169,3.372,3.557,3.732,3.898,4.052,4.196,4.33,4.456,4.573,4.683,4.771,4.84,4.908,4.975,5.04,5.103,5.165,5.226,5.284,5.341,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
BILLINGHAM MARSH HOUSE,13.108,13.214,13.366,13.556,13.769,13.999,14.258,14.534,14.802,15.061,15.317,15.567,15.798,16.009,16.209,16.397,16.574,16.738,16.891,17.035,17.169,17.295,17.396,17.476,17.554,17.631,17.706,17.779,17.85,17.919,17.986,18.052,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
BILLY MILL,1.489,1.574,1.696,1.847,2.017,2.2,2.405,2.624,2.836,3.04,3.242,3.439,3.621,3.787,3.944,4.092,4.23,4.359,4.48,4.592,4.697,4.795,4.874,4.936,4.997,5.057,5.115,5.172,5.228,5.282,5.334,5.385,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
BIRTLEY GROVE 66/11KV,1.049,1.116,1.212,1.332,1.466,1.613,1.778,1.956,2.129,2.297,2.463,2.626,2.776,2.914,3.045,3.168,3.284,3.392,3.493,3.587,3.676,3.758,3.826,3.88,3.932,3.984,4.034,4.082,4.13,4.175,4.22,4.263,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
BIRTLEY GROVE 66/20KV,0.471,0.512,0.572,0.646,0.729,0.819,0.921,1.029,1.135,1.237,1.338,1.437,1.528,1.611,1.691,1.765,1.835,1.9,1.961,2.018,2.071,2.121,2.161,2.194,2.225,2.256,2.285,2.315,2.343,2.37,2.397,2.423,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
BLAYDON BURN,1,1.092,1.225,1.39,1.575,1.775,1.998,2.237,2.468,2.692,2.913,3.128,3.328,3.509,3.681,3.844,3.995,4.137,4.269,4.392,4.508,4.615,4.702,4.771,4.838,4.903,4.967,5.03,5.091,5.15,5.208,5.264,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
BLUCHER 33/11KV,1.175,1.265,1.393,1.552,1.731,1.923,2.139,2.369,2.592,2.807,3.019,3.226,3.418,3.592,3.758,3.914,4.059,4.195,4.322,4.44,4.551,4.655,4.737,4.803,4.867,4.93,4.991,5.051,5.11,5.167,5.222,5.276,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
BOLDON DOWNHILL,1.755,1.825,1.927,2.053,2.195,2.347,2.518,2.7,2.877,3.048,3.215,3.38,3.532,3.67,3.801,3.925,4.04,4.148,4.248,4.342,4.43,4.512,4.578,4.63,4.681,4.731,4.779,4.827,4.873,4.918,4.962,5.005,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,0.841,0.874,0.921,0.98,1.047,1.121,1.205,1.295,1.385,1.472,1.559,1.643,1.722,1.795,1.864,1.929,1.99,2.047,2.101,2.151,2.199,2.243,2.279,2.309,2.338,2.366,2.394,2.42,2.446,2.471,2.494,2.517,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
BOWESFIELD 33/11KV,0.63,0.715,0.836,0.987,1.156,1.339,1.544,1.764,1.976,2.182,2.384,2.583,2.766,2.933,3.091,3.24,3.38,3.51,3.631,3.745,3.851,3.95,4.03,4.093,4.155,4.216,4.275,4.333,4.389,4.444,4.497,4.548,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
BOWESFIELD 66/11KV,0.796,0.854,0.938,1.041,1.158,1.284,1.425,1.576,1.722,1.863,2.003,2.139,2.265,2.38,2.489,2.592,2.688,2.777,2.861,2.939,3.012,3.081,3.136,3.179,3.222,3.264,3.304,3.344,3.383,3.42,3.457,3.492,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
BRANCEPETH,16.328,16.487,16.716,17.001,17.324,17.678,18.078,18.509,18.931,19.342,19.748,20.146,20.515,20.854,21.175,21.479,21.763,22.03,22.279,22.513,22.732,22.936,23.103,23.239,23.371,23.5,23.625,23.746,23.864,23.978,24.088,24.194,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
BREAMISH STREET,0.301,0.342,0.401,0.475,0.557,0.646,0.745,0.851,0.954,1.053,1.15,1.246,1.334,1.414,1.49,1.562,1.629,1.692,1.75,1.804,1.855,1.903,1.941,1.971,2.001,2.03,2.058,2.085,2.112,2.139,2.164,2.189,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
BRENDA TRADING,1.873,2.012,2.211,2.458,2.735,3.035,3.371,3.73,4.078,4.416,4.747,5.073,5.373,5.647,5.907,6.151,6.38,6.594,6.793,6.98,7.154,7.317,7.448,7.552,7.654,7.753,7.85,7.945,8.037,8.127,8.214,8.299,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
CAMPLESHON ROAD,1.895,1.994,2.136,2.313,2.511,2.726,2.967,3.226,3.477,3.72,3.959,4.194,4.411,4.609,4.797,4.974,5.14,5.295,5.439,5.575,5.701,5.819,5.915,5.991,6.065,6.138,6.208,6.277,6.344,6.41,6.473,6.534,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
CARLEY HILL,1.361,1.476,1.642,1.847,2.078,2.326,2.604,2.901,3.188,3.466,3.74,4.007,4.254,4.48,4.693,4.894,5.082,5.258,5.421,5.574,5.717,5.85,5.957,6.042,6.125,6.206,6.285,6.362,6.438,6.511,6.583,6.652,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
CARLIN HOW T3 T4,3.198,3.33,3.52,3.755,4.021,4.309,4.632,4.979,5.316,5.644,5.966,6.282,6.574,6.841,7.094,7.333,7.556,7.765,7.96,8.143,8.313,8.473,8.602,8.705,8.805,8.904,9,9.093,9.184,9.272,9.358,9.44,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
CARR HILL,1.673,1.807,1.998,2.235,2.501,2.788,3.11,3.454,3.787,4.11,4.427,4.738,5.025,5.287,5.535,5.769,5.987,6.191,6.381,6.559,6.726,6.881,7.006,7.104,7.201,7.296,7.388,7.479,7.566,7.652,7.735,7.816,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
CATTERICK CAMP,1.909,2.068,2.298,2.588,2.927,3.311,3.756,4.247,4.739,5.228,5.713,6.191,6.639,7.054,7.449,7.825,8.179,8.514,8.829,9.125,9.404,9.664,9.886,10.074,10.255,10.431,10.599,10.761,10.916,11.065,11.206,11.342,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
CLOSE,0.392,0.441,0.511,0.597,0.694,0.799,0.916,1.041,1.161,1.278,1.393,1.505,1.609,1.703,1.793,1.877,1.956,2.03,2.098,2.163,2.223,2.278,2.323,2.359,2.393,2.427,2.46,2.493,2.524,2.555,2.585,2.614,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
CONEYTHORPE,1.505,1.58,1.688,1.823,1.978,2.148,2.341,2.551,2.757,2.959,3.158,3.354,3.536,3.703,3.862,4.012,4.153,4.286,4.41,4.526,4.635,4.737,4.821,4.89,4.958,5.023,5.086,5.147,5.206,5.264,5.319,5.372,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
CONSETT,22.956,23.12,23.355,23.649,23.983,24.349,24.763,25.209,25.647,26.074,26.495,26.909,27.292,27.644,27.978,28.294,28.59,28.868,29.127,29.37,29.598,29.811,29.986,30.128,30.266,30.401,30.531,30.658,30.781,30.899,31.014,31.125,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
CORPORATION STREET,0.103,0.134,0.18,0.236,0.299,0.367,0.443,0.524,0.603,0.678,0.753,0.826,0.894,0.955,1.014,1.068,1.12,1.168,1.212,1.254,1.293,1.33,1.359,1.382,1.404,1.427,1.448,1.469,1.49,1.51,1.529,1.548,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
COWTON,0.431,0.446,0.468,0.495,0.527,0.561,0.6,0.643,0.685,0.726,0.766,0.806,0.844,0.878,0.91,0.941,0.97,0.997,1.022,1.046,1.069,1.09,1.107,1.121,1.135,1.149,1.162,1.174,1.186,1.198,1.209,1.22,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
CRAMLINGTON T1 T3,0.63,0.684,0.761,0.858,0.97,1.096,1.241,1.4,1.558,1.715,1.87,2.023,2.165,2.297,2.423,2.542,2.654,2.76,2.859,2.953,3.04,3.122,3.191,3.249,3.306,3.36,3.412,3.463,3.511,3.558,3.602,3.645,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
CRAMLINGTON T2 T4,0.476,0.527,0.6,0.692,0.798,0.918,1.056,1.208,1.359,1.509,1.657,1.803,1.94,2.066,2.186,2.3,2.407,2.509,2.604,2.693,2.777,2.856,2.922,2.978,3.032,3.084,3.135,3.183,3.229,3.274,3.317,3.358,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
DARLEY,0.556,0.59,0.639,0.7,0.77,0.847,0.933,1.027,1.12,1.21,1.299,1.386,1.467,1.542,1.613,1.68,1.743,1.802,1.857,1.908,1.957,2.002,2.04,2.07,2.1,2.128,2.156,2.184,2.21,2.235,2.259,2.283,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
DARLINGTON 132/6KV,0.839,0.886,0.953,1.036,1.129,1.231,1.345,1.467,1.586,1.702,1.815,1.926,2.029,2.123,2.213,2.297,2.375,2.449,2.517,2.582,2.642,2.698,2.743,2.78,2.815,2.85,2.883,2.916,2.948,2.979,3.009,3.038,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
DARLINGTON 33/11KV,1.08,1.172,1.304,1.468,1.652,1.852,2.076,2.317,2.55,2.777,3,3.218,3.42,3.605,3.78,3.945,4.099,4.243,4.378,4.504,4.621,4.731,4.82,4.891,4.96,5.028,5.094,5.158,5.221,5.282,5.341,5.398,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
DARLINGTON CENTRAL 33/11KV,0.451,0.485,0.534,0.594,0.662,0.736,0.819,0.907,0.994,1.078,1.16,1.241,1.316,1.384,1.449,1.51,1.567,1.621,1.67,1.717,1.761,1.802,1.835,1.861,1.887,1.912,1.936,1.96,1.983,2.006,2.028,2.049,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
DARLINGTON EAST,6.7,6.761,6.847,6.955,7.077,7.208,7.356,7.514,7.668,7.817,7.964,8.108,8.241,8.363,8.479,8.587,8.689,8.784,8.873,8.956,9.034,9.107,9.165,9.212,9.258,9.303,9.346,9.389,9.43,9.47,9.509,9.547,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
DARLINGTON WEST,1.339,1.439,1.584,1.764,1.966,2.186,2.433,2.698,2.956,3.206,3.452,3.693,3.916,4.12,4.314,4.496,4.667,4.826,4.975,5.115,5.245,5.367,5.465,5.544,5.621,5.697,5.77,5.841,5.911,5.978,6.043,6.107,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
DENWICK,2.834,3.018,3.283,3.616,4.001,4.43,4.923,5.461,5.996,6.525,7.047,7.562,8.042,8.485,8.907,9.306,9.683,10.037,10.369,10.682,10.975,11.25,11.48,11.672,11.858,12.039,12.213,12.38,12.541,12.697,12.845,12.988,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
DUNSTON 66/11KV,0.467,0.522,0.601,0.7,0.811,0.93,1.064,1.207,1.345,1.479,1.611,1.74,1.859,1.968,2.071,2.168,2.258,2.343,2.422,2.496,2.565,2.629,2.681,2.722,2.762,2.801,2.84,2.877,2.913,2.949,2.983,3.017,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
DUNSTON 66/20KV,1.116,1.216,1.36,1.539,1.74,1.957,2.199,2.459,2.71,2.953,3.192,3.426,3.642,3.84,4.027,4.203,4.368,4.521,4.664,4.799,4.924,5.041,5.135,5.21,5.282,5.354,5.423,5.491,5.558,5.622,5.685,5.746,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
DURHAM EAST,0.498,0.549,0.622,0.713,0.816,0.927,1.053,1.188,1.32,1.449,1.575,1.699,1.814,1.919,2.019,2.113,2.201,2.283,2.36,2.432,2.5,2.563,2.614,2.655,2.696,2.735,2.773,2.81,2.846,2.881,2.915,2.948,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
EASTFIELD,1.991,2.091,2.234,2.413,2.618,2.844,3.1,3.379,3.653,3.922,4.187,4.448,4.691,4.914,5.126,5.327,5.515,5.692,5.857,6.013,6.158,6.295,6.407,6.5,6.59,6.677,6.762,6.844,6.923,6.999,7.073,7.143,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
EASTGATE CEMENT,0.902,0.934,0.981,1.039,1.105,1.177,1.259,1.346,1.431,1.515,1.596,1.677,1.751,1.819,1.884,1.945,2.002,2.056,2.106,2.153,2.197,2.238,2.271,2.298,2.325,2.35,2.375,2.4,2.423,2.446,2.468,2.489,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
EDUCATIONAL PRECINCT,0.348,0.401,0.477,0.572,0.678,0.792,0.92,1.057,1.189,1.317,1.443,1.566,1.68,1.784,1.882,1.974,2.061,2.142,2.217,2.287,2.353,2.414,2.463,2.502,2.54,2.578,2.614,2.65,2.684,2.718,2.751,2.783,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
ELVINGTON,1.424,1.448,1.483,1.526,1.575,1.629,1.689,1.754,1.817,1.879,1.94,2,2.056,2.106,2.155,2.2,2.243,2.283,2.32,2.355,2.388,2.418,2.443,2.464,2.483,2.502,2.521,2.539,2.557,2.574,2.59,2.606,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
FARADAY STREET,0.645,0.769,0.947,1.168,1.416,1.682,1.981,2.3,2.608,2.906,3.199,3.486,3.751,3.993,4.222,4.437,4.639,4.827,5.002,5.166,5.319,5.462,5.576,5.667,5.756,5.842,5.927,6.01,6.091,6.169,6.246,6.32,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
FAWDON T1 & SEATON BURN T1,2.291,2.419,2.604,2.834,3.095,3.378,3.699,4.044,4.381,4.709,5.032,5.349,5.643,5.912,6.168,6.409,6.635,6.847,7.044,7.229,7.403,7.565,7.697,7.803,7.907,8.009,8.107,8.203,8.296,8.386,8.473,8.557,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
FISHBURN,25.58,25.711,25.899,26.135,26.401,26.693,27.023,27.379,27.727,28.067,28.402,28.731,29.036,29.315,29.581,29.831,30.066,30.287,30.492,30.685,30.866,31.035,31.173,31.286,31.395,31.501,31.605,31.705,31.802,31.896,31.987,32.075,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
FLATWORTH CENTRAL,0.798,0.85,0.926,1.02,1.125,1.239,1.366,1.501,1.632,1.759,1.884,2.006,2.119,2.222,2.319,2.411,2.496,2.576,2.651,2.72,2.786,2.846,2.895,2.934,2.971,3.008,3.044,3.08,3.114,3.147,3.18,3.212,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
FOSS ISLANDS,0.899,1.02,1.194,1.41,1.653,1.916,2.21,2.526,2.831,3.128,3.419,3.705,3.969,4.21,4.439,4.654,4.856,5.044,5.219,5.383,5.537,5.68,5.796,5.887,5.977,6.065,6.151,6.234,6.316,6.395,6.472,6.546,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
FOSSWAY 33/11KV,0.513,0.62,0.775,0.966,1.181,1.413,1.672,1.949,2.217,2.476,2.731,2.981,3.211,3.421,3.62,3.808,3.983,4.147,4.299,4.441,4.575,4.699,4.799,4.878,4.955,5.03,5.104,5.176,5.247,5.315,5.382,5.446,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
FOURSTONES 20KV,39.212,39.344,39.533,39.77,40.044,40.35,40.701,41.084,41.464,41.84,42.211,42.577,42.918,43.232,43.532,43.816,44.083,44.334,44.57,44.792,45.001,45.195,45.359,45.495,45.627,45.755,45.878,45.997,46.111,46.221,46.327,46.428,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
FYLANDS BRIDGE,2.248,2.375,2.556,2.783,3.04,3.321,3.64,3.983,4.318,4.646,4.968,5.286,5.579,5.849,6.105,6.346,6.573,6.785,6.983,7.17,7.344,7.507,7.64,7.748,7.853,7.956,8.055,8.152,8.246,8.336,8.424,8.509,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
GALE LANE,7.003,7.097,7.233,7.402,7.591,7.797,8.027,8.274,8.514,8.747,8.975,9.2,9.407,9.596,9.776,9.945,10.103,10.251,10.389,10.518,10.639,10.751,10.842,10.915,10.986,11.055,11.122,11.188,11.252,11.315,11.375,11.434,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
GARWOOD STREET,1.159,1.258,1.399,1.574,1.77,1.981,2.218,2.471,2.715,2.952,3.184,3.412,3.622,3.814,3.995,4.166,4.326,4.475,4.614,4.744,4.866,4.979,5.07,5.142,5.212,5.281,5.348,5.414,5.478,5.541,5.601,5.66,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
GATESHEAD CENTRAL,0.233,0.279,0.345,0.427,0.518,0.617,0.728,0.847,0.961,1.072,1.181,1.288,1.387,1.477,1.562,1.642,1.717,1.788,1.853,1.914,1.971,2.024,2.067,2.101,2.134,2.167,2.198,2.229,2.26,2.289,2.317,2.345,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
GATESHEAD EAST,0.173,0.181,0.191,0.205,0.22,0.236,0.254,0.273,0.292,0.31,0.327,0.345,0.361,0.375,0.389,0.402,0.414,0.426,0.436,0.446,0.456,0.464,0.471,0.477,0.482,0.487,0.492,0.497,0.502,0.507,0.512,0.516,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
GOSFORTH 33/11KV,0.578,0.619,0.678,0.751,0.832,0.92,1.019,1.124,1.225,1.324,1.42,1.515,1.602,1.682,1.758,1.829,1.895,1.957,2.015,2.069,2.12,2.167,2.205,2.235,2.264,2.292,2.32,2.348,2.374,2.4,2.426,2.45,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
GRANGETOWN,1.276,1.395,1.565,1.776,2.014,2.271,2.56,2.869,3.17,3.461,3.747,4.028,4.288,4.525,4.75,4.962,5.16,5.346,5.518,5.68,5.831,5.972,6.087,6.177,6.266,6.353,6.438,6.52,6.6,6.678,6.754,6.828,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
GREATHAM,0.186,0.201,0.223,0.251,0.282,0.315,0.353,0.393,0.432,0.469,0.506,0.543,0.576,0.606,0.635,0.663,0.688,0.712,0.734,0.755,0.774,0.792,0.807,0.818,0.829,0.84,0.851,0.862,0.872,0.882,0.892,0.901,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
GUISBOROUGH T1 T2,7.62,7.781,8.011,8.299,8.624,8.979,9.38,9.812,10.233,10.643,11.048,11.445,11.812,12.149,12.469,12.771,13.053,13.318,13.565,13.797,14.014,14.217,14.382,14.516,14.646,14.773,14.897,15.016,15.133,15.246,15.355,15.46,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
GUISBOROUGH T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
HARLOW GREEN,1.081,1.196,1.361,1.567,1.797,2.046,2.324,2.622,2.91,3.189,3.464,3.733,3.981,4.207,4.422,4.624,4.813,4.99,5.154,5.308,5.452,5.586,5.694,5.78,5.863,5.945,6.025,6.103,6.179,6.253,6.325,6.395,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
HARMIRE BRIDGE,2.312,2.404,2.536,2.7,2.887,3.091,3.323,3.573,3.817,4.056,4.292,4.523,4.737,4.934,5.121,5.298,5.463,5.618,5.763,5.899,6.027,6.146,6.243,6.323,6.4,6.475,6.548,6.619,6.687,6.754,6.818,6.88,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
HARRATON,2.02,2.099,2.211,2.351,2.508,2.676,2.865,3.067,3.262,3.451,3.637,3.819,3.987,4.14,4.285,4.421,4.549,4.668,4.779,4.883,4.98,5.071,5.143,5.201,5.257,5.312,5.366,5.418,5.47,5.52,5.568,5.615,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
HARROGATE 132/11KV,1.286,1.493,1.79,2.161,2.586,3.053,3.584,4.159,4.726,5.281,5.828,6.367,6.867,7.327,7.763,8.176,8.564,8.929,9.269,9.589,9.889,10.17,10.401,10.591,10.776,10.955,11.129,11.297,11.46,11.617,11.768,11.914,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
HARROGATE WEST,0.469,0.522,0.6,0.697,0.807,0.928,1.066,1.215,1.362,1.506,1.647,1.787,1.916,2.035,2.148,2.255,2.355,2.449,2.537,2.62,2.697,2.769,2.829,2.878,2.925,2.972,3.016,3.06,3.102,3.142,3.181,3.219,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
HARTMOOR 66/20KV,9.811,9.966,10.188,10.465,10.776,11.115,11.495,11.902,12.299,12.684,13.063,13.434,13.778,14.092,14.39,14.671,14.934,15.18,15.409,15.624,15.825,16.012,16.164,16.285,16.404,16.52,16.633,16.743,16.85,16.954,17.054,17.152,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
HAWTHORN PIT,16.512,16.675,16.908,17.2,17.528,17.886,18.289,18.722,19.144,19.554,19.958,20.354,20.721,21.057,21.376,21.676,21.958,22.221,22.467,22.697,22.913,23.114,23.278,23.409,23.538,23.663,23.785,23.904,24.019,24.13,24.239,24.343,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
HAXBY ROAD T2 T3,1.409,1.505,1.644,1.816,2.01,2.219,2.455,2.706,2.951,3.188,3.421,3.65,3.861,4.054,4.237,4.409,4.571,4.722,4.862,4.994,5.117,5.232,5.324,5.398,5.47,5.541,5.61,5.677,5.742,5.806,5.867,5.927,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
HEBBURN,0.336,0.358,0.39,0.429,0.473,0.52,0.573,0.63,0.684,0.737,0.789,0.841,0.888,0.93,0.971,1.009,1.045,1.079,1.11,1.139,1.166,1.191,1.212,1.228,1.244,1.259,1.274,1.289,1.303,1.317,1.331,1.344,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
HEBBURN WEST,0.102,0.109,0.119,0.131,0.144,0.159,0.176,0.193,0.21,0.226,0.243,0.258,0.273,0.286,0.299,0.311,0.322,0.332,0.342,0.351,0.359,0.367,0.373,0.378,0.383,0.388,0.393,0.397,0.402,0.406,0.41,0.414,NPgN,Primary,NPg - Early Net Zero,Total installed renewable generation capacity (MW)
