Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,49,81,128,197,290,414,575,916,1269,1632,2002,2379,3329,4307,5313,6343,7398,8672,9969,11288,12628,13991,14904,15611,16027,15994,15905,15758,15535,15330,15085,14798,NPgN,Primary,NG FES - System Transformation,Number of electric cars and vans (hybrid and full electric)
AMBERTON ROAD,50,80,124,186,268,376,516,814,1121,1434,1753,2077,2899,3745,4613,5503,6414,7515,8635,9774,10933,12111,12900,13511,13871,13842,13765,13637,13444,13267,13055,12806,NPgN,Primary,NG FES - System Transformation,Number of electric cars and vans (hybrid and full electric)
ANNFIELD 66/20KV,76,118,176,257,359,488,656,1018,1385,1756,2133,2515,3496,4502,5533,6588,7669,8977,10308,11661,13039,14439,15377,16103,16531,16497,16404,16253,16023,15812,15559,15262,NPgN,Primary,NG FES - System Transformation,Number of electric cars and vans (hybrid and full electric)
ASHINGTON,68,109,170,258,375,530,731,1158,1597,2048,2507,2975,4156,5372,6621,7901,9212,10795,12406,14044,15711,17404,18538,19417,19935,19894,19782,19600,19322,19068,18763,18405,NPgN,Primary,NG FES - System Transformation,Number of electric cars and vans (hybrid and full electric)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - System Transformation,Number of electric cars and vans (hybrid and full electric)
AYCLIFFE INDUSTRIAL,48,71,102,142,189,244,315,474,629,783,937,1093,1505,1925,2353,2791,3240,3783,4337,4900,5474,6058,6448,6751,6929,6915,6876,6812,6716,6628,6522,6397,NPgN,Primary,NG FES - System Transformation,Number of electric cars and vans (hybrid and full electric)
BARDEN FRIAR,3,4,6,8,11,14,18,28,37,47,56,66,91,116,142,169,196,229,263,297,332,367,391,409,420,419,417,413,407,402,395,388,NPgN,Primary,NG FES - System Transformation,Number of electric cars and vans (hybrid and full electric)
BEDALE,37,58,89,133,190,263,359,563,772,985,1202,1423,1983,2559,3151,3756,4376,5126,5889,6665,7454,8256,8793,9210,9455,9435,9382,9296,9164,9043,8899,8729,NPgN,Primary,NG FES - System Transformation,Number of electric cars and vans (hybrid and full electric)
BELMONT,63,97,142,203,279,372,493,757,1020,1286,1554,1826,2531,3251,3989,4744,5517,6453,7406,8375,9361,10365,11036,11556,11863,11838,11771,11663,11498,11346,11165,10952,NPgN,Primary,NG FES - System Transformation,Number of electric cars and vans (hybrid and full electric)
BENSHAM,45,68,102,146,202,272,363,560,758,958,1160,1365,1895,2437,2992,3561,4143,4847,5564,6294,7036,7790,8295,8687,8918,8899,8849,8767,8643,8530,8393,8233,NPgN,Primary,NG FES - System Transformation,Number of electric cars and vans (hybrid and full electric)
