Scenario,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Net Zero Early,34.65,68.069,100.663,132.328,162.853,192.106,219.738,245.932,270.973,294.532,316.091,335.489,352.696,367.833,381.048,392.448,401.575,408.655,413.941,417.639,420.058,421.7,423.048,424.177,425.105,425.942,426.731,427.435,428.108,428.726,429.292
